model,task_type,rho,episode_seed,mechanism,warp,coupled,clean_loss,matched_loss,matched_loss_gap,matched_disagreement,identity_disagreement,excess_disagreement,matched_js,identity_js,matched_flip_rate,fit_seconds,predict_seconds
tabicl_v2_default,regression,0.0,1093002,periodic,sinh,False,0.3200681505267453,0.338580270741703,0.018512120214957684,0.16216640428272436,0.0,0.16216640428272436,,,,2.3753446738701314,0.4421421878505498
tabicl_v2_default,regression,0.0,1093003,interaction,asinh,False,0.6648585327083736,0.7007895157317423,0.03593098302336872,0.1464336866938928,0.0,0.1464336866938928,,,,1.1306602638214827,0.12739182217046618
tabicl_v2_default,regression,0.0,1093004,linear,identity,False,0.0034837321090669233,0.016339277454674467,0.012855545345607544,0.08283163476735148,0.0,0.08283163476735148,,,,0.9643824580125511,0.12713667727075517
tabicl_v2_default,regression,0.0,1093005,partition,pwl,False,0.06577864809064501,0.06817202711335334,0.0023933790227083224,0.06866607334507278,0.0,0.06866607334507278,,,,0.9092649631202221,0.13185890391469002
tabicl_v2_default,regression,0.0,1093006,threshold,signed_power,False,0.37127789906441255,0.3251368241257687,-0.046141074938643833,0.16698382914835816,0.0,0.16698382914835816,,,,1.0839729239232838,0.13235361804254353
tabicl_v2_default,regression,0.0,1093007,additive,affine,False,0.029682176250859282,0.019603534615049805,-0.010078641635809477,0.09056357267732533,0.0,0.09056357267732533,,,,0.9219708142336458,0.12715634796768427
tabicl_v2_default,regression,0.1,1103002,interaction,asinh,False,0.27624614313872153,0.3216287527015245,0.04538260956280299,0.15622001087498022,0.0,0.15622001087498022,,,,0.9512312847655267,0.13131896103732288
tabicl_v2_default,regression,0.1,1103003,linear,identity,False,0.00353690834541085,0.009938116086300425,0.006401207740889575,0.06785862119649444,0.0,0.06785862119649444,,,,0.9230957897379994,0.13651412003673613
tabicl_v2_default,regression,0.1,1103004,partition,pwl,False,0.00735410239392392,0.009319778441986733,0.001965676048062813,0.012211803844295618,0.0,0.012211803844295618,,,,1.241159899160266,0.1489011098165065
tabicl_v2_default,regression,0.1,1103005,periodic,sinh,False,0.31158646116916533,0.30173132315224765,-0.009855138016917675,0.2026309002756363,0.0,0.2026309002756363,,,,1.3031087981071323,0.14631128264591098
tabicl_v2_default,regression,0.1,1103006,threshold,signed_power,False,0.24029601543585277,0.2059395469777484,-0.03435646845810436,0.1749644621584405,0.0,0.1749644621584405,,,,1.0690908718388528,0.13763357512652874
tabicl_v2_default,regression,0.1,1103007,additive,affine,False,0.06278252056909944,0.03995431726056124,-0.0228282033085382,0.0922884117939569,0.0,0.0922884117939569,,,,0.9983257886487991,0.13141913386061788
tabicl_v2_default,regression,0.25,1113002,additive,affine,False,0.09000428079547326,0.06677903094464006,-0.0232252498508332,0.19107848974848762,0.0,0.19107848974848762,,,,0.9547632879111916,0.13465884886682034
tabicl_v2_default,regression,0.25,1113003,interaction,asinh,False,0.17929757413073322,0.23669449415664418,0.05739692002591096,0.138899901403644,0.0,0.138899901403644,,,,1.429480263730511,0.13280287571251392
tabicl_v2_default,regression,0.25,1113004,linear,identity,False,0.004312829397936718,0.012233061386738495,0.007920231988801776,0.07365639650928905,0.0,0.07365639650928905,,,,1.124835510039702,0.127742551965639
tabicl_v2_default,regression,0.25,1113005,partition,pwl,False,0.3120948810012567,0.3658280750304739,0.05373319402921717,0.09756887981647536,0.0,0.09756887981647536,,,,1.0127870140131563,0.12956465501338243
tabicl_v2_default,regression,0.25,1113006,periodic,sinh,False,0.6145641571817325,0.41109017579061713,-0.2034739813911154,0.241666018963763,0.0,0.241666018963763,,,,1.1210339951794595,0.14207288599573076
tabicl_v2_default,regression,0.25,1113007,threshold,signed_power,False,0.28185410789071275,0.2709013153713373,-0.01095279251937542,0.14599969829980466,0.0,0.14599969829980466,,,,1.176880921702832,0.12672015302814543
tabicl_v2_default,regression,0.5,1123002,threshold,signed_power,False,0.395558590313512,0.4152120178850775,0.019653427571565518,0.18900534646479697,0.0,0.18900534646479697,,,,0.9815006332937628,0.13191375811584294
tabicl_v2_default,regression,0.5,1123003,linear,identity,False,0.008442777793356109,0.03292682043765941,0.024484042644303303,0.15267143681130693,0.0,0.15267143681130693,,,,1.1044886028394103,0.14771138108335435
tabicl_v2_default,regression,0.5,1123004,interaction,asinh,False,0.3249002425327089,0.4405664905207089,0.11566624798800001,0.19034619559101335,0.0,0.19034619559101335,,,,0.9330749749206007,0.12931345705874264
tabicl_v2_default,regression,0.5,1123005,additive,affine,False,0.04238289933753317,0.06389442864739685,0.021511529309863678,0.13192313802562722,0.0,0.13192313802562722,,,,0.9984450433403254,0.141184960026294
tabicl_v2_default,regression,0.5,1123006,partition,pwl,False,0.4508610035035805,0.4526119197212395,0.0017509162176589932,0.16015667839725842,0.0,0.16015667839725842,,,,1.070666041225195,0.13801464182324708
tabicl_v2_default,regression,0.5,1123007,periodic,sinh,False,0.6109738581959006,0.4747335768824606,-0.13624028131343996,0.20923666958003997,0.0,0.20923666958003997,,,,0.9762241188436747,0.13211112702265382
tabicl_v2_default,regression,0.75,1133002,linear,identity,True,0.006849629306698165,0.025683142576042185,0.018833513269344022,0.08980170565802116,0.0,0.08980170565802116,,,,1.0833107107318938,0.1396735180169344
tabicl_v2_default,regression,0.75,1133003,periodic,sinh,True,0.6830475888406817,0.7111138360916959,0.028066247251014143,0.15194025766041167,0.0,0.15194025766041167,,,,1.0624634623527527,0.13106290088035166
tabicl_v2_default,regression,0.75,1133004,threshold,signed_power,True,0.2596581335877801,0.2567380434815152,-0.0029200901062649276,0.1416276100593784,0.0,0.1416276100593784,,,,1.1742893669288605,0.13943374692462385
tabicl_v2_default,regression,0.75,1133005,additive,affine,True,0.06614589706295818,0.06899210438393508,0.002846207320976901,0.0920680148405369,0.0,0.0920680148405369,,,,0.9204683229327202,0.13487823400646448
tabicl_v2_default,regression,0.75,1133006,partition,pwl,True,0.04472484655840555,0.0309328380858339,-0.01379200847257165,0.04578555628870685,0.0,0.04578555628870685,,,,0.9451886438764632,0.135658647865057
tabicl_v2_default,regression,0.75,1133007,interaction,asinh,True,0.576186148265682,0.6487557358423812,0.07256958757669918,0.12003020135111143,0.0,0.12003020135111143,,,,1.146928780945018,0.12950520496815443
tabicl_v2_default,regression,0.9,1143002,interaction,asinh,True,0.32220511499659715,0.32542114255862437,0.0032160275620272127,0.08492867008186054,0.0,0.08492867008186054,,,,0.9729964521247894,0.13066343078389764
tabicl_v2_default,regression,0.9,1143003,additive,affine,True,0.021740866704123105,0.027821359892265467,0.006080493188142362,0.09301207909676677,0.0,0.09301207909676677,,,,0.9729799560736865,0.1441092831082642
tabicl_v2_default,regression,0.9,1143004,partition,pwl,True,0.38367879131993926,0.45129844983147277,0.06761965851153351,0.09723553089235595,0.0,0.09723553089235595,,,,1.0505869812332094,0.13048570323735476
tabicl_v2_default,regression,0.9,1143005,linear,identity,True,0.005627025384922724,0.006903148762621916,0.001276123377699192,0.047863375973916086,0.0,0.047863375973916086,,,,0.8710693458560854,0.12986937537789345
tabicl_v2_default,regression,0.9,1143006,threshold,signed_power,True,0.3205882559786788,0.33996479744089453,0.019376541462215735,0.18699349710984375,0.0,0.18699349710984375,,,,0.9952743309549987,0.15224686986766756
tabicl_v2_default,regression,0.9,1143007,periodic,sinh,True,0.7222584038047584,0.6959896581618678,-0.026268745642890612,0.14338233798252367,0.0,0.14338233798252367,,,,0.9978778390213847,0.12834457075223327
tabicl_v2_default,regression,1.0,1153002,additive,affine,True,0.019297712940323883,0.015912345241317426,-0.003385367699006457,0.094495413362994,0.0,0.094495413362994,,,,0.936340639134869,0.13077055220492184
tabicl_v2_default,regression,1.0,1153003,partition,pwl,True,0.36604654438041884,0.3050130085071394,-0.06103353587327942,0.09684059565917567,0.0,0.09684059565917567,,,,1.0431064490694553,0.14104188908822834
tabicl_v2_default,regression,1.0,1153004,linear,identity,True,0.008348390097967558,0.021005011465091677,0.01265662136712412,0.13297983860874985,0.0,0.13297983860874985,,,,0.7813743790611625,0.15370616619475186
tabicl_v2_default,regression,1.0,1153005,periodic,sinh,True,0.45073897693960574,0.49720867542066816,0.046469698481062416,0.33040899726708106,0.0,0.33040899726708106,,,,0.7278492250479758,0.12757814023643732
tabicl_v2_default,regression,1.0,1153006,interaction,asinh,True,0.4472990274576448,0.5854999630957001,0.13820093563805524,0.2099496243467023,0.0,0.2099496243467023,,,,0.7214972970541567,0.12672341405414045
tabicl_v2_default,regression,1.0,1153007,threshold,signed_power,True,0.42013088209370386,0.40254439033978673,-0.017586491753917133,0.18952650898665727,0.0,0.18952650898665727,,,,0.7201277480926365,0.1273343339562416
