task_type,test_episodes,fixed_minus_gate_mean,fixed_minus_gate_ci_low,fixed_minus_gate_ci_high,fixed_minus_oracle_mean,fixed_minus_oracle_ci_low,fixed_minus_oracle_ci_high,rank_minus_gate_mean,rank_minus_gate_ci_low,rank_minus_gate_ci_high,oracle_headroom_fraction_captured,fraction_gate_beats_fixed,fixed_alpha,gate_alpha_mean,oracle_alpha_mean
classification,2940,9.241269588273953e-06,-2.7912051676473688e-05,4.552358815374177e-05,0.004629393039144362,0.004429672438954486,0.004829522017142638,0.008732527933982779,0.007779953159259444,0.009748362671517182,0.0019962162447935057,0.4965986394557823,0.34,0.3784418726705669,0.3833775510204082
regression,2940,0.0002440906204619107,5.740898013162062e-05,0.0004328933808791053,0.009128083791647958,0.00852632561906239,0.00975971969283245,0.0004676045320918375,0.00015084302277269145,0.0007885316244455393,0.02674062005053563,0.5040816326530613,0.07,0.1775873773908328,0.2940578231292517
