task_type,n_context,n_features,tasks,mechanism_selector_accuracy,shape_routing_gain,shape_routing_ci_low,shape_routing_ci_high,matched_family_gain,matched_family_ci_low,matched_family_ci_high,raw_bundle
classification,64,8,420,0.9523809523809523,0.0073268354586339445,0.004314848204940437,0.0103786467993226,-0.01232505786191079,-0.018443565548561868,-0.006677283802828895,results/raw/e1_primary_b779842a24_t420_n64.npz
regression,64,8,420,0.9738095238095238,0.2052339799346237,0.17561184545372915,0.23599022209640336,0.22030532707916956,0.18670818634460412,0.25441489512178894,results/raw/e1_primary_b779842a24_t420_n64.npz
classification,96,8,420,0.9833333333333333,0.006312760675024385,0.003080953474676169,0.009624865870708182,-0.01021986170237712,-0.015288927213609088,-0.005133719203843137,results/raw/fallback_routing_axis_n96_d8_1ece69a4bb_t420_n96.npz
regression,96,8,420,0.9952380952380953,0.17423278172625825,0.15226353875800486,0.19725225568050167,0.1824301249397091,0.15861692108153966,0.20690323901393726,results/raw/fallback_routing_axis_n96_d8_1ece69a4bb_t420_n96.npz
classification,64,12,420,0.9619047619047619,0.0020105241784879675,-0.000787315902510293,0.004708763670058834,-0.01883723021650152,-0.023909834378627856,-0.013861591659184784,results/raw/fallback_routing_axis_n64_d12_f10e060603_t420_n64.npz
regression,64,12,420,0.9857142857142858,0.21990714938357625,0.19121779067655836,0.24958198952828223,0.21852461658457273,0.1872034144621953,0.25020936945066535,results/raw/fallback_routing_axis_n64_d12_f10e060603_t420_n64.npz
classification,96,12,630,0.9920634920634921,-0.004022020948380086,-0.006595044036423706,-0.0014780590855887395,-0.023009308713963304,-0.026668019809136047,-0.019330285080794776,results/raw/fallback_dial_replication_dbe28a797c_t630_n96.npz
regression,96,12,630,0.9936507936507937,0.2433947134418842,0.21648778759874396,0.2711712557302046,0.24505007342537952,0.21753563486292346,0.2734281530229022,results/raw/fallback_dial_replication_dbe28a797c_t630_n96.npz
