generation_seed,shift,severity,task_id,true_ate,ensemble_prediction,absolute_error,squared_error,ensemble_variance,ood_score,naive_prediction,naive_absolute_error,covered_90,bad_error,combined_score
12000,iid,0.0,0,0.24783753,0.33101723,0.0831797,0.006918862058619135,0.00035886312,0.45273117754367476,1.6430813,1.3952438,True,False,-0.7311496847211325
12000,iid,0.0,1,0.3090249,0.30129948,0.0077254176,5.968207731044117e-05,0.00011099118,0.4368954088857321,1.017341,0.7083161,True,False,-1.5924024119053986
12000,iid,0.0,2,0.2921571,0.1250584,0.16709872,0.027921980855888373,0.0016924859,0.41841916477257907,-0.1546414,0.4467985,True,False,0.2284228856679571
12000,iid,0.0,3,-0.0711736,-0.19948238,0.12830877,0.016463141239228207,0.00013407141,0.4191007717676852,0.124367625,0.19554123,True,False,-2.1046043469392473
12000,iid,0.0,4,-1.9486319,-1.7054029,0.24322903,0.059160361794980076,0.0001365829,0.5046164080829786,-1.6518487,0.2967832,True,False,0.5282158900013814
12000,iid,0.0,5,-0.95955706,-1.3005639,0.34100688,0.11628568882328238,0.00050874054,0.4418063320354507,-1.313509,0.35395193,True,False,-0.8406251207058745
12000,iid,0.0,6,1.6461323,1.6608473,0.014714956,0.00021652993842735668,0.00064771454,0.47904228441508145,1.3843046,0.2618277,True,False,0.514048172888409
12000,iid,0.0,7,1.3395158,1.4854928,0.14597702,0.02130929044506047,0.00015658901,0.4535652449685009,1.4261197,0.08660388,True,False,-1.0110423615586945
12000,iid,0.0,8,0.31449082,-0.34780225,0.6622931,0.4386321191999656,0.00013727022,0.5094106901858054,-0.34494796,0.6594388,False,True,0.6766458474432682
12000,iid,0.0,9,1.0112882,1.179581,0.16829288,0.028322493478313504,0.00057315815,0.46187055630281854,0.8650091,0.14627904,True,False,-0.12648344688554272
12000,iid,0.0,10,-0.49074388,-0.1587823,0.33196157,0.11019848539774912,7.6456934e-05,0.47209899797949695,-1.2297115,0.73896766,False,False,-0.5622943717161653
12000,iid,0.0,11,-0.25793585,-0.49924055,0.2413047,0.05822795612161613,0.00016022951,0.42810623856669344,0.15290965,0.41084552,True,False,-1.7882354945373933
12000,iid,0.0,12,-0.52499026,-0.43851867,0.08647159,0.007477335430849941,0.00028264232,0.4683373275662545,0.72419393,1.2491841,True,False,-0.36649764642659843
12000,iid,0.0,13,-0.89671516,-0.72730714,0.16940802,0.028699078377858456,0.00012373358,0.45658322261865064,-1.2903589,0.39364374,True,False,-0.9678880677957841
12000,iid,0.0,14,-0.3838243,-0.5747895,0.19096524,0.03646772106771223,0.00044541448,0.48771160262541075,-1.269751,0.88592666,True,False,0.47499713803937804
12000,iid,0.0,15,1.3318185,1.5669447,0.23512626,0.05528435670390763,2.8521492e-05,0.46251218743314826,1.4633449,0.13152647,False,False,-0.929430337614345
12000,iid,0.0,16,-0.36037695,-0.7664852,0.40610826,0.1649239189658971,0.00013731443,0.46195684441343876,-1.6557784,1.2954015,False,True,-0.782171759293644
12000,iid,0.0,17,-0.8414332,-0.6656731,0.17576015,0.030891630312467555,7.780548e-05,0.4911252340117509,-0.8740325,0.03259927,True,False,0.024670514859354786
12000,iid,0.0,18,1.5833398,1.424446,0.15889382,0.02524724718574589,0.0011160341,0.5033006404143096,2.0746918,0.49135196,True,False,1.9672241717013454
12000,iid,0.0,19,0.5769709,0.35220245,0.22476843,0.05052084712222982,0.00040488454,0.419989427305529,1.1074889,0.530518,True,False,-1.668221464615266
12000,iid,0.0,20,0.69221,0.53453934,0.15767068,0.02486004229362848,0.00022025463,0.4210440420550414,0.7933961,0.1011861,True,False,-1.9146823032774913
12000,iid,0.0,21,-0.09948071,-0.018838817,0.080641896,0.006503115315092067,0.0006156005,0.49247552672451445,0.23669887,0.33617958,True,False,0.8785211985558425
12000,iid,0.0,22,0.30075675,0.43570343,0.13494667,0.01821060485294712,0.0012719823,0.43101432724920036,0.4493138,0.14855704,True,False,-0.019530916694123768
12000,iid,0.0,23,-0.1832872,-0.33279946,0.14951226,0.022353916234863824,0.0001374747,0.48090285553627604,-2.1853776,2.0020905,True,False,-0.19946817961130603
12000,iid,0.0,24,-0.00581275,0.2479084,0.25372115,0.06437442082859324,0.000120093726,0.46649891448137476,1.2332258,1.2390386,True,False,-0.6685456916679807
12000,iid,0.0,25,-1.1951693,-0.98267555,0.21249378,0.04515360538063362,0.00013089691,0.4406400538332747,-1.1363262,0.058843136,True,False,-1.4472123782971922
12000,iid,0.0,26,-1.3172313,-1.399161,0.08192968,0.006712473068773761,0.00013369165,0.45987576105130745,-0.9866039,0.33062738,True,False,-0.8516232208309018
12000,iid,0.0,27,-0.06813849,0.02874372,0.09688221,0.009386162455943259,0.0001843485,0.4441663288049053,0.03299109,0.10112958,True,False,-1.2580647610734343
12000,iid,0.0,28,-0.0027232927,0.2207024,0.22342569,0.049919037325171445,0.00040258595,0.46163625735795794,0.7849245,0.7876478,True,False,-0.3913355346968634
12000,iid,0.0,29,-0.58410597,-0.8132375,0.22913152,0.0525012533633209,0.0007379958,0.4546871601496209,0.5144667,1.0985727,True,False,-0.0983372900646029
12000,iid,0.0,30,-1.8198619,-1.5329766,0.28688526,0.08230315328637516,3.6290807e-05,0.500518702615935,-0.9430031,0.8768588,False,False,0.2507481537181797
12000,iid,0.0,31,-0.07862504,0.0647117,0.14333674,0.02054542192721076,0.0007777459,0.413118434779135,-0.106379546,0.027754508,True,False,-1.3162515745656718
12000,iid,0.0,32,-0.62148833,-0.45987844,0.16160989,0.026117755924190078,8.2404906e-05,0.4859914019370521,-1.3867463,0.76525795,True,False,-0.12621271263832246
12000,iid,0.0,33,0.48366404,0.7731077,0.28944367,0.08377763908911007,0.00029788076,0.45176595713876605,0.34277457,0.14088947,True,False,-0.8529374082564793
12000,iid,0.0,34,-1.1532987,-0.95806986,0.19522887,0.03811431351013894,0.001230095,0.4420425143337026,-1.8715078,0.718209,True,False,0.256240516425409
12000,iid,0.0,35,-0.30822062,-0.51793116,0.20971054,0.04397850991069063,0.00041667186,0.4851655702773917,0.9967456,1.3049662,True,False,0.35330822138014095
12000,iid,0.0,36,-0.8833096,-1.188999,0.30568945,0.09344604233491793,0.0005748393,0.4879867509801719,-1.5788159,0.69550633,True,False,0.6789520346296646
12000,iid,0.0,37,-1.9031409,-1.8473469,0.055794,0.0031129705058106083,8.330401e-05,0.49845565891970295,-2.2800174,0.37687647,True,False,0.2583369235790738
12000,iid,0.0,38,-0.3620965,-0.04114444,0.32095206,0.1030102234307293,0.00014798902,0.4688467463580725,-1.1039015,0.741805,False,False,-0.554229987674691
12000,iid,0.0,39,-0.32216245,-0.24522376,0.07693869,0.005919561827344211,0.00027117276,0.43750600821622765,0.47489244,0.7970549,True,False,-1.3316766489342897
12000,iid,0.0,40,1.526515,1.4251448,0.101370215,0.010275920573477038,7.829071e-05,0.45997406664936624,1.3162918,0.2102232,True,False,-0.9322840034069412
12000,iid,0.0,41,-0.41066307,-0.65406626,0.2434032,0.05924511598601612,0.00035857773,0.5059558679384873,-0.35238364,0.058279425,True,False,0.9047180060150881
12000,iid,0.0,42,-0.55055773,-0.8146077,0.26404995,0.0697223746489648,0.0001576096,0.4776896057795923,-2.5841954,2.0336375,True,False,-0.2678401598271827
12000,iid,0.0,43,1.7431053,1.3867127,0.35639262,0.1270157010117714,0.0021507384,0.5084310630121683,0.8326349,0.91047037,True,False,3.6878689401116205
12000,iid,0.0,44,0.6898072,0.9706754,0.28086823,0.07888696388735994,0.0008186028,0.44220989448397324,0.7800925,0.0902853,True,False,-0.3601719563785988
12000,iid,0.0,45,-0.1933094,-0.66189295,0.46858355,0.21957054710688428,0.0003489098,0.45896541242819133,-1.4957602,1.3024508,False,True,-0.5545236817900407
