generation_seed,shift,severity,task_id,true_ate,ensemble_prediction,absolute_error,squared_error,ensemble_variance,ood_score,naive_prediction,naive_absolute_error,covered_90,bad_error,combined_score
12000,iid,0.0,46,-1.9156449,-1.7660383,0.14960659,0.0223821304257541,0.0001303974,0.5024903102541916,-3.1060383,1.1903934,True,False,0.4535095744363964
12000,iid,0.0,47,-1.7916896,-1.5287119,0.26297772,0.06915728085188277,0.002036923,0.5240315381739552,-2.0438323,0.25214267,True,False,3.9955599777008395
12000,iid,0.0,48,0.44412664,0.73003554,0.2859089,0.0817439034747034,0.0007026884,0.44345146292521725,0.9910791,0.5469525,True,False,-0.49709060087057655
12000,iid,0.0,49,0.6241631,0.586535,0.037628114,0.0014158749800152748,0.0010711359,0.4897454252942599,0.6666122,0.042449117,True,False,1.4826743521217478
12000,iid,0.0,50,-0.23687953,-0.40142348,0.16454396,0.02707471362665448,0.0004839777,0.43445610677445806,-0.11122513,0.1256544,True,False,-1.1039990053392978
12000,iid,0.0,51,1.6201615,1.3231373,0.29702425,0.08822340510619142,0.0013535802,0.4352576808737004,1.044784,0.5753776,True,False,0.23417681352834707
12000,iid,0.0,52,-0.13715973,-0.14406039,0.0069006532,4.761901518102185e-05,0.000431692,0.47829119886450977,-1.1963001,1.0591404,True,False,0.16465574109437126
12000,iid,0.0,53,-1.1327527,-1.518324,0.38557136,0.14866527410573838,0.00016247462,0.5235811867403369,-2.6480403,1.5152876,False,False,1.1503637986552198
12000,iid,0.0,54,0.62361413,0.78337264,0.15975851,0.025522780944019274,7.2812465e-05,0.4302025494432989,0.7943763,0.17076218,True,False,-1.8558313753490865
12000,iid,0.0,55,-1.0944353,-0.909239,0.18519634,0.03429768438053671,0.0003098991,0.4328980323902143,-1.9177849,0.8233496,True,False,-1.4148446388775124
12000,iid,0.0,56,0.29482123,0.0730594,0.22176182,0.049178306007448214,0.0014499443,0.434057033156927,-0.32552555,0.6203468,True,False,0.3428229083393399
12000,iid,0.0,57,0.059672732,0.062329922,0.00265719,7.060658511415241e-06,0.0006629578,0.44348961158501155,0.38812888,0.32845613,True,False,-0.555930828853892
12000,iid,0.0,58,0.61315334,0.78149396,0.16834062,0.028338565479547384,0.0003371228,0.41635610034207926,1.2084746,0.5953213,True,False,-1.8822756511637568
12000,iid,0.0,59,0.48018506,-0.37752497,0.85771,0.7356664507092461,0.0005951834,0.5004922822060025,-0.86424494,1.34443,False,True,1.0941421525306037
12000,iid,0.0,60,-0.9655487,-1.1866695,0.22112077,0.04889439702424525,2.3312752e-05,0.4735741502720898,-1.8777239,0.91217524,False,False,-0.5972176538543256
12000,iid,0.0,61,-0.41126394,-0.23855029,0.17271365,0.02983000567462235,0.000110990986,0.4455961471658577,0.3897921,0.801056,True,False,-1.324913876231975
12000,iid,0.0,62,-1.8059129,-1.6220598,0.18385303,0.033801936715477154,0.0002529019,0.48739462942753864,-1.8807708,0.07485795,True,False,0.17446248658064534
12000,iid,0.0,63,0.7560474,0.7547366,0.0013108253,1.7182630926981801e-06,0.0007479626,0.4707525467290466,0.6472155,0.10883194,True,False,0.4106194218000021
12000,iid,0.0,64,1.65288,1.749987,0.09710705,0.009429779704092311,0.0018013325,0.4877704025730831,1.8987365,0.24585652,True,False,2.5249164855597805
12000,iid,0.0,65,-0.06915809,-0.20028032,0.13112223,0.01719303958920193,0.00019232293,0.47481429983259044,-0.25482336,0.18566526,True,False,-0.3038018399050548
12000,iid,0.0,66,-1.2688217,-1.3297759,0.060954213,0.0037154160998085217,0.00016187878,0.45974497353113475,-1.7020801,0.4332584,True,False,-0.8130674402415593
12000,iid,0.0,67,-0.83943534,-0.6535892,0.18584615,0.03453879144061389,0.0005414258,0.4921355549733581,-1.2712288,0.43179345,True,False,0.7560285911332085
12000,iid,0.0,68,-1.7204888,-1.837217,0.11672819,0.013625469548642855,0.00034236282,0.49589265423575246,-2.7195525,0.99906373,True,False,0.5708497487789164
12000,iid,0.0,69,0.6083091,0.60263807,0.0056710243,3.2160516866497346e-05,0.00067056395,0.4502959455130973,1.5672159,0.9589068,True,False,-0.3351930574847301
12000,iid,0.0,70,-0.2967532,-0.3201507,0.023397505,0.0005474432534846585,5.3364103e-05,0.4590662182649998,-1.9308712,1.6341181,True,False,-0.9978457910394979
12000,iid,0.0,71,-0.48544586,0.33208027,0.8175261,0.6683489275592933,3.556146e-05,0.4759822770310514,1.6320088,2.1174545,False,True,-0.5046824263173708
12000,iid,0.0,72,-0.5126204,-0.43994522,0.07267517,0.005281680118574883,2.8628134e-05,0.4474723906942265,-0.64625096,0.13363057,True,False,-1.3916410554262455
12000,iid,0.0,73,1.0954679,0.8334158,0.26205212,0.06867131295615891,0.0008776717,0.47317902721916727,2.6797922,1.5843242,True,False,0.6811425731526097
12000,iid,0.0,74,0.57347894,0.5828945,0.009415567,8.865290044823837e-05,0.00014903293,0.42142382083825736,1.5819755,1.0084965,True,False,-2.010586981990388
12000,iid,0.0,75,-1.434652,-1.710991,0.27633905,0.07636327282511957,3.360595e-05,0.465519820651183,-1.3240614,0.11059058,False,False,-0.8292858680571173
12000,iid,0.0,76,1.7740773,1.3238755,0.45020175,0.20268161552445463,0.0017027822,0.47555490298647773,2.9458375,1.1717602,True,True,2.0005126282100503
12000,iid,0.0,77,0.9032325,0.2988888,0.6043437,0.365231322632642,0.0006347912,0.45781566991710115,-0.37231323,1.2755457,True,True,-0.1580471144783639
12000,iid,0.0,78,0.8435006,0.8684435,0.024942875,0.0006221470086984482,0.00089141005,0.43523017146533366,0.42965162,0.413849,True,False,-0.46477597823457406
12000,iid,0.0,79,1.6833633,1.3137485,0.36961484,0.13661512961840572,0.0018221351,0.4626463474071329,2.402106,0.7187427,True,False,1.7839440866447025
12000,iid,0.0,80,-1.8836997,-1.5639987,0.31970096,0.10220870148765471,0.0019332189,0.48324089174867996,-2.334544,0.4508443,True,False,2.5848789250511452
12000,iid,0.0,81,-1.666973,-1.4203596,0.24661338,0.06081816081929503,0.00055319275,0.511562166624765,-1.5292636,0.13770938,True,False,1.3710393134767902
12000,iid,0.0,82,1.1132,1.2366873,0.12348735,0.015249126431186255,0.00069390103,0.43522331882985366,1.018142,0.095057964,True,False,-0.7633236256407913
12000,iid,0.0,83,0.5218705,0.34572038,0.17615011,0.031028862431171866,0.0012472179,0.4202992088807959,0.046357915,0.47551256,True,False,-0.38635485894906996
12000,iid,0.0,84,-1.9390289,-1.846557,0.09247184,0.008551040822624145,1.1603729e-05,0.5070479589640843,-1.2631118,0.675917,False,False,0.41418888627984574
12000,iid,0.0,85,-1.5301629,-1.571031,0.040868044,0.0016701970121744125,0.00032955478,0.45493557315646244,-1.1332297,0.3969332,True,False,-0.7076496370891392
12000,iid,0.0,86,-1.5101693,-1.2662139,0.24395537,0.05951422438835152,0.00061196194,0.4541668131167482,-1.6710875,0.16091824,True,False,-0.30470832910384416
12000,iid,0.0,87,0.447117,0.018571168,0.42854583,0.18365153066794448,0.0003444001,0.44598285262639314,-1.1636596,1.6107765,True,True,-0.9604613549450213
12000,iid,0.0,88,-1.996087,-1.7467351,0.24935186,0.0621763496329919,0.0006202255,0.47340537670771654,-1.6423265,0.35376048,True,False,0.2992293060834593
12000,iid,0.0,89,1.5196576,1.9296246,0.40996695,0.16807289652410873,0.0011924594,0.4980837405833503,2.725099,1.2054415,True,True,1.9222800245540532
12000,iid,0.0,90,0.9359344,0.9453209,0.00938648,8.810600406050639e-05,0.0006644879,0.4025777359614294,0.83714443,0.09878999,True,False,-1.8113826993889028
12000,iid,0.0,91,-1.6405227,-1.6204325,0.020090222,0.0004036170344221546,0.00029638427,0.4917876559622384,-1.5772299,0.06329286,True,False,0.3751983266114456
12000,iid,0.0,92,-0.6664481,-0.6239146,0.042533517,0.0018091000585087613,0.00033587238,0.4229679731444335,-0.4642062,0.20224193,True,False,-1.6808940951099927
12000,iid,0.0,93,1.2557384,1.2644401,0.008701682,7.571927120864075e-05,0.0011045025,0.46280475771974383,2.2457895,0.99005115,True,False,0.7048314844169824
12000,iid,0.0,94,-0.014668852,-0.1610872,0.14641835,0.02143833261779826,0.0002627372,0.45950008440728585,-1.6240089,1.6093401,True,False,-0.6682496900153636
12000,iid,0.0,95,1.185056,1.3819509,0.19689488,0.03876759538849228,0.0015445412,0.5005483095503818,1.2652537,0.08019769,True,False,2.529867754687796
12000,iid,0.0,96,-1.2748297,-1.1512271,0.12360263,0.01527760982349946,0.00018792751,0.45423353055863497,-1.4619063,0.18707657,True,False,-0.9431604082222984
12000,iid,0.0,97,0.6041408,0.61953014,0.015389323,0.00023683126961770995,0.0004961591,0.446570809005967,0.67272663,0.06858581,True,False,-0.7131540078623793
12000,iid,0.0,98,-1.1712767,-0.8080501,0.3632266,0.13193355752875746,0.0007438525,0.5232455338383918,-3.0091972,1.8379205,True,False,2.0182149523601574
12000,iid,0.0,99,1.1678758,1.1661824,0.001693368,2.8674950414142586e-06,0.0018073354,0.46364186009625563,0.4893335,0.67854226,True,False,1.7921945182333003
12000,iid,0.0,100,0.3645222,0.21379344,0.15072875,0.022719155247147294,0.0014726542,0.4642967355361329,-0.6575243,1.0220464,True,False,1.306792138543613
12000,iid,0.0,101,-1.250022,-1.3133041,0.06328201,0.004004613161669113,0.0010017385,0.45543180053447085,-1.8212322,0.57121015,True,False,0.32293818613767256
12000,iid,0.0,102,-1.8109534,-1.5834609,0.22749245,0.05175281556581979,0.00042677368,0.44890179306414113,-2.0403614,0.22940803,True,False,-0.7462985329647667
12000,iid,0.0,103,-0.4979053,-0.54303575,0.04513043,0.0020367558611020797,0.00038588062,0.42519662566262995,-0.62073475,0.12282944,True,False,-1.5368408003548364
12000,iid,0.0,104,-1.6472247,-1.2945466,0.35267806,0.12438181438034235,0.0010952195,0.445507553027105,-1.8578638,0.21063912,True,False,0.15903771647948806
12000,iid,0.0,105,0.6755717,0.3408339,0.33473778,0.11204937982620322,0.0005213526,0.5481100146183605,-0.08453676,0.7601085,True,False,2.4465435984041677
12000,iid,0.0,106,0.63332117,0.9316215,0.29830033,0.0889830844144548,0.0008838838,0.43116218936043943,0.27204114,0.36128002,True,False,-0.6012072405847592
12000,iid,0.0,107,0.29617566,0.419435,0.123259336,0.015192863851084759,0.0006442733,0.43786874398753856,0.45247945,0.1563038,True,False,-0.7569573180776011
12000,iid,0.0,108,0.47857738,0.7953844,0.31680703,0.10036669529114306,0.0003080702,0.4498141029918317,0.076883525,0.40169385,True,False,-0.8975525924589478
12000,iid,0.0,109,0.3452746,0.30265275,0.04262185,0.0018166221798878723,0.0012380766,0.4412054310870977,0.30172333,0.043551266,True,False,0.2425619882465957
12000,iid,0.0,110,-0.88648444,-0.80114716,0.08533728,0.007282451567235171,1.6765547e-05,0.4662019161970575,0.5177742,1.4042587,True,False,-0.833753404733169
12000,iid,0.0,111,-0.83597535,-0.813251,0.02272433,0.0005163951932765087,8.5159285e-05,0.43700366253848666,0.053868532,0.8898439,True,False,-1.6280933934732835
12000,iid,0.0,112,-0.3065434,-0.62465614,0.31811273,0.1011957096115026,0.00013953459,0.5376877726186043,-0.42197126,0.11542785,False,False,1.549394911658748
12000,iid,0.0,113,0.9569427,0.97922283,0.022280157,0.0004964053786729039,0.0008800731,0.43971879238677386,1.0406781,0.083735466,True,False,-0.34390566989915394
12000,iid,0.0,114,0.79542917,1.0591329,0.26370376,0.069539674876129,0.0008499977,0.4779722202136187,-1.1035113,1.8989406,True,False,0.7866992525371945
12000,iid,0.0,115,-1.6084034,-1.4165244,0.19187903,0.03681756370502853,0.00029126485,0.4476664015091248,-0.2947088,1.3136947,True,False,-0.9889642933000493
12000,iid,0.0,116,-0.5453459,-0.8366065,0.2912606,0.08483273716480255,0.00062694284,0.4681853790532106,-0.41760468,0.12774122,True,False,0.14889625914817697
12000,iid,0.0,117,0.062326882,-0.13755012,0.199877,0.03995081268833278,0.00025550948,0.4300814317970448,1.4374251,1.3750982,True,False,-1.5835914374295796
12000,iid,0.0,118,-1.9818689,-1.1158061,0.86606276,0.750064704870411,0.0008887197,0.5596973552188437,-3.132884,1.1510152,False,True,3.357683180410319
12000,iid,0.0,119,-0.31256387,-0.36994672,0.05738285,0.0032927916851841488,0.00014748139,0.4248404043415597,-0.060749352,0.2518145,True,False,-1.907893773995649
12000,iid,0.0,120,0.4357972,0.2454204,0.19037682,0.03624333290037285,0.0007420759,0.41349965714058184,0.35600197,0.07979524,True,False,-1.3584110385122683
12000,iid,0.0,121,1.3892132,1.168608,0.22060525,0.04866667816885695,0.00069892005,0.4379842093676046,1.4138093,0.024596095,True,False,-0.670863728830485
12000,iid,0.0,122,0.9426481,1.224778,0.28212994,0.07959730494642159,0.0014053831,0.5240596662501662,-0.94506603,1.8877141,True,False,3.042484691626928
12000,iid,0.0,123,0.050983403,0.18772627,0.13674287,0.018698613857788482,0.00044458438,0.41770182558738483,0.55849534,0.5075119,True,False,-1.6785832194944235
12000,iid,0.0,124,1.8930179,1.7914728,0.101545095,0.010311406408675339,0.0009147534,0.4598610870342088,1.4762113,0.41680658,True,False,0.32771799709708704
12000,iid,0.0,125,1.947239,1.6804188,0.2668202,0.07119301503877296,0.0010974234,0.5429130572463846,3.5279696,1.5807306,True,False,3.156926186422069
12000,iid,0.0,126,0.68427914,0.7886145,0.10433537,0.010885868948836475,0.0018657297,0.4932053529957122,0.34775662,0.33652252,True,False,2.7892763206852527
12000,iid,0.0,127,-1.7978979,-1.6718841,0.12601388,0.015879496694438444,9.3239505e-05,0.4444718062117347,-1.668762,0.12913597,True,False,-1.3862933123632906
12000,iid,0.0,128,1.7558916,1.508753,0.24713862,0.06107749721026323,0.0006857589,0.46537781187970123,-0.17488009,1.9307716,True,False,0.1514241107210879
12000,iid,0.0,129,-1.6743325,-1.55341,0.120922446,0.014622238007305555,0.00018996459,0.4663504190033793,-0.8481765,0.826156,True,False,-0.56757112315537
12000,iid,0.0,130,1.8564372,1.9114842,0.055047035,0.0030301760862130322,0.0019669668,0.4818971075382204,1.8076427,0.048794508,True,False,2.594542818897372
12000,iid,0.0,131,-0.8286964,-0.807369,0.021327436,0.00045485952506751914,0.000595582,0.47974231533419337,-2.7079475,1.879251,True,False,0.45682329838506497
12000,iid,0.0,132,0.97153085,1.0293379,0.05780703,0.003341652520138183,0.0011811064,0.42189990023266705,0.9687055,0.0028253794,True,False,-0.4370057052079921
12000,iid,0.0,133,-1.8197597,-1.6995734,0.12018633,0.01444475365155995,0.0002377773,0.4941895645444708,-1.852586,0.032826304,True,False,0.3605150354719733
12000,iid,0.0,134,1.5619838,1.394546,0.16743779,0.028035414131011294,0.0005950055,0.47114947564166515,2.05936,0.4973762,True,False,0.19178089220834962
12000,iid,0.0,135,-1.9260372,-1.9191974,0.006839752,4.6782210119999945e-05,0.0005387878,0.48504308791651124,-2.162293,0.23625576,True,False,0.5339986197111906
12000,iid,0.0,136,0.022545474,-0.06490668,0.08745215,0.0076478786937639875,0.00010379654,0.43854972000052433,-0.21254116,0.23508663,True,False,-1.5524110258428383
12000,iid,0.0,137,0.62435323,0.5047257,0.119627535,0.014310747212281427,9.584442e-05,0.4333752586045842,1.3926132,0.76825994,True,False,-1.723502315601511
12000,iid,0.0,138,1.7205575,1.8241907,0.103633285,0.010739857670515107,0.0013057796,0.46772026004838985,1.4869063,0.23365116,True,False,1.1599785793611326
12000,iid,0.0,139,-1.6194576,-1.6737691,0.054311514,0.002949740542192103,0.0003595623,0.49513975060383963,-0.7822129,0.8372447,True,False,0.5736828484453179
12000,iid,0.0,140,1.225303,1.36682,0.14151692,0.020027039751369102,0.0005660227,0.41987741495802605,0.80835795,0.4169451,True,False,-1.4282662106700184
12000,iid,0.0,141,-1.4050233,-1.5452553,0.14023197,0.019665004560934563,0.00020716463,0.48313545371705374,-0.4951334,0.90988994,True,False,-0.025564394966249848
12000,iid,0.0,142,-0.74214685,-1.0101961,0.26804924,0.07185039512478397,0.00015612158,0.5406672173870251,-3.0011091,2.2589622,True,False,1.6660472332327814
12000,iid,0.0,143,1.805997,1.1172467,0.68875027,0.47437693033225514,0.0014193859,0.5331993445853557,2.6736188,0.8676218,True,True,3.3446190846117143
12000,iid,0.0,144,1.8175728,1.6661297,0.15144312,0.022935019751585628,0.0016127969,0.5106801062250076,2.7873838,0.96981096,True,False,2.9444520628199538
12000,iid,0.0,145,-0.6328864,-0.62075645,0.012129962,0.00014713598890025992,0.00040535186,0.4748369924734526,0.09371951,0.7266059,True,False,0.018675562847735305
12000,iid,0.0,146,-0.35065636,-0.6697679,0.31911156,0.10183218505450586,0.0002287267,0.5011137049160346,-1.434169,1.0835127,True,False,0.5597145350232393
12000,iid,0.0,147,-0.60476065,-0.5805227,0.02423793,0.0005874772882386026,0.00083067967,0.43552412677103597,-0.97145677,0.36669612,True,False,-0.5474719415033812
12000,iid,0.0,148,-0.68822664,-0.75661945,0.06839281,0.0046775768981923704,0.0007151384,0.43138208973501774,-0.09663305,0.5915936,True,False,-0.8493364157298471
12000,iid,0.0,149,0.2815318,0.32887882,0.04734701,0.00224173927847815,0.0004518493,0.4316248321571637,1.06383,0.7822982,True,False,-1.2395714025331825
12000,iid,0.0,150,-1.8204578,-1.6802974,0.14016044,0.01964494933305616,0.00059725204,0.47356131636986254,-2.3955305,0.57507265,True,False,0.26932203043748876
12000,iid,0.0,151,1.2356547,1.6511618,0.41550708,0.17264613201001566,0.0020155238,0.5149658801086395,2.7128153,1.4771606,True,True,3.684528792867078
12000,iid,0.0,152,1.22982,1.0207624,0.20905757,0.04370506736682955,0.0018934868,0.48009725260110225,-0.19188815,1.4217081,True,False,2.428218110811493
12000,iid,0.0,153,-0.72531146,-0.61640877,0.10890269,0.011859796497958541,2.6031992e-05,0.47349852154074723,-1.457611,0.7322995,True,False,-0.5954353094516628
12000,iid,0.0,154,-1.1008775,-1.0849777,0.015899777,0.00025280292176432795,0.00043138722,0.4889215618808415,-0.2157076,0.8851699,True,False,0.49100705046341686
12000,iid,0.0,155,-0.52887446,-0.46255645,0.066318005,0.004398077830075842,0.00031468945,0.4857646555267598,-0.97099835,0.4421239,True,False,0.21768179462381076
12000,iid,0.0,156,-0.25572726,-0.34562173,0.08989447,0.008081016375317773,0.0005789843,0.44011790183027544,0.5943207,0.85004795,True,False,-0.7864298142979795
12000,iid,0.0,157,1.088074,1.197813,0.109739065,0.012042662424448736,0.0008023389,0.43709258455129674,-0.24924421,1.3373182,True,False,-0.5420611990789991
12000,iid,0.0,158,0.23169765,0.32407793,0.092380285,0.008534117105284622,0.0006913674,0.4531991793887211,1.06197,0.8302723,True,False,-0.21451475469668485
12000,iid,0.0,159,0.17325568,-0.113580704,0.2868364,0.08227511217688743,9.560356e-05,0.4633048013507729,-1.9834254,2.156681,False,False,-0.8037354085510987
12000,iid,0.0,160,-0.5922793,-0.55645007,0.035829246,0.0012837348720928787,2.596387e-05,0.41357975878985603,-0.467919,0.12436032,True,False,-2.437634326192271
12000,iid,0.0,161,0.78151155,0.68055886,0.100952685,0.010191444584339848,0.00026007032,0.4050922382077477,0.5738754,0.20763612,True,False,-2.344950789618788
12000,iid,0.0,162,-1.605519,-1.858891,0.25337195,0.06419734705565361,0.00022367826,0.5448780149933862,-0.022447586,1.5830715,True,False,1.8975449656411856
12000,iid,0.0,163,0.79814553,0.8886381,0.09049255,0.008188900982620595,0.0009028969,0.43441435089298663,1.0900599,0.29191434,True,False,-0.47250602338228287
12000,iid,0.0,164,-0.92061836,-0.7309628,0.18965554,0.03596922475304609,0.00036663958,0.4668230836029894,-2.006198,1.0855796,True,False,-0.28617269736233675
12000,iid,0.0,165,-0.15937968,-0.67429024,0.5149106,0.26513290408571777,0.00012487634,0.45421960054502697,-1.3678087,1.208429,False,True,-1.0388273474040002
12000,iid,0.0,166,0.52683175,0.8461599,0.31932813,0.10197045415683093,2.869353e-05,0.4905217294677689,-0.86114794,1.3879797,False,False,-0.06806668613092381
12000,iid,0.0,167,-0.013896138,-0.14479117,0.13089503,0.017133509789399648,0.00053391064,0.5068983998271166,1.176172,1.1900681,True,False,1.1985344997765857
