dataset,problem_type,model,repair,disagreement,disagreement_seed_sd,raw_disagreement,disagreement_reduction,task_error,raw_task_error,relative_task_change,seeds,useful_threshold,average_rank
jannis,classification,tabm_d,pca_canonical,0.0024327199571594162,0.00037990444709738274,0.08804267200182196,0.9707243530853011,0.8998946674680944,0.9220152157072663,-0.020656761729931687,3,True,2.0
jannis,classification,tabm_d,raw,0.08804267200182196,0.03427152028748992,0.08804267200182196,0.0,0.9220152157072663,0.9220152157072663,0.0,3,False,4.0
jannis,classification,tabm_d,standardization,0.09813460866435503,0.03860631666797827,0.08804267200182196,-0.11710458985148516,0.9452257525216391,0.9220152157072663,0.022772540416065152,3,False,5.0
jannis,classification,tabm_d,whitening,0.08182290064772978,0.0019384163994772678,0.08804267200182196,-0.011105260444916923,0.9068186781257594,0.9220152157072663,-0.01319139659938009,3,False,3.0
jannis,classification,tabpfn_2_6,ORACLE INVERSE — NOT A METHOD,0.04259187167824718,0.0029607698464238614,0.06935413295328928,0.3863003774721328,0.8220182808573665,0.8220182808573665,0.0,3,False,2.0
jannis,classification,tabpfn_2_6,pca_canonical,0.019388798354951664,0.0054434729020550405,0.06935413295328928,0.7207114762805903,0.8493874333868132,0.8220182808573665,0.033295251831457075,3,False,1.0
jannis,classification,tabpfn_2_6,raw,0.06935413295328928,0.003326008036324224,0.06935413295328928,0.0,0.8220182808573665,0.8220182808573665,0.0,3,False,4.0
jannis,classification,tabpfn_2_6,standardization,0.06222792658288506,0.002434104895716682,0.06935413295328928,0.10243589699436866,0.8256492330533395,0.8220182808573665,0.004424009863164714,3,False,3.0
jannis,classification,tabpfn_2_6,whitening,0.07239365691678638,0.005082145430139388,0.06935413295328928,-0.046053812518039715,0.865527637661715,0.8220182808573665,0.052944314206679305,3,False,5.0
optdigits,classification,catboost,ORACLE INVERSE — NOT A METHOD,0.0027070347616235876,0.0012278620528472415,0.01901986216738143,0.8578519600583699,0.2158149872472753,0.2158149872472753,0.0,3,True,1.0
optdigits,classification,catboost,pca_canonical,0.019977215557176912,0.0007171262212528437,0.01901986216738143,-0.050943978854497494,0.25673291897133793,0.2158149872472753,0.1899079025007853,3,False,4.0
optdigits,classification,catboost,raw,0.01901986216738143,0.00031420394596396085,0.01901986216738143,0.0,0.2158149872472753,0.2158149872472753,0.0,3,False,3.0
optdigits,classification,catboost,standardization,0.01881509875278213,0.00045839873792758237,0.01901986216738143,0.01067869944611736,0.2167534262697893,0.2158149872472753,0.004414339593483484,3,False,2.0
optdigits,classification,catboost,whitening,0.0418608020750415,0.0005774576161529872,0.01901986216738143,-1.2016381277605281,0.3556024351860314,0.2158149872472753,0.6480835067913309,3,False,5.0
optdigits,classification,tabicl_v2,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.03497011392985575,1.0,0.0390164438187829,0.0390164438187829,0.0,3,True,1.5
optdigits,classification,tabicl_v2,pca_canonical,0.0,0.0,0.03497011392985575,1.0,0.0589557181966264,0.0390164438187829,0.5110479691704896,3,False,1.5
optdigits,classification,tabicl_v2,raw,0.03497011392985575,0.0,0.03497011392985575,0.0,0.0390164438187829,0.0390164438187829,0.0,3,False,3.0
optdigits,classification,tabicl_v2,standardization,0.03502729723097371,0.0,0.03497011392985575,-0.0016352048847383394,0.0392092980205334,0.0390164438187829,0.004942895427533956,3,False,4.0
optdigits,classification,tabicl_v2,whitening,0.06237124554641185,0.0,0.03497011392985575,-0.7835585457776381,0.1397539001559552,0.0390164438187829,2.581923068259653,3,False,5.0
optdigits,classification,tabm_d,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.029667354264166074,1.0,0.06715069153475871,0.06715069153475871,0.0,3,True,1.5
optdigits,classification,tabm_d,pca_canonical,0.0,0.0,0.029667354264166074,1.0,0.13880330849330116,0.06715069153475871,1.0664957369478751,3,False,1.5
optdigits,classification,tabm_d,raw,0.029667354264166074,0.0030212351830952847,0.029667354264166074,0.0,0.06715069153475871,0.06715069153475871,0.0,3,False,3.0
optdigits,classification,tabm_d,standardization,0.030267213113066613,0.001342533004043344,0.029667354264166074,-0.02820110702412622,0.07386949880247887,0.06715069153475871,0.10072197642731469,3,False,4.0
optdigits,classification,tabm_d,whitening,0.057615044577874495,0.0010729175176618234,0.029667354264166074,-0.9557126408080814,0.23847415308598544,0.06715069153475871,2.553216858231845,3,False,5.0
optdigits,classification,tabpfn_2_6,ORACLE INVERSE — NOT A METHOD,0.0045478137259514296,0.0009173745650874037,0.026893042738152833,0.8278558155671703,0.0589124871484657,0.0589124871484657,0.0,3,True,1.0
optdigits,classification,tabpfn_2_6,pca_canonical,0.025069858617785157,0.005113789947119646,0.026893042738152833,0.04872232415576494,0.08183644984046214,0.0589124871484657,0.39443333392426133,3,False,2.0
optdigits,classification,tabpfn_2_6,raw,0.026893042738152833,0.0030386523319620904,0.026893042738152833,0.0,0.0589124871484657,0.0589124871484657,0.0,3,False,4.0
optdigits,classification,tabpfn_2_6,standardization,0.026758958187132312,0.003169963491038745,0.026893042738152833,0.005404594132149554,0.059101164848122466,0.0589124871484657,0.0029660022446280497,3,False,3.0
optdigits,classification,tabpfn_2_6,whitening,0.03868637488152684,0.0036443337376633094,0.026893042738152833,-0.4532388553906852,0.12317500430056853,0.0589124871484657,1.093850928950723,3,False,5.0
pol,regression,catboost,ORACLE INVERSE — NOT A METHOD,0.032149667178953935,0.002534369419929782,0.08250186790055065,0.6089006371802462,9.088749361363474,9.088749361363474,0.0,3,False,1.0
pol,regression,catboost,pca_canonical,0.08464263619662304,0.005590217779504022,0.08250186790055065,-0.029765458213384017,11.076931971800443,9.088749361363474,0.21942557963599893,3,False,4.0
pol,regression,catboost,raw,0.08250186790055065,0.004281104914942999,0.08250186790055065,0.0,9.088749361363474,9.088749361363474,0.0,3,False,3.0
pol,regression,catboost,standardization,0.08218903305696894,0.002957152928050866,0.08250186790055065,0.002560837478545704,9.184560951323105,9.088749361363474,0.010997193162371912,3,False,2.0
pol,regression,catboost,whitening,0.1463629706495757,0.004399093639046169,0.08250186790055065,-0.7784045891039092,12.58676665264167,9.088749361363474,0.3852942070615437,3,False,5.0
pol,regression,tabicl_v2,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.07500047022129283,1.0,5.818490718168886,5.818490718168886,0.0,3,True,1.5
pol,regression,tabicl_v2,pca_canonical,0.0,0.0,0.07500047022129283,1.0,7.994898828639848,5.818490718168886,0.3740502848401707,3,False,1.5
pol,regression,tabicl_v2,raw,0.07500047022129283,0.0,0.07500047022129283,0.0,5.818490718168886,5.818490718168886,0.0,3,False,3.0
pol,regression,tabicl_v2,standardization,0.07583672984536374,0.0,0.07500047022129283,-0.01115005841434713,5.774794859203105,5.818490718168886,-0.007509827046614762,3,False,4.0
pol,regression,tabicl_v2,whitening,0.11231315350929748,0.0,0.07500047022129283,-0.4974993247097199,8.520540918409313,5.818490718168886,0.46439022267458013,3,False,5.0
pol,regression,tabm_d,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.12986661945080946,1.0,8.584873123651278,8.584873123651278,0.0,3,True,1.5
pol,regression,tabm_d,pca_canonical,0.0,0.0,0.12986661945080946,1.0,12.094819958655755,8.584873123651278,0.40950794058775597,3,False,1.5
pol,regression,tabm_d,raw,0.12986661945080946,0.0022543924886955203,0.12986661945080946,0.0,8.584873123651278,8.584873123651278,0.0,3,False,3.0
pol,regression,tabm_d,standardization,0.17392080530189127,0.0008404201136917351,0.12986661945080946,-0.3394710995961161,11.327489848423307,8.584873123651278,0.3196126489528404,3,False,4.0
pol,regression,tabm_d,whitening,0.19976005639087088,0.005244521624477744,0.12986661945080946,-0.5384951692404939,12.847780372136208,8.584873123651278,0.49676389968756496,3,False,5.0
pol,regression,tabpfn_2_6,ORACLE INVERSE — NOT A METHOD,0.029544866982748465,0.011191530491518527,0.12356761678589574,0.7613540304664274,8.240638877143569,8.240638877143569,0.0,3,True,1.0
pol,regression,tabpfn_2_6,pca_canonical,0.12215832302460754,0.00582532762494662,0.12356761678589574,0.010395546299465708,9.572474041618536,8.240638877143569,0.16152986967533847,3,False,2.0
pol,regression,tabpfn_2_6,raw,0.12356761678589574,0.0027034851288384384,0.12356761678589574,0.0,8.240638877143569,8.240638877143569,0.0,3,False,3.0
pol,regression,tabpfn_2_6,standardization,0.12430294580646419,0.007661816222562396,0.12356761678589574,-0.006556267525075099,7.891614099656315,8.240638877143569,-0.04256914421725245,3,False,4.0
pol,regression,tabpfn_2_6,whitening,0.13947716661063034,0.002883946974650492,0.12356761678589574,-0.12877475214464443,8.591266368310302,8.240638877143569,0.042772190808177145,3,False,5.0
segment,classification,catboost,ORACLE INVERSE — NOT A METHOD,0.013836692286713826,0.0010432465924023007,0.020110612879378906,0.3125992003982213,0.12689201214379445,0.12689201214379445,0.0,3,False,2.0
segment,classification,catboost,pca_canonical,0.0,0.0,0.020110612879378906,1.0,0.16152193272761362,0.12689201214379445,0.2728718894511834,3,False,1.0
segment,classification,catboost,raw,0.020110612879378906,0.0009219752857495336,0.020110612879378906,0.0,0.12689201214379445,0.12689201214379445,0.0,3,False,4.0
segment,classification,catboost,standardization,0.019406990540291297,0.0012598028962473111,0.020110612879378906,0.03374142502981218,0.1304837762804568,0.12689201214379445,0.028267275786216378,3,False,3.0
segment,classification,catboost,whitening,0.036090282177694256,0.000792103771014201,0.020110612879378906,-0.7959736900769764,0.19754094133562192,0.12689201214379445,0.556685724898248,3,False,5.0
segment,classification,tabicl_v2,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.021258119314059423,1.0,0.0612014507451362,0.0612014507451362,0.0,3,True,1.5
segment,classification,tabicl_v2,pca_canonical,0.0,0.0,0.021258119314059423,1.0,0.0854702934044042,0.0612014507451362,0.396540316672096,3,False,1.5
segment,classification,tabicl_v2,raw,0.021258119314059423,0.0,0.021258119314059423,0.0,0.0612014507451362,0.0612014507451362,0.0,3,False,4.0
segment,classification,tabicl_v2,standardization,0.020942691128519302,0.0,0.021258119314059423,0.01483800993305695,0.06061599255768849,0.0612014507451362,-0.009566083488539327,3,False,3.0
segment,classification,tabicl_v2,whitening,0.02696894689913174,0.0,0.021258119314059423,-0.2686421832854875,0.082641337268498,0.0612014507451362,0.35031663894120463,3,False,5.0
segment,classification,tabm_d,ORACLE INVERSE — NOT A METHOD,0.0,0.0,0.033687719908095,1.0,0.11029191940407274,0.11029191940407274,0.0,3,True,1.5
segment,classification,tabm_d,pca_canonical,0.0,0.0,0.033687719908095,1.0,0.11658227930917703,0.11029191940407274,0.07934215140290447,3,False,1.5
segment,classification,tabm_d,raw,0.033687719908095,0.0009178331977701535,0.033687719908095,0.0,0.11029191940407274,0.11029191940407274,0.0,3,False,3.0
segment,classification,tabm_d,standardization,0.035551310891646364,0.0007429003151090539,0.033687719908095,-0.05624859555074072,0.11732984064373371,0.11029191940407274,0.09182438023775406,3,False,4.0
segment,classification,tabm_d,whitening,0.04058667930342986,0.002069577476505752,0.033687719908095,-0.2065152582290594,0.13754189458673804,0.11029191940407274,0.2774858429275517,3,False,5.0
segment,classification,tabpfn_2_6,ORACLE INVERSE — NOT A METHOD,0.013585628702320517,0.0004889621384600525,0.025504589447725493,0.46577741315790727,0.05395764910067554,0.05395764910067554,0.0,3,False,2.0
segment,classification,tabpfn_2_6,pca_canonical,0.0005483205335471542,4.997254930349321e-05,0.025504589447725493,0.9782911697436765,0.06468984873454527,0.05395764910067554,0.1993545525380919,3,False,1.0
segment,classification,tabpfn_2_6,raw,0.025504589447725493,0.0022105934219012907,0.025504589447725493,0.0,0.05395764910067554,0.05395764910067554,0.0,3,False,3.0
segment,classification,tabpfn_2_6,standardization,0.025986617440353754,0.0025768550838425994,0.025504589447725493,-0.018229100302090462,0.05490461665364533,0.05395764910067554,0.019208108267904988,3,False,4.0
segment,classification,tabpfn_2_6,whitening,0.029709657916023657,0.0019214853348257072,0.025504589447725493,-0.16853474069157617,0.07967585066415404,0.05395764910067554,0.48364532008024863,3,False,5.0
