dataset,problem_type,model,variant,scope,selected_feature,mean_disagreement,mean_disagreement_seed_sd,max_disagreement,label_flip_rate,task_original,orbit_mean,orbit_worst,orbit_best,orbit_span,seeds,meaningful
pendigits,classification,catboost,orthogonal_one,one,input15,0.009787928047390133,0.0004066913924418188,0.0108332708507018,0.00634765625,0.2023046120665286,0.20016999450908057,0.20420693030430728,0.1969687097351749,0.00723822056913237,3,False
pendigits,classification,controlled_mlp,condition_le_3_all,all,input15,0.03859465585149754,0.00212481080183257,0.04577173443004016,0.020345052083333332,0.19107395979439845,0.18818303087692745,0.22360038093482426,0.15935983054619865,0.0642405503886256,3,False
pendigits,classification,controlled_mlp,orthogonal_all,all,input15,0.03396601710723921,0.0010420948015127012,0.04206064217268357,0.020670572916666668,0.19107395979439845,0.19080833358889515,0.21451674448251898,0.1647421826299649,0.04977456185255406,3,False
pendigits,classification,controlled_mlp,orthogonal_one,one,input15,0.015404588644488746,0.0018652566473170715,0.0206047102718226,0.008138020833333334,0.19107395979439845,0.18519214021114663,0.19288526752164867,0.17686563867991967,0.016019628841729,3,False
pendigits,classification,tabicl_v2,condition_le_3_all,all,input15,0.024133742797753724,0.0,0.0303065858973473,0.006103515625,0.0317709272738748,0.03957836890771507,0.0485821103103278,0.0325361680407801,0.016045942269547704,3,False
pendigits,classification,tabicl_v2,orthogonal_all,all,input15,0.023579228272446535,0.0,0.0276471743764003,0.00634765625,0.0317709272738748,0.03705587865295708,0.0420632533002863,0.0313748017369672,0.010688451563319094,3,False
pendigits,classification,tabicl_v2,orthogonal_one,one,input15,0.0059032877055126,0.0,0.0072562729608074,0.000244140625,0.0317709272738748,0.03322035242113844,0.0359244373502785,0.0301788729612614,0.005745564389017098,3,False
pendigits,classification,tabm_d,condition_le_3_all,all,input15,0.038965066516416,0.0021876569333636174,0.044483818410247504,0.023600260416666668,0.0768381471563692,0.11168361943505822,0.13663070689449938,0.09289815831114685,0.04373254858335251,3,False
pendigits,classification,tabm_d,orthogonal_all,all,input15,0.037164082863629745,0.002522783283552826,0.041865952314208595,0.0224609375,0.0768381471563692,0.10841340632743814,0.1250836867466987,0.09327912109809221,0.031804565648606495,3,False
pendigits,classification,tabm_d,orthogonal_one,one,input15,0.020712425854666514,0.003079968197880518,0.02827269878745617,0.0087890625,0.0768381471563692,0.09293038094255075,0.11886532831608933,0.061254640596725474,0.05761068771936387,3,False
pendigits,classification,tabpfn_2_6,condition_le_3_all,all,input15,0.030224092960693314,0.002974122964045932,0.03422946315335367,0.014729817708333334,0.05883424863919853,0.07628955954647712,0.08685441499655396,0.06499451350481046,0.021859901491743505,3,False
pendigits,classification,tabpfn_2_6,orthogonal_all,all,input15,0.030431289007557958,0.0013824650484271137,0.03511229188165169,0.013102213541666666,0.05883424863919853,0.0809153211020147,0.09031220879393509,0.07088286710140533,0.019429341692529765,3,False
pendigits,classification,tabpfn_2_6,orthogonal_one,one,input15,0.008394498800960699,0.0005528823488149939,0.010609079025229935,0.0028483072916666665,0.05883424863919853,0.056471220745079924,0.059743297117056136,0.05378113159653433,0.005962165520521802,3,False
phoneme,classification,catboost,condition_le_3_all,all,V5,0.08040138419217689,0.0027535627055092155,0.08987194371496464,0.048665364583333336,0.29854354536583433,0.3078910546829223,0.31941389030546025,0.29895406307257527,0.020459827232885048,3,True
phoneme,classification,catboost,orthogonal_all,all,V5,0.08129516858255437,0.0022745130372391594,0.09106749468537417,0.046956380208333336,0.29854354536583433,0.31006254528705635,0.3194133570364029,0.3017154026657685,0.017697954370634428,3,True
phoneme,classification,catboost,orthogonal_one,one,V5,0.061930673638803634,0.0016609235016137379,0.07113603359756793,0.034912109375,0.29854354536583433,0.301021626751788,0.30795401900471836,0.2930823104943648,0.014871708510353613,3,True
phoneme,classification,controlled_mlp,condition_le_3_all,all,V5,0.07015733784093194,0.007011124716207586,0.08692325120448491,0.04345703125,0.35683860546303975,0.3530645685636588,0.36706276569080926,0.3369320764180463,0.030130689272763023,3,True
phoneme,classification,controlled_mlp,orthogonal_all,all,V5,0.04762210999413382,0.005523186603208698,0.061990955456485995,0.034098307291666664,0.35683860546303975,0.3501532235509576,0.3593085575457402,0.34367367255068487,0.01563488499505533,3,True
phoneme,classification,controlled_mlp,orthogonal_one,one,V5,0.03168412447905307,0.00762401011212498,0.0414282138325619,0.019612630208333332,0.35683860546303975,0.3571561165568345,0.36672436668968134,0.3482247442924427,0.018499622397238624,3,False
phoneme,classification,tabicl_v2,condition_le_3_all,all,V5,0.07197934810257736,0.0,0.0810122279808077,0.039794921875,0.2751976286112713,0.2908109814036487,0.2967215632134043,0.2818208772346302,0.014900685978774142,3,True
phoneme,classification,tabicl_v2,orthogonal_all,all,V5,0.07412880127061233,0.0,0.08439334584683982,0.039306640625,0.2751976286112713,0.2913225716341973,0.2948388455484854,0.2852290378259614,0.00960980772252401,3,True
phoneme,classification,tabicl_v2,orthogonal_one,one,V5,0.04527635076609186,0.0,0.0472213029207384,0.02880859375,0.2751976286112713,0.2820273634224378,0.2858453478890999,0.2783953536599873,0.007449994229112578,3,False
phoneme,classification,tabm_d,condition_le_3_all,all,V5,0.09285499573973717,0.0008355492954497185,0.10654101431170913,0.048502604166666664,0.33034117728979356,0.33349167759510173,0.34665854275771807,0.3163119383024724,0.03034660445524569,3,True
phoneme,classification,tabm_d,orthogonal_all,all,V5,0.08999611614764487,0.0022477205516756335,0.10690219113044859,0.047932942708333336,0.33034117728979356,0.3358310297033384,0.3467662806506932,0.3231988422447564,0.02356743840593678,3,True
phoneme,classification,tabm_d,orthogonal_one,one,V5,0.05990362224888574,0.0035850468425144546,0.0767031480837198,0.032470703125,0.33034117728979356,0.32794845322993615,0.34253011696498364,0.3140935120833425,0.028436604881641108,3,True
phoneme,classification,tabpfn_2_6,condition_le_3_all,all,V5,0.09499259782656026,0.0011114003958503727,0.10373864430954516,0.056640625,0.2738273505100824,0.2837714075324222,0.2966423966128844,0.27263139181341134,0.024011004799473008,3,True
phoneme,classification,tabpfn_2_6,orthogonal_all,all,V5,0.09498467096434958,0.0022741450786442482,0.10464237585090026,0.056803385416666664,0.2738273505100824,0.2862681935747127,0.2941136784531313,0.2760432058395814,0.018070472613549864,3,True
phoneme,classification,tabpfn_2_6,orthogonal_one,one,V5,0.07273546490033435,0.004591228143738807,0.0797727522380951,0.03857421875,0.2738273505100824,0.2777888984524804,0.2851625965016051,0.2728309763397592,0.012331620161845839,3,True
wine-quality-red,regression,catboost,condition_le_3_all,all,total_sulfur_dioxide,0.13936772617424767,0.003995079945547497,0.1521214017746856,,0.648342769547503,0.6487162609855648,0.6552825486353712,0.6420486263544755,0.013233922280895705,3,True
wine-quality-red,regression,catboost,orthogonal_all,all,total_sulfur_dioxide,0.1374587324500177,0.004460103440970359,0.14557329940606045,,0.648342769547503,0.6496099688077096,0.6589544949271392,0.6421206859306484,0.016833808996490746,3,True
wine-quality-red,regression,catboost,orthogonal_one,one,total_sulfur_dioxide,0.09495646719316693,0.0025639778745305732,0.10101137992763566,,0.648342769547503,0.6512476090068661,0.6573331567867567,0.6453816762422178,0.01195148054453902,3,True
wine-quality-red,regression,controlled_mlp,condition_le_3_all,all,total_sulfur_dioxide,0.1748708348432431,0.014870625772249313,0.26555954155258793,,0.6923504385829652,0.7081549516479533,0.7266530009521364,0.6921137973168013,0.03453920363533499,3,True
wine-quality-red,regression,controlled_mlp,orthogonal_all,all,total_sulfur_dioxide,0.1280943807674621,0.018844824566634288,0.16962562691525826,,0.6923504385829652,0.7017419251719148,0.7136151247207735,0.6890869463553648,0.02452817836540862,3,True
wine-quality-red,regression,controlled_mlp,orthogonal_one,one,total_sulfur_dioxide,0.09491281139793602,0.04140710233843017,0.15301973275539052,,0.6923504385829652,0.6999833825350238,0.7109477746081331,0.6908760206684206,0.0200717539397125,3,True
wine-quality-red,regression,tabicl_v2,condition_le_3_all,all,total_sulfur_dioxide,0.1603204048267425,0.0,0.17643173026340678,,0.6392270357231158,0.6403374424081251,0.6514382016286546,0.6350848986559778,0.016353302972676786,3,True
wine-quality-red,regression,tabicl_v2,orthogonal_all,all,total_sulfur_dioxide,0.15072341903765646,0.0,0.1671192798183856,,0.6392270357231158,0.6376832955085158,0.646284947934741,0.6249280459181906,0.021356902016550383,3,True
wine-quality-red,regression,tabicl_v2,orthogonal_one,one,total_sulfur_dioxide,0.07919757304015071,0.0,0.09747657519374402,,0.6392270357231158,0.6357575913471305,0.6383867002562958,0.6323947000471183,0.0059920002091775615,3,True
wine-quality-red,regression,tabm_d,condition_le_3_all,all,total_sulfur_dioxide,0.3189250635746353,0.008419717553483301,0.33951542851237204,,0.6731170567767494,0.6945020316442513,0.7150137055583509,0.6787878040960625,0.03622590146228825,3,True
wine-quality-red,regression,tabm_d,orthogonal_all,all,total_sulfur_dioxide,0.30621845207193854,0.007948052192905572,0.3371461723998273,,0.6731170567767494,0.7017918264645743,0.7185259324358141,0.6903001990287928,0.028225733407021208,3,True
wine-quality-red,regression,tabm_d,orthogonal_one,one,total_sulfur_dioxide,0.055572994981774114,0.00722149699878794,0.0681150462402091,,0.6731170567767494,0.6742740400885331,0.6762235004564001,0.6716704317679044,0.004553068688495625,3,True
wine-quality-red,regression,tabpfn_2_6,condition_le_3_all,all,total_sulfur_dioxide,0.22280998668701932,0.02206338719187591,0.2666882723340533,,0.6383599258756179,0.6309116501900315,0.6423133312605439,0.6194122007749824,0.02290113048556149,3,True
wine-quality-red,regression,tabpfn_2_6,orthogonal_all,all,total_sulfur_dioxide,0.21499621901518032,0.028927366866256705,0.24317471585681416,,0.6383599258756179,0.6275069930182088,0.6375074553945228,0.6211419856014574,0.016365469793065412,3,True
wine-quality-red,regression,tabpfn_2_6,orthogonal_one,one,total_sulfur_dioxide,0.11698830214285444,0.01568932930112707,0.1670207914036799,,0.6383599258756179,0.6321716182570767,0.638355921464791,0.6257361713341234,0.012619750130667629,3,True
