dataset,openml_id,openml_version,panel,problem_type,model,model_seed,split,representation_id,variant,scope,member,is_reference,selected_feature,n_train,n_validation,n_test,n_raw_features,n_encoded_features,log_loss,accuracy,roc_auc,probability_rmse,probability_mad,js_divergence,label_flip_rate,fit_seconds,predict_seconds,max_reconstruction_error,max_orthogonality_error,max_condition_number,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,best_epoch,best_validation_loss,architecture,checkpoint,checkpoint_sha256,checkpoint_bytes,checkpoint_version,prediction_disagreement,task_error
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_one__m3,orthogonal_one,one,3,False,V6,1024,256,512,16,106,0.2583923485166155,0.8828125,0.8863938053097346,0.0415624786319545,0.0218681534960073,0.0014649767655434,0.015625,0.4985105369705707,0.0156709710136055,1.6288423340318938e-16,1.1621416893358924e-15,1.0000000000000002,,,,,,,,,,,,,0.0415624786319545,0.2583923485166155
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_one__m4,orthogonal_one,one,4,False,V6,1024,256,512,16,106,0.2426510854318698,0.890625,0.8998525073746314,0.0412795530534053,0.0212126216536836,0.0014010911818437,0.01171875,0.6428154679015279,0.0164076299406588,2.6668731022021086e-16,8.8651068849730365e-16,1.0000000000000009,,,,,,,,,,,,,0.0412795530534053,0.2426510854318698
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_one__m4,orthogonal_one,one,4,False,V6,1024,256,512,16,106,0.2576824008668569,0.892578125,0.8877949852507374,0.0416973289743131,0.0210626695929661,0.0014002298331815,0.021484375,0.6428154679015279,0.0164076299406588,2.6668731022021086e-16,8.8651068849730365e-16,1.0000000000000009,,,,,,,,,,,,,0.0416973289743131,0.2576824008668569
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_one__m5,orthogonal_one,one,5,False,V6,1024,256,512,16,106,0.2463154507638014,0.8828125,0.9030973451327432,0.0479881469316111,0.0259097920997297,0.0020359502658893,0.02734375,0.4634297348093241,0.0060523489955812,1.7308041573848656e-16,1.1036962791468211e-15,1.0000000000000004,,,,,,,,,,,,,0.0479881469316111,0.2463154507638014
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_one__m5,orthogonal_one,one,5,False,V6,1024,256,512,16,106,0.2590551638102678,0.888671875,0.8850294985250737,0.0478743856308884,0.0263408257011431,0.002063081995879,0.021484375,0.4634297348093241,0.0060523489955812,1.7308041573848656e-16,1.1036962791468211e-15,1.0000000000000004,,,,,,,,,,,,,0.0478743856308884,0.2590551638102678
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_one__m6,orthogonal_one,one,6,False,V6,1024,256,512,16,106,0.2418715234200162,0.890625,0.907669616519174,0.0454662876013058,0.0253524052982259,0.0018588163232442,0.01953125,0.4369461841415614,0.0373053550720214,1.9258177095423198e-16,1.005695820952926e-15,1.0000000000000009,,,,,,,,,,,,,0.0454662876013058,0.2418715234200162
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_one__m6,orthogonal_one,one,6,False,V6,1024,256,512,16,106,0.2591776845115219,0.88671875,0.8851401179941003,0.0418616054471603,0.0239470671624845,0.001757752871935,0.015625,0.4369461841415614,0.0373053550720214,1.9258177095423198e-16,1.005695820952926e-15,1.0000000000000009,,,,,,,,,,,,,0.0418616054471603,0.2591776845115219
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_one__m7,orthogonal_one,one,7,False,V6,1024,256,512,16,106,0.2469074863558399,0.88671875,0.8966076696165192,0.0437461106601692,0.0224683818030875,0.0015878661416513,0.0234375,0.4704836620949209,0.0228398710023611,2.362554943037945e-16,1.4558610606395534e-15,1.000000000000001,,,,,,,,,,,,,0.0437461106601692,0.2469074863558399
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_one__m7,orthogonal_one,one,7,False,V6,1024,256,512,16,106,0.2541614353977753,0.88671875,0.8862463126843658,0.0364356482517794,0.0199343398565367,0.0012566848656823,0.01171875,0.4704836620949209,0.0228398710023611,2.362554943037945e-16,1.4558610606395534e-15,1.000000000000001,,,,,,,,,,,,,0.0364356482517794,0.2541614353977753
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m0,orthogonal_all,all,0,False,V6,1024,256,512,16,106,0.2493705915215851,0.89453125,0.9020648967551622,0.0530095348882859,0.0299437439609482,0.0026163861696141,0.0234375,0.5065688781905919,0.0210000090301036,2.828284968520729e-16,1.6036618988139018e-15,1.0000000000000009,,,,,,,,,,,,,0.0530095348882859,0.2493705915215851
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m0,orthogonal_all,all,0,False,V6,1024,256,512,16,106,0.2549612153010125,0.896484375,0.8868731563421829,0.0505647066785301,0.0282172674494534,0.002298027399563,0.021484375,0.5065688781905919,0.0210000090301036,2.828284968520729e-16,1.6036618988139018e-15,1.0000000000000009,,,,,,,,,,,,,0.0505647066785301,0.2549612153010125
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m1,orthogonal_all,all,1,False,V6,1024,256,512,16,106,0.2618901984530957,0.88671875,0.884070796460177,0.0522580790536134,0.0308011629261278,0.0027374090546019,0.0234375,0.4019776610657573,0.017459464026615,3.2142646130183716e-16,1.385764961171893e-15,1.0000000000000009,,,,,,,,,,,,,0.0522580790536134,0.2618901984530957
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m1,orthogonal_all,all,1,False,V6,1024,256,512,16,106,0.2695749800098939,0.888671875,0.8700958702064897,0.0540862111381842,0.0317447841130651,0.0028263392359154,0.025390625,0.4019776610657573,0.017459464026615,3.2142646130183716e-16,1.385764961171893e-15,1.0000000000000009,,,,,,,,,,,,,0.0540862111381842,0.2695749800098939
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m2,orthogonal_all,all,2,False,V6,1024,256,512,16,106,0.2587485100868947,0.88671875,0.8890855457227138,0.0659875927434103,0.0359053187492889,0.0037877263516353,0.03125,0.458954962901771,0.0127318219747394,2.357017051984753e-16,1.2110781266132376e-15,1.0000000000000009,,,,,,,,,,,,,0.0659875927434103,0.2587485100868947
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m2,orthogonal_all,all,2,False,V6,1024,256,512,16,106,0.2626961464466736,0.890625,0.879019174041298,0.0496033789205497,0.0290569248801884,0.0025817607179077,0.0234375,0.458954962901771,0.0127318219747394,2.357017051984753e-16,1.2110781266132376e-15,1.0000000000000009,,,,,,,,,,,,,0.0496033789205497,0.2626961464466736
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m3,orthogonal_all,all,3,False,V6,1024,256,512,16,106,0.2628653401756681,0.8828125,0.8774336283185841,0.057487205357923,0.0342166170699016,0.0030847703858591,0.02734375,0.4194336889777332,0.006239510141313,2.9364826384110177e-16,1.4856210656691018e-15,1.0000000000000009,,,,,,,,,,,,,0.057487205357923,0.2628653401756681
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m3,orthogonal_all,all,3,False,V6,1024,256,512,16,106,0.2590895130161014,0.89453125,0.8798303834808259,0.0494835250495635,0.0267067905203735,0.0021421263582698,0.01953125,0.4194336889777332,0.006239510141313,2.9364826384110177e-16,1.4856210656691018e-15,1.0000000000000009,,,,,,,,,,,,,0.0494835250495635,0.2590895130161014
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m4,orthogonal_all,all,4,False,V6,1024,256,512,16,106,0.2622845494554159,0.8828125,0.8712389380530974,0.0531371682675773,0.0289970243980976,0.0025275552378832,0.02734375,0.5001414949074388,0.0572560729924589,4.0500864766666397e-16,1.4058190471433442e-15,1.0000000000000009,,,,,,,,,,,,,0.0531371682675773,0.2622845494554159
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m4,orthogonal_all,all,4,False,V6,1024,256,512,16,106,0.2635452317833628,0.884765625,0.8794985250737463,0.0506943242007022,0.0267334351196284,0.0021350752910855,0.025390625,0.5001414949074388,0.0572560729924589,4.0500864766666397e-16,1.4058190471433442e-15,1.0000000000000009,,,,,,,,,,,,,0.0506943242007022,0.2635452317833628
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m5,orthogonal_all,all,5,False,V6,1024,256,512,16,106,0.2514348716644272,0.890625,0.8892330383480825,0.0482082363919851,0.027138812132505,0.0020770365772419,0.01953125,0.4594121510162949,0.0238409789744764,3.161275967835406e-16,1.1926041739233188e-15,1.0000000000000009,,,,,,,,,,,,,0.0482082363919851,0.2514348716644272
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m5,orthogonal_all,all,5,False,V6,1024,256,512,16,106,0.2653042326727025,0.888671875,0.875811209439528,0.0467675490793952,0.0255175815853406,0.0020165166914137,0.017578125,0.4594121510162949,0.0238409789744764,3.161275967835406e-16,1.1926041739233188e-15,1.0000000000000009,,,,,,,,,,,,,0.0467675490793952,0.2653042326727025
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m6,orthogonal_all,all,6,False,V6,1024,256,512,16,106,0.256637790909538,0.89453125,0.8889380530973451,0.0501364378507746,0.0280997903789714,0.0024035631873675,0.015625,0.6166813028976321,0.0214248888660222,3.523839110764977e-16,1.3480979952639546e-15,1.0000000000000009,,,,,,,,,,,,,0.0501364378507746,0.256637790909538
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m6,orthogonal_all,all,6,False,V6,1024,256,512,16,106,0.2589105441651525,0.88671875,0.8880530973451327,0.0579409270378747,0.0296445244874808,0.0026812257110012,0.0234375,0.6166813028976321,0.0214248888660222,3.523839110764977e-16,1.3480979952639546e-15,1.0000000000000009,,,,,,,,,,,,,0.0579409270378747,0.2589105441651525
bank-marketing,1461,1,development,classification,catboost,1,validation,orthogonal_all__m7,orthogonal_all,all,7,False,V6,1024,256,512,16,106,0.2479396249613236,0.88671875,0.9007374631268436,0.0513653600482834,0.0300085760974978,0.0025390464517459,0.03125,0.4431147971190512,0.0045496148522943,3.446363438356474e-16,1.41138687825207e-15,1.0000000000000009,,,,,,,,,,,,,0.0513653600482834,0.2479396249613236
bank-marketing,1461,1,development,classification,catboost,1,test,orthogonal_all__m7,orthogonal_all,all,7,False,V6,1024,256,512,16,106,0.2669565593735881,0.884765625,0.8746312684365781,0.0555275429755654,0.0297965529181955,0.0026676708112092,0.029296875,0.4431147971190512,0.0045496148522943,3.446363438356474e-16,1.41138687825207e-15,1.0000000000000009,,,,,,,,,,,,,0.0555275429755654,0.2669565593735881
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m0,condition_le_3_all,all,0,False,V6,1024,256,512,16,106,0.2552708869517029,0.88671875,0.8864306784660767,0.0611368064066894,0.0339377761223387,0.0031510575934949,0.0390625,0.5105529199354351,0.0264157890342175,3.957871981725623e-16,2.5909619978968776,3.0000000000000013,,,,,,,,,,,,,0.0611368064066894,0.2552708869517029
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m0,condition_le_3_all,all,0,False,V6,1024,256,512,16,106,0.2605212454195025,0.8828125,0.8813790560471976,0.0550743105107162,0.031342198430119,0.0027224595498598,0.0234375,0.5105529199354351,0.0264157890342175,3.957871981725623e-16,2.5909619978968776,3.0000000000000013,,,,,,,,,,,,,0.0550743105107162,0.2605212454195025
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m1,condition_le_3_all,all,1,False,V6,1024,256,512,16,106,0.2669489412956457,0.8828125,0.8743362831858407,0.0535107721625905,0.0286371415315026,0.0026314649230746,0.01953125,0.5604511070996523,0.0052168401889503,4.1000428054710405e-16,2.5909619978968776,3.0000000000000004,,,,,,,,,,,,,0.0535107721625905,0.2669489412956457
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m1,condition_le_3_all,all,1,False,V6,1024,256,512,16,106,0.2661754877948458,0.888671875,0.8794247787610618,0.0527688324138399,0.0261344178553277,0.0022827480738675,0.025390625,0.5604511070996523,0.0052168401889503,4.1000428054710405e-16,2.5909619978968776,3.0000000000000004,,,,,,,,,,,,,0.0527688324138399,0.2661754877948458
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m2,condition_le_3_all,all,2,False,V6,1024,256,512,16,106,0.2613714354897277,0.8828125,0.8842182890855458,0.0558994219730433,0.0357182247847484,0.003469383020072,0.01953125,0.3588249960448593,0.0029289429076015,2.7912766452692947e-16,2.590961997896876,3.000000000000001,,,,,,,,,,,,,0.0558994219730433,0.2613714354897277
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m2,condition_le_3_all,all,2,False,V6,1024,256,512,16,106,0.2653281775753769,0.890625,0.8784660766961652,0.0544729214148378,0.0344064744831434,0.0033290746728862,0.01953125,0.3588249960448593,0.0029289429076015,2.7912766452692947e-16,2.590961997896876,3.000000000000001,,,,,,,,,,,,,0.0544729214148378,0.2653281775753769
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m3,condition_le_3_all,all,3,False,V6,1024,256,512,16,106,0.2630724991268779,0.8828125,0.8805309734513275,0.0459857321109302,0.0253468714255963,0.0020836886094144,0.01953125,0.4645457849837839,0.0110751260071992,3.4099210262344945e-16,2.5909619978968754,3.0,,,,,,,,,,,,,0.0459857321109302,0.2630724991268779
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m3,condition_le_3_all,all,3,False,V6,1024,256,512,16,106,0.2644966874512686,0.892578125,0.8793879056047197,0.0480471810434259,0.0256966293139281,0.0019651125357925,0.021484375,0.4645457849837839,0.0110751260071992,3.4099210262344945e-16,2.5909619978968754,3.0,,,,,,,,,,,,,0.0480471810434259,0.2644966874512686
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m4,condition_le_3_all,all,4,False,V6,1024,256,512,16,106,0.2473952525961765,0.8828125,0.9050147492625368,0.0543700769665744,0.028820781369947,0.0025651131775674,0.02734375,0.5148204790893942,0.0377822120208293,2.9415002935097396e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0543700769665744,0.2473952525961765
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m4,condition_le_3_all,all,4,False,V6,1024,256,512,16,106,0.2532893618806239,0.892578125,0.8919616519174042,0.0499110837456754,0.025443403848848,0.0021020796502425,0.017578125,0.5148204790893942,0.0377822120208293,2.9415002935097396e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0499110837456754,0.2532893618806239
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m5,condition_le_3_all,all,5,False,V6,1024,256,512,16,106,0.2452830009995019,0.890625,0.9001474926253688,0.0587644870835006,0.0340427723436437,0.0031377824649678,0.02734375,0.4345841549802571,0.0160980040673166,2.8034202919645013e-16,2.5909619978968754,3.000000000000001,,,,,,,,,,,,,0.0587644870835006,0.2452830009995019
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m5,condition_le_3_all,all,5,False,V6,1024,256,512,16,106,0.2486622528950526,0.890625,0.8919616519174042,0.0582287964472709,0.0326721409498346,0.0028740899735586,0.0234375,0.4345841549802571,0.0160980040673166,2.8034202919645013e-16,2.5909619978968754,3.000000000000001,,,,,,,,,,,,,0.0582287964472709,0.2486622528950526
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m6,condition_le_3_all,all,6,False,V6,1024,256,512,16,106,0.2447014737277228,0.890625,0.899410029498525,0.0506876238806264,0.0287682410131519,0.0024138736778351,0.01953125,0.3831791570410132,0.0163733779918402,2.9823674220580042e-16,2.590961997896876,3.0000000000000004,,,,,,,,,,,,,0.0506876238806264,0.2447014737277228
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m6,condition_le_3_all,all,6,False,V6,1024,256,512,16,106,0.2650989889376332,0.888671875,0.8690634218289085,0.0498628995833871,0.0272609884409307,0.0021782386998615,0.025390625,0.3831791570410132,0.0163733779918402,2.9823674220580042e-16,2.590961997896876,3.0000000000000004,,,,,,,,,,,,,0.0498628995833871,0.2650989889376332
bank-marketing,1461,1,development,classification,catboost,1,validation,condition_le_3_all__m7,condition_le_3_all,all,7,False,V6,1024,256,512,16,106,0.2577820913744982,0.88671875,0.8882005899705014,0.0618055637139403,0.0378805303686169,0.0038437290836234,0.03125,0.3073978561442345,0.0076730300206691,3.015535804424336e-16,2.5909619978968768,3.0,,,,,,,,,,,,,0.0618055637139403,0.2577820913744982
bank-marketing,1461,1,development,classification,catboost,1,test,condition_le_3_all__m7,condition_le_3_all,all,7,False,V6,1024,256,512,16,106,0.2651082087529536,0.884765625,0.8771755162241888,0.0524705069133965,0.0333366229555332,0.0030211610953771,0.025390625,0.3073978561442345,0.0076730300206691,3.015535804424336e-16,2.5909619978968768,3.0,,,,,,,,,,,,,0.0524705069133965,0.2651082087529536
bank-marketing,1461,1,development,classification,catboost,2,validation,rbf_reference,reference,reference,-1,True,V6,1024,256,512,16,106,0.2456986355702031,0.88671875,0.9023598820058998,0.0,0.0,0.0,0.0,0.4475330428685993,0.0215172378811985,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.2456986355702031
bank-marketing,1461,1,development,classification,catboost,2,test,rbf_reference,reference,reference,-1,True,V6,1024,256,512,16,106,0.2560449215308114,0.880859375,0.8842920353982301,0.0,0.0,0.0,0.0,0.4475330428685993,0.0215172378811985,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.2560449215308114
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m0,orthogonal_one,one,0,False,V6,1024,256,512,16,106,0.2544742688452615,0.88671875,0.8943952802359881,0.0368858249907261,0.020322918137781,0.0011463847197846,0.015625,0.4756831440608948,0.0053204060532152,1.7781918528333152e-16,1.1130677564037058e-15,1.0000000000000009,,,,,,,,,,,,,0.0368858249907261,0.2544742688452615
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m0,orthogonal_one,one,0,False,V6,1024,256,512,16,106,0.2583955242327105,0.890625,0.8839233038348083,0.0454780803885214,0.0227675183943504,0.0015794995364308,0.021484375,0.4756831440608948,0.0053204060532152,1.7781918528333152e-16,1.1130677564037058e-15,1.0000000000000009,,,,,,,,,,,,,0.0454780803885214,0.2583955242327105
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m1,orthogonal_one,one,1,False,V6,1024,256,512,16,106,0.2481159630110562,0.890625,0.9019174041297936,0.0385280272261608,0.0217213673272587,0.0013249817971401,0.02734375,0.4964635621290654,0.009243716020137,2.4209734870577544e-16,1.0790796020229581e-15,1.0000000000000009,,,,,,,,,,,,,0.0385280272261608,0.2481159630110562
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m1,orthogonal_one,one,1,False,V6,1024,256,512,16,106,0.2541501077753281,0.888671875,0.8900073746312684,0.0401689939313683,0.020989799056095,0.0013249156236104,0.0234375,0.4964635621290654,0.009243716020137,2.4209734870577544e-16,1.0790796020229581e-15,1.0000000000000009,,,,,,,,,,,,,0.0401689939313683,0.2541501077753281
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m2,orthogonal_one,one,2,False,V6,1024,256,512,16,106,0.2380187314791619,0.88671875,0.9056047197640118,0.0374081173879834,0.0226402121019373,0.0014168616642576,0.0234375,0.6174576519988477,0.0138775580562651,2.1714835508097952e-16,7.860943814538659e-16,1.0000000000000009,,,,,,,,,,,,,0.0374081173879834,0.2380187314791619
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m2,orthogonal_one,one,2,False,V6,1024,256,512,16,106,0.2545511569009566,0.890625,0.8886061946902656,0.0478873446901166,0.0251739432814849,0.0019762997359191,0.033203125,0.6174576519988477,0.0138775580562651,2.1714835508097952e-16,7.860943814538659e-16,1.0000000000000009,,,,,,,,,,,,,0.0478873446901166,0.2545511569009566
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m3,orthogonal_one,one,3,False,V6,1024,256,512,16,106,0.2482913341143865,0.88671875,0.8991150442477875,0.03851381452794,0.0204166104727203,0.0013362313134577,0.015625,0.4931667752098292,0.0537060729693621,1.6288423340318938e-16,1.1621416893358924e-15,1.0000000000000002,,,,,,,,,,,,,0.03851381452794,0.2482913341143865
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m3,orthogonal_one,one,3,False,V6,1024,256,512,16,106,0.251470110242653,0.892578125,0.893362831858407,0.0470982166739803,0.0253697485060077,0.0017954557024142,0.02734375,0.4931667752098292,0.0537060729693621,1.6288423340318938e-16,1.1621416893358924e-15,1.0000000000000002,,,,,,,,,,,,,0.0470982166739803,0.251470110242653
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m4,orthogonal_one,one,4,False,V6,1024,256,512,16,106,0.2393186940731825,0.89453125,0.91047197640118,0.038591082672918,0.0207464492147376,0.0012160727608459,0.0234375,0.5356785641051829,0.0187621170189231,2.6668731022021086e-16,8.8651068849730365e-16,1.0000000000000009,,,,,,,,,,,,,0.038591082672918,0.2393186940731825
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m4,orthogonal_one,one,4,False,V6,1024,256,512,16,106,0.2567272744312671,0.88671875,0.8867625368731563,0.03729932901854,0.0188190085754516,0.0010947383115602,0.017578125,0.5356785641051829,0.0187621170189231,2.6668731022021086e-16,8.8651068849730365e-16,1.0000000000000009,,,,,,,,,,,,,0.03729932901854,0.2567272744312671
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m5,orthogonal_one,one,5,False,V6,1024,256,512,16,106,0.2470942524129271,0.88671875,0.9066371681415928,0.0387214005826662,0.0203511013673034,0.0011972411593495,0.0234375,0.4629790738690644,0.0156260021030902,1.7308041573848656e-16,1.1036962791468211e-15,1.0000000000000004,,,,,,,,,,,,,0.0387214005826662,0.2470942524129271
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m5,orthogonal_one,one,5,False,V6,1024,256,512,16,106,0.2535450054860031,0.888671875,0.8930678466076696,0.0441431998993049,0.0226335019704172,0.0014662067051618,0.01953125,0.4629790738690644,0.0156260021030902,1.7308041573848656e-16,1.1036962791468211e-15,1.0000000000000004,,,,,,,,,,,,,0.0441431998993049,0.2535450054860031
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m6,orthogonal_one,one,6,False,V6,1024,256,512,16,106,0.2508247270076895,0.87890625,0.896165191740413,0.0364563039619292,0.0219366989478958,0.0013449775478756,0.0234375,0.626249257940799,0.0047895549796521,1.9258177095423198e-16,1.005695820952926e-15,1.0000000000000009,,,,,,,,,,,,,0.0364563039619292,0.2508247270076895
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m6,orthogonal_one,one,6,False,V6,1024,256,512,16,106,0.2539921602403869,0.890625,0.8932153392330384,0.0491214994309127,0.0256988043167415,0.0019078524718421,0.021484375,0.626249257940799,0.0047895549796521,1.9258177095423198e-16,1.005695820952926e-15,1.0000000000000009,,,,,,,,,,,,,0.0491214994309127,0.2539921602403869
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_one__m7,orthogonal_one,one,7,False,V6,1024,256,512,16,106,0.2459126764172792,0.8828125,0.9070796460176992,0.0325180500705837,0.0193851887423191,0.0009904113130723,0.01171875,0.4361368140671402,0.0095264730043709,2.362554943037945e-16,1.4558610606395534e-15,1.000000000000001,,,,,,,,,,,,,0.0325180500705837,0.2459126764172792
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_one__m7,orthogonal_one,one,7,False,V6,1024,256,512,16,106,0.2572939745758558,0.880859375,0.8877949852507374,0.0401532052630284,0.0205972024511882,0.0012597001901814,0.01953125,0.4361368140671402,0.0095264730043709,2.362554943037945e-16,1.4558610606395534e-15,1.000000000000001,,,,,,,,,,,,,0.0401532052630284,0.2572939745758558
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_all__m0,orthogonal_all,all,0,False,V6,1024,256,512,16,106,0.2462820141928131,0.890625,0.9005899705014749,0.048050961323001,0.0269550461490684,0.0019985973883833,0.02734375,0.393997065955773,0.0022321429569274,2.828284968520729e-16,1.6036618988139018e-15,1.0000000000000009,,,,,,,,,,,,,0.048050961323001,0.2462820141928131
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_all__m0,orthogonal_all,all,0,False,V6,1024,256,512,16,106,0.2565881528930463,0.88671875,0.8839970501474926,0.0453682492306462,0.0256434126918836,0.0017743400097187,0.013671875,0.393997065955773,0.0022321429569274,2.828284968520729e-16,1.6036618988139018e-15,1.0000000000000009,,,,,,,,,,,,,0.0453682492306462,0.2565881528930463
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_all__m1,orthogonal_all,all,1,False,V6,1024,256,512,16,106,0.2483850944400005,0.890625,0.8992625368731564,0.0475787224058968,0.0265179262376897,0.0019291079150959,0.03515625,0.5745810440275818,0.0056521049700677,3.2142646130183716e-16,1.385764961171893e-15,1.0000000000000009,,,,,,,,,,,,,0.0475787224058968,0.2483850944400005
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_all__m1,orthogonal_all,all,1,False,V6,1024,256,512,16,106,0.2620983269791551,0.888671875,0.8784660766961652,0.0415531653408226,0.0225866363599862,0.0016282996144576,0.01171875,0.5745810440275818,0.0056521049700677,3.2142646130183716e-16,1.385764961171893e-15,1.0000000000000009,,,,,,,,,,,,,0.0415531653408226,0.2620983269791551
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_all__m2,orthogonal_all,all,2,False,V6,1024,256,512,16,106,0.2436076342659052,0.890625,0.9051622418879056,0.0518814404951872,0.0293061446381555,0.0023076776968058,0.01953125,0.5265335850417614,0.0279432989191263,2.357017051984753e-16,1.2110781266132376e-15,1.0000000000000009,,,,,,,,,,,,,0.0518814404951872,0.2436076342659052
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_all__m2,orthogonal_all,all,2,False,V6,1024,256,512,16,106,0.2570423326722401,0.884765625,0.8908554572271388,0.0489374674358228,0.0265767345487531,0.0020863004749361,0.01953125,0.5265335850417614,0.0279432989191263,2.357017051984753e-16,1.2110781266132376e-15,1.0000000000000009,,,,,,,,,,,,,0.0489374674358228,0.2570423326722401
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_all__m3,orthogonal_all,all,3,False,V6,1024,256,512,16,106,0.2504367083315982,0.8828125,0.8964601769911505,0.0435369047138963,0.0240652941769901,0.0016111065004456,0.01953125,0.4669060411397367,0.0044500441290438,2.9364826384110177e-16,1.4856210656691018e-15,1.0000000000000009,,,,,,,,,,,,,0.0435369047138963,0.2504367083315982
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_all__m3,orthogonal_all,all,3,False,V6,1024,256,512,16,106,0.2580324515320374,0.890625,0.882448377581121,0.0466583020531086,0.0243477053675928,0.0017874883561038,0.017578125,0.4669060411397367,0.0044500441290438,2.9364826384110177e-16,1.4856210656691018e-15,1.0000000000000009,,,,,,,,,,,,,0.0466583020531086,0.2580324515320374
bank-marketing,1461,1,development,classification,catboost,2,validation,orthogonal_all__m4,orthogonal_all,all,4,False,V6,1024,256,512,16,106,0.2465024312652566,0.89453125,0.8941002949852508,0.0508270052156989,0.0276391745298428,0.002102321676713,0.0234375,0.5350821949541569,0.0057891318574547,4.0500864766666397e-16,1.4058190471433442e-15,1.0000000000000009,,,,,,,,,,,,,0.0508270052156989,0.2465024312652566
bank-marketing,1461,1,development,classification,catboost,2,test,orthogonal_all__m4,orthogonal_all,all,4,False,V6,1024,256,512,16,106,0.2637996341818233,0.88671875,0.8783923303834807,0.0454313815891318,0.0251541138716118,0.0018860319168009,0.017578125,0.5350821949541569,0.0057891318574547,4.0500864766666397e-16,1.4058190471433442e-15,1.0000000000000009,,,,,,,,,,,,,0.0454313815891318,0.2637996341818233
