dataset,problem_type,model,model_seed,variant,scope,task_original,oracle_best_basis_task,validation_selected_basis_task,oracle_best_relative_gain,validation_selected_relative_gain,validation_selected_representation_id
california_housing,regression,tabm_d,0,orthogonal_one,one,61213.62526426933,61226.42997919701,61630.25373532141,-0.00020918079712486533,-0.0068061394706394815,orthogonal_one__m7
california_housing,regression,tabm_d,1,condition_le_3_all,all,60757.61536706057,61429.11613102278,61529.17108054026,-0.011052125069514552,-0.012698913688735484,condition_le_3_all__m3
california_housing,regression,tabm_d,1,orthogonal_all,all,60757.61536706057,61732.82319986386,62066.451048659466,-0.016050791771725647,-0.02154191986785041,orthogonal_all__m5
california_housing,regression,tabm_d,1,orthogonal_one,one,60757.61536706057,60743.25300713126,61281.92137190561,0.0002363878148038661,-0.008629469765682941,orthogonal_one__m7
california_housing,regression,tabm_d,2,condition_le_3_all,all,61061.13541817267,61839.31315496347,61956.07332120413,-0.012744239547160516,-0.01465642420342405,condition_le_3_all__m3
california_housing,regression,tabm_d,2,orthogonal_all,all,61061.13541817267,62045.58805715468,63119.28166906455,-0.016122409651246384,-0.03370632132528842,orthogonal_all__m2
california_housing,regression,tabm_d,2,orthogonal_one,one,61061.13541817267,61115.33490190924,61535.20304297167,-0.0008876265297949313,-0.007763819351742817,orthogonal_one__m7
california_housing,regression,tabpfn_2_6,0,condition_le_3_all,all,52551.071898163886,54905.9884633113,57343.20384931226,-0.04481196063347468,-0.09118999438174752,condition_le_3_all__m4
california_housing,regression,tabpfn_2_6,0,orthogonal_all,all,52551.071898163886,53156.64684019976,54436.812739730834,-0.011523550712902501,-0.03588396532084507,orthogonal_all__m6
california_housing,regression,tabpfn_2_6,0,orthogonal_one,one,52551.071898163886,52751.45594416151,53227.157011513744,-0.0038131295663377056,-0.012865296347522842,orthogonal_one__m2
california_housing,regression,tabpfn_2_6,1,condition_le_3_all,all,54313.17628513846,55242.06302874905,56720.80095953796,-0.017102419838862466,-0.04432855596144338,condition_le_3_all__m2
california_housing,regression,tabpfn_2_6,1,orthogonal_all,all,54313.17628513846,53714.56762031058,54689.28739374164,0.01102142621313928,-0.006924859386396967,orthogonal_all__m7
california_housing,regression,tabpfn_2_6,1,orthogonal_one,one,54313.17628513846,53703.36037675289,54275.41620499329,0.011227771051063231,0.0006952287221600423,orthogonal_one__m1
california_housing,regression,tabpfn_2_6,2,condition_le_3_all,all,52926.85663083844,55447.80990506892,57670.00560142383,-0.04763088977329551,-0.08961705403494034,condition_le_3_all__m2
california_housing,regression,tabpfn_2_6,2,orthogonal_all,all,52926.85663083844,55062.59000702631,55062.59000702631,-0.04035254523208279,-0.04035254523208279,orthogonal_all__m1
california_housing,regression,tabpfn_2_6,2,orthogonal_one,one,52926.85663083844,53641.20754754551,53641.20754754551,-0.013496945826381244,-0.013496945826381244,orthogonal_one__m0
cpu_small,regression,catboost,0,condition_le_3_all,all,4.578532056338035,4.517600636655053,4.5857549388025705,0.01330806881621256,-0.0015775541976466314,condition_le_3_all__m3
cpu_small,regression,catboost,0,orthogonal_all,all,4.578532056338035,4.236461935336257,4.948530317086424,0.07471174533511289,-0.08081154749942233,orthogonal_all__m6
cpu_small,regression,catboost,0,orthogonal_one,one,4.578532056338035,4.569373535699382,4.592703791791735,0.0020003181207335495,-0.0030952574491822167,orthogonal_one__m1
cpu_small,regression,catboost,1,condition_le_3_all,all,4.534995802030226,4.269414099821547,4.300027755101952,0.05856272283422694,0.051812186203807196,condition_le_3_all__m3
cpu_small,regression,catboost,1,orthogonal_all,all,4.534995802030226,4.23157468371377,4.440721480091876,0.06690659298529449,0.02078818284597851,orthogonal_all__m2
cpu_small,regression,catboost,1,orthogonal_one,one,4.534995802030226,4.607019662892197,4.652735002132672,-0.015881792179328596,-0.02596236143145635,orthogonal_one__m4
cpu_small,regression,catboost,2,condition_le_3_all,all,4.613504273626331,4.336729426464952,4.336729426464952,0.05999232486758419,0.05999232486758419,condition_le_3_all__m3
cpu_small,regression,catboost,2,orthogonal_all,all,4.613504273626331,4.310850979467456,4.443240324109593,0.06560160697997623,0.03690555799201777,orthogonal_all__m2
cpu_small,regression,catboost,2,orthogonal_one,one,4.613504273626331,4.4423832618720285,4.518857300343037,0.037091330495245704,0.020515202256201456,orthogonal_one__m0
cpu_small,regression,controlled_mlp,0,condition_le_3_all,all,3.8610554371374177,3.70559239304396,3.70559239304396,0.04026439055967506,0.04026439055967506,condition_le_3_all__m4
cpu_small,regression,controlled_mlp,0,orthogonal_all,all,3.8610554371374177,3.800204159360121,3.800204159360121,0.015760270415182586,0.015760270415182586,orthogonal_all__m0
cpu_small,regression,controlled_mlp,0,orthogonal_one,one,3.8610554371374177,3.795832740145054,3.796998783363705,0.01689245286794425,0.016590451708511176,orthogonal_one__m2
cpu_small,regression,controlled_mlp,1,condition_le_3_all,all,3.877797744821308,3.892084421866268,3.9265168342694183,-0.0036842243936108733,-0.012563597344181613,condition_le_3_all__m0
cpu_small,regression,controlled_mlp,1,orthogonal_all,all,3.877797744821308,3.865493632162425,3.865493632162425,0.003172964003941357,0.003172964003941357,orthogonal_all__m4
cpu_small,regression,controlled_mlp,1,orthogonal_one,one,3.877797744821308,3.821045792931459,3.8947723540893024,0.014635098482286656,-0.004377383861926184,orthogonal_one__m4
cpu_small,regression,controlled_mlp,2,condition_le_3_all,all,3.8778825400888826,3.832554811525577,3.8446993302353913,0.011688783271467178,0.008557043569641138,condition_le_3_all__m4
cpu_small,regression,controlled_mlp,2,orthogonal_all,all,3.8778825400888826,3.77292661045246,3.925429088632647,0.027065267849504485,-0.012260956347242662,orthogonal_all__m4
cpu_small,regression,controlled_mlp,2,orthogonal_one,one,3.8778825400888826,3.793058966033623,3.811753039502999,0.021873683170742772,0.017052992168341385,orthogonal_one__m2
cpu_small,regression,tabicl_v2,0,condition_le_3_all,all,3.258387845482737,3.4070220407577234,3.423431155013205,-0.045615869664209927,-0.05065183070802188,condition_le_3_all__m1
cpu_small,regression,tabicl_v2,0,orthogonal_all,all,3.258387845482737,3.192197859685626,3.499957336970907,0.02031372228719596,-0.07413773404018478,orthogonal_all__m6
cpu_small,regression,tabicl_v2,0,orthogonal_one,one,3.258387845482737,3.171080914921845,3.285018831961359,0.02679451762684731,-0.008173056045351285,orthogonal_one__m1
cpu_small,regression,tabicl_v2,1,condition_le_3_all,all,3.258387845482737,3.4070220407577234,3.423431155013205,-0.045615869664209927,-0.05065183070802188,condition_le_3_all__m1
cpu_small,regression,tabicl_v2,1,orthogonal_all,all,3.258387845482737,3.192197859685626,3.499957336970907,0.02031372228719596,-0.07413773404018478,orthogonal_all__m6
cpu_small,regression,tabicl_v2,1,orthogonal_one,one,3.258387845482737,3.171080914921845,3.285018831961359,0.02679451762684731,-0.008173056045351285,orthogonal_one__m1
cpu_small,regression,tabicl_v2,2,condition_le_3_all,all,3.258387845482737,3.4070220407577234,3.423431155013205,-0.045615869664209927,-0.05065183070802188,condition_le_3_all__m1
cpu_small,regression,tabicl_v2,2,orthogonal_all,all,3.258387845482737,3.192197859685626,3.499957336970907,0.02031372228719596,-0.07413773404018478,orthogonal_all__m6
cpu_small,regression,tabicl_v2,2,orthogonal_one,one,3.258387845482737,3.171080914921845,3.285018831961359,0.02679451762684731,-0.008173056045351285,orthogonal_one__m1
cpu_small,regression,tabm_d,0,condition_le_3_all,all,3.556925596167685,3.783538780725429,3.8586443647678657,-0.06371040901218233,-0.08482571829032899,condition_le_3_all__m2
cpu_small,regression,tabm_d,0,orthogonal_all,all,3.556925596167685,3.5051715578050766,3.7902954512231206,0.014550216742899968,-0.06560999063541662,orthogonal_all__m6
cpu_small,regression,tabm_d,0,orthogonal_one,one,3.556925596167685,3.435656067789139,3.4902657849896217,0.03409391765439365,0.018740850595774128,orthogonal_one__m0
cpu_small,regression,tabm_d,1,condition_le_3_all,all,3.5822586907425995,3.7933354088569984,3.875074671879837,-0.05892280159997123,-0.08174060178678406,condition_le_3_all__m2
cpu_small,regression,tabm_d,1,orthogonal_all,all,3.5822586907425995,3.476763914636097,3.6796930589895775,0.02944923446738387,-0.027199143517683804,orthogonal_all__m0
cpu_small,regression,tabm_d,1,orthogonal_one,one,3.5822586907425995,3.4499386559254064,3.4739603736875075,0.03693759893978044,0.03023185269532888,orthogonal_one__m0
cpu_small,regression,tabm_d,2,condition_le_3_all,all,3.5533649132976413,3.768904280397368,3.8816028490484182,-0.06065781937934965,-0.0923738326233883,condition_le_3_all__m2
cpu_small,regression,tabm_d,2,orthogonal_all,all,3.5533649132976413,3.4967592943037413,3.643743148154301,0.015930145193381793,-0.02543454924047914,orthogonal_all__m0
cpu_small,regression,tabm_d,2,orthogonal_one,one,3.5533649132976413,3.457309035428596,3.649528225236788,0.02703237078454241,-0.0270626052447577,orthogonal_one__m1
cpu_small,regression,tabpfn_2_6,0,condition_le_3_all,all,2.8983694415311985,3.04316212698133,3.0518415666252943,-0.04995660089958653,-0.05295119486666165,condition_le_3_all__m2
cpu_small,regression,tabpfn_2_6,0,orthogonal_all,all,2.8983694415311985,3.000772799894773,3.000772799894773,-0.03533136835360618,-0.03533136835360618,orthogonal_all__m3
cpu_small,regression,tabpfn_2_6,0,orthogonal_one,one,2.8983694415311985,2.7897613227347,2.7964128390239464,0.037472144592830575,0.03517722794282178,orthogonal_one__m7
cpu_small,regression,tabpfn_2_6,1,condition_le_3_all,all,2.8780730189834727,3.050130012272963,3.132829853246077,-0.05978201114239285,-0.08851645965277967,condition_le_3_all__m2
cpu_small,regression,tabpfn_2_6,1,orthogonal_all,all,2.8780730189834727,2.998922492379896,3.002144084979242,-0.041989717633747474,-0.04310907512679809,orthogonal_all__m0
cpu_small,regression,tabpfn_2_6,1,orthogonal_one,one,2.8780730189834727,2.841033620026248,2.841033620026248,0.012869513286465139,0.012869513286465139,orthogonal_one__m0
cpu_small,regression,tabpfn_2_6,2,condition_le_3_all,all,2.8645691202784604,3.047834008463465,3.06009892802266,-0.06397642384945824,-0.06825801701206373,condition_le_3_all__m2
cpu_small,regression,tabpfn_2_6,2,orthogonal_all,all,2.8645691202784604,2.994740773393144,3.019050953609029,-0.045441966190723194,-0.05392847120950312,orthogonal_all__m5
cpu_small,regression,tabpfn_2_6,2,orthogonal_one,one,2.8645691202784604,2.7760795204690383,2.7760795204690383,0.03089106811317586,0.03089106811317586,orthogonal_one__m2
credit-g,classification,catboost,0,condition_le_3_all,all,0.4698787101436025,0.4728084545308384,0.5065868026984481,-0.006235107750126719,-0.07812248514861858,condition_le_3_all__m3
credit-g,classification,catboost,0,orthogonal_all,all,0.4698787101436025,0.4683332463774104,0.4858273604247664,0.0032890695680163084,-0.03394205767758602,orthogonal_all__m4
credit-g,classification,catboost,0,orthogonal_one,one,0.4698787101436025,0.4634384439580029,0.4822125948755045,0.013706231090213409,-0.026249081870792928,orthogonal_one__m7
credit-g,classification,catboost,1,condition_le_3_all,all,0.4863942246510373,0.4736114160361729,0.5026848163844079,0.026280757391877792,-0.03349256818388049,condition_le_3_all__m3
credit-g,classification,catboost,1,orthogonal_all,all,0.4863942246510373,0.4799434408077445,0.4857797451398042,0.01326245978335977,0.001263336363983289,orthogonal_all__m0
credit-g,classification,catboost,1,orthogonal_one,one,0.4863942246510373,0.4739045790710283,0.4873199678324667,0.025678030180086346,-0.0019032774949036015,orthogonal_one__m4
credit-g,classification,catboost,2,condition_le_3_all,all,0.4794926873386611,0.4689992285718587,0.4943320183391367,0.021884502191356632,-0.0309479818823487,condition_le_3_all__m6
credit-g,classification,catboost,2,orthogonal_all,all,0.4794926873386611,0.4695701687972939,0.494159052160032,0.020693784917639506,-0.03058725442253123,orthogonal_all__m6
credit-g,classification,catboost,2,orthogonal_one,one,0.4794926873386611,0.4705303093675221,0.4872305370681903,0.01869137571395115,-0.016137576096262776,orthogonal_one__m0
credit-g,classification,controlled_mlp,0,condition_le_3_all,all,0.5118159942199334,0.4985838185801416,0.5068351962229214,0.02585338439835033,0.009731618498173979,condition_le_3_all__m7
credit-g,classification,controlled_mlp,0,orthogonal_all,all,0.5118159942199334,0.5069870107358239,0.5090873337856473,0.009434999176744108,0.005331330917950101,orthogonal_all__m7
credit-g,classification,controlled_mlp,0,orthogonal_one,one,0.5118159942199334,0.5046449719611427,0.5246606197680841,0.014010938188284253,-0.025096178496194478,orthogonal_one__m5
credit-g,classification,controlled_mlp,1,condition_le_3_all,all,0.4884530527264272,0.4822049890586188,0.4822049890586188,0.012791533665176632,0.012791533665176632,condition_le_3_all__m2
credit-g,classification,controlled_mlp,1,orthogonal_all,all,0.4884530527264272,0.4837331965222782,0.5116305494157455,0.009662865607664642,-0.0474508175554377,orthogonal_all__m4
credit-g,classification,controlled_mlp,1,orthogonal_one,one,0.4884530527264272,0.4865166295488046,0.5004076475998673,0.003964399785842173,-0.0244743989349897,orthogonal_one__m5
credit-g,classification,controlled_mlp,2,condition_le_3_all,all,0.4906803187663125,0.4865195291108702,0.5039368350892022,0.008479634287968852,-0.02701660493785384,condition_le_3_all__m2
credit-g,classification,controlled_mlp,2,orthogonal_all,all,0.4906803187663125,0.5035180673613159,0.5035180673613159,-0.0261631618469649,-0.0261631618469649,orthogonal_all__m5
credit-g,classification,controlled_mlp,2,orthogonal_one,one,0.4906803187663125,0.4836030888814508,0.4836030888814508,0.014423300903234815,0.014423300903234815,orthogonal_one__m3
credit-g,classification,tabicl_v2,0,condition_le_3_all,all,0.4758349963276596,0.4693429433001209,0.477442929619377,0.013643496333061365,-0.0033791824984016356,condition_le_3_all__m6
credit-g,classification,tabicl_v2,0,orthogonal_all,all,0.4758349963276596,0.4757366226113615,0.4787817251161874,0.00020673913658574472,-0.006192753394075061,orthogonal_all__m1
credit-g,classification,tabicl_v2,0,orthogonal_one,one,0.4758349963276596,0.4711365196259402,0.4772272635377433,0.009874172219321147,-0.0029259453819681157,orthogonal_one__m5
credit-g,classification,tabicl_v2,1,condition_le_3_all,all,0.4758349963276596,0.4693429433001209,0.477442929619377,0.013643496333061365,-0.0033791824984016356,condition_le_3_all__m6
credit-g,classification,tabicl_v2,1,orthogonal_all,all,0.4758349963276596,0.4757366226113615,0.4787817251161874,0.00020673913658574472,-0.006192753394075061,orthogonal_all__m1
credit-g,classification,tabicl_v2,1,orthogonal_one,one,0.4758349963276596,0.4711365196259402,0.4772272635377433,0.009874172219321147,-0.0029259453819681157,orthogonal_one__m5
credit-g,classification,tabicl_v2,2,condition_le_3_all,all,0.4758349963276596,0.4693429433001209,0.477442929619377,0.013643496333061365,-0.0033791824984016356,condition_le_3_all__m6
credit-g,classification,tabicl_v2,2,orthogonal_all,all,0.4758349963276596,0.4757366226113615,0.4787817251161874,0.00020673913658574472,-0.006192753394075061,orthogonal_all__m1
credit-g,classification,tabicl_v2,2,orthogonal_one,one,0.4758349963276596,0.4711365196259402,0.4772272635377433,0.009874172219321147,-0.0029259453819681157,orthogonal_one__m5
credit-g,classification,tabm_d,0,condition_le_3_all,all,0.4847935284979979,0.4812374339612515,0.4848630350374122,0.007335276417084155,-0.00014337348856457562,condition_le_3_all__m7
credit-g,classification,tabm_d,0,orthogonal_all,all,0.4847935284979979,0.4784711458929419,0.4882204641829609,0.01304139233179168,-0.007068856087209811,orthogonal_all__m4
credit-g,classification,tabm_d,0,orthogonal_one,one,0.4847935284979979,0.479510937835068,0.4894969853803709,0.010896578341911024,-0.009701979514754242,orthogonal_one__m0
credit-g,classification,tabm_d,1,condition_le_3_all,all,0.4822002260738749,0.4818552230574932,0.4832506772004208,0.0007154766790359901,-0.0021784542390176306,condition_le_3_all__m7
credit-g,classification,tabm_d,1,orthogonal_all,all,0.4822002260738749,0.4833674178451695,0.4905666741668324,-0.002420554176836444,-0.017350568582428928,orthogonal_all__m1
credit-g,classification,tabm_d,1,orthogonal_one,one,0.4822002260738749,0.478290187304464,0.4820544096340719,0.008108745201649689,0.0003023981157998317,orthogonal_one__m3
credit-g,classification,tabm_d,2,condition_le_3_all,all,0.4858710300212498,0.4797231233751723,0.4890025361987408,0.012653371504385894,-0.006445138697308244,condition_le_3_all__m7
credit-g,classification,tabm_d,2,orthogonal_all,all,0.4858710300212498,0.4815703030477916,0.4961920607546962,0.00885158140272356,-0.021242325834892797,orthogonal_all__m3
credit-g,classification,tabm_d,2,orthogonal_one,one,0.4858710300212498,0.4805391590095704,0.4805391590095704,0.010973840139113112,0.010973840139113112,orthogonal_one__m3
credit-g,classification,tabpfn_2_6,0,condition_le_3_all,all,0.4904760786912072,0.4903579943428799,0.498843458510722,0.00024075455146023032,-0.01705971031623484,condition_le_3_all__m6
credit-g,classification,tabpfn_2_6,0,orthogonal_all,all,0.4904760786912072,0.4894153853800984,0.4908161390071843,0.0021625790883404035,-0.0006933270158343504,orthogonal_all__m7
credit-g,classification,tabpfn_2_6,0,orthogonal_one,one,0.4904760786912072,0.4894883057602268,0.4958825058117891,0.0020139064347769785,-0.011022815088165983,orthogonal_one__m0
credit-g,classification,tabpfn_2_6,1,condition_le_3_all,all,0.4899291129947011,0.4901465254803884,0.4932512740723249,-0.0004437631484243876,-0.0067809015416883745,condition_le_3_all__m7
credit-g,classification,tabpfn_2_6,1,orthogonal_all,all,0.4899291129947011,0.4887104563266331,0.4887104563266331,0.0024874142722789267,0.0024874142722789267,orthogonal_all__m7
credit-g,classification,tabpfn_2_6,1,orthogonal_one,one,0.4899291129947011,0.4895120026981797,0.4945407176894917,0.0008513686683606576,-0.009412799877521225,orthogonal_one__m5
credit-g,classification,tabpfn_2_6,2,condition_le_3_all,all,0.4805558204417041,0.4821212771452257,0.4821212771452257,-0.0032575959689400942,-0.0032575959689400942,condition_le_3_all__m2
credit-g,classification,tabpfn_2_6,2,orthogonal_all,all,0.4805558204417041,0.4811856615820389,0.4890640208638587,-0.0013106513614919888,-0.01770491597486901,orthogonal_all__m4
credit-g,classification,tabpfn_2_6,2,orthogonal_one,one,0.4805558204417041,0.480977905691892,0.4825947758075177,-0.0008783272041112346,-0.004242910561231991,orthogonal_one__m3
diamonds,regression,catboost,0,condition_le_3_all,all,818.1667174072458,854.4064289189073,892.6707090447235,-0.04429379824506242,-0.09106211491171312,condition_le_3_all__m7
diamonds,regression,catboost,0,orthogonal_all,all,818.1667174072458,874.7960639494904,897.891090732858,-0.06921492323924144,-0.097442699182701,orthogonal_all__m6
diamonds,regression,catboost,0,orthogonal_one,one,818.1667174072458,831.4078478221807,831.4078478221807,-0.016183902538709695,-0.016183902538709695,orthogonal_one__m5
diamonds,regression,catboost,1,condition_le_3_all,all,849.4837420074543,873.2231883508374,875.6294024289936,-0.027945733590243035,-0.030778294072766124,condition_le_3_all__m4
diamonds,regression,catboost,1,orthogonal_all,all,849.4837420074543,857.8505766286297,925.5168095518763,-0.009849316952674476,-0.089505029683964,orthogonal_all__m2
diamonds,regression,catboost,1,orthogonal_one,one,849.4837420074543,861.5223619509975,861.5223619509975,-0.014171689637160251,-0.014171689637160251,orthogonal_one__m6
diamonds,regression,catboost,2,condition_le_3_all,all,858.7232792231333,858.674779179489,910.0528521979168,5.647924636239493e-05,-0.05977428843109983,condition_le_3_all__m2
diamonds,regression,catboost,2,orthogonal_all,all,858.7232792231333,861.3016783575307,876.2753766789467,-0.0030025960595012674,-0.020439759676356233,orthogonal_all__m4
diamonds,regression,catboost,2,orthogonal_one,one,858.7232792231333,831.6916204825601,849.089196331308,0.03147889360240487,0.01121907734997126,orthogonal_one__m1
diamonds,regression,controlled_mlp,0,condition_le_3_all,all,678.3802192487052,666.8544223760546,688.7523421727474,0.016990172392430985,-0.015289542102995171,condition_le_3_all__m6
diamonds,regression,controlled_mlp,0,orthogonal_all,all,678.3802192487052,663.8057008655136,663.8057008655136,0.021484291507397803,0.021484291507397803,orthogonal_all__m0
diamonds,regression,controlled_mlp,0,orthogonal_one,one,678.3802192487052,665.2156695212722,692.9273601256465,0.019405857296388388,-0.021443934336782402,orthogonal_one__m5
diamonds,regression,controlled_mlp,1,condition_le_3_all,all,677.7586752553724,654.4570058480415,654.4570058480415,0.03438048122150717,0.03438048122150717,condition_le_3_all__m3
diamonds,regression,controlled_mlp,1,orthogonal_all,all,677.7586752553724,667.031142062321,685.5456899015232,0.015827954085588597,-0.011489361819259318,orthogonal_all__m0
diamonds,regression,controlled_mlp,1,orthogonal_one,one,677.7586752553724,666.0288217284917,670.8633016195492,0.017306829045693865,0.010173788824208031,orthogonal_one__m0
diamonds,regression,controlled_mlp,2,condition_le_3_all,all,707.2957876936046,657.11411001633,692.7825972135332,0.07094864489566695,0.020519266101381533,condition_le_3_all__m0
diamonds,regression,controlled_mlp,2,orthogonal_all,all,707.2957876936046,663.8656219519116,684.2058298110364,0.061403116627221525,0.03264540561999009,orthogonal_all__m1
diamonds,regression,controlled_mlp,2,orthogonal_one,one,707.2957876936046,686.5067966250798,695.8806257618087,0.02939221670796998,0.016139162893955804,orthogonal_one__m7
diamonds,regression,tabicl_v2,0,condition_le_3_all,all,1006.4715421648071,1029.6487657167368,1104.4450418628296,-0.023028195613040398,-0.09734353689453801,condition_le_3_all__m6
diamonds,regression,tabicl_v2,0,orthogonal_all,all,1006.4715421648071,1076.4401657213955,1076.4401657213955,-0.06951873016309403,-0.06951873016309403,orthogonal_all__m6
diamonds,regression,tabicl_v2,0,orthogonal_one,one,1006.4715421648071,1016.4972251271232,1053.0034848526784,-0.009961218516672565,-0.04623274552580621,orthogonal_one__m7
diamonds,regression,tabicl_v2,1,condition_le_3_all,all,1006.4715421648071,1029.6487657167368,1104.4450418628296,-0.023028195613040398,-0.09734353689453801,condition_le_3_all__m6
diamonds,regression,tabicl_v2,1,orthogonal_all,all,1006.4715421648071,1076.4401657213955,1076.4401657213955,-0.06951873016309403,-0.06951873016309403,orthogonal_all__m6
diamonds,regression,tabicl_v2,1,orthogonal_one,one,1006.4715421648071,1016.4972251271232,1053.0034848526784,-0.009961218516672565,-0.04623274552580621,orthogonal_one__m7
diamonds,regression,tabicl_v2,2,condition_le_3_all,all,1006.4715421648071,1029.6487657167368,1104.4450418628296,-0.023028195613040398,-0.09734353689453801,condition_le_3_all__m6
diamonds,regression,tabicl_v2,2,orthogonal_all,all,1006.4715421648071,1076.4401657213955,1076.4401657213955,-0.06951873016309403,-0.06951873016309403,orthogonal_all__m6
diamonds,regression,tabicl_v2,2,orthogonal_one,one,1006.4715421648071,1016.4972251271232,1053.0034848526784,-0.009961218516672565,-0.04623274552580621,orthogonal_one__m7
diamonds,regression,tabm_d,0,condition_le_3_all,all,677.5067999919831,658.3092548253798,676.1352769227864,0.028335575623492714,0.0020243679756616435,condition_le_3_all__m3
diamonds,regression,tabm_d,0,orthogonal_all,all,677.5067999919831,666.6537672757777,678.175660093326,0.016019075699806828,-0.0009872374732633595,orthogonal_all__m2
diamonds,regression,tabm_d,0,orthogonal_one,one,677.5067999919831,677.6327970662231,678.2500573809945,-0.00018597167473666828,-0.0010970478658223267,orthogonal_one__m0
diamonds,regression,tabm_d,1,condition_le_3_all,all,676.1446208366589,665.9064877519671,665.9064877519671,0.015141927879309496,0.015141927879309496,condition_le_3_all__m3
diamonds,regression,tabm_d,1,orthogonal_all,all,676.1446208366589,662.8245431512295,684.130617103411,0.019700042379908578,-0.011811077128544392,orthogonal_all__m2
diamonds,regression,tabm_d,1,orthogonal_one,one,676.1446208366589,673.2338125114953,673.2338125114953,0.004305008478159184,0.004305008478159184,orthogonal_one__m0
diamonds,regression,tabm_d,2,condition_le_3_all,all,677.7798331946967,680.388793714132,690.7996639593629,-0.0038492743390402097,-0.01920952811962188,condition_le_3_all__m6
diamonds,regression,tabm_d,2,orthogonal_all,all,677.7798331946967,664.7908052162293,687.3407358859595,0.019164081523706626,-0.014106207094120374,orthogonal_all__m2
diamonds,regression,tabm_d,2,orthogonal_one,one,677.7798331946967,680.7104559060315,682.466390100211,-0.004323856461649726,-0.006914571186670362,orthogonal_one__m0
diamonds,regression,tabpfn_2_6,0,condition_le_3_all,all,655.176645410838,638.2927360244169,638.2927360244169,0.025770011041577688,0.025770011041577688,condition_le_3_all__m4
diamonds,regression,tabpfn_2_6,0,orthogonal_all,all,655.176645410838,628.1178340074858,628.1178340074858,0.04130002434135075,0.04130002434135075,orthogonal_all__m7
diamonds,regression,tabpfn_2_6,0,orthogonal_one,one,655.176645410838,654.1307801097615,664.3113089615979,0.0015963104124699402,-0.01394229115879411,orthogonal_one__m7
diamonds,regression,tabpfn_2_6,1,condition_le_3_all,all,638.8871306877406,653.3428345618297,653.3428345618297,-0.022626381374325048,-0.022626381374325048,condition_le_3_all__m5
diamonds,regression,tabpfn_2_6,1,orthogonal_all,all,638.8871306877406,644.5356958661966,657.1294960268798,-0.008841256784082532,-0.02855334606521477,orthogonal_all__m1
diamonds,regression,tabpfn_2_6,1,orthogonal_one,one,638.8871306877406,622.1788873826569,631.8635075751591,0.026152104968991813,0.010993527299604249,orthogonal_one__m1
diamonds,regression,tabpfn_2_6,2,condition_le_3_all,all,645.6951182347098,632.6908501431558,641.1461230978472,0.02013995107645668,0.007045113101209813,condition_le_3_all__m3
diamonds,regression,tabpfn_2_6,2,orthogonal_all,all,645.6951182347098,616.7891602843762,634.7119960387037,0.04476719295843627,0.01700976495847338,orthogonal_all__m2
diamonds,regression,tabpfn_2_6,2,orthogonal_one,one,645.6951182347098,647.0667537035337,655.7691659822643,-0.0021242772789948866,-0.015601864507039162,orthogonal_one__m3
house_16H,regression,catboost,0,condition_le_3_all,all,34215.12273969059,34842.749517447104,34842.749517447104,-0.01834354891933353,-0.01834354891933353,condition_le_3_all__m6
house_16H,regression,catboost,0,orthogonal_all,all,34215.12273969059,34830.67186807735,35465.82029580758,-0.017990557364644603,-0.03655394036234574,orthogonal_all__m3
house_16H,regression,catboost,0,orthogonal_one,one,34215.12273969059,33742.652338460364,33748.5040401143,0.01380881795528807,0.013637791193278374,orthogonal_one__m3
house_16H,regression,catboost,1,condition_le_3_all,all,35128.93209784728,34984.17790462747,35412.635625928706,0.004120654531046369,-0.008076064689105903,condition_le_3_all__m6
house_16H,regression,catboost,1,orthogonal_all,all,35128.93209784728,34313.173701976644,34967.80685535118,0.023221838728215375,0.004586682055899433,orthogonal_all__m6
house_16H,regression,catboost,1,orthogonal_one,one,35128.93209784728,34504.94886954136,34704.228846209495,0.017762658613358767,0.012089842368530572,orthogonal_one__m1
house_16H,regression,catboost,2,condition_le_3_all,all,34511.706991975174,34555.112724453684,35275.39571019955,-0.0012577103905235055,-0.022128395978847124,condition_le_3_all__m0
house_16H,regression,catboost,2,orthogonal_all,all,34511.706991975174,34516.43638165123,35214.06900941139,-0.00013703725744868722,-0.02035141343775118,orthogonal_all__m6
house_16H,regression,catboost,2,orthogonal_one,one,34511.706991975174,34124.13003356241,34519.445033888245,0.01123030392274958,-0.00022421498637753974,orthogonal_one__m2
house_16H,regression,controlled_mlp,0,condition_le_3_all,all,35132.52082471339,35022.565901842856,37833.6396885932,0.003129719140255669,-0.07688371914319758,condition_le_3_all__m7
house_16H,regression,controlled_mlp,0,orthogonal_all,all,35132.52082471339,34036.94747260847,35818.22393015817,0.03118402341725094,-0.01951761756197219,orthogonal_all__m1
house_16H,regression,controlled_mlp,0,orthogonal_one,one,35132.52082471339,34562.69199063025,37353.50110585671,0.016219412120359596,-0.06321721951648304,orthogonal_one__m4
house_16H,regression,controlled_mlp,1,condition_le_3_all,all,34917.082595512366,34984.3562469879,36246.25084060132,-0.0019266687384754217,-0.03806641753225353,condition_le_3_all__m4
house_16H,regression,controlled_mlp,1,orthogonal_all,all,34917.082595512366,34119.04242002957,35593.95422823231,0.022855293631701187,-0.019385114173511648,orthogonal_all__m7
house_16H,regression,controlled_mlp,1,orthogonal_one,one,34917.082595512366,34684.11088921284,35534.80511993796,0.006672141226640399,-0.01769112647758803,orthogonal_one__m1
