backbone,source,task,split,operator,validation_gain,validation_se,test_gain,validation_states,test_states,ordinary_dimensions,oof_finite
resnet,BTS,airline_origin_airport,1,rbf_double,3.0869487654194896e-05,0.00022182572397864172,-0.00031345197642179874,43,43,335,True
resnet,BTS,airline_origin_airport,1,rbf_half,-0.00015419271192230362,0.0003981914331483261,-9.994408744786105e-05,43,43,335,True
resnet,STRING_BENCHMARK,medical_charges,0,harmonic,0.00032603826705813056,0.00014804207126375846,0.0010342896047477613,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,kernel_ridge,0.010968610432369987,0.007056818715120443,0.036887093622081465,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,knn_1,-0.004410972256752677,0.014033729577286649,0.009773297908475939,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,knn_10,0.009010668170748777,0.005815196949251673,0.04247560435090569,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,knn_3,0.007405500802300664,0.009780067990962002,0.024631061552928823,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,knn_5,0.012004558911206971,0.008019605076554371,0.026692465130452786,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,rbf,0.00022498467459242572,0.00011528478096652008,0.0007496305045317994,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,rbf_double,6.851282332981495e-05,2.5327298360795658e-05,0.0001586403802075963,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,0,rbf_half,0.0009709195058519762,0.0006927130041402729,0.0034322399917867613,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,harmonic,-0.0037443190515371156,0.0022120648909641142,-0.001776349007235597,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,kernel_ridge,0.09177308606940414,0.07010484664115291,0.04700906758237579,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,knn_1,0.0735004384042289,0.05627708805485378,0.02335211128414707,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,knn_10,0.0550391747348208,0.05055742020766697,0.012973435170570738,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,knn_3,0.06477987674368403,0.08059354331337613,-0.006830999784903748,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,knn_5,0.049031345629421616,0.06257296184976477,-0.0016590084804184169,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,rbf,-0.0037451691818353667,0.0020884473004309724,-0.001979674751609259,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,rbf_double,-0.00466504682883173,0.002362756478322266,-0.002021242193884936,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,1,rbf_half,0.0008200513872382864,0.004101145736342912,-0.0018138991579929706,20,20,52,True
