dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb,max_input_reconstruction_error
california_housing,regression,tabm_d,0,AdamW,optimizer,rbf_reference,-1,True,validation,61665.63503667374,0.0,0.5141426131594926,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,rbf_reference,-1,True,test,66044.08163198859,0.0,0.5141426131594926,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m0,0,False,validation,61547.4886160997,0.06103276683402384,0.29984905989840627,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m0,0,False,test,66140.98152588283,0.06585873413377653,0.29984905989840627,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m1,1,False,validation,60960.2745043285,0.07207183011548743,0.3320086859166622,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m1,1,False,test,65759.90676082588,0.07811294324819514,0.3320086859166622,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m2,2,False,validation,61892.76610982389,0.08452691739561488,0.283211155096069,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m2,2,False,test,65654.88229498095,0.09079780490961732,0.283211155096069,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m3,3,False,validation,61281.76395048373,0.06277896602402402,0.327732166973874,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m3,3,False,test,66321.78969875522,0.07214548959291932,0.327732166973874,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m4,4,False,validation,62073.81028448331,0.06579315687913866,0.33876717695966363,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m4,4,False,test,65757.54989529225,0.07236962094564715,0.33876717695966363,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m5,5,False,validation,61553.18523198425,0.07508456586232101,0.35230112983845174,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m5,5,False,test,65405.404089894175,0.08076993373528543,0.35230112983845174,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m6,6,False,validation,61686.14053709808,0.08423856845440311,0.3335285340435803,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m6,6,False,test,65899.92248274288,0.08089108765413265,0.3335285340435803,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m7,7,False,validation,61709.07229941133,0.055193169834908684,0.31809212686493993,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,AdamW,optimizer,orthogonal_all__m7,7,False,test,66288.26334878946,0.0629361683821863,0.31809212686493993,118.810546875,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,rbf_reference,-1,True,validation,62380.85826328296,0.0,0.47248143097385764,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,rbf_reference,-1,True,test,66895.07752093021,0.0,0.47248143097385764,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m0,0,False,validation,61966.42568105684,0.051234305387818486,0.4339775429107249,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m0,0,False,test,66871.63796817347,0.05590658586895092,0.4339775429107249,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m1,1,False,validation,61363.786340194274,0.057144777860659,0.4345915699377656,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m1,1,False,test,66335.33362517417,0.0644275837871214,0.4345915699377656,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m2,2,False,validation,61938.37281025496,0.08072556047395638,0.42467970098368824,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m2,2,False,test,65821.94897010927,0.08946213548099845,0.42467970098368824,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m3,3,False,validation,61797.14132068729,0.0749808097814271,0.4448498140554875,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m3,3,False,test,66526.86731530217,0.08368616100108048,0.4448498140554875,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m4,4,False,validation,62723.6956060794,0.06630584300323356,0.38526005996391177,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m4,4,False,test,66392.2733469833,0.06447419306193276,0.38526005996391177,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m5,5,False,validation,61974.63275271289,0.06456402058614959,0.3849889801349491,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m5,5,False,test,65919.14028905932,0.07076856748952103,0.3849889801349491,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m6,6,False,validation,62703.621500301786,0.0808257960205115,0.3601386691443622,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m6,6,False,test,66925.0122036559,0.06826516251972883,0.3601386691443622,118.81884765625,4.067255454572778e-16
california_housing,regression,tabm_d,0,BlockScalarAdam,optimizer,orthogonal_all__m7,7,False,validation,62227.14185845134,0.0561962089318728,0.39944347902201116,118.81884765625,4.067255454572778e-16
