dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb,max_input_reconstruction_error
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m1,1,False,validation,60887.216697148804,0.0,0.3584664650261402,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m1,1,False,test,67877.74877546645,0.0,0.3584664650261402,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m2,2,False,validation,60887.216697148804,0.0,0.24545305804349482,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m2,2,False,test,67877.74877546645,0.0,0.24545305804349482,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m3,3,False,validation,60887.216697148804,0.0,0.2399478768929839,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m3,3,False,test,67877.74877546645,0.0,0.2399478768929839,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m4,4,False,validation,60887.216697148804,0.0,0.246668049832806,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m4,4,False,test,67877.74877546645,0.0,0.246668049832806,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m5,5,False,validation,60887.216697148804,0.0,0.2763880279380828,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m5,5,False,test,67877.74877546645,0.0,0.2763880279380828,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m6,6,False,validation,60887.216697148804,0.0,0.26360972598195076,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m6,6,False,test,67877.74877546645,0.0,0.26360972598195076,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m7,7,False,validation,60887.216697148804,0.0,0.25590638094581664,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,GramDistance,representation,gram_distance__pivot_tie_v2__orthogonal_all__m7,7,False,test,67877.74877546645,0.0,0.25590638094581664,69.572265625,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__rbf_reference,-1,True,validation,59731.68926172737,0.0,0.2838325418997556,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__rbf_reference,-1,True,test,67148.20422592865,0.0,0.2838325418997556,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,0,False,validation,59731.68926172737,0.0,0.24615052808076143,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,0,False,test,67148.20422592865,0.0,0.24615052808076143,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,1,False,validation,59731.68926172737,0.0,0.21175511879846454,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,1,False,test,67148.20422592865,0.0,0.21175511879846454,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,2,False,validation,59731.68926172737,0.0,0.2603403851389885,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,2,False,test,67148.20422592865,0.0,0.2603403851389885,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,3,False,validation,59731.68926172737,0.0,0.23502901499159634,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,3,False,test,67148.20422592865,0.0,0.23502901499159634,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,4,False,validation,59731.68926172737,0.0,0.2492300809826702,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,4,False,test,67148.20422592865,0.0,0.2492300809826702,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,5,False,validation,59731.68926172737,0.0,0.2699629650451243,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,5,False,test,67148.20422592865,0.0,0.2699629650451243,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,6,False,validation,59731.68926172737,0.0,0.26007817895151675,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,6,False,test,67148.20422592865,0.0,0.26007817895151675,68.5732421875,4.067255454572778e-16
california_housing,regression,controlled_mlp,0,NystromGram,representation,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,7,False,validation,59731.68926172737,0.0,0.24748375616036355,68.5732421875,4.067255454572778e-16
