dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb,max_input_reconstruction_error
phoneme,classification,controlled_mlp,0,AdamW,optimizer,rbf_reference,-1,True,validation,0.2913366492337667,0.0,0.5145786330103874,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,rbf_reference,-1,True,test,0.3585542106189193,0.0,0.5145786330103874,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m0,0,False,validation,0.2916474659611057,0.054430448435083656,0.4866021880879998,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m0,0,False,test,0.3457479494651017,0.04923317637672056,0.4866021880879998,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m1,1,False,validation,0.28802600359014513,0.04492477456910257,0.4659580329898745,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m1,1,False,test,0.3455416167529868,0.043490485909316236,0.4659580329898745,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m2,2,False,validation,0.2881150002333983,0.031122619427569935,0.4753955870401114,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m2,2,False,test,0.3498097944425067,0.034773689190307475,0.4753955870401114,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m3,3,False,validation,0.2850762581006461,0.045564491408325226,0.40729445312172174,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m3,3,False,test,0.34541422763271024,0.04061032216926268,0.40729445312172174,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m4,4,False,validation,0.29490681606901714,0.03942630427419216,0.4441095548681915,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m4,4,False,test,0.3503694641058917,0.03955819355444411,0.4441095548681915,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m5,5,False,validation,0.28387233232122294,0.03743858830042017,0.49028461799025536,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m5,5,False,test,0.3504223297527965,0.03590768676687919,0.49028461799025536,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m6,6,False,validation,0.2898083890219203,0.06867979560287435,0.45237501920200884,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m6,6,False,test,0.3446363254460024,0.06676573883984972,0.45237501920200884,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m7,7,False,validation,0.2807328497132942,0.047049199888849084,0.46069585788063705,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,AdamW,optimizer,orthogonal_all__m7,7,False,test,0.35831353473155614,0.04306684330296858,0.46069585788063705,68.46337890625,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,rbf_reference,-1,True,validation,0.296694950641786,0.0,0.6456448030658066,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,rbf_reference,-1,True,test,0.3561257620656407,0.0,0.6456448030658066,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m0,0,False,validation,0.28848708933479983,0.041472169720043806,0.7629637450445443,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m0,0,False,test,0.3560961818429995,0.03869677697743183,0.7629637450445443,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m1,1,False,validation,0.2905927066917453,0.04932300947835251,0.6972147109918296,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m1,1,False,test,0.3408853845089176,0.04297833527680976,0.6972147109918296,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m2,2,False,validation,0.2867665523605172,0.03544163123548954,0.7003172701224685,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m2,2,False,test,0.35304086340837737,0.03722598958066057,0.7003172701224685,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m3,3,False,validation,0.2861262223394928,0.033978918983279774,0.710255027981475,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m3,3,False,test,0.34812380633295426,0.03160427635754314,0.710255027981475,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m4,4,False,validation,0.29396732209358467,0.031283164327320895,0.683497685007751,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m4,4,False,test,0.3533891094537008,0.03394467187755037,0.683497685007751,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m5,5,False,validation,0.2846208115355715,0.03285985717229359,0.6837239519227296,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m5,5,False,test,0.35035098600297865,0.033493022479728574,0.6837239519227296,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m6,6,False,validation,0.29464668240238456,0.04246609925623075,0.6756596940103918,68.46826171875,3.4464901706738885e-16
phoneme,classification,controlled_mlp,0,BlockScalarAdam,optimizer,orthogonal_all__m6,6,False,test,0.3499322366454637,0.03660110637114382,0.6756596940103918,68.46826171875,3.4464901706738885e-16
