dataset,model,seed,parameters,train_seconds,temperature,latency_ms_per_context,crps_point,coverage50_point,coverage90_point,crps_difference,coverage50_difference,coverage90_difference,crps_dense,coverage50_dense,coverage90_dense,crps_scaled_dense,coverage50_scaled_dense,coverage90_scaled_dense,macro_crps,coverage50,coverage90,coverage_error
Electricity,lowrank4,20261302.0,136236.0,14.865046031307429,1.0,0.004592925733959419,0.17478848497072855,0.4749348958333333,0.8639322916666666,0.23148209849993387,0.5042317708333334,0.859375,0.1814334640900294,0.462890625,0.8450520833333334,0.27637946605682373,0.4680989583333333,0.8492838541666666,0.2160208821296692,0.4775390625,0.8544108072916666,0.034025065104166675
Electricity,lowrank4_calibrated,20261302.0,136236.0,14.865046031307429,1.3371466398239136,0.004324297530426217,0.1750710904598236,0.5335286458333334,0.9065755208333334,0.23237115144729614,0.5657552083333334,0.9010416666666666,0.18129481375217438,0.5208333333333334,0.8818359375,0.27637726068496704,0.5240885416666666,0.8932291666666666,0.2162785828113556,0.5360514322916666,0.8956705729166666,0.022029622395833337
JenaWeather,lowrank4,20261302.0,136236.0,14.856374683634689,1.0,0.006566931006091181,0.11502581586440404,0.5670572916666666,0.9274088541666666,0.1775073210398356,0.5950520833333334,0.921875,0.16988464693228403,0.5227864583333334,0.892578125,0.2515723953644435,0.5143229166666666,0.8938802083333334,0.17849754790465036,0.5498046875,0.908935546875,0.030460611979166663
JenaWeather,lowrank4_calibrated,20261302.0,136236.0,14.856374683634689,0.8527775009473165,0.004497856707530445,0.11471628397703171,0.5377604166666666,0.9134114583333334,0.17693019906679788,0.5696614583333334,0.9072265625,0.16988076766331991,0.5006510416666666,0.8723958333333334,0.25148989260196686,0.4833984375,0.8798828125,0.1782542864481608,0.5228678385416666,0.8932291666666666,0.01918131510416667
Traffic,lowrank4,20261302.0,136236.0,14.59888578695245,1.0,0.004525179974734783,0.22946839531262717,0.4557291666666667,0.8131510416666666,0.3196934461593628,0.4410807291666667,0.806640625,0.28831352790196735,0.3505859375,0.7356770833333334,0.4288254678249359,0.3509114583333333,0.7255859375,0.3165752092997233,0.3995768229166667,0.770263671875,0.11507975260416668
Traffic,lowrank4_calibrated,20261302.0,136236.0,14.59888578695245,1.4226298729578655,0.00431077152522145,0.22900405526161194,0.5260416666666666,0.8505859375,0.31823745369911194,0.5065104166666666,0.8453776041666666,0.28473955392837524,0.408203125,0.791015625,0.4236118098100026,0.4114583333333333,0.7962239583333334,0.3138982156912486,0.4630533854166667,0.82080078125,0.058072916666666675
