dataset,seed,temperature,validation_nll_before,validation_nll_after
JenaWeather,20261301,0.8664829134941101,-0.1923370361328125,-0.19543419778347015
JenaWeather,20261302,0.8392400145530701,-0.2002391815185547,-0.2048502415418625
JenaWeather,20261303,0.8526095747947693,-0.20613425970077515,-0.20986907184123993
Electricity,20261301,1.327930212020874,0.28504103422164917,0.2689891457557678
Electricity,20261302,1.3413933515548706,0.3014567196369171,0.2846245765686035
Electricity,20261303,1.342116355895996,0.2968176007270813,0.27992454171180725
Traffic,20261301,1.4924962520599365,0.15761971473693848,0.13222435116767883
Traffic,20261302,1.3672088384628296,0.10713224112987518,0.09176528453826904
Traffic,20261303,1.40818452835083,0.13962149620056152,0.1204797774553299
