task,source,base_strength,residual_state_signal,transferable_signal,noise_cost,gtr,delta_theory,delta_actual
acs_occupation,ACS,weak_intercept,0.2801735499720887,0.0064792959874127,9.716206302577042e-06,666.8545094286694,0.0064695797811101,0.0064792959874126
acs_occupation,ACS,medium_catboost_30,0.0634840988788289,0.000584334854692,5.450353158680961e-06,107.21045731896642,0.0005788845015333,0.000584334854692
acs_occupation,ACS,strong_catboost_140,0.0427003683753376,0.0002354599911296,5.420042384184357e-06,43.442463073113146,0.0002300399487454,0.0002354599911296
tlc_pickup_zone,NYC_TLC,weak_intercept,0.2936178423442215,0.1098702160985284,7.512100278349188e-05,1462.576536886604,0.1097950950957449,0.1098702160985285
tlc_pickup_zone,NYC_TLC,medium_catboost_30,0.057394093254646,0.0153398093631351,8.253239291727082e-05,185.8641052430352,0.0152572769702178,0.0153398093631351
tlc_pickup_zone,NYC_TLC,strong_catboost_140,0.0649953919858921,0.0191124751225591,8.88315785703012e-05,215.1540637931309,0.0190236435439888,0.0191124751225591
medical_charges,STRING_BENCHMARK,weak_intercept,1.7538240927626485,0.0833449099701006,2.9699906054754625e-06,28062.34801431572,0.0833419399794952,0.0833449099701005
medical_charges,STRING_BENCHMARK,medium_catboost_30,0.2887097043001139,0.0092727527304225,3.8347861468293855e-06,2418.062539964398,0.0092689179442757,0.0092727527304225
medical_charges,STRING_BENCHMARK,strong_catboost_140,0.1305522305490372,0.0033390977467773,3.586725284035493e-06,930.9599934067136,0.0033355110214933,0.0033390977467773
