predictor,n,pearson,spearman,r2_identity,calibration_slope,mae,sign_accuracy
delta_theory,405,0.9997068254966027,0.9908909445952806,0.9992537015539018,0.9993076431810592,0.000917388142008272,0.9629629629629629
nearest_support_distance,405,0.22542359643643983,0.08397193614136582,-46.677301911098944,0.0360525885360845,0.27608320449199447,0.7901234567901234
cover_radius,405,0.05056360465713872,0.0884541083421473,-0.06585117887217984,0.16384185394540388,0.045135742020005566,0.7703703703703704
raw_smoothness,405,-0.053812772787978636,-0.5965297604858923,-2.5335988011526007,-0.037622700771593444,0.08808647900751847,0.6320987654320988
conditional_smoothness,405,-0.48276170782573596,-0.602240886944542,-0.6118829908825301,-1.2341204683172509,0.05563673216122473,0.47160493827160493
dirichlet_energy,405,0.38974415701516213,0.6011041906476753,-0.2027499041674634,0.4074118148210749,0.04066826831880298,0.8049382716049382
