dataset,task,model,seed,representation,selection,encoded_selection,state_metadata,diagnostics,reused_baseline,bins,train_rows,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
black-friday,regression,mlp,0,baseline_ple,singletons=1|pairs=2+3;1+3;1+2,singletons=|pairs=,[],"[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,78,326401,384,56,0.6907170077733262,0.6934881210327148,165.2600058040116,,,gelu,0.4809257949563139,nan,0.5364361430427176
black-friday,regression,mlp,0,adaptive_atomic,singletons=1|pairs=2+3;1+3;1+2,singletons=1|pairs=2+3;1+3;1+2,"[{""cardinality"":12,""columns"":[1],""gated"":true,""maximum_count"":58359,""median_count"":4389.0,""minimum_count"":93,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":70,""columns"":[2,3],""gated"":true,""maximum_count"":9509,""median_count"":870.0,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":60,""columns"":[1,3],""gated"":true,""maximum_count"":13913,""median_count"":767.5,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":54,""columns"":[1,2],""gated"":true,""maximum_count"":27880,""median_count"":647.0,""minimum_count"":2,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,274,325721,340,25,0.6909852398251921,0.6925089359283447,38.71868888288736,1;2;3,,gelu,0.4795685982291186,nan,0.5380869396314177
black-friday,regression,mlp,0,adaptive_atomic_ungated,singletons=1|pairs=2+3;1+3;1+2,singletons=1|pairs=2+3;1+3;1+2,"[{""cardinality"":12,""columns"":[1],""gated"":false,""maximum_count"":58359,""median_count"":4389.0,""minimum_count"":93,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":70,""columns"":[2,3],""gated"":false,""maximum_count"":9509,""median_count"":870.0,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":60,""columns"":[1,3],""gated"":false,""maximum_count"":13913,""median_count"":767.5,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":54,""columns"":[1,2],""gated"":false,""maximum_count"":27880,""median_count"":647.0,""minimum_count"":2,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,274,325721,340,25,0.6910100739205802,0.6925382018089294,41.99649399705231,1;2;3,,gelu,0.4796091232373847,nan,0.5380979563225808
black-friday,regression,mlp,0,matched_random_0,singletons=1|pairs=2+3;1+3;1+2,singletons=0|pairs=0+1;0+2;0+3,"[{""cardinality"":21,""columns"":[0],""gated"":true,""maximum_count"":14279,""median_count"":3734.0,""minimum_count"":331,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":245,""columns"":[0,1],""gated"":true,""maximum_count"":8025,""median_count"":113.0,""minimum_count"":1,""test_unseen_rate"":0.00011988610819724244,""val_unseen_rate"":7.492881762327652e-05},{""cardinality"":293,""columns"":[0,2],""gated"":true,""maximum_count"":3882,""median_count"":161.0,""minimum_count"":2,""test_unseen_rate"":5.994305409862122e-05,""val_unseen_rate"":0.0},{""cardinality"":313,""columns"":[0,3],""gated"":true,""maximum_count"":2876,""median_count"":162.0,""minimum_count"":2,""test_unseen_rate"":2.997152704931061e-05,""val_unseen_rate"":3.746440881158275e-05}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,950,327097,231,18,0.696240718040336,0.6982070803642273,44.68625621404499,0;1;2;3,,gelu,0.4874930839987095,nan,0.5440972363404767
black-friday,regression,mlp,0,matched_random_1,singletons=1|pairs=2+3;1+3;1+2,singletons=3|pairs=0+3;0+1;0+2,"[{""cardinality"":15,""columns"":[3],""gated"":true,""maximum_count"":20821,""median_count"":5948.0,""minimum_count"":387,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":313,""columns"":[0,3],""gated"":true,""maximum_count"":2876,""median_count"":162.0,""minimum_count"":2,""test_unseen_rate"":2.997152704931061e-05,""val_unseen_rate"":3.746440881158275e-05},{""cardinality"":245,""columns"":[0,1],""gated"":true,""maximum_count"":8025,""median_count"":113.0,""minimum_count"":1,""test_unseen_rate"":0.00011988610819724244,""val_unseen_rate"":7.492881762327652e-05},{""cardinality"":293,""columns"":[0,2],""gated"":true,""maximum_count"":3882,""median_count"":161.0,""minimum_count"":2,""test_unseen_rate"":5.994305409862122e-05,""val_unseen_rate"":0.0}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,944,325711,231,22,0.6959631955355192,0.6968197822570801,43.129983474034816,0;1;2;3,,gelu,0.48555779665264776,nan,0.5423825995227589
black-friday,regression,mlp,0,matched_random_2,singletons=1|pairs=2+3;1+3;1+2,singletons=0|pairs=0+2;0+3;0+1,"[{""cardinality"":21,""columns"":[0],""gated"":true,""maximum_count"":14279,""median_count"":3734.0,""minimum_count"":331,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":293,""columns"":[0,2],""gated"":true,""maximum_count"":3882,""median_count"":161.0,""minimum_count"":2,""test_unseen_rate"":5.994305409862122e-05,""val_unseen_rate"":0.0},{""cardinality"":313,""columns"":[0,3],""gated"":true,""maximum_count"":2876,""median_count"":162.0,""minimum_count"":2,""test_unseen_rate"":2.997152704931061e-05,""val_unseen_rate"":3.746440881158275e-05},{""cardinality"":245,""columns"":[0,1],""gated"":true,""maximum_count"":8025,""median_count"":113.0,""minimum_count"":1,""test_unseen_rate"":0.00011988610819724244,""val_unseen_rate"":7.492881762327652e-05}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,950,327097,231,22,0.6957798877522947,0.6969360113143921,50.49846032191999,0;1;2;3,,gelu,0.48571979185494474,nan,0.5425160669868866
black-friday,regression,resnet,0,baseline_ple,singletons=1|pairs=2+3;1+3;1+2,singletons=|pairs=,[],"[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,78,1214977,384,17,0.6919980778594024,0.6957336068153381,37.22410662402399,,,gelu,0.4840452473428638,nan,0.5377688290798263
black-friday,regression,resnet,0,adaptive_atomic,singletons=1|pairs=2+3;1+3;1+2,singletons=1|pairs=2+3;1+3;1+2,"[{""cardinality"":12,""columns"":[1],""gated"":true,""maximum_count"":58359,""median_count"":4389.0,""minimum_count"":93,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":70,""columns"":[2,3],""gated"":true,""maximum_count"":9509,""median_count"":870.0,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":60,""columns"":[1,3],""gated"":true,""maximum_count"":13913,""median_count"":767.5,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":54,""columns"":[1,2],""gated"":true,""maximum_count"":27880,""median_count"":647.0,""minimum_count"":2,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,274,1214209,372,20,0.6899694240817027,0.690941572189331,40.96011141780764,1;2;3,,gelu,0.4774002352454894,nan,0.5312809769123239
black-friday,regression,resnet,0,adaptive_atomic_ungated,singletons=1|pairs=2+3;1+3;1+2,singletons=1|pairs=2+3;1+3;1+2,"[{""cardinality"":12,""columns"":[1],""gated"":false,""maximum_count"":58359,""median_count"":4389.0,""minimum_count"":93,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":70,""columns"":[2,3],""gated"":false,""maximum_count"":9509,""median_count"":870.0,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":60,""columns"":[1,3],""gated"":false,""maximum_count"":13913,""median_count"":767.5,""minimum_count"":14,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":54,""columns"":[1,2],""gated"":false,""maximum_count"":27880,""median_count"":647.0,""minimum_count"":2,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,274,1214209,372,20,0.6899961043568439,0.6905645132064819,45.02676807087846,1;2;3,,gelu,0.4768793684961301,nan,0.531032594474513
black-friday,regression,resnet,0,matched_random_0,singletons=1|pairs=2+3;1+3;1+2,singletons=0|pairs=0+1;0+2;0+3,"[{""cardinality"":21,""columns"":[0],""gated"":true,""maximum_count"":14279,""median_count"":3734.0,""minimum_count"":331,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":245,""columns"":[0,1],""gated"":true,""maximum_count"":8025,""median_count"":113.0,""minimum_count"":1,""test_unseen_rate"":0.00011988610819724244,""val_unseen_rate"":7.492881762327652e-05},{""cardinality"":293,""columns"":[0,2],""gated"":true,""maximum_count"":3882,""median_count"":161.0,""minimum_count"":2,""test_unseen_rate"":5.994305409862122e-05,""val_unseen_rate"":0.0},{""cardinality"":313,""columns"":[0,3],""gated"":true,""maximum_count"":2876,""median_count"":162.0,""minimum_count"":2,""test_unseen_rate"":2.997152704931061e-05,""val_unseen_rate"":3.746440881158275e-05}]","[{""cardinality"":21,""columns"":[0],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-3.996975372629571e-05,""kind"":""singleton"",""relative_gain"":-3.996975372629571e-05},{""cardinality"":12,""columns"":[1],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0013744729463569054,""kind"":""singleton"",""relative_gain"":0.0013744729463569054},{""cardinality"":14,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":1.3601244213119018e-06,""kind"":""singleton"",""relative_gain"":1.3601244213119018e-06},{""cardinality"":15,""columns"":[3],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":4.431017589097123e-06,""kind"":""singleton"",""relative_gain"":4.431017589097123e-06},{""cardinality"":245,""columns"":[0,1],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.00021302451527713677,""kind"":""pair"",""relative_gain"":0.001551099293087648},{""cardinality"":293,""columns"":[0,2],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.001033526655252523,""kind"":""pair"",""relative_gain"":-0.0010712816067677256},{""cardinality"":313,""columns"":[0,3],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.0014965146746097546,""kind"":""pair"",""relative_gain"":-0.001531450316060598},{""cardinality"":54,""columns"":[1,2],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.00828570365628988,""kind"":""pair"",""relative_gain"":0.009790146989831454},{""cardinality"":60,""columns"":[1,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.009649318046993522,""kind"":""pair"",""relative_gain"":0.01102828282825483},{""cardinality"":70,""columns"":[2,3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.018426245596461298,""kind"":""pair"",""relative_gain"":0.01844292132675154}]",0,128,106764,950,1214425,334,9,0.6990644201955689,0.6994015574455261,38.266905820928514,0;1;2;3,,gelu,0.4891625865778277,nan,0.5442716890673828
