dataset,task,model,seed,representation,selection,encoded_selection,state_metadata,diagnostics,reused_baseline,bins,train_rows,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
adult,binclass,mlp,0,baseline_ple,singletons=3;4|pairs=,singletons=|pairs=,[],"[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,350,430849,384,6,0.8572086596038692,0.8616792580308335,29.504218203946948,,,gelu,0.3022345632470673,0.9135398926210365,nan
adult,binclass,mlp,0,adaptive_atomic,singletons=3;4|pairs=,singletons=3;4|pairs=,"[{""cardinality"":116,""columns"":[3],""gated"":true,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":true,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,554,430561,345,14,0.8665745432212498,0.8712609790553406,60.9583364140708,3;4,,gelu,0.2823849556871154,0.9252441243608731,nan
adult,binclass,mlp,0,adaptive_atomic_ungated,singletons=3;4|pairs=,singletons=3;4|pairs=,"[{""cardinality"":116,""columns"":[3],""gated"":false,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":false,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,554,430561,345,10,0.8711807154920927,0.8738406731773233,42.87159946211614,3;4,,gelu,0.2765317230970134,0.9279550072232081,nan
adult,binclass,mlp,0,matched_random_0,singletons=3;4|pairs=,singletons=2;5|pairs=,"[{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":93,""columns"":[5],""gated"":true,""maximum_count"":12131,""median_count"":29.0,""minimum_count"":1,""test_unseen_rate"":0.00024568515447453976,""val_unseen_rate"":0.00015353907569481962}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,459,431608,363,6,0.8587440503608168,0.8601437258153676,5.236869549145922,2;5,,gelu,0.30315961594224655,0.9134445659289983,nan
adult,binclass,mlp,0,matched_random_1,singletons=3;4|pairs=,singletons=0;2|pairs=,"[{""cardinality"":73,""columns"":[0],""gated"":true,""maximum_count"":725,""median_count"":339.0,""minimum_count"":1,""test_unseen_rate"":0.00012284257723726988,""val_unseen_rate"":0.0},{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,439,430051,366,4,0.8556732688469215,0.861924943185308,4.385882592992857,0;2,,gelu,0.3018347922602783,0.9135619417539067,nan
adult,binclass,resnet,0,baseline_ple,singletons=3;4|pairs=,singletons=|pairs=,[],"[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,350,1319425,384,19,0.8601259020420697,0.8616792580308335,9.555983344092965,,,gelu,0.2996808489250813,0.914268967220289,nan
adult,binclass,resnet,0,adaptive_atomic,singletons=3;4|pairs=,singletons=3;4|pairs=,"[{""cardinality"":116,""columns"":[3],""gated"":true,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":true,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,554,1318369,372,11,0.8673422385997236,0.8696026042626375,8.385980451013893,3;4,,gelu,0.28018077921822077,0.9257548717710671,nan
adult,binclass,resnet,0,adaptive_atomic_ungated,singletons=3;4|pairs=,singletons=3;4|pairs=,"[{""cardinality"":116,""columns"":[3],""gated"":false,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":false,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,554,1318369,372,13,0.8687240902809765,0.868005650758553,34.32572735310532,3;4,,gelu,0.27950609787073966,0.927158624744668,nan
adult,binclass,resnet,0,matched_random_0,singletons=3;4|pairs=,singletons=2;5|pairs=,"[{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":93,""columns"":[5],""gated"":true,""maximum_count"":12131,""median_count"":29.0,""minimum_count"":1,""test_unseen_rate"":0.00024568515447453976,""val_unseen_rate"":0.00015353907569481962}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,459,1321867,378,19,0.8593582066635959,0.8597751980836558,22.53032886912115,2;5,,gelu,0.3026623127861096,0.9129997568217968,nan
adult,binclass,resnet,0,matched_random_1,singletons=3;4|pairs=,singletons=0;2|pairs=,"[{""cardinality"":73,""columns"":[0],""gated"":true,""maximum_count"":725,""median_count"":339.0,""minimum_count"":1,""test_unseen_rate"":0.00012284257723726988,""val_unseen_rate"":0.0},{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":0.000389645521487714,""kind"":""pair"",""relative_gain"":0.015275789438396805},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":3,""incremental_gain"":2.5387366365522174e-13,""kind"":""pair"",""relative_gain"":0.04103928040823439}]",0,128,26048,439,1320816,379,19,0.8584369722094273,0.8607579387015539,11.846411056118086,0;2,,gelu,0.3027053352143958,0.912602746972766,nan
