dataset,task,method,start_seed,selector_calls,start_selector_utility,final_selector_utility,selector_improvement,start_test_utility,final_test_utility,test_improvement,initial_indices,final_indices,trace_json
breast-w,classification,random_mean,5201,257,-0.06234126922431154,-0.0301063572180122,0.03223491200629934,-0.09348633250370536,-0.09482391932952815,-0.0013375868258227869,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,21;22;62;76;78;82;84;109;123;124;129;130;140;142;153;154;156;157;158;170;171;176;179;187;189;195;200;204;206;210;229;236,"[{""round"":1,""judge_fold"":null,""selection_score"":0.016328353447536782,""selected_full_gain"":0.016328353447536782,""selected_fold_gain"":[0.0335560412577314,0.005347757280225874,0.00045878514709539464,0.0259508301050944],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;123;124;129;130;140;142;153;154;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236""},{""round"":2,""judge_fold"":null,""selection_score"":0.010426048383757394,""selected_full_gain"":0.010426048383757394,""selected_fold_gain"":[0.0358861274342854,0.002823623626970551,0.002423750153956258,0.0005706923198173994],""moved"":true,""indices"":""21;22;62;76;78;82;84;123;124;129;130;140;142;153;154;156;157;158;159;170;171;176;179;187;189;195;200;204;206;210;229;236""},{""round"":3,""judge_fold"":null,""selection_score"":0.003451836551374668,""selected_full_gain"":0.003451836551374668,""selected_fold_gain"":[0.0014216299741819927,0.002009822293013855,0.0005026052389036032,0.009873288699399203],""moved"":true,""indices"":""21;22;62;76;78;82;84;111;123;124;129;130;140;142;153;154;156;157;158;170;171;176;179;187;189;195;200;204;206;210;229;236""},{""round"":4,""judge_fold"":null,""selection_score"":0.002028673623630496,""selected_full_gain"":0.002028673623630496,""selected_fold_gain"":[0.005945425749605673,-0.00030147044903622213,4.704670897335856e-05,0.0024236924849792008],""moved"":true,""indices"":""21;22;62;76;78;82;84;109;123;124;129;130;140;142;153;154;156;157;158;170;171;176;179;187;189;195;200;204;206;210;229;236""}]"
breast-w,classification,row_mean,5201,257,-0.06234126922431154,-0.022731283193473988,0.039609986030837555,-0.09348633250370536,-0.09045794975714837,0.003028382746556993,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,9;21;22;33;50;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;165;171;176;179;187;189;195;200;204;210;229,"[{""round"":1,""judge_fold"":null,""selection_score"":0.0213992691383256,""selected_full_gain"":0.0213992691383256,""selected_fold_gain"":[0.05638585596803897,0.006511599087279347,0.0007888356215029878,0.021910785876481053],""moved"":true,""indices"":""21;22;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;165;170;171;176;179;187;189;195;200;204;210;229;236""},{""round"":2,""judge_fold"":null,""selection_score"":0.006400527635007182,""selected_full_gain"":0.006400527635007182,""selected_fold_gain"":[0.017392230573284942,0.0007089413263064778,-0.0024326596597683183,0.00993359830020563],""moved"":true,""indices"":""21;22;50;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;165;171;176;179;187;189;195;200;204;210;229;236""},{""round"":3,""judge_fold"":null,""selection_score"":0.008140461347017517,""selected_full_gain"":0.008140461347017517,""selected_fold_gain"":[0.019140042509502922,0.001126362918732065,0.002810916079467803,0.009484523880367291],""moved"":true,""indices"":""9;21;22;50;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;165;171;176;179;187;189;195;200;204;210;229;236""},{""round"":4,""judge_fold"":null,""selection_score"":0.0036697279104872527,""selected_full_gain"":0.0036697279104872527,""selected_fold_gain"":[0.007698237944912811,0.0035905948171246743,0.0010605298155891762,0.002329549064322336],""moved"":true,""indices"":""9;21;22;33;50;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;165;171;176;179;187;189;195;200;204;210;229""}]"
breast-w,classification,contextual_mean,5201,257,-0.06234126922431154,-0.025651567249164287,0.03668970197514725,-0.09348633250370536,-0.08239637215085174,0.011089960352853617,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,8;21;22;62;76;84;122;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;235;236;251,"[{""round"":1,""judge_fold"":null,""selection_score"":0.013265583260211274,""selected_full_gain"":0.013265583260211274,""selected_fold_gain"":[0.024811453280588452,0.00412913544051903,0.00014984753047248174,0.023971896789265125],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236;251""},{""round"":2,""judge_fold"":null,""selection_score"":0.010186525767171738,""selected_full_gain"":0.010186525767171738,""selected_fold_gain"":[0.03338380038405496,0.003002993222667392,0.0007417398201461037,0.003617569641818471],""moved"":true,""indices"":""21;22;62;76;78;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;235;236;251""},{""round"":3,""judge_fold"":null,""selection_score"":0.005847968394427236,""selected_full_gain"":0.005847968394427236,""selected_fold_gain"":[0.02101077002756066,0.0006224265389650208,-0.0007414196073479177,0.0025000966185311883],""moved"":true,""indices"":""8;21;22;62;76;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;235;236;251""},{""round"":4,""judge_fold"":null,""selection_score"":0.007389624553337006,""selected_full_gain"":0.007389624553337006,""selected_fold_gain"":[0.021588931094107824,0.004347294639662476,0.0016659490684744638,0.0019563234111032446],""moved"":true,""indices"":""8;21;22;62;76;84;122;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;235;236;251""}]"
breast-w,classification,random_rotating,5201,257,-0.06234126922431154,-0.03534741065409691,0.026993858570214628,-0.09348633250370536,-0.08242294847062684,0.011063384033078522,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,3;21;22;49;62;64;76;82;84;123;124;129;130;140;142;153;156;157;158;159;165;171;176;179;187;189;195;200;204;215;229;236,"[{""round"":1,""judge_fold"":0,""selection_score"":0.008993813684450132,""selected_full_gain"":0.010142167751178384,""selected_fold_gain"":[0.013587229951363133,0.004003660212925796,-0.0015799033717910013,0.024557684212215602],""moved"":true,""indices"":""21;22;49;62;64;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;229;236""},{""round"":2,""judge_fold"":1,""selection_score"":0.003834775039638319,""selected_full_gain"":0.00421290175057637,""selected_fold_gain"":[0.008862709989210266,0.003834775039638319,0.002782017410508716,0.0013721045629481558],""moved"":true,""indices"":""3;21;22;49;62;64;76;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;229;236""},{""round"":3,""judge_fold"":2,""selection_score"":0.0008957867978755312,""selected_full_gain"":0.002105332633283677,""selected_fold_gain"":[0.005334362330194853,-0.00014506403932078304,0.0008957867978755312,0.0023362454443850676],""moved"":true,""indices"":""3;21;22;49;62;64;76;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;215;229;236""},{""round"":4,""judge_fold"":3,""selection_score"":0.010262953168487327,""selected_full_gain"":0.010533456435176197,""selected_fold_gain"":[0.03774598897592629,-0.0015023694871593544,-0.005454759983304955,0.01134496623524286],""moved"":true,""indices"":""3;21;22;49;62;64;76;82;84;123;124;129;130;140;142;153;156;157;158;159;165;171;176;179;187;189;195;200;204;215;229;236""}]"
breast-w,classification,row_rotating,5201,257,-0.06234126922431154,-0.03335643559554431,0.028984833628767227,-0.09348633250370536,-0.08346813247752594,0.010018200026179425,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,21;22;49;62;76;78;82;84;94;123;124;130;140;142;153;156;157;158;159;165;170;171;176;179;187;190;195;200;210;229;236;254,"[{""round"":1,""judge_fold"":0,""selection_score"":0.010416050723250123,""selected_full_gain"":0.010448574788072276,""selected_fold_gain"":[0.01054614698253864,0.003752986858250703,0.0010157618979441006,0.026479403413555563],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;190;195;200;204;210;229;236""},{""round"":2,""judge_fold"":1,""selection_score"":0.004951346384541009,""selected_full_gain"":0.007747205898541165,""selected_fold_gain"":[0.01839448213731551,0.004951346384541009,0.00028440852530345947,0.007358586547004737],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;165;170;171;176;179;187;190;195;200;210;229;236""},{""round"":3,""judge_fold"":2,""selection_score"":0.0022207865397738053,""selected_full_gain"":0.006154896440396275,""selected_fold_gain"":[0.016828144604399436,0.001288392509806455,0.0022207865397738053,0.004282262107605425],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;94;105;123;124;130;140;142;153;156;157;158;159;165;170;171;176;179;187;190;195;200;210;229;236""},{""round"":4,""judge_fold"":3,""selection_score"":0.003610765540063208,""selected_full_gain"":0.004634156501757511,""selected_fold_gain"":[0.012832044171877124,0.0019832538742290086,0.00011056242086067251,0.003610765540063208],""moved"":true,""indices"":""21;22;49;62;76;78;82;84;94;123;124;130;140;142;153;156;157;158;159;165;170;171;176;179;187;190;195;200;210;229;236;254""}]"
breast-w,classification,contextual_rotating,5201,257,-0.06234126922431154,-0.03750002014018857,0.02484124908412297,-0.09348633250370536,-0.08461747194807916,0.008868860555626204,21;22;49;62;76;78;82;84;105;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236,9;21;22;49;50;62;76;78;82;84;117;123;124;129;130;140;142;148;153;156;157;159;170;171;176;179;187;195;200;210;229;236,"[{""round"":1,""judge_fold"":0,""selection_score"":0.010525669003458834,""selected_full_gain"":0.014570761201999342,""selected_fold_gain"":[0.026706037797620874,0.005112605033729874,0.0004193671860292271,0.0260450347906174],""moved"":true,""indices"":""9;21;22;49;62;76;78;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;204;210;229;236""},{""round"":2,""judge_fold"":1,""selection_score"":0.0038091918363689133,""selected_full_gain"":0.004212929639155261,""selected_fold_gain"":[0.0042786971150761965,0.0038091918363689133,0.0015753406017782242,0.007188489003397684],""moved"":true,""indices"":""9;21;22;49;50;62;76;78;82;84;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;189;195;200;210;229;236""},{""round"":3,""judge_fold"":2,""selection_score"":0.0013415023432721516,""selected_full_gain"":0.0021942860168262107,""selected_fold_gain"":[0.0018126433587198065,0.0034052366431114155,0.0013415023432721516,0.0022177617222014466],""moved"":true,""indices"":""9;21;22;49;50;62;76;78;82;84;117;123;124;129;130;140;142;153;156;157;158;159;170;171;176;179;187;195;200;210;229;236""},{""round"":4,""judge_fold"":3,""selection_score"":0.003298420573742656,""selected_full_gain"":0.0038632722261421545,""selected_fold_gain"":[0.008899917396684859,0.0008145774677048006,0.0001807668568383101,0.00555782718334066],""moved"":true,""indices"":""9;21;22;49;50;62;76;78;82;84;117;123;124;129;130;140;142;148;153;156;157;159;170;171;176;179;187;195;200;210;229;236""}]"
breast-w,classification,random_mean,5202,257,-0.056814662779396966,-0.03637280843510059,0.02044185434429638,-0.08734219562830006,-0.08670587491387227,0.0006363207144277905,0;9;11;21;23;28;35;43;44;60;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245,0;11;21;28;35;43;44;71;74;75;81;94;101;108;114;122;123;141;161;164;171;182;183;195;199;204;214;221;228;239;245;254,"[{""round"":1,""judge_fold"":null,""selection_score"":0.008316484233624986,""selected_full_gain"":0.008316484233624986,""selected_fold_gain"":[0.01370932865778235,0.005295221591538637,0.004612388514862734,0.009648998170316253],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;60;71;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245""},{""round"":2,""judge_fold"":null,""selection_score"":0.0037932131234875363,""selected_full_gain"":0.0037932131234875363,""selected_fold_gain"":[0.0032296684878619225,0.005470219545820599,-0.0010810965350664219,0.0075540609953340596],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;71;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245;254""},{""round"":3,""judge_fold"":null,""selection_score"":0.0051913768300864,""selected_full_gain"":0.0051913768300864,""selected_fold_gain"":[-0.00023529064227466312,0.0030544163119513145,0.005793230835348183,0.012153150815320764],""moved"":true,""indices"":""0;11;21;28;35;43;44;71;74;75;81;94;101;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245;254""},{""round"":4,""judge_fold"":null,""selection_score"":0.003140780157097456,""selected_full_gain"":0.003140780157097456,""selected_fold_gain"":[0.007357121671618394,0.0018434893345261952,0.0007100066716890507,0.002652502950556166],""moved"":true,""indices"":""0;11;21;28;35;43;44;71;74;75;81;94;101;108;114;122;123;141;161;164;171;182;183;195;199;204;214;221;228;239;245;254""}]"
breast-w,classification,row_mean,5202,257,-0.056814662779396966,-0.03955896164155679,0.017255701137840175,-0.08734219562830006,-0.08726275979792966,7.943583037040014e-05,0;9;11;21;23;28;35;43;44;60;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245,0;11;21;28;35;43;44;60;74;75;78;81;94;101;108;114;122;141;161;164;167;171;182;183;195;199;204;218;220;221;228;245,"[{""round"":1,""judge_fold"":null,""selection_score"":0.009076040459200567,""selected_full_gain"":0.009076040459200567,""selected_fold_gain"":[0.007336704894755436,0.005782180338409406,0.00874436834355602,0.014440908260081431],""moved"":true,""indices"":""0;9;11;21;23;28;35;43;44;60;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;218;220;221;228;239;245""},{""round"":2,""judge_fold"":null,""selection_score"":0.003818362678369873,""selected_full_gain"":0.003818362678369873,""selected_fold_gain"":[0.0029302842818224872,0.005119939798509419,0.000899431709465888,0.006323794923681736],""moved"":true,""indices"":""0;9;11;21;28;35;43;44;60;74;75;78;81;94;108;114;122;141;161;164;171;182;183;195;199;204;218;220;221;228;239;245""},{""round"":3,""judge_fold"":null,""selection_score"":0.002858314951104071,""selected_full_gain"":0.002858314951104071,""selected_fold_gain"":[-0.00014129687717433226,0.0021554155823223058,0.003465419029785321,0.005953722069482942],""moved"":true,""indices"":""0;9;11;21;28;35;43;44;60;74;75;78;81;94;108;114;122;141;161;164;167;171;182;183;195;199;204;218;220;221;228;245""},{""round"":4,""judge_fold"":null,""selection_score"":0.001502983049165664,""selected_full_gain"":0.001502983049165664,""selected_fold_gain"":[0.0017583350027989136,-8.840012925953773e-05,0.001533821552787697,0.0028081757703355553],""moved"":true,""indices"":""0;11;21;28;35;43;44;60;74;75;78;81;94;101;108;114;122;141;161;164;167;171;182;183;195;199;204;218;220;221;228;245""}]"
breast-w,classification,contextual_mean,5202,257,-0.056814662779396966,-0.03867729594213193,0.018137366837265037,-0.08734219562830006,-0.08604282651643017,0.001299369111869897,0;9;11;21;23;28;35;43;44;60;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245,0;7;9;11;21;28;35;43;44;60;67;74;75;78;81;94;108;114;122;161;164;171;183;195;199;204;220;221;228;239;245;255,"[{""round"":1,""judge_fold"":null,""selection_score"":0.006531980033918125,""selected_full_gain"":0.006531980033918125,""selected_fold_gain"":[0.009395729531433417,0.004653185776485144,0.001794003838178352,0.010285000989575577],""moved"":true,""indices"":""0;9;11;21;28;35;43;44;60;67;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245""},{""round"":2,""judge_fold"":null,""selection_score"":0.004444910299351179,""selected_full_gain"":0.004444910299351179,""selected_fold_gain"":[0.0036263775322290803,0.0064719393731125265,0.0011595065730921825,0.006521817718970951],""moved"":true,""indices"":""0;9;11;21;28;35;43;44;60;67;74;75;78;81;94;108;114;122;141;161;164;171;182;183;195;199;204;220;221;228;239;245""},{""round"":3,""judge_fold"":null,""selection_score"":0.004460445882473574,""selected_full_gain"":0.004460445882473574,""selected_fold_gain"":[0.0028446702197443413,-0.0007659516787242825,0.006394292995278168,0.009368771993596082],""moved"":true,""indices"":""0;9;11;21;28;35;43;44;60;67;74;75;78;81;94;108;114;122;161;164;171;182;183;195;199;204;220;221;228;239;245;255""},{""round"":4,""judge_fold"":null,""selection_score"":0.0027000306215221592,""selected_full_gain"":0.0027000306215221592,""selected_fold_gain"":[0.008357101763451225,0.0009177354227821767,-0.0012973469628233657,0.0028226322626785927],""moved"":true,""indices"":""0;7;9;11;21;28;35;43;44;60;67;74;75;78;81;94;108;114;122;161;164;171;183;195;199;204;220;221;228;239;245;255""}]"
breast-w,classification,random_rotating,5202,257,-0.056814662779396966,-0.037341674987503355,0.01947298779189361,-0.08734219562830006,-0.07811003885480206,0.009232156773498007,0;9;11;21;23;28;35;43;44;60;74;75;81;94;108;114;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245,0;11;21;23;28;35;43;44;49;60;74;75;81;94;108;114;117;122;161;164;182;195;199;204;212;214;220;221;228;233;239;245,"[{""round"":1,""judge_fold"":0,""selection_score"":0.005252677027696939,""selected_full_gain"":0.005308255777305676,""selected_fold_gain"":[0.005252677027696939,0.007838611770461898,0.001901952968764782,0.0062397813422991055],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;60;74;75;81;94;108;114;117;122;141;161;164;171;182;183;195;199;204;214;220;221;228;239;245""},{""round"":2,""judge_fold"":1,""selection_score"":0.002677103389311324,""selected_full_gain"":0.0028111586882449413,""selected_fold_gain"":[-0.007881801753446938,0.003213324585045807,0.005953704654019357,0.009959407267361553],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;60;74;75;81;94;108;114;117;122;161;164;171;182;183;195;199;204;212;214;220;221;228;239;245""},{""round"":3,""judge_fold"":2,""selection_score"":0.004360323598591707,""selected_full_gain"":0.005304239695517889,""selected_fold_gain"":[0.02350962760109193,-0.0025545734788062213,0.004360323598591707,-0.004098418938805901],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;49;60;74;75;81;94;108;114;117;122;161;164;171;182;195;199;204;212;214;220;221;228;239;245""},{""round"":4,""judge_fold"":3,""selection_score"":0.00439392407101187,""selected_full_gain"":0.0060493336308251044,""selected_fold_gain"":[0.006491031394692828,0.0036531062363656767,0.003037634581977103,0.011015562310264859],""moved"":true,""indices"":""0;11;21;23;28;35;43;44;49;60;74;75;81;94;108;114;117;122;161;164;182;195;199;204;212;214;220;221;228;233;239;245""}]"
