dataset,problem_type,model,seed,method,optimizer,epoch,disagreement,max_prediction_absolute_difference,reference_task_error,rotated_task_error,elapsed_seconds
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,5,2.6255024928728498e-08,1.1920928955078125e-07,0.40307526344037803,0.4030752612687799,0.0989762470126152
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,10,2.284819896734402e-08,1.7881393432617188e-07,0.38385205508866854,0.3838520507060844,0.16912860586307943
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,20,6.120877922396114e-08,2.682209014892578e-07,0.3560669204194627,0.3560669230439927,0.3017554699908942
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,30,9.700326666848732e-08,4.172325134277344e-07,0.35364292661426133,0.3536429286090811,0.4145630488637835
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,0,4.889686828059283e-09,5.960464477539063e-08,0.7126925256507917,0.7126925254927994,0.004017711849883199
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,1,1.3047822807972206e-08,5.960464477539063e-08,0.6219775322775983,0.6219775336584313,0.029638434061780572
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,2,1.920213323259715e-08,1.1920928955078125e-07,0.5591697161689775,0.55916972019203,0.058170751901343465
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,5,3.10667083484341e-08,1.7881393432617188e-07,0.40606851688541135,0.4060685166397496,0.1519057429395616
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,10,2.4745539638245762e-08,1.1920928955078125e-07,0.3791115157250371,0.37911151493661127,0.4069204879924655
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,20,5.920381570868928e-08,2.384185791015625e-07,0.3585788253875219,0.35857882380292627,0.7215565380174667
phoneme,classification,controlled_mlp,2,MatrixAdam,matrix_adam,30,8.357056204033697e-08,4.172325134277344e-07,0.3493133025735518,0.3493132868878539,1.092535266885534
phoneme,classification,controlled_mlp,2,SGD,sgd_control,0,4.889686828059283e-09,5.960464477539063e-08,0.7126925256507917,0.7126925254927994,0.00519713805988431
phoneme,classification,controlled_mlp,2,SGD,sgd_control,1,4.216436472557871e-09,5.960464477539063e-08,0.7012387534712163,0.7012387529276766,0.017721503041684628
phoneme,classification,controlled_mlp,2,SGD,sgd_control,2,6.3984216878041525e-09,5.960464477539063e-08,0.6793433387924466,0.6793433389028467,0.02942148712463677
phoneme,classification,controlled_mlp,2,SGD,sgd_control,5,7.160165756721717e-09,5.960464477539063e-08,0.6210357253360403,0.6210357239154995,0.0574483631644398
phoneme,classification,controlled_mlp,2,SGD,sgd_control,10,7.908957222417347e-09,5.960464477539063e-08,0.6013503074396145,0.6013503062723524,0.11580397305078804
phoneme,classification,controlled_mlp,2,SGD,sgd_control,20,7.717364932889726e-09,5.960464477539063e-08,0.5916736765853452,0.591673676329401,0.18783869803883135
phoneme,classification,controlled_mlp,2,SGD,sgd_control,30,1.0979802195622737e-08,1.1920928955078125e-07,0.5751158070920379,0.5751158077357662,0.25576022709719837
