dataset,problem_type,model,seed,method,optimizer,epoch,disagreement,max_prediction_absolute_difference,reference_task_error,rotated_task_error,elapsed_seconds
phoneme,classification,controlled_mlp,2,AdamW,adamw,0,4.889686828059283e-09,5.960464477539063e-08,0.7126925256507917,0.7126925254927994,0.005144057795405388
phoneme,classification,controlled_mlp,2,AdamW,adamw,1,0.001172204178883928,0.003063380718231201,0.619759312266346,0.6189743776040226,0.021644111955538392
phoneme,classification,controlled_mlp,2,AdamW,adamw,2,0.003893204277443413,0.013014376163482666,0.5582994407211791,0.5587667185584,0.03293785289861262
phoneme,classification,controlled_mlp,2,AdamW,adamw,5,0.011935075143231064,0.06379830837249756,0.4038126902656528,0.40526433847340143,0.06094657280482352
phoneme,classification,controlled_mlp,2,AdamW,adamw,10,0.010205908975665645,0.04790830612182617,0.38445641749858483,0.3831488534497038,0.09964648494496942
phoneme,classification,controlled_mlp,2,AdamW,adamw,20,0.01979356991960498,0.1676228940486908,0.3568185168842066,0.3568893960636268,0.17615996580570936
phoneme,classification,controlled_mlp,2,AdamW,adamw,30,0.02307721544971996,0.11185771226882935,0.35220952972940067,0.35725466808441886,0.2673466398846358
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,0,4.889686828059283e-09,5.960464477539063e-08,0.7126925256507917,0.7126925254927994,0.005558683071285486
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,1,1.2496467858543192e-08,8.940696716308594e-08,0.6125273242360113,0.6125273250635288,0.023295619059354067
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,2,1.6837012963236022e-08,1.1920928955078125e-07,0.5501821431724907,0.5501821439751517,0.04081333591602743
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,5,2.246323401408524e-08,1.1920928955078125e-07,0.40138835224821123,0.4013883496766739,0.08252409403212368
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,10,2.3900304396758878e-08,1.1920928955078125e-07,0.38247186217515183,0.38247185630111613,0.15241866488941014
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,20,5.471130917274043e-08,2.384185791015625e-07,0.35712386027447096,0.35712385945936587,0.2868230859749019
phoneme,classification,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,30,8.797863885958326e-08,5.364418029785156e-07,0.3544721431469895,0.3544721362823644,0.40291314106434584
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,0,4.889686828059283e-09,5.960464477539063e-08,0.7126925256507917,0.7126925254927994,0.004524594871327281
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,1,1.143570936807909e-08,1.1920928955078125e-07,0.6169668407345783,0.6169668410998417,0.02206617803312838
phoneme,classification,controlled_mlp,2,BlockAdam,block_adam,2,1.6287734127863046e-08,1.1920928955078125e-07,0.5539853782012798,0.5539853773800977,0.04445072589442134
