dataset,problem_type,model,seed,method,optimizer,epoch,disagreement,max_prediction_absolute_difference,reference_task_error,rotated_task_error,elapsed_seconds
california_housing,regression,controlled_mlp,2,AdamW,adamw,0,1.923654804461825e-08,0.015625,113593.70192894268,113593.70194015381,0.0018072528764605522
california_housing,regression,controlled_mlp,2,AdamW,adamw,1,0.002857220338236946,778.734375,109237.3169682856,109235.68725200769,0.012501130811870098
california_housing,regression,controlled_mlp,2,AdamW,adamw,2,0.012291354919353657,4480.296875,100368.24014658664,100397.40699393906,0.02310350094921887
california_housing,regression,controlled_mlp,2,AdamW,adamw,5,0.03920274732335911,24389.28125,84138.84225480701,84673.1692794635,0.04881986789405346
california_housing,regression,controlled_mlp,2,AdamW,adamw,10,0.06837785712503268,62495.78125,72973.61263886589,74050.25275862671,0.09384485799819231
california_housing,regression,controlled_mlp,2,AdamW,adamw,20,0.08248832531485431,29282.1875,66232.28719932135,67532.78691677644,0.19867847696878016
california_housing,regression,controlled_mlp,2,AdamW,adamw,30,0.08158273425760074,28735.90625,64631.61300862145,66000.6608749946,0.29639580799266696
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,0,1.923654804461825e-08,0.015625,113593.70192894268,113593.70194015381,0.0016797108110040426
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,1,3.275866089985102e-08,0.015625,108844.95841409187,108844.95835684947,0.02412112383171916
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,2,6.083130614025202e-08,0.03125,99104.59683227338,99104.5969527805,0.04330722289159894
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,5,1.402092328388118e-07,0.0625,82220.99334618579,82220.99262581617,0.09439393482170999
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,10,1.9940238635308198e-07,0.0625,73132.23324800852,73132.23137246973,0.16791011090390384
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,20,2.351072927686748e-07,0.125,67536.20980585665,67536.20705624305,0.31781891686841846
california_housing,regression,controlled_mlp,2,BlockScalarAdam,block_scalar_adam,30,5.450685308131075e-07,0.1875,68017.35153004329,68017.36309795183,0.49207222182303667
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,0,1.923654804461825e-08,0.015625,113593.70192894268,113593.70194015381,0.0017568368930369616
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,1,3.942319214404392e-08,0.015625,109138.01274636858,109138.01329209727,0.02357661398127675
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,2,6.380041212564359e-08,0.015625,100001.91730176544,100001.91794948453,0.04204371990635991
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,5,1.550005076933248e-07,0.0625,83104.1313696622,83104.13184685014,0.09198087989352643
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,10,1.8739597030314927e-07,0.0625,73717.37957309553,73717.37878605606,0.1824855951126665
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,20,2.3277415451469326e-07,0.0703125,67253.62024405712,67253.61912171432,0.33450085390359163
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,30,4.216601309038058e-07,0.140625,65768.38857134756,65768.38976996916,0.5011893750634044
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,0,1.923654804461825e-08,0.015625,113593.70192894268,113593.70194015381,0.002050467999652028
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,1,3.275866089985102e-08,0.015625,109377.98955882664,109377.98977788935,0.060811037896201015
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,2,5.802936760058175e-08,0.015625,101065.46047969052,101065.46124919088,0.1279487470164895
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,5,1.4744534873821298e-07,0.0625,85607.753093914,85607.75322167293,0.3326952839270234
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,10,1.986354065599802e-07,0.0625,73747.26540452102,73747.26154221002,0.5575311009306461
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,20,3.2135688442336394e-07,0.125,66172.77193194024,66172.77196797256,1.0914022529032081
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,30,4.898053515732162e-07,0.15625,64258.981387354346,64258.98090015286,1.6208710740320385
california_housing,regression,controlled_mlp,2,SGD,sgd_control,0,1.923654804461825e-08,0.015625,113593.70192894268,113593.70194015381,0.0014836650807410479
california_housing,regression,controlled_mlp,2,SGD,sgd_control,1,2.017546179744585e-08,0.015625,113551.92602800677,113551.92613832722,0.008873885963112116
california_housing,regression,controlled_mlp,2,SGD,sgd_control,2,1.923654804461825e-08,0.015625,113510.92546663598,113510.9254964757,0.016596728935837746
california_housing,regression,controlled_mlp,2,SGD,sgd_control,5,2.1933039344212605e-08,0.015625,113176.51590284953,113176.51584872045,0.035232398891821504
california_housing,regression,controlled_mlp,2,SGD,sgd_control,10,3.041565307012601e-08,0.015625,112403.06826689494,112403.06827303553,0.0714051160030067
california_housing,regression,controlled_mlp,2,SGD,sgd_control,20,4.258191429817641e-08,0.015625,107986.54389747948,107986.54419964568,0.1538550890982151
california_housing,regression,controlled_mlp,2,SGD,sgd_control,30,1.0732028605275057e-07,0.03125,88998.40499896638,88998.4053677533,0.23851509089581668
