backbone,source,task,split,operator,predicted_gain,predicted_se,actual_gain,selected_mean,selected_pointwise,selected_familywise,z_familywise,state_folds
resnet,STRING_BENCHMARK,medical_charges,0,rbf_half,0.0008435204002220127,0.0009955404240842597,0.0053387963883703825,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,harmonic,-0.0005370908227328509,0.0010732239886851542,2.30214149127107e-05,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,kernel_ridge,0.011454444026010627,0.007503686098430017,0.035357942366728574,True,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,knn_1,-0.004804851515365605,0.007941002071637518,0.024782133393556345,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,knn_10,0.010268298919721298,0.006302059876191977,0.016005100025396755,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,knn_3,0.00572376353841335,0.006441220400664335,0.01921613931985132,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,knn_5,0.00800108106834146,0.006294543714437778,0.014859417385810833,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,rbf,-0.0008020163853799132,0.001063078005119663,-0.00021229435826975455,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,rbf_double,-0.0010610712231823958,0.001026664610308462,-0.0005665663950601944,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,1,rbf_half,0.0003558852020592032,0.0013022918484383497,0.0013586892882060388,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,harmonic,0.013436616500180553,0.007161776050953602,0.0069083468856205804,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,kernel_ridge,0.028853398383531383,0.014273840601361162,0.002097311584254808,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,knn_1,-0.006785422338682947,0.030776692367696375,-0.03629074333707366,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,knn_10,0.030464726287151012,0.01078621956404416,0.019740836313256065,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,knn_3,0.024073100143196857,0.0184812709023639,-0.0023080448131397747,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,knn_5,0.03065495055940255,0.014688636317344515,0.005598761145248643,True,True,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,rbf,0.011380568018646639,0.006316361861580725,0.006482734398089875,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,rbf_double,0.0033625759248618855,0.0043699666808474265,0.006048620367811225,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,0,rbf_half,0.016099832366484716,0.013177120569173173,0.009825795590240714,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,harmonic,0.003963031410115801,0.007505376472079314,0.013858562194629605,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,kernel_ridge,-0.008103077651912347,0.019673942942121877,0.026513710203456914,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,knn_1,-0.044370167098823445,0.04229849688688422,-0.01826758781830427,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,knn_10,0.007963729833355266,0.01381126743292334,0.02660309708015256,True,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,knn_3,-0.0070964928354007,0.024353677778960182,0.033701798043928706,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,knn_5,0.0019750142563832113,0.018824437463912838,0.03689640617558879,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,rbf,0.0035834226843272357,0.0065603121689765545,0.01283105842692196,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,rbf_double,0.0003018736982226504,0.0051922392195346695,0.007615003525319526,False,False,False,2.7729212946086634,20
resnet,NYC_TLC,tlc_pickup_zone,1,rbf_half,0.004316307429253714,0.01369380948806887,0.022047328692495503,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,harmonic,0.00020130370997939166,0.00016747446285627935,0.0003629542645039563,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,kernel_ridge,0.015821199592323563,0.0024026919632779186,0.0232205583988094,True,True,True,2.7729212946086634,20
tabm,ACS,acs_occupation,0,knn_1,-0.007625624890234897,0.0055334071178975465,-0.010862297720062124,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,knn_10,0.010540556797345928,0.0021137207059313623,0.01800195097583629,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,knn_3,0.009271296202455,0.0032540781957266455,0.014903497162388772,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,knn_5,0.01088534141145602,0.002790025116990789,0.020640428077892677,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,rbf,-2.185536130381526e-05,0.00017546318490190346,0.00013169022279155222,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,rbf_double,-0.00010453811944742635,0.00017722150711584975,2.369925422936262e-05,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,0,rbf_half,0.0003666494621839953,0.0001734701225798208,0.0006407280126367889,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,harmonic,3.158749453375902e-05,0.00015551910509540776,0.0003680620681650286,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,kernel_ridge,0.019251426392370145,0.0028692604122228073,0.012723481325263524,True,True,True,2.7729212946086634,20
tabm,ACS,acs_occupation,1,knn_1,-0.0048198805121733804,0.004372073721666901,-0.010947982541384668,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,knn_10,0.01304627989941708,0.002061651579102847,0.008577228788264496,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,knn_3,0.013243389796491811,0.003027429796872796,0.002906870599324145,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,knn_5,0.014601913241434807,0.0028722326437184745,0.006658090507907873,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,rbf,-0.0002237544408270565,0.00016444889760483986,0.00020224148545921943,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,rbf_double,-0.00032418901055781527,0.00016879218401290696,0.00012091122047084623,False,False,False,2.7729212946086634,20
tabm,ACS,acs_occupation,1,rbf_half,0.0002518165787812685,0.0001516433373467423,0.0005803747000548565,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,harmonic,0.0013843014522703896,0.0006548978521656384,-0.002087419100205458,True,True,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,kernel_ridge,0.0006448564495970131,0.0007430667856588399,-0.002005811093371131,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,knn_1,-0.009186663581362624,0.003172428796526038,-0.02246246598057813,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,knn_10,-0.00023196792280234015,0.0008282697807335124,-0.003772133538033309,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,knn_3,-0.003472174998747799,0.0013172472790152652,-0.006889397250157411,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,knn_5,-0.0016097772860915512,0.0010407478991748525,-0.004410050939669602,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,rbf,0.0013829847061177963,0.000653394164611001,-0.0020689348508634475,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,rbf_double,0.001305011091149782,0.0006227311618612452,-0.0019551867534828805,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,0,rbf_half,0.0013362972540663476,0.0006701849240117135,-0.002001433687753987,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,harmonic,0.0002377997566221911,0.00029360505825897957,0.0002399327053821652,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,kernel_ridge,-0.00011211193049914853,0.0006405713108308112,-0.0008532915011479223,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,knn_1,-0.010513861885413181,0.00269137532673838,-0.005771942519148377,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,knn_10,-0.000819490165665138,0.0005743642660710433,-0.0013420632964886452,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,knn_3,-0.003566687974788812,0.0009996519502483167,-0.002404384213744902,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,knn_5,-0.0025104034687290122,0.000768631928669303,-0.0008081326643673919,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,rbf,0.00023790514809852057,0.00029088810787565345,0.00027309292496347827,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,rbf_double,0.0002358762312152529,0.00026336155016798,7.199629108538471e-05,False,False,False,2.7729212946086634,20
tabm,BTS,airline_origin_airport,1,rbf_half,0.0003168545543094464,0.00033941760438110593,0.00039039021401999526,True,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,harmonic,-0.0004998203074180892,0.0003910099631901308,0.000602815621794943,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,kernel_ridge,0.009705122887378525,0.006739025308622411,0.041978168743169716,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,knn_1,-0.0010344957989277149,0.021831966293586132,0.01778890428880894,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,knn_10,0.011128784951554695,0.006125878259072237,0.037776930492491985,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,knn_3,0.010486058702696414,0.011015406111685475,0.03095647476267044,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,knn_5,0.011379878828970912,0.009277165717492248,0.027673043420988093,True,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,rbf,-0.0007131939697921591,0.0003984885230984798,0.0004282951301843413,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,rbf_double,-0.0009198121514548449,0.00038131612526020106,-0.00012351166338979137,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,0,rbf_half,0.00018577134744830618,0.0005590929931635238,0.0029027561466850546,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,harmonic,-0.001284499314148325,0.0008244132064959972,0.0006637190957544127,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,kernel_ridge,0.011663956478726178,0.007323732912451223,0.038344192838014345,True,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,knn_1,-0.00561200807462356,0.0086319336697319,0.028131588044342654,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,knn_10,0.010621547944899983,0.006099899100820504,0.017575401660937663,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,knn_3,0.005884550348036422,0.006393283756352123,0.021225374896871763,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,knn_5,0.008309230708978122,0.006304244068423457,0.015732485734933795,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,rbf,-0.001574957265683902,0.0008255100652402126,0.00044178768484849916,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,rbf_double,-0.001855887261342793,0.0008226850896165218,6.005722883911892e-05,False,False,False,2.7729212946086634,20
tabm,STRING_BENCHMARK,medical_charges,1,rbf_half,-0.0003219556026460639,0.000945794162726085,0.0021494357329924453,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,harmonic,0.01370230465525254,0.007945877137190013,0.00784837649870595,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,kernel_ridge,0.02774486729209625,0.016987332937762695,0.020509667305430287,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,knn_1,-0.01504532219500429,0.035272241099308294,-0.0016881762961751432,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,knn_10,0.03131654706551112,0.013701531557830889,0.025722895479209588,True,True,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,knn_3,0.019584325804555793,0.02441174570202756,0.021233690642461722,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,knn_5,0.030259274624090032,0.017950202748769805,0.021189102835417,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,rbf,0.011588011999323184,0.006442846798304883,0.007134532151489392,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,rbf_double,0.0025627546171696075,0.001702078168774642,0.002177394959688408,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,0,rbf_half,0.020111559959493878,0.014995360585963569,0.014498834212323402,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,harmonic,0.011104731461761167,0.009787663016049141,0.01234727551551554,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,kernel_ridge,0.009470255983759194,0.021311992472192533,0.04086237059419178,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,knn_1,-0.01951200787269068,0.040848033161441574,-0.004430435096025131,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,knn_10,0.018569083832374482,0.014869435219639826,0.03185587849782495,True,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,knn_3,0.008946569222921027,0.02482473351082513,0.03921563270762516,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,knn_5,0.016553412085456763,0.01901942107497641,0.04355373604598201,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,rbf,0.009448262316529291,0.00877156030892322,0.01081469699674374,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,rbf_double,0.0028490053936611735,0.007274782055451411,0.002138629159758031,False,False,False,2.7729212946086634,20
tabm,NYC_TLC,tlc_pickup_zone,1,rbf_half,0.01486591585167189,0.015435284570315237,0.029638007856590747,False,False,False,2.7729212946086634,20
