backbone,source,task,split,operator,fold,state,gain
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,3,48,0.028093854144208542
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,3,14,-0.002815727481040356
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,3,21,0.16132019722891297
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,3,39,-9.505475696965208e-05
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,3,48,0.02740295845510695
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,3,14,-0.002943709590975323
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,3,21,0.33666189676423547
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,3,39,-2.4833639911725806e-05
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,3,48,0.029026019888191604
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,3,14,-0.0021033691124836443
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,3,21,0.2101065548360732
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,3,39,-0.0004259730681609139
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,3,48,0.02028414215195599
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,3,14,0.0006914527770587315
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,3,21,0.018252111806302707
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,3,39,3.172162103303525e-05
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,3,48,0.001753356740845405
mlp,STRING_BENCHMARK,medical_charges,1,rbf,3,14,0.0004797806655872916
mlp,STRING_BENCHMARK,medical_charges,1,rbf,3,21,-0.0030249191279891467
mlp,STRING_BENCHMARK,medical_charges,1,rbf,3,39,3.1510001026587176e-05
mlp,STRING_BENCHMARK,medical_charges,1,rbf,3,48,0.0017325649428665438
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,3,14,0.00044131664808796993
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,3,21,-0.007400310780585304
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,3,39,3.152591099167485e-05
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,3,48,0.0017273742583603963
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,3,14,0.0012194130411750995
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,3,21,0.26574473937651355
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,3,39,-0.0002771532280894074
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,3,48,-0.0003733832484819492
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,3,14,0.0005140034116450024
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,3,21,-0.0009833755615256813
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,3,39,3.150587947736825e-05
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,3,48,0.0019276886565340458
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,4,36,-0.061263572231318404
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,4,76,0.00646934455893575
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,4,79,0.0044176475739850455
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,4,96,0.02359267690623993
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,4,36,-0.028813473756784107
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,4,76,0.021262014084014187
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,4,79,0.006299390237646149
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,4,96,0.025753688872061663
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,4,36,-0.019492535748991752
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,4,76,0.02487369480307296
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,4,79,-0.0011980363195153762
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,4,96,0.0226281347190066
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,4,36,-0.02188923993658033
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,4,76,0.027422864151171983
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,4,79,-0.005198744756486082
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,4,96,0.015862239789341693
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,4,36,8.519106411611578e-05
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,4,76,-0.002572442770771911
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,4,79,-0.0017635839244049514
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,4,96,-0.0027561171737947865
mlp,STRING_BENCHMARK,medical_charges,1,rbf,4,36,0.0005182124931884537
mlp,STRING_BENCHMARK,medical_charges,1,rbf,4,76,-0.0028751606605399347
mlp,STRING_BENCHMARK,medical_charges,1,rbf,4,79,-0.001758963746776646
mlp,STRING_BENCHMARK,medical_charges,1,rbf,4,96,-0.0028469172733322596
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,4,36,0.0005651660005170334
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,4,76,-0.0029508719894272245
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,4,79,-0.0017577482371087753
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,4,96,-0.0028695439994969093
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,4,36,-0.007364511717144186
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,4,76,0.02307067152528319
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,4,79,0.0037196139086999747
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,4,96,0.014992284422530406
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,4,36,0.00047914143612614674
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,4,76,-0.002092494556784329
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,4,79,-0.0017492004043424328
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,4,96,-0.0023850618431185836
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,5,2,-0.015007180874842931
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,5,88,-0.024240969689968705
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,5,92,0.42681586324040777
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,5,98,-0.007396720452710028
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,5,2,-0.001036583378041521
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,5,88,-0.007618648885404027
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,5,92,0.44651213070153123
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,5,98,0.009926943120925654
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,5,2,-0.013314212184003726
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,5,88,-0.006678539525419013
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,5,92,0.3905598467460765
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,5,98,0.019588285370532817
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,5,2,-0.016172900822480275
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,5,88,-0.004334513929440452
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,5,92,0.5134734760649996
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,5,98,0.02632423730645345
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,5,2,-0.0021150682786193176
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,5,88,0.0001180897991685133
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,5,92,0.013567221484245492
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,5,98,0.005427218243411456
mlp,STRING_BENCHMARK,medical_charges,1,rbf,5,2,-0.0025712921406675984
mlp,STRING_BENCHMARK,medical_charges,1,rbf,5,88,0.000371445653137836
mlp,STRING_BENCHMARK,medical_charges,1,rbf,5,92,-0.01608611080001397
mlp,STRING_BENCHMARK,medical_charges,1,rbf,5,98,0.004295132866153976
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,5,2,-0.002723329343027702
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,5,88,0.0004133375743915645
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,5,92,-0.022193367003941915
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,5,98,0.003991313397258822
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,5,2,0.011229920924030024
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,5,88,0.0006155007692049565
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,5,92,0.4572670476474016
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,5,98,0.033591204292915115
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,5,2,-0.002529193229326233
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,5,88,0.0003485202145104525
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,5,92,-0.012120588123735296
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,5,98,0.004350410468151176
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,6,19,0.013732011562510457
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,6,33,0.0066947877609254015
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,6,40,0.001670792587247328
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,6,97,-0.0428985632138952
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,6,19,0.01622681915184562
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,6,33,0.002642372976273914
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,6,40,0.0012895221717592335
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,6,97,-0.004185101971713946
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,6,19,0.015901891823047833
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,6,33,-0.0076469888494828265
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,6,40,0.008554918948479196
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,6,97,-0.0023024847912456836
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,6,19,0.01624022802475015
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,6,33,0.00712965468156422
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,6,40,0.009187279291396898
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,6,97,0.0003457107806852891
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,6,19,0.00034338869634062375
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,6,33,0.0010146269499609845
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,6,40,0.0011995710111356826
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,6,97,9.761525215706779e-05
mlp,STRING_BENCHMARK,medical_charges,1,rbf,6,19,-0.0010631322676454829
mlp,STRING_BENCHMARK,medical_charges,1,rbf,6,33,0.0009670840955730997
mlp,STRING_BENCHMARK,medical_charges,1,rbf,6,40,-0.000938425917654011
mlp,STRING_BENCHMARK,medical_charges,1,rbf,6,97,0.00016961112088144042
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,6,19,-0.0013457118718924184
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,6,33,0.0009551732516726309
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,6,40,-0.001495899438590709
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,6,97,0.00017339895390236702
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,6,19,0.01131222284085293
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,6,33,0.0034820884634101617
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,6,40,0.022573114646019885
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,6,97,-0.0011693151237993605
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,6,19,-0.0007997827629916945
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,6,33,0.0010824977223055806
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,6,40,-0.000514267350428623
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,6,97,0.00015638200358893977
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,7,3,-0.02843463712425683
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,7,53,0.0393979381176396
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,7,81,0.0009027742984027921
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,7,85,-0.012620772529494048
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,7,3,-0.014580612892395022
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,7,53,0.02087861618833252
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,7,81,0.009189343779613043
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,7,85,-0.0014063774221412355
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,7,3,-0.007174837700666124
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,7,53,0.03150685819503463
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,7,81,0.011772339465756461
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,7,85,-0.015332324389012022
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,7,3,-0.00423237078094784
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,7,53,0.03594611531382304
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,7,81,0.014239728026843026
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,7,85,-0.007277729935855599
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,7,3,-0.0007068307343845331
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,7,53,0.0019397516775116095
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,7,81,0.001540389212072652
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,7,85,0.0001966495761260475
mlp,STRING_BENCHMARK,medical_charges,1,rbf,7,3,-0.00034667934850884675
mlp,STRING_BENCHMARK,medical_charges,1,rbf,7,53,0.0013175350658006717
mlp,STRING_BENCHMARK,medical_charges,1,rbf,7,81,-0.0001952200681106862
mlp,STRING_BENCHMARK,medical_charges,1,rbf,7,85,0.00012010305842031082
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,7,3,-0.0002997401468825207
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,7,53,0.0011623959129059185
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,7,81,-0.0006248430461252974
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,7,85,9.897917969235773e-05
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,7,3,-0.004134219631338908
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,7,53,0.039524624703157235
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,7,81,0.016319297681988112
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,7,85,-0.007298018199384685
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,7,3,-0.00038187342539865475
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,7,53,0.0021820372721449693
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,7,81,-0.0001166689491514965
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,7,85,0.0001274163106250972
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,8,20,0.02985720083471963
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,8,26,-0.09210922386285764
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,8,49,0.05880878075853156
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,8,95,-0.007354848629158895
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,8,20,0.028579805055706592
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,8,26,-0.0026623466702919746
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,8,49,0.054805523728215955
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,8,95,0.0006987848611560377
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,8,20,0.03006810443198391
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,8,26,-0.0008084601943507837
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,8,49,0.04330921783280273
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,8,95,0.0006740889290949922
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,8,20,0.028916257358765254
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,8,26,0.0012766738233145687
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,8,49,0.027296353061012954
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,8,95,-0.04695069930288373
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,8,20,0.002757429392977014
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,8,26,0.0008968553716926007
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,8,49,-0.004138101153564952
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,8,95,0.00037491720556424727
mlp,STRING_BENCHMARK,medical_charges,1,rbf,8,20,-0.001567642887363788
mlp,STRING_BENCHMARK,medical_charges,1,rbf,8,26,0.0007603397881997261
mlp,STRING_BENCHMARK,medical_charges,1,rbf,8,49,-0.004173967703777483
mlp,STRING_BENCHMARK,medical_charges,1,rbf,8,95,0.0003679324416541825
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,8,20,-0.0026102357079333637
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,8,26,0.0007168563049987524
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,8,49,-0.004182932617880101
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,8,95,0.0003661785986918636
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,8,20,0.03247048939131066
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,8,26,0.0009943349059466373
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,8,49,-0.03912215304569429
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,8,95,-0.02201845393733427
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,8,20,-0.0009080186880560248
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,8,26,0.0007560609408614078
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,8,49,-0.0038529969831973456
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,8,95,0.0004058156844867196
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,9,17,-0.0006175135120035476
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,9,46,0.005653679675900367
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,9,57,-0.0444418980423091
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,9,65,-0.007831744894823762
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,9,17,0.0005557925622086351
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,9,46,0.010365273439394371
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,9,57,0.013930494715814836
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,9,65,0.006478758208875365
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,9,17,0.0006083385838038945
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,9,46,0.01039339728693077
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,9,57,0.01832767271639623
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,9,65,0.003680274124575324
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,9,17,0.0011152318967181242
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,9,46,0.01057275249060257
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,9,57,0.01960603602960992
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,9,65,0.005897586736565328
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,9,17,-0.0002034981998880844
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,9,46,0.0005538934501177102
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,9,57,0.0012924054263831156
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,9,65,-0.0012978726269473732
mlp,STRING_BENCHMARK,medical_charges,1,rbf,9,17,-0.0005376480707663863
mlp,STRING_BENCHMARK,medical_charges,1,rbf,9,46,-0.0013201316927394342
mlp,STRING_BENCHMARK,medical_charges,1,rbf,9,57,-0.0016092495454489604
mlp,STRING_BENCHMARK,medical_charges,1,rbf,9,65,-0.0013952907388790389
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,9,17,-0.0006008730029403716
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,9,46,-0.0016643477570443693
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,9,57,-0.0023736904021612448
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,9,65,-0.0014190525517210003
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,9,17,-4.156390853699069e-05
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,9,46,0.010752186131369978
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,9,57,0.02158555706049436
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,9,65,0.005743699171204953
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,9,17,-0.0004810125655494881
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,9,46,-0.0011261409768779725
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,9,57,-0.0007946609492034774
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,9,65,-0.0011675350323605634
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,10,32,-0.004709972204216568
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,10,59,0.030495652790282834
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,10,87,-0.007380219237400737
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,10,94,-0.04209856948439247
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,10,32,-0.03967940312631444
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,10,59,0.034214543674264415
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,10,87,-0.008939937077839945
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,10,94,-0.18544498643620136
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,10,32,-0.026669802101570207
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,10,59,0.02902410616461928
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,10,87,-0.0029097211561304416
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,10,94,-0.11831237576375501
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,10,32,-0.01517070948814331
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,10,59,0.03463501694565178
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,10,87,0.016087153981870748
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,10,94,-0.08739591369855965
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,10,32,-0.0011771861028223452
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,10,59,0.0025809352840110993
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,10,87,0.0025049238080014913
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,10,94,-0.0026100478461635974
mlp,STRING_BENCHMARK,medical_charges,1,rbf,10,32,-0.0012638401795321734
mlp,STRING_BENCHMARK,medical_charges,1,rbf,10,59,-0.0010551672045494807
mlp,STRING_BENCHMARK,medical_charges,1,rbf,10,87,0.0017697810072147201
mlp,STRING_BENCHMARK,medical_charges,1,rbf,10,94,-0.00012971139244413282
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,10,32,-0.0013585609283935937
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,10,59,-0.001969769798566904
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,10,87,0.0015435705859309526
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,10,94,-3.362210169770768e-05
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,10,32,-0.0006051525822680188
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,10,59,0.03786533639310728
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,10,87,0.013295893369177898
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,10,94,-0.21284339704531646
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,10,32,-0.0013906095602632654
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,10,59,9.81725390068415e-05
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,10,87,0.0018298489685522976
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,10,94,-0.00018631313256166186
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,11,22,-0.5075532869866338
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,11,50,-0.023726773771223876
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,11,73,-0.06576549657164832
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,11,82,-0.010289375830944122
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,11,22,-0.15763499428625177
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,11,50,-0.00630619629781454
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,11,73,0.020030194084717165
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,11,82,-0.018563121448942087
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,11,22,-0.15828651648633457
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,11,50,0.024424270381832824
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,11,73,0.02410304340430006
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,11,82,-0.02151227646351636
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,11,22,-0.035844420429020286
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,11,50,0.015786501966686135
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,11,73,0.03040171154406788
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,11,82,0.0009277773248358178
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,11,22,0.00769636686110486
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,11,50,0.0028153405199501623
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,11,73,0.0022247934979490666
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,11,82,0.00033528068540665567
mlp,STRING_BENCHMARK,medical_charges,1,rbf,11,22,0.001463141182421247
mlp,STRING_BENCHMARK,medical_charges,1,rbf,11,50,0.0006658739142451401
mlp,STRING_BENCHMARK,medical_charges,1,rbf,11,73,0.0005943492984224598
mlp,STRING_BENCHMARK,medical_charges,1,rbf,11,82,0.00010753571995870991
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,11,22,0.00032079843244167694
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,11,50,0.00013911560562905988
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,11,73,0.00017999837699454765
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,11,82,3.9474688316549394e-06
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,11,22,-0.24329060461805604
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,11,50,0.022410853694931527
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,11,73,0.01708039457776762
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,11,82,0.02150893194693842
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,11,22,0.0022708295955603127
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,11,50,0.0008591921392798026
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,11,73,0.0014392479608442274
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,11,82,0.00012015061778821871
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,12,5,0.04264026837503287
