dataset,problem_type,model,pipeline,family,variant,scope,repair,reference_id,model_seed,pred_disagreement,task_metric_original,orbit_mean,orbit_worst,orbit_best,orbit_span,orbit_members,probability_mad,js_divergence,label_flip_rate,prediction_rmse_normalized,prediction_pearson,prediction_spearman,kill_effect_magnitude,kill_effect_pass
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0,0.0,59551.27485098069,59551.27485098069,59551.27485098069,59551.27485098069,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,1,0.0,59664.485628257135,59664.485628257135,59664.485628257135,59664.485628257135,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,2,0.0,58957.50892010433,58957.50892010433,58957.50892010433,58957.50892010433,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0,0.0,59549.26912957866,59549.26912957866,59549.26912957866,59549.26912957866,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,1,0.0,59964.45366410599,59964.45366410599,59964.45366410599,59964.45366410599,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,2,0.0,59876.75251371375,59876.75251371375,59876.75251371375,59876.75251371375,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0,0.0,59549.26912957866,59549.26912957866,59549.26912957866,59549.26912957866,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,1,0.0,59964.45366410599,59964.45366410599,59964.45366410599,59964.45366410599,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,2,0.0,59876.75251371375,59876.75251371375,59876.75251371375,59876.75251371375,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,0,0.07288781113655086,59550.36643981253,59196.454185086666,59632.079702830895,58483.93649861595,1148.1432042149463,8,,,,0.07288781113655086,0.9961615073952598,0.9957904804105011,0.07288781113655086,True
california_housing,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,1,0.0707586717116381,58841.49964365294,59145.043175059574,59448.28577583427,58600.99214406519,847.2936317690837,8,,,,0.0707586717116381,0.9963775638243035,0.995457661705634,0.0707586717116381,True
california_housing,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,2,0.07401889785122412,59069.38244002391,59352.77965624849,59601.279963497895,59079.42799028034,521.8519732175555,8,,,,0.07401889785122412,0.9960261576197984,0.9952418659913196,0.07401889785122412,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0,0.0,59551.27485098069,59551.27485098069,59551.27485098069,59551.27485098069,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,1,0.0,59664.485628257135,59664.485628257135,59664.485628257135,59664.485628257135,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,2,0.0,58957.50892010433,58957.50892010433,58957.50892010433,58957.50892010433,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0,0.07685990024695967,59550.36643981253,59291.11982102789,59551.27485098069,59018.96450184336,532.3103491373331,8,,,,0.07685990024695967,0.995680157477489,0.9950294901065448,0.07685990024695967,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,1,0.07762840737794677,58841.49964365294,59012.305854411636,59664.485628257135,58501.46460337354,1163.0210248835938,8,,,,0.07762840737794677,0.9955987207372037,0.9943908872316349,0.07762840737794677,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,2,0.08473783340109119,59069.38244002391,59041.734598398325,59519.65953971333,58623.94228043252,895.7172592808056,8,,,,0.08473783340109119,0.9947635760978744,0.9941623286240716,0.08473783340109119,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0,0.08190079667781415,59550.36643981253,59265.36818698661,59616.79527382135,58951.63278136104,665.1624924603093,8,,,,0.08190079667781415,0.995063782926868,0.9944539640875877,0.08190079667781415,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,1,0.08021596320609327,58841.49964365294,59110.29741668236,59453.27199216598,58624.141708608266,829.1302835577153,8,,,,0.08021596320609327,0.9952373946753064,0.9938923409050595,0.08021596320609327,True
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,2,0.0865161475190447,59069.38244002391,58831.50253657819,59351.62286027498,58275.56874120545,1076.0541190695367,8,,,,0.0865161475190447,0.9945577375760868,0.9936751929052082,0.0865161475190447,True
california_housing,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,0,0.0005228294745834785,59550.36643981253,59550.47588063414,59555.15050641329,59546.305936565215,8.844569848071842,8,,,,0.0005228294745834785,0.9999996703559092,0.9999992288619666,0.0005228294745834785,False
california_housing,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,1,0.0006462297485605625,58841.49964365294,58841.0556735163,58841.97653541221,58839.34838744506,2.628147967145196,8,,,,0.0006462297485605625,0.9999996523060619,0.9999990276955231,0.0006462297485605625,False
california_housing,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,2,0.0002563565986685654,59069.38244002391,59068.827120047994,59069.266814318114,59067.81639119522,1.4504231228929712,8,,,,0.0002563565986685654,0.9999999247660363,0.9999999105926918,0.0002563565986685654,False
california_housing,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,0,0.0,59549.78483842267,59549.78483842267,59549.78483842267,59549.78483842267,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,1,0.0,58836.14215872932,58836.14215872932,58836.14215872932,58836.14215872932,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,2,0.0,59069.77794367296,59069.77794367296,59069.77794367296,59069.77794367296,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,0,0.00011047297569534098,59550.36643981253,59550.391099539935,59552.1574627047,59548.75085225348,3.406610451223969,8,,,,0.00011047297569534098,0.9999999658966954,0.9999999217686053,0.00011047297569534098,False
california_housing,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,1,0.00017063520262589998,58841.49964365294,58841.34398567096,58841.75952506941,58840.319696972,1.4398280974055524,8,,,,0.00017063520262589998,0.999999938718117,0.9999997094262483,0.00017063520262589998,False
california_housing,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,2,0.0003860359344447125,59069.38244002391,59071.209274973546,59083.41035106634,59069.38244002391,14.027911042430787,8,,,,0.0003860359344447125,0.9999992318856936,0.9999990947510042,0.0003860359344447125,False
california_housing,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,0,0.0,59549.78483842267,59549.78483842267,59549.78483842267,59549.78483842267,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,1,0.0,58836.14215872932,58836.14215872932,58836.14215872932,58836.14215872932,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,2,0.0,59069.77794367296,59069.77794367296,59069.77794367296,59069.77794367296,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,0,0.00037763186626151344,59550.36643981253,59549.41955124528,59552.1574627047,59544.45769996979,7.699762734911928,8,,,,0.00037763186626151344,0.9999997988167021,0.9999996423707671,0.00037763186626151344,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,1,0.0008720363119118499,58841.49964365294,58844.8735058062,58863.51391769197,58839.089596851736,24.424320840233122,8,,,,0.0008720363119118499,0.9999990345289922,0.9999985918348955,0.0008720363119118499,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,2,0.0010131794405810659,59069.38244002391,59073.93820854791,59084.062786766604,59067.96172746023,16.101059306376555,8,,,,0.0010131794405810659,0.999998288370514,0.9999980218633054,0.0010131794405810659,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,0,0.0,59549.78483842267,59549.78483842267,59549.78483842267,59549.78483842267,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,1,0.0,58836.14215872932,58836.14215872932,58836.14215872932,58836.14215872932,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,2,0.0,59069.77794367296,59069.77794367296,59069.77794367296,59069.77794367296,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,0,0.00015760244959961596,59550.36643981253,59550.13828314463,59550.388282298605,59548.75085225348,1.637430045127985,8,,,,0.00015760244959961596,0.9999999269745664,0.9999997653058159,0.00015760244959961596,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,1,0.00015501320365643749,58841.49964365294,58841.40812420816,58841.75952506941,58840.31042467943,1.4491003899747739,8,,,,0.00015501320365643749,0.9999999503145256,0.9999998323612971,0.00015501320365643749,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,2,4.0072851092372656e-05,59069.38244002391,59069.402022245216,59069.720546441786,59069.20099137646,0.5195550653224927,8,,,,4.0072851092372656e-05,0.9999999937895945,0.9999999552963459,4.0072851092372656e-05,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,0,0.0,59549.78483842267,59549.78483842267,59549.78483842267,59549.78483842267,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,1,0.0,58836.14215872932,58836.14215872932,58836.14215872932,58836.14215872932,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,2,0.0,59069.77794367296,59069.77794367296,59069.77794367296,59069.77794367296,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0,0.0005773802833956251,59550.36643981253,59550.546289745085,59555.13200012342,59549.176074512005,5.955925611415296,8,,,,0.0005773802833956251,0.9999996016865991,0.9999994747320643,0.0005773802833956251,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,1,0.0011785339554615125,58841.49964365294,58845.60386961276,58861.14649552746,58841.77674846439,19.369747063065006,8,,,,0.0011785339554615125,0.9999985696147937,0.9999972171975314,0.0011785339554615125,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,2,0.00154086247733885,59069.38244002391,59075.30827965514,59084.49323067,59067.53160309682,16.96162757318234,8,,,,0.00154086247733885,0.9999972645309655,0.9999968372164716,0.00154086247733885,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0,0.000401625287657925,59550.36643981253,59549.92005282483,59550.36643981253,59549.176074512005,1.1903653005283559,8,,,,0.000401625287657925,0.9999996925099244,0.9999996311948536,0.000401625287657925,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,1,0.0005612944921445626,58841.77674846439,58843.1455677024,58845.42693309907,58841.77674846439,3.650184634680045,8,,,,0.0005612944921445626,0.9999993839364872,0.9999980218633056,0.0005612944921445626,False
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,2,0.00113914480776795,59067.53160309682,59073.89221343676,59084.49323067,59067.53160309682,16.96162757318234,8,,,,0.00113914480776795,0.9999974869614708,0.9999971501420503,0.00113914480776795,False
california_housing,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,0,0.07753733759518493,60162.34597670043,60708.47762602478,61104.976047135344,60091.17715127525,1013.7988958600909,8,,,,0.07753733759518493,0.9956368882306003,0.9952188324335381,0.07753733759518493,True
california_housing,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,1,0.08727670451087668,60042.15250195668,60695.62512403999,61174.609967517,60457.14198163231,717.4679858846866,8,,,,0.08727670451087668,0.9944953702994334,0.9946573433619723,0.08727670451087668,True
california_housing,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,2,0.08190712486062315,60058.63721966187,60945.70895878991,61394.04607317378,60606.81959723101,787.2264759427635,8,,,,0.08190712486062315,0.995212695380383,0.9949048339670523,0.08190712486062315,True
california_housing,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,0,0.08488741452926292,60162.34597670043,61073.69547341853,61542.779838540846,60095.4463640562,1447.3334744846434,8,,,,0.08488741452926292,0.9948091422483163,0.9948504854995651,0.08488741452926292,True
california_housing,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,1,0.08894187804109478,60042.15250195668,60861.013340791425,61787.7958052489,60330.516961408604,1457.2788438402931,8,,,,0.08894187804109478,0.9942628074827466,0.9946497884444272,0.08894187804109478,True
california_housing,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,2,0.08493301529761421,60058.63721966187,61087.237097686,61944.5673148606,60427.1304544944,1517.4368603662006,8,,,,0.08493301529761421,0.9948748504720899,0.9947455324956226,0.08493301529761421,True
california_housing,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,0,0.08056923928535281,60162.34597670043,60923.66340643431,61135.58551603396,60544.32685355142,591.2586624825417,8,,,,0.08056923928535281,0.9953391027582692,0.9951817060487977,0.08056923928535281,True
california_housing,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,1,0.08700317961066026,60042.15250195668,60929.65914737381,61329.82403244231,60447.54499358159,882.2790388607173,8,,,,0.08700317961066026,0.994581176869909,0.9949274987196872,0.08700317961066026,True
california_housing,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,2,0.08276499303800021,60058.63721966187,60962.99713727778,61554.996195021486,60662.3480215418,892.6481734796835,8,,,,0.08276499303800021,0.9950874332810712,0.994861549653958,0.08276499303800021,True
california_housing,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,0,0.0699429651198521,50120.3844680495,50976.95669485494,51280.74563657784,50465.97740080988,814.7682357679587,8,,,,0.0699429651198521,0.997066013331927,0.99639157380039,0.0699429651198521,True
california_housing,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,1,0.0699429651198521,50120.3844680495,50976.95669485494,51280.74563657784,50465.97740080988,814.7682357679587,8,,,,0.0699429651198521,0.997066013331927,0.99639157380039,0.0699429651198521,True
california_housing,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,2,0.0699429651198521,50120.3844680495,50976.95669485494,51280.74563657784,50465.97740080988,814.7682357679587,8,,,,0.0699429651198521,0.997066013331927,0.99639157380039,0.0699429651198521,True
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0,0.0,50518.8235241222,50518.8235241222,50518.8235241222,50518.8235241222,0.0,8,,,,0.0,1.0,0.9999999999999998,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,1,0.0,50518.8235241222,50518.8235241222,50518.8235241222,50518.8235241222,0.0,8,,,,0.0,1.0,0.9999999999999998,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,2,0.0,50518.8235241222,50518.8235241222,50518.8235241222,50518.8235241222,0.0,8,,,,0.0,1.0,0.9999999999999998,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0,0.04171474426675781,50120.3844680495,50406.49403066503,50906.668557796445,50043.38753108488,863.2810267115638,8,,,,0.04171474426675781,0.9989548772512371,0.9985564757899748,0.04171474426675781,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,1,0.04171474426675781,50120.3844680495,50406.49403066503,50906.668557796445,50043.38753108488,863.2810267115638,8,,,,0.04171474426675781,0.9989548772512371,0.9985564757899748,0.04171474426675781,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,2,0.04171474426675781,50120.3844680495,50406.49403066503,50906.668557796445,50043.38753108488,863.2810267115638,8,,,,0.04171474426675781,0.9989548772512371,0.9985564757899748,0.04171474426675781,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0,0.04479366620441377,50120.3844680495,50615.23482820939,51062.78599930194,50057.3802727174,1005.4057265845404,8,,,,0.04479366620441377,0.9987898035449642,0.9981881817004581,0.04479366620441377,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,1,0.04479366620441377,50120.3844680495,50615.23482820939,51062.78599930194,50057.3802727174,1005.4057265845404,8,,,,0.04479366620441377,0.9987898035449642,0.9981881817004581,0.04479366620441377,False
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,2,0.04479366620441377,50120.3844680495,50615.23482820939,51062.78599930194,50057.3802727174,1005.4057265845404,8,,,,0.04479366620441377,0.9987898035449642,0.9981881817004581,0.04479366620441377,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,0,0.0070100506264045,50120.3844680495,50085.806904288365,50148.633051594064,50022.9007270746,125.73232451946387,8,,,,0.0070100506264045,0.9999672235728736,0.9999297341725784,0.0070100506264045,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,1,0.0070100506264045,50120.3844680495,50085.806904288365,50148.633051594064,50022.9007270746,125.73232451946387,8,,,,0.0070100506264045,0.9999672235728736,0.9999297341725784,0.0070100506264045,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,2,0.0070100506264045,50120.3844680495,50085.806904288365,50148.633051594064,50022.9007270746,125.73232451946387,8,,,,0.0070100506264045,0.9999672235728736,0.9999297341725784,0.0070100506264045,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,0,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,1,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,2,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,0,0.0028210011873077,50120.3844680495,50107.56679960437,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0028210011873077,0.9999874102674072,0.9999742562589541,0.0028210011873077,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,1,0.0028210011873077,50120.3844680495,50107.56679960437,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0028210011873077,0.9999874102674072,0.9999742562589541,0.0028210011873077,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,2,0.0028210011873077,50120.3844680495,50107.56679960437,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0028210011873077,0.9999874102674072,0.9999742562589541,0.0028210011873077,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,0,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,1,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,2,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,0,0.007452802292722262,50120.3844680495,50093.02038764317,50125.332674391735,50047.84908910054,77.48358529119287,8,,,,0.007452802292722262,0.9999670758144544,0.9999301700358274,0.007452802292722262,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,1,0.007452802292722262,50120.3844680495,50093.02038764317,50125.332674391735,50047.84908910054,77.48358529119287,8,,,,0.007452802292722262,0.9999670758144544,0.9999301700358274,0.007452802292722262,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,2,0.007452802292722262,50120.3844680495,50093.02038764317,50125.332674391735,50047.84908910054,77.48358529119287,8,,,,0.007452802292722262,0.9999670758144544,0.9999301700358274,0.007452802292722262,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,0,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,1,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,2,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,0,0.0020071559537543,50120.3844680495,50104.350004438355,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0020071559537543,0.9999905011073131,0.9999806209481099,0.0020071559537543,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,1,0.0020071559537543,50120.3844680495,50104.350004438355,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0020071559537543,0.9999905011073131,0.9999806209481099,0.0020071559537543,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,2,0.0020071559537543,50120.3844680495,50104.350004438355,50157.02720952505,49955.466017684805,201.56119184024283,8,,,,0.0020071559537543,0.9999905011073131,0.9999806209481099,0.0020071559537543,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,0,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,1,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,2,0.0,50161.81231534302,50161.81231534302,50161.81231534302,50161.81231534302,0.0,8,,,,0.0,1.0,1.0,0.0,False
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0,0.08429070973152032,50120.3844680495,51594.249754218275,52639.516005404905,51152.24922545356,1487.2667799513438,8,,,,0.08429070973152032,0.995676259840691,0.9945746592825382,0.08429070973152032,True
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,1,0.08429070973152032,50120.3844680495,51594.249754218275,52639.516005404905,51152.24922545356,1487.2667799513438,8,,,,0.08429070973152032,0.995676259840691,0.9945746592825382,0.08429070973152032,True
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,2,0.08429070973152032,50120.3844680495,51594.249754218275,52639.516005404905,51152.24922545356,1487.2667799513438,8,,,,0.08429070973152032,0.995676259840691,0.9945746592825382,0.08429070973152032,True
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0,0.0002760418436336875,51367.63846617741,51368.187668733415,51369.26277601264,51367.63846617741,1.6243098352351808,8,,,,0.0002760418436336875,0.9999999036796248,0.9999993042988842,0.0002760418436336875,False
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,1,0.0002760418436336875,51367.63846617741,51368.187668733415,51369.26277601264,51367.63846617741,1.6243098352351808,8,,,,0.0002760418436336875,0.9999999036796248,0.9999993042988842,0.0002760418436336875,False
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,2,0.0002760418436336875,51367.63846617741,51368.187668733415,51369.26277601264,51367.63846617741,1.6243098352351808,8,,,,0.0002760418436336875,0.9999999036796248,0.9999993042988842,0.0002760418436336875,False
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,0,0.12395661126894726,55703.94216965382,55197.486341810465,55692.5822648709,54174.048221681485,1518.5340431894147,8,,,,0.12395661126894726,0.9907109745405491,0.9898479379776128,0.12395661126894726,True
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,1,0.12395661126894726,55703.94216965382,55197.486341810465,55692.5822648709,54174.048221681485,1518.5340431894147,8,,,,0.12395661126894726,0.9907109745405491,0.9898479379776128,0.12395661126894726,True
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,2,0.12395661126894726,55703.94216965382,55197.486341810465,55692.5822648709,54174.048221681485,1518.5340431894147,8,,,,0.12395661126894726,0.9907109745405491,0.9898479379776128,0.12395661126894726,True
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,0,0.13721402851324574,55703.94216965382,55787.897467141134,57022.35765009134,54852.55917926809,2169.798470823247,8,,,,0.13721402851324574,0.98865082138212,0.9872333509156459,0.13721402851324574,True
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,1,0.13721402851324574,55703.94216965382,55787.897467141134,57022.35765009134,54852.55917926809,2169.798470823247,8,,,,0.13721402851324574,0.98865082138212,0.9872333509156459,0.13721402851324574,True
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,2,0.13721402851324574,55703.94216965382,55787.897467141134,57022.35765009134,54852.55917926809,2169.798470823247,8,,,,0.13721402851324574,0.98865082138212,0.9872333509156459,0.13721402851324574,True
