dataset,openml_id,openml_version,problem_type,model,model_seed,pipeline,representation_id,reference_id,family,variant,scope,member,repair,is_reference,n_train,n_validation,n_test,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,predict_seconds,transform_metadata_json,probability_mad,js_divergence,label_flip_rate,log_loss,prediction_disagreement,task_error
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m2,basis_reference__humidity,T6,cond_le_3,one,2,none,False,2048,512,512,57.53787370454772,38.58052629232407,0.0722298898542462,0.997065476362036,0.9969080270596584,0.6015459829941392,0.0101375358644872,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":1.4384067035064843,""feature"":""humidity"",""matrix"":[[0.05599149856496531,0.16984314756855445,0.6410345578353908,-0.0538530242474471,-0.07378235100904819,-0.580002163761513,0.2785757287988714,-0.7518873571979091],[0.13651937664621452,0.7500529675540689,-0.054511478051416686,0.13198059126462722,0.8853092604564395,-0.220562089702121,-0.511333004583915,0.07684708383399683],[0.4108679533029464,0.14097317175368257,-0.0068968258219339,0.7879456472003583,0.21638487639684784,0.4243475430958218,0.6507424917721059,0.2187610088303985],[-0.16512001291862008,0.5206174845210207,-0.2957819976845407,0.21925765586882623,-0.751374530400589,-0.5883112430836666,0.28356360124399516,0.42936805450307536],[-0.5409728014923216,0.40955619348907596,-0.34267391240453954,-0.20151178987006854,-0.024644764197125905,0.4053715232797304,0.32279064768274174,-0.5323878184263663],[-1.024340486069446,-0.3455199088479536,0.2341700557183753,0.509659737293874,0.14470640407417362,-0.18034204426916312,-0.0005394958513450374,0.04395913524872154],[0.01973053659795077,0.14764386411964456,0.16316742867013215,0.6296641774110979,-0.4660247597003718,0.3814717270919343,-0.6607740930503481,-0.4957355148321394],[0.2732516400816593,-0.2435663369811689,-0.8586190694574228,0.46725629453138157,0.07294400989282057,-0.4049252436818972,-0.1111894948450775,-0.3399546766712739]],""width"":0.08999999999999997}",,,,,0.0722298898542462,57.53787370454772
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m3,basis_reference__humidity,T6,cond_le_3,one,3,none,False,2048,512,512,56.79650065105092,36.53185687959194,0.0676819638222945,0.9976707906553808,0.9965098069088244,0.5796394729986787,0.0109128940384835,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":1.2845048667038772,""feature"":""humidity"",""matrix"":[[0.9444414157731548,-0.3715115129423968,0.017119502972166602,-0.25358624211283015,-0.20016565581895832,-0.36457995488137257,0.08803666125271375,-0.39635423922109436],[-0.10311002164347083,-0.05998234889247956,0.5661544289043118,0.7003938506789328,0.13342712118328523,-0.2433227829309847,-0.07192083878381422,-0.6468102260394107],[-0.21766407747578398,0.41300950697349964,-0.19190082662516061,-0.37623128752211143,0.03298089638669138,-0.8994486887631956,-0.3031324702536501,0.03878199217880285],[0.4158242767559422,0.03167904020760213,-0.1553000345779679,0.30829413238802034,0.8662436580878319,-0.23065873238871681,0.20488048611913284,0.40123290435233666],[0.19699016318358917,-0.3711786848282411,0.32881698580256663,0.30930550765069437,-0.3892413139059472,-0.17399373844748875,-0.399619609049053,0.669068595942955],[0.005768840199028663,0.23864381258506934,0.7910397125178883,-0.6109128118328101,0.42564574171686187,0.15104605373438165,-0.23970920811557236,-0.012982650171397846],[-0.46013815395199087,-0.9089727544916988,0.07933483806454297,-0.24626718227058544,0.34247645078172,-0.09507777112188434,0.2127945470194078,-0.02993316145481305],[0.07498853127171878,-0.2438578945382319,-0.37297815920464783,0.15432255154352761,0.24432076499187108,0.32631214420110777,-0.9154093939239364,-0.24549551713607584]],""width"":0.08999999999999997}",,,,,0.0676819638222945,56.79650065105092
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m4,basis_reference__humidity,T6,cond_le_3,one,4,none,False,2048,512,512,57.50541563744361,37.20366784930229,0.0756697984917656,0.9969023875047428,0.9964228135979216,0.578236869070679,0.0089446192141622,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":2.8488593142672944,""feature"":""humidity"",""matrix"":[[0.10250705689440832,0.0026666333293841257,-0.21319430547648763,0.5262003130014702,-0.36188083237133073,-1.4040638236357907,0.47692562080210116,0.7034335238607486],[0.27915020714182426,0.13315363572116207,-1.056179999076809,-0.7836292100838504,-1.1115959899411074,0.28999638022769425,0.6791135682822551,1.1351714792838217],[-0.511081281473868,-0.9624987846197938,0.26564150766553796,-0.38956975661675025,0.9159928970341358,0.8865875535794955,0.3562839374169166,0.8225923505400791],[0.28723443425089573,0.8304644049797888,0.8856565398474249,0.5274565325160808,-0.1574199821320265,-0.009943989306527038,-0.22640955787553232,0.3644671826528054],[1.119739711604381,-0.9791759118212112,0.14861655802371015,-0.3803065964536118,-1.1521153547002958,0.49409825351501235,0.5944849868580627,0.23804445100520577],[-0.07271543720068531,0.4005226461475547,0.8076259967278414,-1.5292131518014414,-0.23989665533733734,-0.30743329483484355,0.06509822748719675,0.3420075583671942],[0.04933900280781801,-0.3545341695877498,-0.5270105652944302,0.5945151814326316,0.19530550406994274,-0.34689112928516797,-1.44387876161858,0.38279241469208775],[1.2801379684855745,0.5048620137531067,-1.1559667527207773,0.1114992290397809,0.4772123714104766,0.1359206782478796,0.24259267249891756,-0.32116343734876796]],""width"":0.08999999999999997}",,,,,0.0756697984917656,57.50541563744361
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m5,basis_reference__humidity,T6,cond_le_3,one,5,none,False,2048,512,512,58.12295186374604,37.50501701235771,0.0764951112715369,0.9966881624038584,0.9967688198807522,0.6144291658420116,0.0113607181701809,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":1.540251022626359,""feature"":""humidity"",""matrix"":[[0.27783288899158487,-0.6832491900801905,0.06356298284011942,0.20629384280451712,-0.9272936014777938,-0.4465685010767773,0.48655986026414755,-0.11183473190244697],[0.22263111857213339,-0.07006885517596886,-0.6067162238208943,-0.39894251356003696,0.5002592358905191,-0.24658619183718258,0.6972074600397337,-0.0706128605450046],[0.33918850887553587,-0.055303350663011876,-0.11484908450903461,-0.6853916495639197,-0.07157141842826333,0.4884941740951392,-0.17162474366698613,0.847436452135964],[0.30000862701673964,-0.12496643178298755,-0.9496187901189597,0.14893455232660413,-0.3497948028371594,-0.07995694655047189,-0.845289970400663,-0.33415735219271336],[-0.04247449648018855,-0.362343019903581,0.38336684658739983,-0.8822715841895457,0.1705645389964255,-0.46138273267676433,-0.5221193677585155,-0.05612676446913783],[-0.18024010414855784,-0.839584592206937,-0.010350559319458772,0.400436791520941,0.44113789873664794,0.5446456494207988,-0.141854030285215,0.1918337590365665],[0.9358523356624161,-0.01047335079351882,0.3180505760303369,0.3033043445589798,0.3701791234119987,-0.10800699193009203,-0.16838443182166404,0.03172090445842966],[-0.18538671054543623,0.08699734447912416,-0.00743411943220046,0.28884035715883255,0.09568024897486226,-0.8431975322750398,-0.3752070443628631,0.839539121524007]],""width"":0.08999999999999997}",,,,,0.0764951112715369,58.12295186374604
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m6,basis_reference__humidity,T6,cond_le_3,one,6,none,False,2048,512,512,56.219365144629855,35.93353343009949,0.0639527791865474,0.9978393797912972,0.9963478902736292,0.5914648522157222,0.0117336509283632,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":1.5273598964442083,""feature"":""humidity"",""matrix"":[[-0.3647240000468908,-0.11668943761457812,0.4999618638194331,-0.8079214893899992,0.3529120142442583,-0.2627968743499435,0.06777811219541321,-0.29514449543467713],[0.8974485009713041,0.12582435140807308,-0.27892981672117023,-0.7949016257707878,-0.3801875569144771,0.13014616567838702,-0.020720605810511862,-0.09414124980166814],[0.05801130931054021,0.6208033588587404,-0.11604365623289381,-0.0003740543344840471,0.1610723143516242,-0.21318027149193466,-1.0158546667966488,-0.518344034648051],[0.25109427715393823,0.28184664375596413,-0.5290830143730265,0.02482343316487449,0.11060301492007979,0.08715599830139592,0.5783394164977117,-0.9022370836884497],[0.23771498659518633,0.6128248392611613,-0.1269759723241462,0.04238844842394242,0.3866843517371577,-0.9344128881686401,0.3573927378187798,0.3889883632679425],[-0.10009337474743353,-0.8342079519747547,-0.3898649509487342,0.16191758774993384,-0.13543580413058262,-0.574075782272613,-0.33072923749940775,-0.18557162197737015],[0.6662139529918699,-0.3029423847099128,0.6855108651188886,0.5622077054568445,0.15201648550357222,0.1457578311521352,0.16260156793854275,-0.26522307232643927],[-0.21907091971300585,0.2894970980700137,0.4010474938290537,0.2306413444776174,-1.0315086340543385,-0.5144712467647409,0.13530531765711284,-0.09387053737040378]],""width"":0.08999999999999997}",,,,,0.0639527791865474,56.219365144629855
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_3_m7,basis_reference__humidity,T6,cond_le_3,one,7,none,False,2048,512,512,56.77033922906216,37.42293275892735,0.0670069810220247,0.9974282493383652,0.9972742393941476,0.5848466488532722,0.009980569127947,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":2.5459552461830093,""feature"":""humidity"",""matrix"":[[0.5304393627660638,-0.3751243277570841,0.673193935683394,-0.5381072496397686,0.22243667641188056,0.5179980874457273,-0.6533379849851109,0.5770692532488382],[0.7416042815505979,-0.6115315029601264,0.4683952040680287,0.25807938771940725,-0.8791732306756196,-0.25628698727501936,0.514290703393769,-0.5222639857858972],[0.09690796543303495,0.09227049822475777,-0.002194490495600787,0.6038412725580553,1.2665600034555142,-0.2756470003447019,0.6960877871210546,0.03472425459447055],[-0.08688710163217012,-1.2759107524794264,-0.49099904708404235,0.4563843004038789,0.3938152654759273,-1.0687360761441738,-1.139608965421296,-0.11653874643663159],[0.0967416531387461,0.6130248920206202,0.2531576973658281,-0.3343621395880029,0.24977282688540836,-0.2755293532862473,-1.0243276235867442,-0.8992608433109746],[-0.23459474287952592,-1.3350292948428266,0.350761481375562,-1.142474833816846,0.05399151831851143,0.43379245128311794,1.012039108327369,-0.3131144930943596],[-0.8295217278220165,0.46540987290277763,0.6894992791404398,0.655436909363173,-0.25614616175689103,0.24280783529851213,-0.1495755659836553,-0.300078715813342],[0.022506150720863108,0.6299296562448673,1.0704507559282768,-0.13674333910009615,-0.3043706502548096,-1.1667855659402353,-0.13140688448939553,0.32670215865670293]],""width"":0.08999999999999997}",,,,,0.0670069810220247,56.77033922906216
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m0,basis_reference__humidity,T6,cond_le_10,one,0,none,False,2048,512,512,57.85725894751426,37.979723677039146,0.0825080211209781,0.996618232484164,0.996694164778384,0.621039676014334,0.0093296689447015,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":8.005191245529229,""feature"":""humidity"",""matrix"":[[-3.2941424306494027,-0.15778607827339491,-0.5750975585912883,0.5190469826632651,-0.9038808191169679,-0.6938772934858062,0.2643347380596679,1.8540592492899974],[0.3429891580702079,-2.212807537616083,0.7799041129054878,1.1186834735421607,0.10199301029179354,1.3924148307935398,-0.8117871354399041,-0.38951708921140815],[-1.2623381197304129,1.4347643878904244,-0.9954850742379963,0.701657126401483,4.1937430332924555,0.7528332150460527,-0.7786455332076492,0.43610675479663696],[0.9807019895572832,0.6522165599288714,2.634233108818141,1.5743769282790956,2.5017031670832948,-2.3512693973851424,-0.3893588781303237,1.6495084414396355],[-0.6633588514092551,-0.9420098436215273,-3.107519028335934,0.6914150731155633,-0.3555687638119205,0.0611503219068766,-0.581906127526443,0.9691354667804435],[-1.4405591685991255,-0.3379314455258757,-3.460918058820783,-0.5631887775023178,3.5106711841681157,2.10308194956449,-2.677186660038997,-0.6785751285490922],[0.364594255362384,-1.655260530232258,-0.5133799410058436,-0.37283618693635096,-0.057943454590755075,-0.14164268411125538,0.8467079188037103,0.23455112069194334],[-1.4107666553545062,0.02953949160851489,-1.6182675059380427,-0.125189914683941,0.5059266199931243,0.3265359762691296,-1.2438936029526115,-1.9973166906851936]],""width"":0.08999999999999997}",,,,,0.0825080211209781,57.85725894751426
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m1,basis_reference__humidity,T6,cond_le_10,one,1,none,False,2048,512,512,57.07525709837699,35.71980498731136,0.0790936577557737,0.9968517422402248,0.9943436466451516,0.5815267460420728,0.0075369861442595,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":7.8326438949464166,""feature"":""humidity"",""matrix"":[[0.24189951775321492,1.1461918320708024,-2.100323733516449,0.5632688717447638,-1.1448332802945915,0.1742993808792802,1.5188427186101856,-0.09103789916569956],[0.31601850945736154,0.43967495382595706,-0.27799518959465297,0.6893545164932371,2.2280358888759046,-2.3456726301286035,-1.4767946270745693,-0.11503488637474518],[-0.8272009145335936,-2.234415716202427,-0.7274844133699615,1.0361732657974965,-0.06571528660456054,0.29235653512898024,0.97783846778769,0.8251144156900192],[-0.1754315910794695,1.6791223584326558,1.9652115938873185,2.8228449608491335,0.8242703901730435,-0.859137215271516,-2.720678385971085,1.6672125725744684],[0.24205071298379338,-0.35846813819400797,-3.3701030533531213,0.32356744214306044,2.3811141272381926,1.529037945902916,2.2856621329562907,2.1046595053866666],[0.2209733614604802,0.3318987851207084,1.2908171610668042,0.7562153913248336,0.953394287484822,-1.912301003108829,-2.567078662012944,1.8118719900818139],[2.3521342957196496,-0.22028187526181894,-1.7346145017749304,0.08234427255053738,0.09219921868213252,0.011687447183179031,1.187823991298194,-1.8905259913562427],[-0.7228787927973579,1.2969122559111168,2.331072682315354,-0.697300371498258,-1.2216692086179637,1.958406793508583,2.23544667660806,-0.03230235302341754]],""width"":0.08999999999999997}",,,,,0.0790936577557737,57.07525709837699
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m2,basis_reference__humidity,T6,cond_le_10,one,2,none,False,2048,512,512,56.5475855073386,36.34301279485226,0.0607764112923174,0.9980712696136552,0.9974056681372382,0.572931163944304,0.009676932124421,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":7.486371309149068,""feature"":""humidity"",""matrix"":[[0.6484962463478333,1.3071522643034457,0.658963158041717,0.023261383769590627,-1.113017658415571,-0.7459184830225469,-2.86477198831466,-0.7507190212774985],[2.4675444120775714,0.9826227548475237,-1.1957374891079615,-0.05246878281721417,-1.3120375110528317,0.8975069944477115,-0.3719942277886516,-3.1380831385619476],[-2.09288809135681,0.6746955082201201,1.4588967919164528,-0.7043506009889517,-1.3410652146811393,-0.4112713276376572,-2.5688140569488183,-1.5927692242568627],[0.8715460702645269,-1.9108607709997512,1.4185344726754379,0.05268211868190155,1.533337716501327,-0.2526704496770386,0.5539178054514593,1.5259502006902024],[0.34438930552459646,0.040448309107894265,4.056566239066534,0.29544952738074465,-0.5795793787445517,0.2968813798231071,-0.3433348259560256,3.2802537330431765],[1.2309942384727193,1.5944738750414604,-1.3576232958009389,-0.526394147632808,1.9106916237576348,-0.30944482259105655,-0.2805043183427077,-0.30156311192394847],[1.4428315715975244,-0.27488031317349987,0.6863632500550524,-2.4626965616444694,1.0475565942292304,0.6580540446770144,-0.4846824764598206,1.7089971559749484],[0.3050391278468347,-1.0664832897186451,1.7344739039536579,0.01233525819026463,-0.15107549118200087,1.7500618841042601,-0.7052739173117399,1.849675772272555]],""width"":0.08999999999999997}",,,,,0.0607764112923174,56.5475855073386
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m3,basis_reference__humidity,T6,cond_le_10,one,3,none,False,2048,512,512,57.16875995560432,37.15099249780178,0.0657900301786134,0.997726525517074,0.9969727579508132,0.5766375591047108,0.0106460920069366,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":8.19090623465924,""feature"":""humidity"",""matrix"":[[-0.44215404936715613,-1.2954866300217456,1.197341849385768,1.0197277397702829,-0.7429956023249287,-0.9973288595203142,-1.3686160423985088,0.07991471769875211],[-0.485443715411116,0.12205503557701496,0.06044734170966214,-0.649333964304732,3.1537847296023807,-1.1092118075211648,-0.6152437351186699,0.6567749992686399],[0.4691353382279128,0.7893727242121094,2.395551883366609,-1.9594503257879914,0.964253162308279,-1.2437447690648404,-0.27575299008743953,-0.3837661904141176],[-2.407971870941827,-0.8765592021418941,2.276401746012719,-1.455524901535605,-2.059204312626206,-2.7475884470758287,-2.1496323792175387,-1.7989633569488928],[-1.0841452613822644,-1.223743838347679,1.2484962665118653,2.513843377062591,-0.04148748471682793,2.6526474781457585,-1.8186764392170232,-0.5011258767324961],[-0.9619859865827098,-0.357434077617273,0.8021579610910565,-1.4019045346340253,0.2557584293085835,-0.04599240887088084,-4.0641628906758775,-0.9684827381839295],[-2.2707446884297844,-0.030208371558764668,0.2558141289018577,-0.12872907413602813,-1.9155365064671876,-0.7957187778555374,-2.5523430689450413,1.422667541285398],[1.2803059987461898,-0.18732678096808553,-1.7682210913423333,-2.468699284329159,2.7742272019675163,0.10996981424730745,0.5179928430827432,0.9858390662498624]],""width"":0.08999999999999997}",,,,,0.0657900301786134,57.16875995560432
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m4,basis_reference__humidity,T6,cond_le_10,one,4,none,False,2048,512,512,57.02141478606808,37.138900235295296,0.070908127830262,0.9971335535492262,0.9968437432050444,0.6041577481664717,0.01186477788724,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":4.889007895782901,""feature"":""humidity"",""matrix"":[[0.9031911715370797,1.242116108860155,-0.6714965135736979,-0.3388269566170928,0.4909027699184257,0.752807608290159,-0.24708082173928209,-0.689090441329163],[1.5191665349772134,-0.22948226992845072,0.8009398578856046,-1.9421204908885652,-0.1885713051799531,0.3875325086281199,1.3136551205420917,1.036477453413699],[1.2262379215617913,-3.3391804314651408,0.7630255009900823,0.13872419720659138,0.9156413438120254,-0.23184077849052537,0.12961848868940284,-0.06234812607540544],[-0.02733677314649089,0.7584165982025777,0.3421973468853766,0.9712499879814277,-0.27149372778826386,-1.9107904600173193,-0.07275733769807417,-1.6310296234928041],[0.1976502706300914,1.2529732862635434,0.34139803525935425,0.9659160549616657,-0.9761220940959664,-1.212554082560931,-1.1531466515402586,0.24745637577704116],[-1.695602081932857,-0.01952948820302019,-0.5472719009942928,-1.464744441031283,0.8500059473063684,0.9801112088218291,-1.089273885479861,0.5240436425401527],[-1.1085501017931243,1.4468230203958754,1.5666300803803856,-0.2088933408953624,-1.3610822390851889,0.27297337746732514,0.3204632050840746,-1.1163624723430827],[-0.24744184231228408,-0.6366894069466666,-0.49298326921375457,-0.2637165300089183,-1.29759771627808,-0.9511746455265443,-0.128764974211758,-0.428098743914831]],""width"":0.08999999999999997}",,,,,0.070908127830262,57.02141478606808
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m5,basis_reference__humidity,T6,cond_le_10,one,5,none,False,2048,512,512,57.528788208179385,37.23497211933136,0.0677552299122603,0.9973359151159163,0.9967630978130256,0.5696186318527907,0.0113949601072818,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":7.076486674082915,""feature"":""humidity"",""matrix"":[[-1.8985018946892829,-0.9785283153762984,1.196620910782202,0.21681784567755186,0.6233216005095108,-0.9176741577135495,2.813362154145662,1.091620318953749],[-1.1927155270826706,1.3075410185691705,-1.8133539401447523,-0.20050551992533716,-0.18013121120035142,0.2317417695880763,-0.5856343558536204,-0.24655529304295834],[-0.8073611835538852,1.6417964384806287,3.78987262555753,0.9551175264401857,1.1188381937528307,-2.0000715596516603,0.49276213839601507,0.9398753408876958],[0.21593538862206482,-1.623337977187643,1.0083450034610049,0.054991061497858894,0.3260273069693465,-2.1329588666849473,-0.9186694555357694,-2.0272895348996305],[-1.237922693666482,0.055099368622572066,0.19306930812604345,-0.8061773262805044,0.8022746697536255,0.6348415057440191,-0.5343203270474349,0.6413273337927836],[1.1821392443074143,-1.6023151606555284,-1.1455581859726855,-2.9696431433912025,1.1551888295852526,-0.8360376342890352,1.5790925370484417,-1.065086080868446],[-0.5726763123521081,1.3360691511983256,0.0690889276944548,0.08721814819387838,0.5783423477724504,0.08832182710384748,-1.059722035338727,2.9590230121579584],[-0.5083756111547673,1.0857684868846373,2.270766768301827,1.9163405473171224,-2.045670449919589,-0.005934182600871374,-0.03550974704086073,1.8523381599539022]],""width"":0.08999999999999997}",,,,,0.0677552299122603,57.528788208179385
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m6,basis_reference__humidity,T6,cond_le_10,one,6,none,False,2048,512,512,58.52952351103902,37.66211687028408,0.0800722615100234,0.996854534760058,0.9964155716059556,0.6083816019818187,0.0100039739627391,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":7.359720834767179,""feature"":""humidity"",""matrix"":[[0.6667058162056794,0.8294125499819861,0.6336073851204443,0.053493598046362556,0.48304155903907514,0.333717377179536,1.3486601163953986,0.050083189489068154],[0.48642505617361487,1.0109437567983763,-0.6927188395352831,0.7636648103525501,-2.164316692319073,-0.7809778736731364,-2.352711868412237,2.4650190201055007],[1.3726615167648848,-1.7076528183652357,-0.37622621882235624,-2.4033922849663867,1.4121157786709249,-0.5149936501081191,1.7233588531779827,-0.5211503241156663],[-1.0592955627279315,-0.8173320308148332,1.1801197824507383,2.0442420084816835,0.3410106656489218,-0.850955989781798,-0.31011886164344776,0.7385897224531848],[0.13409689350362147,1.3580871353481199,-0.5582137898699394,2.1248831703886024,-0.6480147268581993,-0.22140694117886486,-3.085104264036421,0.4195860131877799],[2.582093051545956,-1.6863801230329276,1.5059053409952605,1.2912865167477767,0.18728156770535037,2.144253166758323,-1.164653046228076,0.8936516516260704],[-1.6837835723975032,1.5400956061437896,1.79587469378552,-0.9619244314399047,-0.11075125326960729,0.4315877878956962,-0.39120269957748094,-1.1676373581860624],[-1.8222469582171845,3.7059241224555257,1.797330292745089,0.10274304612287262,0.37155644864007425,1.4651837003617796,-1.0736071554176152,1.853728926498895]],""width"":0.08999999999999997}",,,,,0.0800722615100234,58.52952351103902
bike-sharing,42712,2,regression,tabm_d,2,numeric_code,T6_basis_cond_le_10_m7,basis_reference__humidity,T6,cond_le_10,one,7,none,False,2048,512,512,56.36370732214919,37.02959839999676,0.0709392410342345,0.9970804895116228,0.9965653288472324,0.5641165720298886,0.0105386900249868,"{""centers"":[0.32,0.42,0.51,0.59,0.66,0.74,0.83,0.93],""condition_number"":6.39148261831125,""feature"":""humidity"",""matrix"":[[0.6701604432446417,-2.1732353844961816,0.02943383085967106,-0.6680632479980063,2.6045040324696926,1.8157184239634088,0.8806952335033558,-0.9175017622907076],[-2.562238066989348,1.698046656478139,0.2872851277920071,-0.16762982527887493,-0.20727623877836823,-0.6969758440550283,2.2640847946425526,-0.32161139738033606],[1.3010665379542081,1.503307436902974,0.09368090205099065,-0.5040997738782466,1.0786643312759594,-2.532687455176285,0.10240180877120512,0.10716323457592797],[1.4515121290633592,0.5238024192283912,0.1322190371691718,0.6135915797536633,-1.1365255202588536,0.4379664888974337,-0.043523976781849945,1.5290757528738466],[-0.8860680070725592,1.9155857794091993,0.9888835846917805,-2.21660615794797,-1.6989450634292138,-1.0692169935697298,2.181126240462171,1.7154870622401495],[1.0879426211379752,1.2813594765061649,-0.043966136233731724,-0.6202862913898006,-0.9658091069413484,1.3643430759316653,-1.5554397520121936,0.6540931133617622],[0.5744566620501145,-1.1497500734475599,1.463921130767874,0.5955520375309413,0.39546736120499343,0.05621970463893209,0.34161490803166417,-2.069818803019778],[0.4870974123005369,-0.5328323545637523,-0.541136371229655,0.2230721669616094,0.7051899265183157,-1.4513288585903033,0.5687606184464555,-1.8413528463993245]],""width"":0.08999999999999997}",,,,,0.0709392410342345,56.36370732214919
california_housing,43939,1,regression,tabm_d,0,numeric_code,basis_reference__median_income,basis_reference__median_income,T6,rbf_basis_reference,reference,-1,none,True,2048,512,512,62164.65230913128,41730.94738769531,0.0,1.0,1.0,1.0690411131363362,0.0110083899926394,"{""centers"":[1.580375,2.230103571428571,2.7243414285714285,3.205756428571428,3.704909285714286,4.327883571428571,5.276332142857141,7.076659999999999],""feature"":""median_income"",""width"":0.6229742857142853}",,,,,0.0,62164.65230913128
california_housing,43939,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m0,basis_reference__median_income,T6,orthogonal,one,0,none,False,2048,512,512,62278.98946806597,42379.19218444824,0.0927479887640152,0.9940895014829916,0.993959374034401,0.5347995380870998,0.0079274491872638,"{""centers"":[1.580375,2.230103571428571,2.7243414285714285,3.205756428571428,3.704909285714286,4.327883571428571,5.276332142857141,7.076659999999999],""condition_number"":1.0000000000000007,""feature"":""median_income"",""matrix"":[[-0.45357160116051565,0.39335911443632293,0.07336613794400496,-0.13268721421000393,0.4839938735903469,-0.43473031715367305,0.40556230942485777,-0.16979875602424693],[-0.22749646356889391,0.08775162440483039,-0.22776975228834204,0.010442952901088978,0.28498474266028523,0.1473777367137653,-0.7030323435343475,-0.5397832150704167],[-0.2214644429819641,0.05872685345289646,0.4695581068818747,0.5687024232236761,0.19362296791127603,0.57952071313588,0.16849972060392734,-0.04325654585548116],[0.1743211030800289,0.09067681041596001,0.3292596892475988,0.5722892103622016,-0.11249930132144857,-0.6407371086767928,-0.3197543931490835,-0.004469747407167155],[0.5099248789077758,0.7623465547242216,-0.00030140875428773115,-0.08976334871869401,0.20046546898821332,0.1944890752591443,-0.1303373753712168,0.23610710002049823],[-0.5892537081198117,0.17167132290198267,-0.18851843728790943,0.083746347790317,-0.13395572890264362,0.012278634042841342,-0.3038581405865758,0.6858073349228013],[0.10018799409083885,-0.39359769641386577,0.46241036215898407,-0.33350696759257265,0.5607047090743262,-0.04992428110098208,-0.2797150231747171,0.33892518339856237],[-0.21401604233790425,0.2456311727191527,0.6037209255666544,-0.4528243086101022,-0.5117297801932673,0.04931384782203364,-0.15189343016673737,-0.19225715207470814]],""width"":0.6229742857142853}",,,,,0.0927479887640152,62278.98946806597
