model,dataset,model_seed,pipeline,family,variant,scope,repair,reference_id,budget,problem_type,log_loss,accuracy,roc_auc,probability_mad,js_divergence,label_flip_rate,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,prediction_disagreement,task_error
catboost,adult,0,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,8,classification,0.32571774221704464,0.87109375,0.9026062240056847,0.02784276950140479,0.0017591460427331383,0.025390625,,,,,,0.02784276950140479,0.32571774221704464
catboost,adult,0,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,3,classification,0.3299313518497581,0.861328125,0.9001400296779317,0.01776925612329239,0.0007744781372001079,0.015625,,,,,,0.01776925612329239,0.3299313518497581
catboost,adult,0,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,8,classification,0.3283353053134076,0.861328125,0.9015612264091792,0.013924091304574789,0.0004504194598618981,0.0078125,,,,,,0.013924091304574789,0.3283353053134076
catboost,adult,0,numeric_code,T2,affine,all,none,original__numeric_code,3,classification,0.32979600873570136,0.857421875,0.9014149267456685,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32979600873570136
catboost,adult,0,numeric_code,T2,affine,all,none,original__numeric_code,8,classification,0.3297991205089618,0.857421875,0.9013940267937384,2.6869646226832588e-06,3.919823894228507e-09,0.0,,,,,,2.6869646226832588e-06,0.3297991205089618
catboost,adult,0,numeric_code,T2,affine,all,standardization,zscore_reference,3,classification,0.32982104285500685,0.857421875,0.901331326937948,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32982104285500685
catboost,adult,0,numeric_code,T2,affine,all,standardization,zscore_reference,8,classification,0.32982104285500685,0.857421875,0.901331326937948,1.8438107316713203e-17,7.937210112162674e-18,0.0,,,,,,1.8438107316713203e-17,0.32982104285500685
catboost,adult,0,numeric_code,T2,affine,one,none,original__numeric_code,3,classification,0.32979600873570136,0.857421875,0.9014149267456685,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32979600873570136
catboost,adult,0,numeric_code,T2,affine,one,none,original__numeric_code,8,classification,0.3297991205089618,0.857421875,0.9013940267937384,2.6869646226832588e-06,3.919823894228507e-09,0.0,,,,,,2.6869646226832588e-06,0.3297991205089618
catboost,adult,0,numeric_code,T2,affine,one,standardization,zscore_reference,3,classification,0.32982104285500685,0.857421875,0.901331326937948,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32982104285500685
catboost,adult,0,numeric_code,T2,affine,one,standardization,zscore_reference,8,classification,0.32982104285500685,0.857421875,0.901331326937948,1.8438107316713203e-17,7.937210112162674e-18,0.0,,,,,,1.8438107316713203e-17,0.32982104285500685
catboost,adult,0,numeric_code,T2,scaling,all,none,original__numeric_code,3,classification,0.32980431784040154,0.857421875,0.9013940267937384,7.165238993782052e-06,2.767952630563333e-08,0.0,,,,,,7.165238993782052e-06,0.32980431784040154
catboost,adult,0,numeric_code,T2,scaling,all,none,original__numeric_code,8,classification,0.3297991205089618,0.857421875,0.9013940267937384,2.6869646226833943e-06,3.919823894011772e-09,0.0,,,,,,2.6869646226833943e-06,0.3297991205089618
catboost,adult,0,numeric_code,T2,scaling,all,standardization,zscore_reference,3,classification,0.32982104285500685,0.857421875,0.901331326937948,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32982104285500685
catboost,adult,0,numeric_code,T2,scaling,all,standardization,zscore_reference,8,classification,0.32982104285500685,0.857421875,0.901331326937948,1.8438107316713203e-17,7.937210112162674e-18,0.0,,,,,,1.8438107316713203e-17,0.32982104285500685
catboost,adult,0,numeric_code,T2,scaling,one,none,original__numeric_code,3,classification,0.32979600873570136,0.857421875,0.9014149267456685,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32979600873570136
catboost,adult,0,numeric_code,T2,scaling,one,none,original__numeric_code,8,classification,0.32979600873570136,0.857421875,0.9014149267456685,1.8438107316713203e-17,7.939596616155023e-18,0.0,,,,,,1.8438107316713203e-17,0.32979600873570136
catboost,adult,0,numeric_code,T2,scaling,one,standardization,zscore_reference,3,classification,0.32982104285500685,0.857421875,0.901331326937948,8.926774351994664e-18,7.054618606814161e-18,0.0,,,,,,8.926774351994664e-18,0.32982104285500685
catboost,adult,0,numeric_code,T2,scaling,one,standardization,zscore_reference,8,classification,0.32982104285500685,0.857421875,0.901331326937948,1.8438107316713203e-17,7.937210112162674e-18,0.0,,,,,,1.8438107316713203e-17,0.32982104285500685
catboost,adult,0,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,3,classification,0.32980431784040154,0.857421875,0.9013940267937384,7.165238993782052e-06,2.767952630563333e-08,0.0,,,,,,7.165238993782052e-06,0.32980431784040154
catboost,adult,0,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,8,classification,0.32980848568637244,0.857421875,0.9013731268418083,1.0747858490678073e-05,6.193456214816486e-08,0.0,,,,,,1.0747858490678073e-05,0.32980848568637244
catboost,adult,0,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,3,classification,0.32980431784040154,0.857421875,0.9013940267937384,7.165238993782052e-06,2.767952630563333e-08,0.0,,,,,,7.165238993782052e-06,0.32980431784040154
catboost,adult,0,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,8,classification,0.3298053589683857,0.857421875,0.9013940267937384,8.060893868013144e-06,3.498318499383586e-08,0.0,,,,,,8.060893868013144e-06,0.3298053589683857
catboost,adult,0,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,3,classification,0.3342875496566051,0.845703125,0.8974648358308777,0.02208673376545149,0.0010059133900647494,0.025390625,,,,,,0.02208673376545149,0.3342875496566051
catboost,adult,0,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,8,classification,0.3343954541199338,0.845703125,0.896984136936485,0.020381002421250124,0.0008776051503246153,0.025390625,,,,,,0.020381002421250124,0.3343954541199338
catboost,adult,0,numeric_code,T6,cond_le_3,one,none,basis_reference__fnlwgt,3,classification,0.3341078939502793,0.84765625,0.8981336342926411,0.02030407675513545,0.0008731830979532512,0.02734375,,,,,,0.02030407675513545,0.3341078939502793
catboost,adult,0,numeric_code,T6,cond_le_3,one,none,basis_reference__fnlwgt,8,classification,0.3324054605088721,0.845703125,0.8986770330428241,0.018371819474966654,0.000723736699298329,0.017578125,,,,,,0.018371819474966654,0.3324054605088721
catboost,adult,0,numeric_code,T6,orthogonal,one,none,basis_reference__fnlwgt,3,classification,0.3354514169676547,0.845703125,0.895834639580329,0.020008558973085986,0.0008781867257272454,0.025390625,,,,,,0.020008558973085986,0.3354514169676547
catboost,adult,0,numeric_code,T6,orthogonal,one,none,basis_reference__fnlwgt,8,classification,0.33602277387800505,0.84765625,0.895458440445587,0.019131058404279977,0.0007846518847351236,0.0234375,,,,,,0.019131058404279977,0.33602277387800505
catboost,adult,1,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,3,classification,0.33007566181683146,0.857421875,0.9003281292453028,7.914464100907369e-18,8.465512139586925e-18,0.0,,,,,,7.914464100907369e-18,0.33007566181683146
catboost,adult,1,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,8,classification,0.3300756618168314,0.857421875,0.9003281292453028,1.872276332654985e-17,8.577694064942543e-18,0.0,,,,,,1.872276332654985e-17,0.3300756618168314
catboost,adult,1,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,3,classification,0.3280838999589676,0.861328125,0.9011641273225072,7.295283016464475e-18,5.403643118380273e-18,0.0,,,,,,7.295283016464475e-18,0.3280838999589676
catboost,adult,1,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,8,classification,0.3280838999589676,0.861328125,0.9011641273225072,1.942437130467243e-17,9.505274456490857e-18,0.0,,,,,,1.942437130467243e-17,0.3280838999589676
catboost,adult,1,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,3,classification,0.3280838999589676,0.861328125,0.9011641273225072,7.295283016464475e-18,5.403643118380273e-18,0.0,,,,,,7.295283016464475e-18,0.3280838999589676
catboost,adult,1,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,8,classification,0.3280838999589676,0.861328125,0.9011641273225072,1.942437130467243e-17,9.505274456490857e-18,0.0,,,,,,1.942437130467243e-17,0.3280838999589676
catboost,adult,1,numeric_code,T0,column_permutation,all,none,original__numeric_code,3,classification,0.33107185985356624,0.849609375,0.8998892302547704,0.016953926815883057,0.0006547715377557743,0.013671875,,,,,,0.016953926815883057,0.33107185985356624
catboost,adult,1,numeric_code,T0,column_permutation,all,none,original__numeric_code,8,classification,0.3305171004015107,0.85546875,0.9000982297740716,0.015650958045639617,0.0005654193099951577,0.01171875,,,,,,0.015650958045639617,0.3305171004015107
catboost,adult,1,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,3,classification,0.33007566181683146,0.857421875,0.9003281292453028,7.914464100907369e-18,8.465512139586925e-18,0.0,,,,,,7.914464100907369e-18,0.33007566181683146
catboost,adult,1,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,8,classification,0.3300756618168314,0.857421875,0.9003281292453028,1.872276332654985e-17,8.577694064942543e-18,0.0,,,,,,1.872276332654985e-17,0.3300756618168314
catboost,adult,1,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,3,classification,0.3270988295217893,0.86328125,0.9021464250632224,0.030095629505511846,0.0020725720163838057,0.03515625,,,,,,0.030095629505511846,0.3270988295217893
catboost,adult,1,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,8,classification,0.32447772788268103,0.8671875,0.9033377223232387,0.029468994539266477,0.002012704003058202,0.02734375,,,,,,0.029468994539266477,0.32447772788268103
catboost,adult,1,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,3,classification,0.3281913846100545,0.85546875,0.9007252283319749,0.017966787169335995,0.0007502321462106706,0.0234375,,,,,,0.017966787169335995,0.3281913846100545
catboost,adult,1,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,8,classification,0.326582533972945,0.85546875,0.9022300248709428,0.014273726343594917,0.0004597053210794479,0.015625,,,,,,0.014273726343594917,0.326582533972945
catboost,adult,1,numeric_code,T2,affine,all,none,original__numeric_code,3,classification,0.3277847724348737,0.8515625,0.9011223274186468,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.3277847724348737
catboost,adult,1,numeric_code,T2,affine,all,none,original__numeric_code,8,classification,0.327785995503189,0.8515625,0.9011223274186468,1.083260222331457e-06,7.417923812870227e-10,0.0,,,,,,1.083260222331457e-06,0.327785995503189
catboost,adult,1,numeric_code,T2,affine,all,standardization,zscore_reference,3,classification,0.32779457849394567,0.8515625,0.9011014274667168,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.32779457849394567
catboost,adult,1,numeric_code,T2,affine,all,standardization,zscore_reference,8,classification,0.32779457849394567,0.8515625,0.9011014274667168,1.9032936203922535e-17,9.02310231829401e-18,0.0,,,,,,1.9032936203922535e-17,0.32779457849394567
catboost,adult,1,numeric_code,T2,affine,one,none,original__numeric_code,3,classification,0.3277847724348737,0.8515625,0.9011223274186468,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.3277847724348737
catboost,adult,1,numeric_code,T2,affine,one,none,original__numeric_code,8,classification,0.327785995503189,0.8515625,0.9011223274186468,1.0832602223314433e-06,7.417923812870227e-10,0.0,,,,,,1.0832602223314433e-06,0.327785995503189
catboost,adult,1,numeric_code,T2,affine,one,standardization,zscore_reference,3,classification,0.32779457849394567,0.8515625,0.9011014274667168,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.32779457849394567
catboost,adult,1,numeric_code,T2,affine,one,standardization,zscore_reference,8,classification,0.32779457849394567,0.8515625,0.9011014274667168,1.9032936203922535e-17,9.02310231829401e-18,0.0,,,,,,1.9032936203922535e-17,0.32779457849394567
catboost,adult,1,numeric_code,T2,scaling,all,none,original__numeric_code,3,classification,0.32778803565391956,0.8515625,0.9011223274186468,2.888693926173738e-06,5.256496138554866e-09,0.0,,,,,,2.888693926173738e-06,0.32778803565391956
catboost,adult,1,numeric_code,T2,scaling,all,none,original__numeric_code,8,classification,0.327785995503189,0.8515625,0.9011223274186468,1.083260222331457e-06,7.417923812870227e-10,0.0,,,,,,1.083260222331457e-06,0.327785995503189
catboost,adult,1,numeric_code,T2,scaling,all,standardization,zscore_reference,3,classification,0.32779457849394567,0.8515625,0.9011014274667168,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.32779457849394567
catboost,adult,1,numeric_code,T2,scaling,all,standardization,zscore_reference,8,classification,0.32779457849394567,0.8515625,0.9011014274667168,1.9032936203922535e-17,9.02310231829401e-18,0.0,,,,,,1.9032936203922535e-17,0.32779457849394567
catboost,adult,1,numeric_code,T2,scaling,one,none,original__numeric_code,3,classification,0.3277847724348737,0.8515625,0.9011223274186468,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.3277847724348737
catboost,adult,1,numeric_code,T2,scaling,one,none,original__numeric_code,8,classification,0.3277847724348737,0.8515625,0.9011223274186468,1.9032936203922535e-17,9.02310231829401e-18,0.0,,,,,,1.9032936203922535e-17,0.3277847724348737
catboost,adult,1,numeric_code,T2,scaling,one,standardization,zscore_reference,3,classification,0.32779457849394567,0.8515625,0.9011014274667168,6.8132153903583716e-18,7.261765077764921e-18,0.0,,,,,,6.8132153903583716e-18,0.32779457849394567
catboost,adult,1,numeric_code,T2,scaling,one,standardization,zscore_reference,8,classification,0.32779457849394567,0.8515625,0.9011014274667168,1.9032936203922535e-17,9.02310231829401e-18,0.0,,,,,,1.9032936203922535e-17,0.32779457849394567
catboost,adult,1,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,3,classification,0.32778803565391956,0.8515625,0.9011223274186468,2.888693926173738e-06,5.256496138554866e-09,0.0,,,,,,2.888693926173738e-06,0.32778803565391956
catboost,adult,1,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,8,classification,0.3277896693102533,0.8515625,0.9011223274186468,4.333040889269285e-06,1.1794151583826121e-08,0.0,,,,,,4.333040889269285e-06,0.3277896693102533
catboost,adult,1,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,3,classification,0.32778803565391956,0.8515625,0.9011223274186468,2.888693926173738e-06,5.256496138554866e-09,0.0,,,,,,2.888693926173738e-06,0.32778803565391956
catboost,adult,1,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,8,classification,0.3277884439399168,0.8515625,0.9011223274186468,3.249780666956671e-06,6.648104002899347e-09,0.0,,,,,,3.249780666956671e-06,0.3277884439399168
catboost,adult,1,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,3,classification,0.3353813227624125,0.841796875,0.8954793403975171,0.02257108239851484,0.0010455409102501606,0.029296875,,,,,,0.02257108239851484,0.3353813227624125
catboost,adult,1,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,8,classification,0.3352935133627245,0.853515625,0.8959809392438397,0.01969583509097634,0.0008154760112793237,0.017578125,,,,,,0.01969583509097634,0.3352935133627245
catboost,adult,1,numeric_code,T6,cond_le_3,one,none,basis_reference__fnlwgt,3,classification,0.3362838477768357,0.84375,0.895855539532259,0.02025775484927339,0.000900927460022318,0.015625,,,,,,0.02025775484927339,0.3362838477768357
catboost,adult,1,numeric_code,T6,cond_le_3,one,none,basis_reference__fnlwgt,8,classification,0.3359142312856135,0.841796875,0.8955838401571676,0.019259157770011717,0.0007671875840179078,0.013671875,,,,,,0.019259157770011717,0.3359142312856135
catboost,adult,1,numeric_code,T6,orthogonal,one,none,basis_reference__fnlwgt,3,classification,0.3366526804196381,0.83984375,0.8957301398206785,0.021273744027547656,0.0009620822464038033,0.015625,,,,,,0.021273744027547656,0.3366526804196381
catboost,adult,1,numeric_code,T6,orthogonal,one,none,basis_reference__fnlwgt,8,classification,0.33526148776349873,0.84765625,0.896398938282442,0.018828810649461784,0.0007550218670393016,0.015625,,,,,,0.018828810649461784,0.33526148776349873
catboost,adult,2,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,3,classification,0.33012578551009536,0.8515625,0.9006207285723243,6.4148452073528334e-18,3.721082856834788e-18,0.0,,,,,,6.4148452073528334e-18,0.33012578551009536
catboost,adult,2,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,8,classification,0.3301257855100953,0.8515625,0.9006207285723243,1.532123782905419e-17,5.373256980432547e-18,0.0,,,,,,1.532123782905419e-17,0.3301257855100953
catboost,adult,2,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,3,classification,0.32644584830871487,0.853515625,0.9033377223232387,7.80170283980414e-18,6.742344900708458e-18,0.0,,,,,,7.80170283980414e-18,0.32644584830871487
catboost,adult,2,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,8,classification,0.3264458483087148,0.853515625,0.9033377223232387,2.0677874187490387e-17,7.284056145142613e-18,0.0,,,,,,2.0677874187490387e-17,0.3264458483087148
catboost,adult,2,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,3,classification,0.32644584830871487,0.853515625,0.9033377223232387,7.80170283980414e-18,6.742344900708458e-18,0.0,,,,,,7.80170283980414e-18,0.32644584830871487
catboost,adult,2,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,8,classification,0.3264458483087148,0.853515625,0.9033377223232387,2.0677874187490387e-17,7.284056145142613e-18,0.0,,,,,,2.0677874187490387e-17,0.3264458483087148
catboost,adult,2,numeric_code,T0,column_permutation,all,none,original__numeric_code,3,classification,0.32913971755726534,0.85546875,0.9008715279954856,0.01779138749945959,0.0007066576615361716,0.015625,,,,,,0.01779138749945959,0.32913971755726534
catboost,adult,2,numeric_code,T0,column_permutation,all,none,original__numeric_code,8,classification,0.3277679192820016,0.85546875,0.9014358266975986,0.015910624113324244,0.0005670894506780644,0.01171875,,,,,,0.015910624113324244,0.3277679192820016
catboost,adult,2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,3,classification,0.33012578551009536,0.8515625,0.9006207285723243,6.4148452073528334e-18,3.721082856834788e-18,0.0,,,,,,6.4148452073528334e-18,0.33012578551009536
catboost,adult,2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,8,classification,0.3301257855100953,0.8515625,0.9006207285723243,1.532123782905419e-17,5.373256980432547e-18,0.0,,,,,,1.532123782905419e-17,0.3301257855100953
catboost,adult,2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,3,classification,0.3254661342321002,0.865234375,0.9027734236211257,0.03233771559133938,0.002545792931054413,0.025390625,,,,,,0.03233771559133938,0.3254661342321002
catboost,adult,2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,8,classification,0.3237577253073085,0.859375,0.9038811210734216,0.030602777236920096,0.0022524003973307177,0.02734375,,,,,,0.030602777236920096,0.3237577253073085
catboost,adult,2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,3,classification,0.33159214833316514,0.85546875,0.8999728300624908,0.01678852811140229,0.0006054119790841399,0.01953125,,,,,,0.01678852811140229,0.33159214833316514
catboost,adult,2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,8,classification,0.3314185957110287,0.861328125,0.9008088281396952,0.013383083322465739,0.0003968773451032645,0.013671875,,,,,,0.013383083322465739,0.3314185957110287
catboost,adult,2,numeric_code,T2,affine,all,none,original__numeric_code,3,classification,0.3362412307048366,0.859375,0.8978410349656195,3.866471687928612e-08,4.9405966576966314e-11,0.0,,,,,,3.866471687928612e-08,0.3362412307048366
catboost,adult,2,numeric_code,T2,affine,all,none,original__numeric_code,8,classification,0.3362105903183265,0.859375,0.8978828348694798,1.2393742674442342e-05,3.8388218401503956e-08,0.0,,,,,,1.2393742674442342e-05,0.3362105903183265
catboost,adult,2,numeric_code,T2,affine,all,standardization,zscore_reference,3,classification,0.33624482559647306,0.859375,0.8978201350136895,8.268312114622853e-18,5.080195875647105e-18,0.0,,,,,,8.268312114622853e-18,0.33624482559647306
catboost,adult,2,numeric_code,T2,affine,all,standardization,zscore_reference,8,classification,0.33624482559647306,0.859375,0.8978201350136895,2.0766495009596868e-17,9.459626080421814e-18,0.0,,,,,,2.0766495009596868e-17,0.33624482559647306
catboost,adult,2,numeric_code,T2,affine,one,none,original__numeric_code,3,classification,0.33624119196495156,0.859375,0.8978410349656195,8.146339370218234e-18,4.863355441150004e-18,0.0,,,,,,8.146339370218234e-18,0.33624119196495156
catboost,adult,2,numeric_code,T2,affine,one,none,original__numeric_code,8,classification,0.3362416457993719,0.859375,0.8978410349656195,4.146421770581971e-07,1.3945957490727887e-10,0.0,,,,,,4.146421770581971e-07,0.3362416457993719
catboost,adult,2,numeric_code,T2,affine,one,standardization,zscore_reference,3,classification,0.33624482559647306,0.859375,0.8978201350136895,8.268312114622853e-18,5.080195875647105e-18,0.0,,,,,,8.268312114622853e-18,0.33624482559647306
catboost,adult,2,numeric_code,T2,affine,one,standardization,zscore_reference,8,classification,0.33624482559647306,0.859375,0.8978201350136895,2.0766495009596868e-17,9.459626080421814e-18,0.0,,,,,,2.0766495009596868e-17,0.33624482559647306
catboost,adult,2,numeric_code,T2,scaling,all,none,original__numeric_code,3,classification,0.33624247990503275,0.859375,0.8978410349656195,1.1830419058503622e-06,1.1865033524838404e-09,0.0,,,,,,1.1830419058503622e-06,0.33624247990503275
catboost,adult,2,numeric_code,T2,scaling,all,none,original__numeric_code,8,classification,0.3362417078488314,0.859375,0.8978410349656195,4.7656964525583203e-07,2.507774259224632e-10,0.0,,,,,,4.7656964525583203e-07,0.3362417078488314
catboost,adult,2,numeric_code,T2,scaling,all,standardization,zscore_reference,3,classification,0.33624482559647306,0.859375,0.8978201350136895,8.268312114622853e-18,5.080195875647105e-18,0.0,,,,,,8.268312114622853e-18,0.33624482559647306
catboost,adult,2,numeric_code,T2,scaling,all,standardization,zscore_reference,8,classification,0.33624482559647306,0.859375,0.8978201350136895,2.0766495009596868e-17,9.459626080421814e-18,0.0,,,,,,2.0766495009596868e-17,0.33624482559647306
catboost,adult,2,numeric_code,T2,scaling,one,none,original__numeric_code,3,classification,0.33624119196495156,0.859375,0.8978410349656195,8.146339370218234e-18,4.863355441150004e-18,0.0,,,,,,8.146339370218234e-18,0.33624119196495156
catboost,adult,2,numeric_code,T2,scaling,one,none,original__numeric_code,8,classification,0.3362411919649516,0.859375,0.8978410349656195,2.0780047536752937e-17,9.450642910126566e-18,0.0,,,,,,2.0780047536752937e-17,0.3362411919649516
catboost,adult,2,numeric_code,T2,scaling,one,standardization,zscore_reference,3,classification,0.33624482559647306,0.859375,0.8978201350136895,8.268312114622853e-18,5.080195875647105e-18,0.0,,,,,,8.268312114622853e-18,0.33624482559647306
catboost,adult,2,numeric_code,T2,scaling,one,standardization,zscore_reference,8,classification,0.33624482559647306,0.859375,0.8978201350136895,2.0766495009596868e-17,9.459626080421814e-18,0.0,,,,,,2.0766495009596868e-17,0.33624482559647306
catboost,adult,2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,3,classification,0.3362010336594255,0.859375,0.8978828348694798,1.705851411018476e-05,6.899388786963592e-08,0.0,,,,,,1.705851411018476e-05,0.3362010336594255
catboost,adult,2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,8,classification,0.33619651508365467,0.859375,0.8978828348694798,1.961996981983329e-05,8.838323910870528e-08,0.0,,,,,,1.961996981983329e-05,0.33619651508365467
catboost,adult,2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,3,classification,0.3362010336594255,0.859375,0.8978828348694798,1.705851411018476e-05,6.899388786963592e-08,0.0,,,,,,1.705851411018476e-05,0.3362010336594255
catboost,adult,2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,8,classification,0.3361960464049593,0.859375,0.8978828348694798,1.919082837396921e-05,8.736326057266348e-08,0.0,,,,,,1.919082837396921e-05,0.3361960464049593
catboost,adult,2,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,3,classification,0.33541271472058165,0.84375,0.8964825380901624,0.020821790946273615,0.001035320513481569,0.017578125,,,,,,0.020821790946273615,0.33541271472058165
catboost,adult,2,numeric_code,T6,cond_le_10,one,none,basis_reference__fnlwgt,8,classification,0.33728267680703944,0.84765625,0.8952076410224256,0.01933044290919786,0.0008213598418189394,0.021484375,,,,,,0.01933044290919786,0.33728267680703944
