model,pipeline,family,variant,scope,repair,datasets,pred_disagreement_mean,pred_disagreement_ci_low,pred_disagreement_ci_high,orbit_span_mean,orbit_span_ci_low,orbit_span_ci_high
tabicl_v2,numeric_code,T2,scaling,all,none,6,0.002933067049356346,0.0010495366452589168,0.004924707138213402,13.357308946102558,0.005441580328241343,39.17981991030878
tabicl_v2,numeric_code,T2,scaling,all,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T2,scaling,one,none,6,0.0006845163531782562,0.00014424401968017917,0.001282436822189575,33.84564126025949,0.004411665228081211,101.02831679409822
tabicl_v2,numeric_code,T2,scaling,one,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T3,mixed_monotone,all,none,6,0.04154082755211933,0.0175949207456087,0.06610264065351174,252.48835035215245,0.1051675450894336,748.1433635995146
tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,6,9.797781504514845e-05,1.5182608714892781e-05,0.00018926386431359225,0.298923692173185,9.138505500494443e-06,0.840353017302338
tabicl_v2,numeric_code,T4,ordinal_integer,all,none,1,0.03143361142113368,0.03143361142113368,0.03143361142113368,35.795490732266444,35.795490732266444,35.795490732266444
tabicl_v2,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T4,ordinal_integer,one,none,1,0.015510327572611088,0.015510327572611088,0.015510327572611088,29.248867220979378,29.248867220979378,29.248867220979378
tabicl_v2,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T5,cyclic_rotation,all,none,1,0.07579386376486552,0.07579386376486552,0.07579386376486552,2.7375476167935915,2.7375476167935915,2.7375476167935915
tabicl_v2,numeric_code,T5,cyclic_shift,all,cyclic_frontend,1,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T5,cyclic_shift,all,none,1,0.07691859025740418,0.07691859025740418,0.07691859025740418,2.955745906140514,2.955745906140514,2.955745906140514
tabicl_v2,numeric_code,T5,cyclic_shift,one,cyclic_frontend,1,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T5,cyclic_shift,one,none,1,0.05816030231449117,0.05816030231449117,0.05816030231449117,2.1747389299600712,2.1747389299600712,2.1747389299600712
tabicl_v2,numeric_code,T6,cond_le_10,one,none,6,0.05389461256663575,0.0239678946027615,0.08722327373271958,262.9794853605942,0.6664851920771836,768.4955417686248
tabicl_v2,numeric_code,T6,cond_le_3,one,none,6,0.05604651621321468,0.02326637970609041,0.09401201647783787,369.27564174413504,0.591248063196002,1091.9549738008402
tabicl_v2,numeric_code,T6,orthogonal,one,none,6,0.054950118338658815,0.023457078365596656,0.09066903805656135,302.3923111878809,0.6736732071957117,891.1105479557929
tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,5,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,none,5,0.04653364062678546,0.02794583188174622,0.06512144937182471,229.301185762551,0.441085859269401,663.7898017999316
tabpfn_2_6,native_categorical,T1,nominal_relabeling,one,none,5,0.03039988106175533,0.010874631353431991,0.05699122795994236,296.5831290127656,0.34673826342839664,862.439896535212
tabpfn_2_6,native_categorical,T4,ordinal_categorical,all,none,1,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,native_categorical,T4,ordinal_categorical,one,none,1,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,numeric_code,T0,column_permutation,all,none,6,0.07023773764539126,0.0372853857963043,0.10401883807994254,244.81625214431384,0.8777218813311346,708.8943238187991
tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,5,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,none,5,0.044364908078658456,0.02674933998787387,0.061980476169443056,312.9303219773795,0.4119094870324897,895.1269384851978
tabpfn_2_6,numeric_code,T1,nominal_relabeling,one,none,5,0.027364037195355833,0.009213400847418764,0.05428039879096502,311.474313114884,0.33487904965116516,905.4066216261896
tabpfn_2_6,numeric_code,T2,affine,all,none,6,0.03527938974183583,0.01091649703604347,0.05993449907097466,234.27945160387324,0.32641224491323845,690.8863267353996
tabpfn_2_6,numeric_code,T2,affine,all,standardization,6,0.0014318819154313673,0.0002310607301900837,0.002977693418786174,3.4681503263251585,0.0013146210204216617,10.248324116384213
tabpfn_2_6,numeric_code,T2,affine,one,none,6,0.013764292556408155,0.0044408031818826315,0.02308778193093368,151.0244814679516,0.23259203743374712,449.73834117116957
tabpfn_2_6,numeric_code,T2,affine,one,standardization,6,0.00025866984951018615,3.350985987928924e-05,0.0005258430774745795,4.48065787409291,0.0006422442800072845,13.408333316780093
tabpfn_2_6,numeric_code,T2,scaling,all,none,6,0.002751364826433081,0.0005629344347142669,0.005340925395652579,3.5116433440525063,0.023573994588721378,10.093835431265873
tabpfn_2_6,numeric_code,T2,scaling,all,standardization,6,0.001430472018724084,0.00017615018668946806,0.0030544021702404137,4.802770463891066,0.000739088300305372,14.195183276807944
tabpfn_2_6,numeric_code,T2,scaling,one,none,6,0.0008008219745459696,0.00014924060303940764,0.0015709302027930548,2.2612770702888767,0.019968686172022094,6.331268292607523
tabpfn_2_6,numeric_code,T2,scaling,one,standardization,6,0.0002674687203235005,4.9716395550019527e-05,0.0005111676820592118,2.8115156929977725,0.0006610558646236133,8.24026820113437
tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,6,0.057100951362199136,0.01847641857877435,0.09832019881208683,106.81047523897456,0.18005859692051815,313.02750969551795
tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,6,0.002096631834905958,0.0007677354628479275,0.003786342657538423,5.261539379297794,0.00029249388139632643,15.361516000455486
tabpfn_2_6,numeric_code,T4,ordinal_integer,all,none,1,0.02175363963168595,0.02175363963168595,0.02175363963168595,19.36843104974662,19.36843104974662,19.36843104974662
tabpfn_2_6,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,numeric_code,T4,ordinal_integer,one,none,1,0.007826471650918508,0.007826471650918508,0.007826471650918508,27.242509116586916,27.242509116586916,27.242509116586916
tabpfn_2_6,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
tabpfn_2_6,numeric_code,T5,cyclic_rotation,all,none,1,0.06494493905694991,0.06494493905694991,0.06494493905694991,2.6909112950098097,2.6909112950098097,2.6909112950098097
tabpfn_2_6,numeric_code,T5,cyclic_shift,all,cyclic_frontend,1,0.005596405771903234,0.005596405771903234,0.005596405771903234,0.0,0.0,0.0
tabpfn_2_6,numeric_code,T5,cyclic_shift,all,none,1,0.08206558821110559,0.08206558821110559,0.08206558821110559,3.6415104803123532,3.6415104803123532,3.6415104803123532
tabpfn_2_6,numeric_code,T5,cyclic_shift,one,cyclic_frontend,1,0.0013991014429758084,0.0013991014429758084,0.0013991014429758084,0.017382400941822123,0.017382400941822123,0.017382400941822123
tabpfn_2_6,numeric_code,T5,cyclic_shift,one,none,1,0.05035404466828608,0.05035404466828608,0.05035404466828608,2.006352254854953,2.006352254854953,2.006352254854953
tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,6,0.054240601616440155,0.024118133103850466,0.08449192042184107,316.89367778549234,0.36756848356123367,928.1943646276453
tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,6,0.052421317095027974,0.022715729509317644,0.08300599043882866,248.8453132168634,0.25276359725658987,731.209692494058
tabpfn_2_6,numeric_code,T6,orthogonal,one,none,6,0.05317011263946258,0.024177116630573574,0.08394438625631641,294.66934529790234,0.24388546419944243,857.2098101741316
