model,pipeline,family,variant,scope,repair,datasets,pred_disagreement_mean,pred_disagreement_ci_low,pred_disagreement_ci_high,orbit_span_mean,orbit_span_ci_low,orbit_span_ci_high
catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,5,0.0,0.0,0.0,0.0,0.0,0.0
catboost,native_categorical,T1,nominal_relabeling,all,none,5,0.0,0.0,0.0,0.0,0.0,0.0
catboost,native_categorical,T1,nominal_relabeling,one,none,5,0.0,0.0,0.0,0.0,0.0,0.0
catboost,native_categorical,T4,ordinal_categorical,all,none,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,native_categorical,T4,ordinal_categorical,one,none,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T0,column_permutation,all,none,6,0.04771025536307269,0.027480185049900355,0.0689128551245928,145.01676152254115,0.17376828823483267,424.54731566309164
catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,5,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T1,nominal_relabeling,all,none,5,0.0598449141413472,0.0364980329533077,0.08325454124841969,195.81311760534226,0.32047234234428223,540.9758995183695
catboost,numeric_code,T1,nominal_relabeling,one,none,5,0.03633901994683418,0.015990621699501738,0.06261518270880047,186.68023442121842,0.27332113365915145,529.1263889077503
catboost,numeric_code,T2,affine,all,none,6,0.0003733603412384358,8.27967760059921e-05,0.0006825363282704616,1.1554661463497333,6.180278864859057e-05,2.5913617322305362
catboost,numeric_code,T2,affine,all,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T2,affine,one,none,6,0.00010874252519115596,6.720736051278129e-06,0.00023825445605765366,1.4627422992151413,1.3309340458224813e-05,3.559882299510479
catboost,numeric_code,T2,affine,one,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T2,scaling,all,none,6,0.0004897539884266625,9.341587150609873e-05,0.000994573699480919,3.1093563193149856,5.2420788814548195e-05,8.467669115888773
catboost,numeric_code,T2,scaling,all,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T2,scaling,one,none,6,6.205792499945346e-05,5.288531440642325e-06,0.00013640751139716044,0.20292392944006696,4.425252297669669e-06,0.6035956836924209
catboost,numeric_code,T2,scaling,one,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T3,mixed_monotone,all,none,6,0.0007342630956054154,0.0001885719830988479,0.0014516486875341152,2.5329972516629833,6.369451092042628e-05,7.231557517277699
catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,6,0.0004407701326679491,0.00011817608853483348,0.0008497976933225583,1.3337834081929463,5.6713190900071884e-05,3.756224134116058
catboost,numeric_code,T4,ordinal_integer,all,none,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T4,ordinal_integer,one,none,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T5,cyclic_rotation,all,none,1,0.07020768932660869,0.07020768932660869,0.07020768932660869,1.790839518023759,1.790839518023759,1.790839518023759
catboost,numeric_code,T5,cyclic_shift,all,cyclic_frontend,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T5,cyclic_shift,all,none,1,0.0945640423728273,0.0945640423728273,0.0945640423728273,2.943695838186443,2.943695838186443,2.943695838186443
catboost,numeric_code,T5,cyclic_shift,one,cyclic_frontend,1,0.0,0.0,0.0,0.0,0.0,0.0
catboost,numeric_code,T5,cyclic_shift,one,none,1,0.06341097842141975,0.06341097842141975,0.06341097842141975,1.3277828263234994,1.3277828263234994,1.3277828263234994
catboost,numeric_code,T6,cond_le_10,one,none,6,0.05125103101565359,0.029113186373894,0.07519189539610972,145.66466600179766,0.2297142505472168,425.28115114305615
catboost,numeric_code,T6,cond_le_3,one,none,6,0.05173977682631218,0.029292041646472432,0.07527829284635942,250.96022896579294,0.2105229747662941,742.095450919078
catboost,numeric_code,T6,orthogonal,one,none,6,0.051445965866406984,0.028721809657969503,0.07468856280892835,135.84990204203535,0.21552631701633687,398.55180125887114
tabicl_v2,numeric_code,T0,column_permutation,all,none,6,0.04156920128264223,0.023272635234894673,0.05969009984708806,140.78295619752765,0.3793794451547576,411.9965723449133
tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,5,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,5,0.03235009730637663,0.021786029515475626,0.04151854880608911,187.49601207617584,0.295447643883534,532.5269533952951
tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,5,0.017739948923713385,0.006347951219424575,0.03219693623595304,204.17409241448533,0.1277852677319697,606.2117177377033
tabicl_v2,numeric_code,T2,affine,all,none,6,0.002935730413919977,0.0011145439937008542,0.004773626629946038,21.248930805588774,0.009943955721934905,63.15959671160664
tabicl_v2,numeric_code,T2,affine,all,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
tabicl_v2,numeric_code,T2,affine,one,none,6,0.0008196184552303545,0.00020950750393866301,0.001688820668759473,34.006352457207996,0.004424658054343111,101.19338015881016
tabicl_v2,numeric_code,T2,affine,one,standardization,6,0.0,0.0,0.0,0.0,0.0,0.0
