dataset,problem_type,model,pipeline,family,variant,scope,repair,reference_id,pred_disagreement,pred_disagreement_seed_sd,task_metric_original,orbit_mean,orbit_worst,orbit_best,orbit_span,probability_mad,js_divergence,label_flip_rate,prediction_rmse_normalized,prediction_pearson,prediction_spearman,kill_effect_min_across_seeds,kill_effect_seed_passes,seeds
california_housing,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,0.08224038898889492,0.004878228747610385,60087.71189943966,60783.27056961823,61224.54402927537,60385.046243379526,839.497785895847,,,,0.08224038898889492,0.9951149846368056,0.9949270032541876,0.07753733759518493,3,3
california_housing,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,0.08625410262265731,0.0023277934578665098,60087.71189943966,61007.31530396532,61758.38098621678,60284.36459331973,1474.0163928970458,,,,0.08625410262265731,0.994648933401051,0.9947486021465384,0.08488741452926292,3,3
california_housing,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,0.08344580397800443,0.0032705541853677326,60087.71189943966,60938.77323036196,61340.13524783259,60551.406622891605,788.7286249409808,,,,0.08344580397800443,0.9950025709697498,0.9949902514741477,0.08056923928535281,3,3
california_housing,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.0699429651198521,0.0,50120.3844680495,50976.95669485494,51280.74563657784,50465.97740080988,814.7682357679587,,,,0.0699429651198521,0.997066013331927,0.99639157380039,0.0699429651198521,3,3
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,50518.82352412221,50518.82352412221,50518.82352412221,50518.82352412221,0.0,,,,0.0,1.0,0.9999999999999997,0.0,0,3
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.04171474426675781,0.0,50120.3844680495,50406.49403066503,50906.668557796445,50043.38753108488,863.2810267115638,,,,0.04171474426675781,0.998954877251237,0.9985564757899748,0.04171474426675781,0,3
california_housing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.04479366620441377,0.0,50120.3844680495,50615.23482820939,51062.78599930194,50057.3802727174,1005.4057265845404,,,,0.04479366620441377,0.9987898035449642,0.9981881817004581,0.04479366620441377,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,0.007010050626404499,0.0,50120.3844680495,50085.806904288365,50148.63305159406,50022.9007270746,125.73232451946387,,,,0.007010050626404499,0.9999672235728735,0.9999297341725782,0.0070100506264045,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,50161.81231534303,50161.81231534303,50161.81231534303,50161.81231534303,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,0.0028210011873076994,0.0,50120.3844680495,50107.56679960437,50157.02720952505,49955.466017684805,201.56119184024283,,,,0.0028210011873076994,0.9999874102674072,0.9999742562589541,0.0028210011873077,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,50161.81231534303,50161.81231534303,50161.81231534303,50161.81231534303,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,0.007452802292722262,0.0,50120.3844680495,50093.02038764317,50125.332674391735,50047.84908910054,77.48358529119287,,,,0.007452802292722262,0.9999670758144544,0.9999301700358275,0.007452802292722262,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,50161.81231534303,50161.81231534303,50161.81231534303,50161.81231534303,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,0.0020071559537543,0.0,50120.3844680495,50104.35000443835,50157.02720952505,49955.466017684805,201.56119184024283,,,,0.0020071559537543,0.999990501107313,0.99998062094811,0.0020071559537543,0,3
california_housing,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,50161.81231534303,50161.81231534303,50161.81231534303,50161.81231534303,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.08429070973152032,0.0,50120.3844680495,51594.249754218275,52639.516005404905,51152.24922545356,1487.2667799513438,,,,0.08429070973152032,0.9956762598406911,0.9945746592825383,0.08429070973152032,3,3
california_housing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0002760418436336875,0.0,51367.638466177414,51368.187668733415,51369.26277601264,51367.638466177414,1.6243098352351808,,,,0.0002760418436336875,0.9999999036796248,0.9999993042988842,0.0002760418436336875,0,3
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,0.12395661126894726,0.0,55703.94216965381,55197.486341810465,55692.5822648709,54174.04822168148,1518.5340431894147,,,,0.12395661126894726,0.9907109745405491,0.9898479379776127,0.12395661126894726,3,3
california_housing,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,0.13721402851324574,0.0,55703.94216965381,55787.897467141134,57022.35765009134,54852.5591792681,2169.798470823247,,,,0.13721402851324574,0.98865082138212,0.987233350915646,0.13721402851324574,3,3
california_housing,regression,tabicl_v2,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,0.13057443617337686,0.0,55703.94216965381,56043.88278126755,56844.277354272526,55076.11083388703,1768.166520385501,,,,0.13057443617337686,0.9896293322389336,0.9884186969472989,0.13057443617337686,3,3
california_housing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,50576.72310616283,50576.72310616283,50576.72310616283,50576.72310616283,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.08130183487175546,0.009588947742781214,51583.30416292867,51380.878751396296,51987.44474045457,50900.14187554077,1087.3028649137923,,,,0.08130183487175546,0.9959832839447348,0.9954700809349225,0.07109886750435086,3,3
california_housing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.0832432585274853,0.011375964243420071,51583.30416292867,51496.97342765532,52304.2435359443,50888.74666102251,1415.4968749217926,,,,0.0832432585274853,0.9958092789953211,0.9952031936052079,0.07091254109600553,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.11569205108888642,0.0070568047829905126,50731.45865885971,50507.291558690435,51318.11972634581,49923.28914520855,1394.8305811372459,,,,0.11569205108888642,0.992051237512289,0.9908826189629801,0.11006110630601737,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,50576.72310616283,50576.72310616283,50576.72310616283,50576.72310616283,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.07478025232269285,0.007171045822795151,50731.45865885971,50943.32545871323,51724.899502721055,50268.402683384455,1456.4968193365978,,,,0.07478025232269285,0.9964488713705931,0.995487640156569,0.06650073731818582,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.07852153306899677,0.005078700675590782,50731.45865885971,51167.589930969494,51752.54532509879,50266.888152646075,1485.6571724527166,,,,0.07852153306899677,0.9962240670827667,0.995192174154469,0.07385148789152603,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,affine,all,none,original__numeric_code,0.06468722560379271,0.01045757512674856,50731.45865885971,51181.04424735516,51910.66842407824,50539.87601982392,1370.7924042543261,,,,0.06468722560379271,0.9974101251071001,0.9968600004339234,0.05756933440997751,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,affine,all,standardization,zscore_reference,0.0025040734787696917,0.002258203501670232,51450.19944025689,51435.49903717887,51445.144803209405,51424.80388665942,20.34091654998095,,,,0.0025040734787696917,0.9999940688452288,0.9999850391770903,0.0009767258650355876,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,affine,one,none,original__numeric_code,0.028664742847272478,0.00488747780336504,50731.45865885971,50846.756341123815,51387.169550110695,50490.33697970092,896.8325704097684,,,,0.028664742847272478,0.9993459407436579,0.9991517928668703,0.024005125162063726,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,affine,one,standardization,zscore_reference,0.0008076681446397876,0.0005591174592456633,51450.19944025689,51449.95015888737,51460.13644514221,51433.351655560604,26.784789581601217,,,,0.0008076681446397876,0.999998965369579,0.9999964721366297,0.0004758663525816375,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,scaling,all,none,original__numeric_code,0.0011253339330671416,0.0019491355475536039,50731.45865885971,50739.15568838818,50749.320218818815,50729.50340492711,19.8168138917099,,,,0.0011253339330671416,0.9999973955845313,0.9999940246115671,0.0,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0025534193833567625,0.0022406844153674333,51450.19944025689,51434.66567485872,51450.42317822672,51422.24427203004,28.17890619669197,,,,0.0025534193833567625,0.9999937835771041,0.9999850391770903,0.0010720781221374375,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,scaling,one,none,original__numeric_code,0.00014586073482896668,0.0002526382035531016,50731.45865885971,50732.62708361689,50742.26693805438,50729.99777772252,12.269160331852618,,,,0.00014586073482896668,0.9999998046338634,0.9999995157104138,0.0,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0005805321293488999,0.0006458297338377133,51450.19944025689,51447.24519151799,51454.87221889678,51438.58412481505,16.288094081736443,,,,0.0005805321293488999,0.9999992055810124,0.9999977415341221,0.000205619619107375,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.10289311150061697,0.010231983767651096,50731.45865885971,51131.83133683478,51316.560484656715,50697.90383762101,618.6566470357042,,,,0.10289311150061697,0.9932760214005781,0.9924688275459386,0.09375553301753034,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0059050193341831205,0.002382596467498661,51075.729805577546,51082.280792067,51098.899683187105,51068.59941518929,30.300267997813837,,,,0.0059050193341831205,0.9999449615390272,0.9999239702602684,0.004195531647565675,0,3
california_housing,regression,tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,0.10092321874523665,0.006986747176776055,50364.98376211934,51019.535068887715,52045.28618025003,50210.29641279997,1834.9897674500583,,,,0.10092321874523665,0.9939679828305191,0.9925342662449502,0.09307378954051752,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,0.10184489834689699,0.003524556072475642,50364.98376211934,50826.19969292346,51701.698046273224,50253.86166827185,1447.8363780013776,,,,0.10184489834689699,0.9938637798397112,0.9926748443359159,0.09800294755865598,3,3
california_housing,regression,tabpfn_2_6,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,0.10230340300974805,0.008816940701287714,50364.98376211934,50940.21685386219,51802.22099975749,50113.886602734565,1688.334397022918,,,,0.10230340300974805,0.9937895953999796,0.9925473606903007,0.09212960801621822,3,3
diamonds,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,733.0960752414394,733.0960752414394,733.0960752414394,733.0960752414394,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.0,0.0,683.7063182652258,683.7063182652258,683.7063182652258,683.7063182652258,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.0,0.0,683.7063182652258,683.7063182652258,683.7063182652258,683.7063182652258,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,native_categorical,T4,ordinal_categorical,all,none,ordinal_categorical_reference,0.0,0.0,683.7063182652258,683.7063182652258,683.7063182652258,683.7063182652258,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,native_categorical,T4,ordinal_categorical,one,none,ordinal_categorical_reference,0.0,0.0,683.7063182652258,683.7063182652258,683.7063182652258,683.7063182652258,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.0393109856583477,0.0014218782442706982,735.3441282118129,733.4307596655013,751.0326188815616,721.055311282155,29.97730759940661,,,,0.0393109856583477,0.9991579004183043,0.9986437432785182,0.038039409308178035,0,3
diamonds,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,733.0960752414394,733.0960752414394,733.0960752414394,733.0960752414394,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.0996741528299903,0.0005197797663506821,735.3441282118129,833.404412674866,886.4377169026111,772.6219715476336,113.81574535497748,,,,0.0996741528299903,0.9945592537205387,0.9963976789419914,0.09911508214874913,3,3
diamonds,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.04910688064734473,0.000820521740408766,735.3441282118129,753.1048128871716,792.0364298158053,716.7600861645818,75.27634365122344,,,,0.04910688064734473,0.9983100494422891,0.9985355529809886,0.04815947875270511,0,3
diamonds,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,0.000827736613325428,0.0003533076000254747,735.3441282118129,735.574942040003,737.177741515281,734.5529755386519,2.6247659766289644,,,,0.000827736613325428,0.999999292485839,0.99999969825033,0.00046003184907674664,0,3
diamonds,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,735.6091741297722,735.6091741297722,735.6091741297722,735.6091741297722,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,0.00039114431959128747,0.00017765702903099564,735.3441282118129,735.4387269585969,736.9587747121517,734.4738470997687,2.4849276123830273,,,,0.00039114431959128747,0.9999995841780907,0.9999999776481729,0.00019245855963391251,0,3
diamonds,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,735.6091741297722,735.6091741297722,735.6091741297722,735.6091741297722,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,0.0005452706592080895,0.00028276310960928926,735.3441282118129,735.4576564012781,737.1462009878652,734.5654123992787,2.580788588586453,,,,0.0005452706592080895,0.9999995039049372,0.9999997206021543,0.000258936766733,0,3
diamonds,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,735.6091741297722,735.6091741297722,735.6091741297722,735.6091741297722,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,3.172165388997944e-05,3.1121081570734646e-05,735.3441282118129,735.3460751852666,735.3596167367978,735.3441282118129,0.015488524984865156,,,,3.172165388997944e-05,0.9999999943611635,0.9999999143179927,1.30249604280875e-05,0,3
diamonds,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,735.6091741297722,735.6091741297722,735.6091741297722,735.6091741297722,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.0010689804953414167,0.0003456981050001835,735.3441282118129,735.05200099451,735.5828229166864,734.4809274322591,1.1018954844273594,,,,0.0010689804953414167,0.9999990754102592,0.999999664722592,0.000669884801017175,0,3
diamonds,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0006629682543440124,0.000269414450319527,735.2832546804926,735.2322876805032,735.5828229166864,734.8477744443267,0.7350484723597598,,,,0.0006629682543440124,0.999999313692307,0.999999664722592,0.0005005597861378125,0,3
diamonds,regression,catboost,numeric_code,T4,ordinal_integer,all,none,ordinal_integer_reference,0.0,0.0,636.7974833713764,636.7974833713764,636.7974833713764,636.7974833713764,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,636.7974833713764,636.7974833713764,636.7974833713764,636.7974833713764,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T4,ordinal_integer,one,none,ordinal_integer_reference,0.0,0.0,636.7974833713764,636.7974833713764,636.7974833713764,636.7974833713764,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,636.7974833713764,636.7974833713764,636.7974833713764,636.7974833713764,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__y,0.03659856554208422,0.0012552501879576445,756.0832546182245,757.1876615871721,771.5303488945601,738.3986252340487,33.131723660511284,,,,0.03659856554208422,0.9992700994993079,0.9985119531908634,0.035778816913697324,0,3
diamonds,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__y,0.03627836979021432,0.0008875994361830045,756.0832546182245,764.0785495234941,780.368063506828,749.8671413560581,30.50092215076999,,,,0.03627836979021432,0.9992799705011621,0.9985961115450346,0.0357638065533881,0,3
diamonds,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__y,0.036430381027666624,0.0014542085637688355,756.0832546182245,756.9594717617105,769.5306461290602,744.4338305978703,25.09681553118988,,,,0.036430381027666624,0.9992759649391113,0.9985343944252278,0.03497192591805055,0,3
diamonds,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.036366239072826476,0.0,535.6966631524552,562.1843388707609,573.5921810889095,545.9317687105289,27.660412378380556,,,,0.036366239072826476,0.9993080069824013,0.9996816591129517,0.036366239072826476,0,3
diamonds,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,547.1134038792534,547.1134038792534,547.1134038792534,547.1134038792534,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.038172351691819636,0.0,535.6966631524552,543.8917909575845,591.794925780524,519.0265360693684,72.76838971115558,,,,0.038172351691819636,0.9992777108089927,0.9996605505461685,0.038172351691819636,0,3
diamonds,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.021319604010232127,0.0,535.6966631524552,534.3825862938181,543.4965070409392,528.6602068146727,14.836300226266417,,,,0.021319604010232127,0.9997149616622708,0.9998550118112727,0.021319604010232127,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,0.0033937613685233754,0.0,535.6966631524552,535.5763854433559,536.224514022637,534.5229174428998,1.7015965797371564,,,,0.0033937613685233754,0.9999939655040363,0.9999870107745457,0.0033937613685233754,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,535.6966631524552,535.6966631524552,535.6966631524552,535.6966631524552,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,0.0008396645204424499,0.0,535.6966631524552,535.697248316856,536.9241912873975,534.4738163327185,2.4503749546790914,,,,0.0008396645204424499,0.9999985290877617,0.9999963035599037,0.0008396645204424499,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,535.6966631524552,535.6966631524552,535.6966631524552,535.6966631524552,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,0.0033414558192513127,0.0,535.6966631524552,535.3757953173119,536.5927694476519,533.9651505441989,2.627618903453026,,,,0.0033414558192513127,0.9999941551127257,0.9999873963427964,0.0033414558192513127,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,535.6966631524552,535.6966631524552,535.6966631524552,535.6966631524552,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,0.0012404210128340125,0.0,535.6966631524552,535.2743430928642,535.6966631524552,534.2104774225096,1.486185729945646,,,,0.0012404210128340125,0.9999978589395981,0.9999951887600922,0.0012404210128340125,0,3
diamonds,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,535.6966631524552,535.6966631524552,535.6966631524552,535.6966631524552,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.026090650898175638,0.0,535.6966631524552,544.3078463452966,554.9908465408292,527.9468513465938,27.043995194235436,,,,0.026090650898175638,0.9996212786189402,0.9997619861727673,0.026090650898175638,0,3
diamonds,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,8.468973416726251e-05,0.0,554.9908465408292,554.9274044552855,554.9908465408292,554.8216676460459,0.16917889478338566,,,,8.468973416726251e-05,0.9999999901860611,0.9999998994166028,8.468973416726251e-05,0,3
diamonds,regression,tabicl_v2,numeric_code,T4,ordinal_integer,all,none,ordinal_integer_reference,0.03143361142113368,0.0,529.5633908685481,538.8075137365138,551.7304489815803,515.9349582493138,35.795490732266444,,,,0.03143361142113368,0.9994864924059094,0.9997834800727418,0.03143361142113368,0,3
diamonds,regression,tabicl_v2,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,529.5633908685481,529.5633908685481,529.5633908685481,529.5633908685481,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T4,ordinal_integer,one,none,ordinal_integer_reference,0.015510327572611088,0.0,529.5633908685481,533.5791909472739,555.2304572724546,525.9815900514752,29.248867220979378,,,,0.015510327572611088,0.9998457638872101,0.9999201115758928,0.015510327572611088,0,3
diamonds,regression,tabicl_v2,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,529.5633908685481,529.5633908685481,529.5633908685481,529.5633908685481,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__y,0.037480376118161386,0.0,555.3023807889243,563.6066314827564,599.1983021204384,543.8426982391834,55.35560388125498,,,,0.037480376118161386,0.999324168494939,0.9996531994992753,0.037480376118161386,0,3
diamonds,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__y,0.035033835869758334,0.0,555.3023807889243,555.2340049968521,579.9169045144822,537.5973547222258,42.31954979225645,,,,0.035033835869758334,0.9994015428220789,0.9995869094512227,0.035033835869758334,0,3
diamonds,regression,tabicl_v2,numeric_code,T6,orthogonal,one,none,basis_reference__y,0.035790677155889086,0.0,555.3023807889243,561.1236529309766,579.6059255354302,537.4545374823358,42.151388053094365,,,,0.035790677155889086,0.999372951654602,0.9997004960946626,0.035790677155889086,0,3
diamonds,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,622.8723770483307,622.8723770483307,622.8723770483307,622.8723770483307,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.05668944208647995,0.0019899239172637027,603.7491148614685,615.7239553165509,647.9553448693342,590.9275131928888,57.027831676445466,,,,0.05668944208647995,0.9982843042051731,0.9986668513523629,0.05491482997290795,3,3
diamonds,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.028715204669149026,0.002640133692290153,603.7491148614685,609.6390999181574,641.8746113352487,576.1735453616276,65.70106597362103,,,,0.028715204669149026,0.9994838871054043,0.9995170254462735,0.0264822941754666,0,3
diamonds,regression,tabpfn_2_6,native_categorical,T4,ordinal_categorical,all,none,ordinal_categorical_reference,0.0,0.0,556.7975925923425,556.7975925923425,556.7975925923425,556.7975925923425,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,native_categorical,T4,ordinal_categorical,one,none,ordinal_categorical_reference,0.0,0.0,556.7975925923425,556.7975925923425,556.7975925923425,556.7975925923425,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.04614987797785641,0.0030462216445922286,608.5573639884688,611.33792083441,655.1956657116029,586.3640820736222,68.83158363798084,,,,0.04614987797785641,0.9988748404344009,0.9989376102094086,0.04378782677312092,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,622.8723770483307,622.8723770483307,622.8723770483307,622.8723770483307,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.0569825958969292,0.00863741843102718,608.5573639884688,629.6520287043987,704.1822471488844,598.0535923206166,106.12865482826771,,,,0.0569825958969292,0.9982352199424095,0.9983862092624541,0.0476216860385728,2,3
diamonds,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.028708327702299464,0.0051353856184637925,608.5573639884688,614.536724843418,647.9771945211041,577.9221875779411,70.05500694316311,,,,0.028708327702299464,0.9994252156029014,0.9992794357678442,0.023151529828042586,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,affine,all,none,original__numeric_code,0.02655457116557434,0.010414947345578162,608.5573639884688,616.0940596160908,634.2705646030813,601.3441374405564,32.926427162524874,,,,0.02655457116557434,0.9995611608068623,0.999316015465557,0.018695112634290075,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,affine,all,standardization,zscore_reference,0.000637506840377198,0.0002774590021605855,614.221771199827,614.5170134827526,614.7028504007629,614.2425377436554,0.46031265710765484,,,,0.000637506840377198,0.9999997158268119,0.9999980851934822,0.0004041835819319063,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,affine,one,none,original__numeric_code,0.00825431584447048,0.0012001526374006862,608.5573639884688,609.9440445912028,612.9393662458929,605.0206000725542,7.918766173338629,,,,0.00825431584447048,0.9999536105778309,0.9999374335107651,0.006896053664227875,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,affine,one,standardization,zscore_reference,8.823265814465312e-05,3.165078017529408e-05,614.221771199827,614.2343635267363,614.3075351132524,614.2122309159762,0.0953041972762018,,,,8.823265814465312e-05,0.9999999825920162,0.9999997019756393,5.277651213790666e-05,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,scaling,all,none,original__numeric_code,0.0020364142161534084,0.001497036947037322,608.5573639884688,608.5038091056666,609.1247967704882,608.0131902116146,1.111606558873594,,,,0.0020364142161534084,0.999996861433837,0.9999875463070252,0.00085284825620895,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0005284505600684042,4.586208421055836e-05,614.221771199827,614.3731542846253,614.7190792885548,614.0857972317021,0.633282056852598,,,,0.0005284505600684042,0.9999997995578475,0.9999983943937565,0.000477294329929575,0,3
