dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,rbf_reference,-1,True,validation,70.5029563057822,0.0,0.5265499458182603,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,rbf_reference,-1,True,test,76.40112529010118,0.0,0.5265499458182603,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,69.53442933708024,0.12291306596232948,0.4515409499872476,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m0,0,False,test,76.38404265100571,0.1343758319373017,0.4515409499872476,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,69.88214212697606,0.13075965480859664,0.3972821158822626,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m1,1,False,test,72.17985079820723,0.13172383768433416,0.3972821158822626,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,69.7956029554111,0.12701178695197454,0.4962245288770646,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m2,2,False,test,71.0584161609975,0.13545367601110614,0.4962245288770646,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,71.81685937141607,0.14186795249123793,0.38610804080963135,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m3,3,False,test,76.77716096267656,0.1517684058086292,0.38610804080963135,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,72.74657242109483,0.19815737702177647,0.30346324387937784,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m4,4,False,test,80.96999380999816,0.19380888973264424,0.30346324387937784,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,70.79236315673455,0.1953552976640193,0.3088726829737425,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m5,5,False,test,79.4327304470541,0.1882300326170756,0.3088726829737425,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,68.09339879030499,0.1361877902081083,0.4537909689825028,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m6,6,False,test,75.70774736381912,0.15040734925546043,0.4537909689825028,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,71.36402297276322,0.18566481006032112,0.2823601991403848,68.798828125
bike-sharing,regression,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m7,7,False,test,79.912553040767,0.18650967212000907,0.2823601991403848,68.798828125
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,70.72837407087594,0.0,0.7313990991096944,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,rbf_reference,-1,True,test,74.99027149010388,0.0,0.7313990991096944,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,70.46432225323436,0.14141656044950623,0.6302308430895209,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,77.26258315133609,0.14232218628739954,0.6302308430895209,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,69.2045276641935,0.14575908912288693,0.5779494279995561,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,73.87530023373735,0.15223734360330585,0.5779494279995561,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,70.19570754557948,0.14027581786766377,0.6852359091863036,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,73.75875700894007,0.13276098025580824,0.6852359091863036,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,70.32117158492073,0.1328384260097452,0.6153982358518988,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,75.28266200202826,0.14425170746652843,0.6153982358518988,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,73.04467547496147,0.20038183965615172,0.45287638902664185,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,81.5872607327821,0.20192841420845478,0.45287638902664185,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,69.34553118845223,0.14866734865344244,0.5816779239103198,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,79.81739866133763,0.14886222576562033,0.5816779239103198,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,69.25263947429633,0.13759040071579612,0.5900222337804735,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,77.49446160161223,0.15881577810770847,0.5900222337804735,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,71.61732812946225,0.1859989025701823,0.571702113840729,68.806640625
bike-sharing,regression,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,80.74610973003071,0.19115084260953175,0.571702113840729,68.806640625
bike-sharing,regression,controlled_mlp,0,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,70.01478701283362,0.0,1.286799828056246,68.80419921875
bike-sharing,regression,controlled_mlp,0,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,68.45534552844703,0.0,1.286799828056246,68.80419921875
