dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,rbf_reference,-1,True,validation,38314.61694568237,0.0,0.31228405400179327,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,rbf_reference,-1,True,test,34582.52622109668,0.0,0.31228405400179327,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,39802.763367153646,0.13787143556476414,0.32915820786729455,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m0,0,False,test,34060.13668121366,0.16650325057007423,0.32915820786729455,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,39725.01194856286,0.14286448630381637,0.32305323891341686,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m1,1,False,test,34495.19424862725,0.16838284727477318,0.32305323891341686,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,38859.390021393265,0.12859712448062688,0.3223975619766861,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m2,2,False,test,34994.31386281124,0.1743122805624648,0.3223975619766861,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,39781.68411058893,0.13833191960641794,0.3140918880235404,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m3,3,False,test,34340.25264601114,0.17179547023324793,0.3140918880235404,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,37931.49381080108,0.22180263870549582,0.45288836187683046,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m4,4,False,test,35520.35472051975,0.28658232688905505,0.45288836187683046,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,38176.89890338262,0.18175827386949012,0.33717285213060677,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m5,5,False,test,34502.6776278209,0.2332970942759315,0.33717285213060677,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,40703.76460092764,0.23724959241324173,0.25366635899990797,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m6,6,False,test,35257.35865300625,0.2535465512806438,0.25366635899990797,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,39092.708205303425,0.12460058808843205,0.2986238228622824,69.400390625
house_16H,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m7,7,False,test,35200.693557452694,0.17216950954544327,0.2986238228622824,69.400390625
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,38726.92577370926,0.0,0.7075258221011609,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,rbf_reference,-1,True,test,34126.01866561391,0.0,0.7075258221011609,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,39671.495151143696,0.25500842859808864,0.5097397440113127,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,34247.06425303398,0.22499335403057075,0.5097397440113127,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,39242.755505097586,0.12858301357274762,0.7721734610386193,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,33770.53322821396,0.16495653372605956,0.7721734610386193,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,37587.295981383,0.15287192353148787,0.8916225139982998,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,34700.358863433925,0.18594936602952528,0.8916225139982998,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,38988.798334898645,0.16662095922417372,0.939953587949276,69.423828125
house_16H,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,36045.77482156044,0.2585997386067442,0.939953587949276,69.423828125
