dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
house_16H,regression,tabm_d,0,AdamW,adamw,default,rbf_reference,-1,True,validation,42350.1268633092,0.0,0.3229670880828053,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,rbf_reference,-1,True,test,32874.76532401851,0.0,0.3229670880828053,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,41815.55849343832,0.09240039530927978,0.38161643990315497,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m0,0,False,test,33139.08526191281,0.1054872200193425,0.38161643990315497,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,42854.9330638823,0.11826107174301821,0.31521358410827816,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m1,1,False,test,33540.48370917718,0.13242432390783435,0.31521358410827816,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,41643.89717297809,0.09634493271304766,0.34732348192483187,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m2,2,False,test,32981.71323213175,0.12231279415522311,0.34732348192483187,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,41331.50012743879,0.09097208511288604,0.41264504799619317,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m3,3,False,test,32983.87644957684,0.11746691206323329,0.41264504799619317,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,41813.315535480695,0.08586899116489538,0.36483113397844136,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m4,4,False,test,32661.677130605167,0.1136248730329581,0.36483113397844136,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,41722.15627334559,0.0747997393489617,0.2993734930641949,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m5,5,False,test,32801.48910612864,0.09861401613228632,0.2993734930641949,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,42425.045318302866,0.09507582130338994,0.2728490310255438,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m6,6,False,test,33013.222865203315,0.116006393069337,0.2728490310255438,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,41184.01902659448,0.08300014245905922,0.3023445492144674,120.37646484375
house_16H,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m7,7,False,test,32767.13472023159,0.08322438240679048,0.3023445492144674,120.37646484375
house_16H,regression,tabm_d,0,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,42860.41583951326,0.0,0.36874362803064287,120.39990234375
house_16H,regression,tabm_d,0,BlockAdam,block_adam,default,rbf_reference,-1,True,test,33080.75510838708,0.0,0.36874362803064287,120.39990234375
house_16H,regression,tabm_d,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,42224.49547616173,0.10276824287357567,0.4989420820493251,120.39990234375
house_16H,regression,tabm_d,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,32914.32597489944,0.10816810740517617,0.4989420820493251,120.39990234375
house_16H,regression,tabm_d,0,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,43040.72923268114,0.07914924053680442,0.4511992749758065,120.39990234375
