dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
credit-g,classification,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,validation,0.46082225061333837,0.0,0.12980636209249496,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,test,0.4757498005724035,0.0,0.12980636209249496,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,0.4667436215183233,0.04751664332079431,0.1652429539244622,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,test,0.4760595214825659,0.046040271974980417,0.1652429539244622,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,0.4579587450083739,0.019869319085939276,0.16120028495788574,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,test,0.47927231772866674,0.0211165228424763,0.16120028495788574,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,0.4598674741073183,0.019634242218839523,0.15159051795490086,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,test,0.482095242715849,0.019923328625671637,0.15159051795490086,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,0.45875232256963383,0.018795658096643603,0.17067224392667413,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,test,0.48229355057700374,0.02004821065555563,0.17067224392667413,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,0.4614685664236374,0.018533807846195304,0.15887745493091643,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,test,0.47485964512674583,0.022761133809967398,0.15887745493091643,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,0.46214147432202707,0.018403776779523266,0.17002228391356766,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,test,0.478380393927448,0.019803353031284256,0.17002228391356766,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,0.4563984525094103,0.015773936736994437,0.19205133896321058,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,test,0.47674768864844813,0.015392442545239977,0.19205133896321058,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,0.46201487447027495,0.015513394873696018,0.14921379811130464,119.2080078125
credit-g,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,test,0.4790639790009655,0.0163389839058063,0.14921379811130464,119.2080078125
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,0.4626299110850505,0.0,0.15965107106603682,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,test,0.4754475964403468,0.0,0.15965107106603682,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,0.4649766085710061,0.01655103177548059,0.17933742702007294,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,0.4778766435376067,0.017625052936476163,0.17933742702007294,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,0.4586535731071593,0.0197576730321971,0.19291648198850453,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,0.4789331177471047,0.021768569113625017,0.19291648198850453,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,0.46103920292097644,0.017409082670878546,0.20258850208483636,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,0.48136435543839917,0.01818903420411093,0.20258850208483636,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,0.45975354622491305,0.018238336873135818,0.21591314510442317,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,0.4819088837245758,0.019099437800030827,0.21591314510442317,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,0.4616115198295808,0.018295310152701458,0.18433402385562658,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,0.4742246586709075,0.022155651331604256,0.18433402385562658,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,0.46208935793727657,0.018216440338845435,0.21073169889859855,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,0.47664837286992345,0.02009958755844744,0.21073169889859855,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,0.4590412813469792,0.016660970865890558,0.1989972721785307,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,0.4764940171275493,0.018012775474643864,0.1989972721785307,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,0.4652805404588277,0.05072472257223247,0.21039797691628337,119.21337890625
credit-g,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,0.47987312121066056,0.0444871438215638,0.21039797691628337,119.21337890625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,0.46068831892904044,0.0,0.24788732081651688,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,0.4750180415418299,0.0,0.24788732081651688,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,validation,0.46440400501335405,0.016623848005443705,0.20676941005513072,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,test,0.47856070511683696,0.01778590513804051,0.20676941005513072,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,validation,0.4577195135040104,0.01949294681078507,0.2357652299106121,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,test,0.47873695252605486,0.022074759118490987,0.2357652299106121,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,validation,0.45974075109896956,0.018907867069791792,0.24504279484972358,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,test,0.4817335630481579,0.019772302030180388,0.24504279484972358,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,validation,0.45890301927010324,0.01846327851218639,0.25300746387802064,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,test,0.48262907872174354,0.019725754912078248,0.25300746387802064,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,validation,0.4602803686172308,0.018990842604085074,0.24047295097261667,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,test,0.47483983059591317,0.022797595536137104,0.24047295097261667,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,validation,0.46197362829208155,0.018685266346108193,0.2486235189717263,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,test,0.47788773888008373,0.020518365132080125,0.2486235189717263,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,validation,0.45659297902086066,0.01593185286942647,0.2252256718929857,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,test,0.47709968669431624,0.016680143091978572,0.2252256718929857,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,validation,0.46330002403208326,0.04866702504267543,0.27292713010683656,119.2119140625
credit-g,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,test,0.48150408051065996,0.04367352598605176,0.27292713010683656,119.2119140625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,validation,0.4855277065085833,0.0,0.13717010500840843,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,test,0.523292829035209,0.0,0.13717010500840843,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,validation,0.48557781904044794,0.0018401464944591299,0.12069904198870063,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,test,0.5232240169971629,0.001551604443302601,0.12069904198870063,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,validation,0.48552615001709604,9.20427760720763e-06,0.17385251307860017,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,test,0.5232941925368076,9.74836554199049e-06,0.17385251307860017,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,validation,0.4855148800938226,8.51368458776063e-05,0.12669311207719147,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,test,0.5233023643182739,7.425167503527685e-05,0.12669311207719147,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,validation,0.4855777478687978,0.001841710740733855,0.15096681797876954,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,test,0.5232239203895375,0.001552931111117384,0.15096681797876954,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,validation,0.48552805803612153,6.32380609999304e-06,0.12764047901146114,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,test,0.5232945679557578,5.399750441136213e-06,0.12764047901146114,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,validation,0.48552802799688977,5.577132614234396e-06,0.13830878003500402,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,test,0.5232939809948731,4.986413318229093e-06,0.13830878003500402,119.11181640625
credit-g,classification,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m6,6,False,validation,0.4855284242521873,5.185853270744262e-06,0.15854903007857502,119.11181640625
