dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
house_16H,regression,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,validation,41858.28972054938,0.0,0.3361712759360671,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,test,32356.598048351767,0.0,0.3361712759360671,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,42267.25400554123,0.08873595276347525,0.2405628750566393,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,test,33249.371172012965,0.10090535412103566,0.2405628750566393,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,42709.08044938443,0.0964313755405068,0.33211779803968966,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,test,33154.08764416539,0.11100940117871474,0.33211779803968966,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,42045.16765369081,0.10839716978794822,0.39642424299381673,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,test,32862.03707606891,0.12433262642782425,0.39642424299381673,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,41557.60392377382,0.11090326234205501,0.4441957341041416,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,test,32895.482344853495,0.11496048691826356,0.4441957341041416,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,41087.620594611675,0.09494282559787995,0.34007058991119266,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,test,32799.77178242954,0.12636000127098318,0.34007058991119266,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,41987.58142196748,0.10486737409731484,0.34431526507250965,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,test,32791.99663594148,0.1200914447747517,0.34431526507250965,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,42380.86096906029,0.10815735490420322,0.2877632640302181,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,test,33186.484355840956,0.11405118915058761,0.2877632640302181,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,41630.5987908801,0.09588864478834654,0.41927353013306856,120.37646484375
house_16H,regression,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,test,32956.162634202396,0.09585811444416914,0.41927353013306856,120.37646484375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,42173.659269340445,0.0,0.5286868400871754,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,test,32448.27159138408,0.0,0.5286868400871754,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,42917.217903724915,0.07811654774570842,0.5804039069917053,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,33118.389896744826,0.09987336921683078,0.5804039069917053,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,42321.575896544215,0.08288310378136718,0.5624440740793943,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,33297.912968279365,0.1117703723589116,0.5624440740793943,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,42556.50076939722,0.08271655887844764,0.526034242939204,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,33073.22291404585,0.10646904879935305,0.526034242939204,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,41634.46240939054,0.07208460243610992,0.5420316769741476,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,32892.92031459514,0.09802716493757882,0.5420316769741476,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,41563.898534292326,0.08415627149577266,0.5217859991826117,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,32808.806766162365,0.11529323215003502,0.5217859991826117,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,42233.73760557094,0.08252892460704907,0.5351037860382348,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,33153.71971643649,0.10867690803916366,0.5351037860382348,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,41998.853757838,0.07124530687353825,0.5798182899598032,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,33100.27507069219,0.0998447361221159,0.5798182899598032,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,42093.12341493257,0.06878828621459512,0.5353042678907514,120.39990234375
house_16H,regression,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,32793.057143644866,0.07873128561291881,0.5353042678907514,120.39990234375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,42213.98788726911,0.0,1.0244757018517703,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,32292.902918631433,0.0,1.0244757018517703,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,validation,42538.49565484934,0.08810094440256735,1.023161861114204,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,test,33305.506350296346,0.1066610180829869,1.023161861114204,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,validation,42353.6220152268,0.10272952102836343,1.0120965759269893,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,test,33416.64002579775,0.11812014859738812,1.0120965759269893,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,validation,41900.833157417495,0.1005368730555453,0.975163295166567,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,test,32974.40056856139,0.11723226740638992,0.975163295166567,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,validation,41447.71860707977,0.09978763030931707,1.0090457960031927,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,test,33024.94284512874,0.11761673803137832,1.0090457960031927,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,validation,40855.601395421145,0.09697906119408421,0.979405612917617,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,test,32773.36400532284,0.1262136700083326,0.979405612917617,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,validation,41633.65494486629,0.09030173915337804,0.983014029217884,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,test,32699.047551547334,0.10840307973995456,0.983014029217884,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,validation,41930.25748089815,0.11295109954069252,0.9620876959525049,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,test,33487.93075932371,0.1248173980337077,0.9620876959525049,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,validation,41801.48839712133,0.08629825249092173,0.9821858981158584,120.39208984375
house_16H,regression,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,test,33017.843408327586,0.08682752654466852,0.9821858981158584,120.39208984375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,validation,44965.98078454803,0.0,0.3050935191567987,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,test,37761.32460361645,0.0,0.3050935191567987,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,validation,44937.459151411604,0.0037204995276266632,0.2807817868888378,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,test,37821.79532636118,0.004939303489775899,0.2807817868888378,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,validation,45007.320523510025,0.006505841302534817,0.2863021749071777,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,test,37768.663945461274,0.01048044257744,0.2863021749071777,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,validation,45115.50047230565,0.011463101611629601,0.2737626410089433,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,test,37695.09249194966,0.014327091155352032,0.2737626410089433,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,validation,43110.17097025305,0.27616418922144625,0.42756034387275577,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,test,37399.47743170996,0.2818805315088294,0.42756034387275577,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,validation,45011.9681770644,0.006560156788838599,0.3079336869996041,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,test,37756.77203194199,0.01011884451479799,0.3079336869996041,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,validation,44950.16744868159,0.007370314295400722,0.2853751368820667,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,test,37791.41771420876,0.008820219470240094,0.2853751368820667,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m6,6,False,validation,45000.772488554794,0.006759173240385918,0.2909008930437267,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m6,6,False,test,37766.13077400389,0.010041305561860241,0.2909008930437267,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m7,7,False,validation,44968.63206503919,0.0034583550540748706,0.2774763749912381,120.25927734375
house_16H,regression,tabm_d,2,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m7,7,False,test,37764.220870074096,0.004038562885357221,0.2774763749912381,120.25927734375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,rbf_reference,-1,True,validation,39703.65758128338,0.0,0.7404446669388562,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,rbf_reference,-1,True,test,37069.959478946024,0.0,0.7404446669388562,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m0,0,False,validation,39734.08206016884,0.008462952620272524,0.7492711150553077,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m0,0,False,test,37025.0216552369,0.010300545771236489,0.7492711150553077,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m1,1,False,validation,39569.24854671271,0.012435400428952376,0.8076774678193033,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m1,1,False,test,37064.494829997544,0.018710303024476103,0.8076774678193033,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m2,2,False,validation,39688.643894801484,0.00307119319258863,0.7802066239528358,120.25146484375
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m2,2,False,test,37103.87259513871,0.005171178895271994,0.7802066239528358,120.25146484375
