dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,rbf_reference,-1,True,validation,61679.386922539285,0.0,0.4457870339974761,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,rbf_reference,-1,True,test,65093.576452405825,0.0,0.4457870339974761,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,61538.395779785475,0.11800669517888074,0.4787670010700822,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m0,0,False,test,66544.53607425741,0.11539030058044435,0.4787670010700822,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,62775.05514098193,0.21476677985149337,0.25189209496602416,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m1,1,False,test,65384.81865722734,0.2179028303977134,0.25189209496602416,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,60457.99996551808,0.12626405555503473,0.4167498347815126,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m2,2,False,test,65094.86291660661,0.12246746820309097,0.4167498347815126,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,63674.248128017374,0.19619269537604336,0.3245540619827807,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m3,3,False,test,65314.930341264364,0.1812670251331843,0.3245540619827807,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,61754.62365664208,0.09920002358470198,0.4938741947989911,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m4,4,False,test,66257.07746548447,0.10078619372398123,0.4938741947989911,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,61136.91120204421,0.10243143289655272,0.4993916288949549,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m5,5,False,test,65893.1390277276,0.10882733137700874,0.4993916288949549,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,62333.61351120027,0.1409346359716989,0.43328289804048836,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m6,6,False,test,65562.10562772106,0.1310281373482605,0.43328289804048836,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,63311.806808347676,0.23408347678857905,0.216558599146083,68.7666015625
california_housing,regression,controlled_mlp,2,AdamW,adamw,default,orthogonal_all__m7,7,False,test,65722.11416409117,0.22422895058959402,0.216558599146083,68.7666015625
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,63345.495855759465,0.0,0.5343803239520639,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,rbf_reference,-1,True,test,65776.08217299766,0.0,0.5343803239520639,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,61673.16488088167,0.13296336030526326,0.7597741251811385,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,66060.19108786274,0.12185964820741277,0.7597741251811385,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,61199.22861778234,0.1803210767798516,0.8708335319533944,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,66380.324522714,0.1905223674314934,0.8708335319533944,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,60775.851530683045,0.15935211647532008,0.7497900070156902,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,65431.31718700412,0.1453023071335067,0.7497900070156902,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,63655.45510492502,0.12899301241882524,0.4164940849877894,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,66062.02623006694,0.11409457611699178,0.4164940849877894,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,61879.210681810015,0.16189975472195275,0.7954938479233533,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,66132.2020647784,0.16504652317530472,0.7954938479233533,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,60958.77827888904,0.1627716117401851,0.9027240930590779,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,65794.34527245292,0.18801895196896912,0.9027240930590779,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,61365.10570609304,0.1649519305074444,0.8227539639919996,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,66466.45192693641,0.191537223491975,0.8227539639919996,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,63479.8479073857,0.1417593839080238,0.3990103458054364,68.77880859375
california_housing,regression,controlled_mlp,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,66309.6367521595,0.1257445065391434,0.3990103458054364,68.77880859375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,62795.14040566973,0.0,0.952600457938388,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,64056.731520824826,0.0,0.952600457938388,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,validation,62131.83129141029,0.0699678529943035,0.8377007239032537,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,test,64002.54244285363,0.06943295725883263,0.8377007239032537,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,validation,61927.11307642175,0.06108225773960211,0.8331003999337554,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,test,64521.84272825386,0.06987695951266679,0.8331003999337554,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,validation,60543.667244276825,0.19173697876560244,1.5655731989536434,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,test,65242.56905043203,0.18039743416637663,1.5655731989536434,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,validation,62331.00477327452,0.06301744756468645,0.8984079079236835,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,test,63979.7548990317,0.05862218667598665,0.8984079079236835,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,validation,60315.94957846663,0.21038931852278064,1.6960768979042768,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,test,66178.78614426832,0.221617624669889,1.6960768979042768,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,validation,62284.21401181028,0.07436454499471673,0.834640673128888,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,test,64613.55306398839,0.0688403204419485,0.834640673128888,68.77490234375
california_housing,regression,controlled_mlp,2,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,validation,62222.11270110955,0.06838750609576177,0.8476592090446502,68.77490234375
