dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,rbf_reference,-1,True,validation,73.61086101383552,0.0,0.34629653790034354,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,rbf_reference,-1,True,test,74.9066739681887,0.0,0.34629653790034354,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,68.15920425633885,0.11039751339768125,0.33913490711711347,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m0,0,False,test,67.14514793653089,0.11457588828275601,0.33913490711711347,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,71.1627953798793,0.07309069728096843,0.3338840249925852,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m1,1,False,test,71.12758383188653,0.07784611764912672,0.3338840249925852,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,66.62401805372853,0.11384079714428742,0.35342187201604247,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m2,2,False,test,68.02448755231113,0.11874124189766094,0.35342187201604247,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,71.52460749755468,0.09568368951769485,0.3678555800579488,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m3,3,False,test,69.90543414499867,0.09871337599344034,0.3678555800579488,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,73.33910577133152,0.07345481636399488,0.34884548699483275,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m4,4,False,test,74.04982725464289,0.074892356697309,0.34884548699483275,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,71.54404691171638,0.1018001312546249,0.3166890668217093,118.8896484375
bike-sharing,regression,tabm_d,0,AdamW,adamw,default,orthogonal_all__m5,5,False,test,71.31690429087662,0.10575056819402524,0.3166890668217093,118.8896484375
