dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,rbf_reference,-1,True,validation,0.6527765609456229,0.0,0.1604873421601951,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,rbf_reference,-1,True,test,0.6897238525837522,0.0,0.1604873421601951,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,0.6590223718899247,0.09901424558937254,0.15113839996047318,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m0,0,False,test,0.6927290225697135,0.09734367800063362,0.15113839996047318,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,0.6595486419098086,0.10847860782079623,0.15851912694051862,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m1,1,False,test,0.6854414639836207,0.09559300518131734,0.15851912694051862,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,0.656147572996431,0.0946533546534259,0.15847850614227355,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m2,2,False,test,0.6926459772378817,0.08389953164243184,0.15847850614227355,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,0.6463690010761675,0.117403986584372,0.15063572209328413,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m3,3,False,test,0.698318400850438,0.12098649451212842,0.15063572209328413,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,0.6590068337627033,0.16976631949639853,0.1852331650443375,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m4,4,False,test,0.7077868206004603,0.16632971217237486,0.1852331650443375,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,0.6596894807190061,0.19441513528742235,0.23779843002557755,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m5,5,False,test,0.706536641775047,0.1964192551421222,0.23779843002557755,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,0.6495452147604299,0.13741156778627692,0.19643603917211294,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m6,6,False,test,0.7104116122848595,0.14904811523914763,0.19643603917211294,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,0.6579891847064699,0.24563898497133135,0.2289967630058527,68.65185546875
wine-quality-red,regression,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m7,7,False,test,0.7266016829093522,0.24400038423235532,0.2289967630058527,68.65185546875
wine-quality-red,regression,controlled_mlp,1,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,0.6618453434511343,0.0,0.36479032994247973,68.66796875
wine-quality-red,regression,controlled_mlp,1,BlockAdam,block_adam,default,rbf_reference,-1,True,test,0.7107869936997404,0.0,0.36479032994247973,68.66796875
wine-quality-red,regression,controlled_mlp,1,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,0.6588975641331745,0.08805705491498747,0.3686308949254453,68.66796875
wine-quality-red,regression,controlled_mlp,1,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,0.7083766603911954,0.09753196037377929,0.3686308949254453,68.66796875
