git_commit,git_dirty,task_id,task_seed,seed,model,split,magnitude_multiplier,training_seconds,operation_count,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedFull,iid,1.0,0.004157789051532745,6,0.005599666131538974,0.0069187361212091165,0.9999951174755084,0.0022096435213811477,0.00209956825549307
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedFull,future,4.0,0.004157789051532745,6,0.020113772360112064,0.03367661244015456,0.9999945900003419,0.002325940596423443,0.0015264950597767208
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoOrdinal,iid,1.0,0.0027601751498878,6,1.9107391327729704,2.1992757096635325,0.5066555446411833,0.7023848342317882,0.7891148535023367
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoOrdinal,future,4.0,0.0027601751498878,6,2.2685466579743947,2.9505710085173584,0.9584708940673702,0.20378691305535263,0.2446912315332916
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoTime,iid,1.0,0.002640774939209223,4,1.306917290088975,1.6186473788373685,0.7327637351459754,0.5169489963758751,0.489654493938551
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoTime,future,4.0,0.002640774939209223,4,2.9065761123648333,4.28767332834192,0.9123031853496693,0.29613647976960006,0.25042913456234517
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoCategoricalConditions,iid,1.0,0.0025694977957755327,10,0.4911540277619163,0.6532868869997154,0.9564689865313685,0.20864087199930786,0.17680832303807228
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoCategoricalConditions,future,4.0,0.0025694977957755327,10,8.175384713250871,10.584663719919263,0.4655653972934838,0.7310503421150395,0.6447251605974096
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,ManualPreprocessingMLP,iid,1.0,1.1638574011158198,-1,2.3038623768511988,2.866364765308517,0.1619811073454056,0.9154337183295108,0.7745756531932387
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,ManualPreprocessingMLP,future,4.0,1.1638574011158198,-1,10.557766609252866,14.291129255190057,0.02574300169033772,0.9870445776709694,0.9720459771118384
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,LearnedEmbeddings,iid,1.0,0.052063367795199156,-1,2.3601294653789697,2.9396491444285195,0.11858204154192764,0.9388386221593529,0.7590996031052204
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,LearnedEmbeddings,future,4.0,0.052063367795199156,-1,10.234332091703843,13.993307298951471,0.06592621690643863,0.9664749262622189,0.9548796737857046
