dataset,split_seed,model,variance_temperature,rho,validation_nll
kdd17_stock_return,20260922,neural_projective,3.104767853873011,,1.4606391754825265
kdd17_stock_return,20260922,neural_direct,4.623307577886441,,1.7057757832386176
kdd17_stock_return,20260922,bayes_linear,6.130305277811934,,1.5703803650036439
kdd17_stock_return,20260922,gp_rbf,3.2686392769437886,,1.5158246196397371
kdd17_stock_return,20260922,tabpfn_independent,1.3693124916730424,0.0,1.6371844894489649
kdd17_stock_return,20260922,tabpfn_projective,1.3759004671244655,0.25,1.6362415850073837
kdd17_stock_return,20260922,tabicl_independent,3.788399064467778,,1.6716686983568407
