dataset,split_seed,model,variance_temperature,rho,validation_nll
puma32h,20260921,neural_projective,2.475458978926482,,1.687005990542622
puma32h,20260921,neural_direct,4.905147713138438,,2.032182609433881
puma32h,20260921,bayes_linear,3.3903182948645494,,1.758313370765957
puma32h,20260921,gp_rbf,1.9438455223365891,,1.7317274356236658
puma32h,20260921,tabpfn_independent,0.9338965419739399,0.0,1.6242764939090222
puma32h,20260921,tabpfn_projective,0.8887126382493806,0.25,1.6039688280895645
puma32h,20260921,tabicl_independent,1.5709278850515669,,1.7406042401609902
