dataset,split_seed,model,variance_temperature,rho,validation_nll
cpu_act,20260922,neural_projective,2.480182781563088,,1.5955659200366088
cpu_act,20260922,neural_direct,5.485856679674427,,1.9965888539678645
cpu_act,20260922,bayes_linear,15.2131530333569,,1.9088680195452148
cpu_act,20260922,gp_rbf,6.868927002078562,,1.4799244537782417
cpu_act,20260922,tabpfn_independent,3.542895216904026,0.0,2.081935832292971
cpu_act,20260922,tabpfn_projective,3.542895216904026,0.0,2.081935832292971
cpu_act,20260922,tabicl_independent,10.350264532088431,,1.3675648459248524
