model,alpha,split,n_tasks,n_observations,nrmse_mean,nrmse_std_across_tasks,nrmse_ci95_low,nrmse_ci95_high,residual_usage_mean,gate_mean,training_seconds_mean
AdaptiveResidual,0.0,iid,1,1,0.001465690341908071,0.0,0.001465690341908071,0.001465690341908071,0.0014656903419080723,0.044487912993645296,0.014396109152585268
AdaptiveResidual,0.0,ood,1,1,0.0021101037840251745,0.0,0.0021101037840251745,0.0021101037840251745,0.0021101037840251715,0.046063787915045395,0.014396109152585268
AdaptiveResidual,0.1,iid,1,1,0.11662279934506103,0.0,0.11662279934506103,0.11662279934506103,0.005087200887116115,0.044818822032539174,0.016728000016883016
AdaptiveResidual,0.1,ood,1,1,0.02109278251597499,0.0,0.02109278251597499,0.02109278251597499,0.009498457477732668,0.0458585737796966,0.016728000016883016
AdaptiveResidual,0.25,iid,1,1,0.28218175677088214,0.0,0.28218175677088214,0.28218175677088214,0.0077529760891043775,0.045934821071568877,0.013413429027423263
AdaptiveResidual,0.25,ood,1,1,0.05257913085875999,0.0,0.05257913085875999,0.05257913085875999,0.010199233539341225,0.04606142663396895,0.013413429027423263
AdaptiveResidual,0.5,iid,1,1,0.508909094131931,0.0,0.508909094131931,0.508909094131931,0.008219695970443228,0.04712183016818017,0.014867498073726892
AdaptiveResidual,0.5,ood,1,1,0.10554210372706231,0.0,0.10554210372706231,0.10554210372706231,0.009686960870720802,0.04643658371060155,0.014867498073726892
AdaptiveResidual,1.0,iid,1,1,0.7662284779493569,0.0,0.7662284779493569,0.7662284779493569,0.00655214436271948,0.047831257252255455,0.014102246845141053
AdaptiveResidual,1.0,ood,1,1,0.20653473403401407,0.0,0.20653473403401407,0.20653473403401407,0.009716924150336353,0.046662673994433135,0.014102246845141053
PenalizedScalarResidual,0.0,iid,1,1,0.0010666809184748966,0.0,0.0010666809184748966,0.0010666809184748966,0.0010666809184748992,0.047157324850559235,0.028494209051132202
PenalizedScalarResidual,0.0,ood,1,1,0.002722457078998972,0.0,0.002722457078998972,0.002722457078998972,0.002722457078998972,0.047157324850559235,0.028494209051132202
PenalizedScalarResidual,0.1,iid,1,1,0.11666958345751761,0.0,0.11666958345751761,0.11666958345751761,0.005172003965826197,0.046997521072626114,0.013905058847740293
PenalizedScalarResidual,0.1,ood,1,1,0.020889701610192487,0.0,0.020889701610192487,0.020889701610192487,0.009599238362535506,0.046997521072626114,0.013905058847740293
PenalizedScalarResidual,0.25,iid,1,1,0.28230924421489,0.0,0.28230924421489,0.28230924421489,0.007763537562303745,0.047151826322078705,0.010125696891918778
