dataset,model,seed,train_seconds,heldout_nll,rmse,pit_calibration_error,mean_additivity_violation,scale_violation,variance_polarization_violation
Electricity,direct_mixture4,20261302.0,11.817798897313574,0.7320290406545004,0.5520287354787191,0.024900541951258976,0.11359954625368118,0.3594452713926633,0.5324593782424927
Electricity,joint_gaussian,20261302.0,13.877469841390848,0.4556712011496226,0.4421683649222056,0.00854853936471045,1.0459539604804983e-07,3.08338278169155e-07,3.501973064127621e-07
Electricity,projective_mixture4,20261302.0,14.059700359357521,0.4534602264563243,0.44799040754636127,0.013916019660731157,1.0412573677361554e-07,8.061549934268442e-07,1.2862728529701901e-06
JenaWeather,direct_mixture4,20261302.0,12.437719562711814,0.35485178232192993,0.473421186208725,0.022097446645299595,0.09571513285239537,0.3639848542710145,0.5975494583447775
JenaWeather,joint_gaussian,20261302.0,13.83823394527038,0.13565155863761902,0.4157749017079671,0.0354365569849809,9.75618685098804e-08,3.3122485376679833e-07,4.7603520177593356e-07
JenaWeather,projective_mixture4,20261302.0,13.84669148401978,0.013912880017111698,0.4113114873568217,0.014982997439801693,8.946907096666716e-08,1.1315589153089907e-06,1.6943541064999106e-06
Traffic,direct_mixture4,20261302.0,12.359087141463533,1.3707755009333293,1.112576683362325,0.07998770475387573,0.16349547108014426,0.4626189147432645,0.9003491202990214
Traffic,joint_gaussian,20261302.0,13.778750439407304,2.4376548131306968,0.85252978404363,0.036630142480134964,1.0508025620007781e-07,1.4171266234560184e-07,1.452018523195875e-07
Traffic,projective_mixture4,20261302.0,13.93212967342697,0.9016992449760437,0.8525086839993795,0.06476960331201553,1.0785641061753874e-07,4.1751296582977676e-07,5.739304356211505e-07
