hypothesis,dataset,task,seed,training_seed,arm,budget_per_numeric,input_features,train_rows,val_rows,test_rows,split_fingerprint,failure,parameters,best_epoch,epochs_trained,batches_per_epoch,gradient_updates,forced_epoch_budget,train_seconds,val_proper_loss,val_metric,test_proper_loss,test_metric
external_selective_measure_orbit,coil2000_external,binclass,101,101,baseline_anchor,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,7,13,14,182,,1.9108210410922766,0.21294982705490925,0.9402579769178547,0.20550451834103967,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,101,101,measure_orbit,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,8,14,14,196,,2.0103862518444657,0.21216715937167996,0.9402579769178547,0.20487578739528575,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,101,10101,baseline_seedmate_update_matched,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,5,14,14,196,14,1.943668135907501,0.21248799405648083,0.9402579769178547,0.20696389277577817,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,202,202,baseline_anchor,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,7,13,14,182,,2.1217177561484277,0.21256080767369925,0.9402579769178547,0.2051384131600762,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,202,202,measure_orbit,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,7,13,14,182,,1.8567235970404,0.21227451174504247,0.9402579769178547,0.20496921522128167,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,202,10202,baseline_seedmate_update_matched,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,6,13,14,182,13,1.9255285260733217,0.21283312784191724,0.9402579769178547,0.20557324267275978,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,303,303,baseline_anchor,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,6,12,14,168,,1.8205712819471955,0.21233588723315536,0.9402579769178547,0.20561090027809087,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,303,303,measure_orbit,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,7,13,14,182,,1.7911433428525925,0.21203633264237587,0.9402579769178547,0.20546316351617464,0.9402579769178547
external_selective_measure_orbit,coil2000_external,binclass,303,10303,baseline_seedmate_update_matched,7,1064,6876,1473,1473,c58cf68d2b619611,,127048,6,13,14,182,13,1.8447886919602752,0.21212164527612143,0.9402579769178547,0.20631007197606027,0.9402579769178547
external_selective_measure_orbit,openml_credit_43454_external,binclass,101,101,baseline_anchor,39,1040,22807,4887,4887,d998f77365c476ba,,125512,26,30,45,1350,,13.324650572845712,0.21248839039917042,0.9289952936361776,0.210426626074565,0.9298137916922448
external_selective_measure_orbit,openml_credit_43454_external,binclass,101,101,measure_orbit,39,1040,22807,4887,4887,d998f77365c476ba,,125512,29,30,45,1350,,14.090546249877661,0.2104883931164514,0.9300184162062615,0.2122120747495265,0.9300184162062615
external_selective_measure_orbit,openml_credit_43454_external,binclass,101,10101,baseline_seedmate_update_matched,39,1040,22807,4887,4887,d998f77365c476ba,,125512,27,30,45,1350,30,13.352577560115606,0.210733803422951,0.929609167178228,0.21034680622554103,0.929609167178228
external_selective_measure_orbit,openml_credit_43454_external,binclass,202,202,baseline_anchor,39,1040,22807,4887,4887,d998f77365c476ba,,125512,22,28,45,1260,,13.477306959917769,0.21351908472861755,0.9287906691221608,0.21429469509524535,0.9302230407202783
