dataset,task,selective_vs_seed_relative_proper_loss_reduction,selective_vs_baseline_relative_proper_loss_reduction,seed_vs_baseline_relative_proper_loss_reduction,raw_orbit_vs_baseline_relative_proper_loss_reduction,selective_vs_seed_official_gain,selective_vs_baseline_official_gain,orbit_activations,paired_seed_wins,paired_baseline_wins,mean_time_ratio
coil2000_external,binclass,0.0017702318814939012,0.0015342585150498209,-0.00023610102944769,0.0015342585150500913,0.0,-1.1102230246251565e-14,3,3,3,1.0050443029773606
give_me_some_credit_external,binclass,8.476561341278291e-05,0.0038629666409827445,0.0037853662394212915,0.004242725109780308,0.007407407407407825,0.051851851851847375,1,1,1,0.9936617915962979
helena_external,multiclass,-0.006334757709201804,-0.00030998040164286356,0.005986394963757344,-0.0008188632098843045,-0.421779141104293,-0.03834355828220559,2,0,1,0.9806975601173229
openml_credit_43454_external,binclass,-0.011343334646079353,-0.005441941329990003,0.005825941619885588,-0.005441941329989742,0.04092490280335204,0.0613873542050262,3,0,0,0.9651841022348391
sberbank_window2_external,regression,-0.004847190892717574,-0.007349683410012978,-0.0027266647668795097,0.013187299965547626,-0.2354415607655893,-0.3645574581556117,2,2,1,0.9995838724179684
taiwanese_bankruptcy_external,binclass,-0.009145147813820925,0.0022056725539601513,0.011139307409968671,-0.001043424119300711,0.0,0.0,1,1,1,1.0023487558461335
year_external,regression,-0.0066210376360892895,0.0,0.0065698901518441225,0.0,-0.3304081612822952,0.0,0,0,0,1.0036506052390686
