dataset,openml_id,openml_version,problem_type,model,model_seed,pipeline,representation_id,reference_id,family,variant,scope,member,repair,is_reference,n_train,n_validation,n_test,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,predict_seconds,transform_metadata_json
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,basis_reference__density,basis_reference__density,T6,rbf_basis_reference,reference,-1,none,True,1023,256,320,0.6713074289630144,0.5125738307833672,0.0,1.0,1.0,1.0431764349341393,0.010534013854339719,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""feature"":""density"",""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m0,basis_reference__density,T6,orthogonal,one,0,none,False,1023,256,320,0.6618963193674806,0.5049384400248528,0.09416437004389284,0.9902530907211251,0.9879537066961593,0.26854531303979456,0.009087814018130302,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.000000000000001,""feature"":""density"",""matrix"":[[0.07776830393167365,-0.49900823136884065,-0.35695215134857594,0.21386918489159498,0.6116738571106164,-0.2800838229297412,-0.33468159156890687,-0.08476075894271992],[0.48838565260250477,0.1357755003711952,-0.03236832070638566,0.6343318970101566,-0.24074188759877285,-0.10209173848874227,-0.13127169363046115,0.5039922291268373],[-0.7573551769233348,-0.12830794460170708,-0.04879141702546899,0.26017843238920757,-0.058456130111386145,-0.2966315424931518,0.26869693551963725,0.41984682203934987],[-0.17067726146705942,-0.275598921423552,-0.2824890137100438,0.48313740322787413,-0.4018543395264391,0.4257840514992307,0.014250938026671999,-0.4885802449154726],[0.030664077243773645,0.1845172030280795,-0.09021204059690914,0.19309999912310652,0.572765750140203,0.5893122919507148,0.45860851399600017,0.1841628169202107],[-0.11304476307018177,-0.07939733399258592,-0.49311843465841604,-0.3831278734172699,-0.17061845258675185,0.4119644447865732,-0.40444676187333034,0.4780812102424022],[0.36081025902363834,-0.3348024602036411,-0.41879098873133486,-0.2529377995399567,-0.20963567607807296,-0.2163547917440876,0.651362627730759,0.05770668545795131],[-0.09386429850393464,0.6983515462648497,-0.6022183267792925,0.05211853436469811,0.04331315224609018,-0.2793473132666575,-0.013513593905710395,-0.24086882063820808]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m1,basis_reference__density,T6,orthogonal,one,1,none,False,1023,256,320,0.6630840448191794,0.5083473205566407,0.09073543336095435,0.9916689234713182,0.9896474534746071,0.259889350971207,0.0072430039290338755,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000007,""feature"":""density"",""matrix"":[[-0.4113875120706688,-0.5534519652890906,-0.1378774113442217,-0.3727256838100926,-0.39076611368915304,0.3889933863785406,0.24662452809344906,-0.04097502883438027],[0.03671407020980098,-0.2547147893924029,-0.19306067680017855,0.2871343709403097,-0.2547214860695618,0.16405647342097945,-0.7982537793520439,0.2916285703166746],[-0.2834963052709918,0.08605378514496204,0.37162473397003587,-0.08613863132557474,-0.10232436621752644,-0.22491698875865213,0.128351315230496,0.8301613074454272],[0.41101135172421355,-0.2160914054791992,-0.0077173031172194165,0.07056414932143619,0.4973593723991182,0.5958232389556175,0.21166476933266093,0.36354045899396353],[0.15812785602692395,0.36718612311725196,-0.5043991834944523,0.3613276668537243,-0.49430913279521804,0.12934675245682084,0.3965413139785836,0.1920328049237319],[0.09714836454349224,-0.33579945036531617,0.5841245360742787,0.621152792914595,-0.2643819183249497,0.008388984319875286,0.2097932833428419,-0.1918000601679084],[-0.4218025641056152,0.5474770642810894,0.30164961771884924,0.0857071608173245,0.006851767570677023,0.6165421494305943,-0.160723683279565,-0.13420126901226834],[0.6064258231154467,0.1655067760948454,0.3448773593974829,-0.4924388919266892,-0.45858033480617455,0.13874961447536235,-0.11662278250939695,-0.016447505289198833]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m2,basis_reference__density,T6,orthogonal,one,2,none,False,1023,256,320,0.6629622247577885,0.5048448085784912,0.11331161883237549,0.9864961962403941,0.9845006605612437,0.2661834149621427,0.009914059890434146,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000007,""feature"":""density"",""matrix"":[[-0.5627547881369026,-0.22919714343413228,0.5132364919375081,0.4495157382697719,0.10342409906847855,0.2605349339117787,0.2160582128565593,0.20010865764072758],[-0.33646505296151163,0.12025685817253079,-0.6509446855211702,0.4680265885997668,0.26771491768454353,-0.09933592494126418,0.14530825792206836,-0.3562278652749724],[0.2966365597471051,0.09419153452418695,-0.12842889513383957,0.299694847502583,-0.6400692119042625,0.5092727430034877,0.34217130086588926,-0.10341760773770892],[-0.42759966980108255,0.11649183010130638,-0.19984117415348726,-0.2732384831531076,-0.44708635125613194,-0.41478904716907666,0.4028675450593457,0.3933878421477997],[-0.3773108259945417,0.610160656294037,0.11343428664266902,-0.43919110087266305,0.08228905029883751,0.4394655240243556,0.0009173909988817107,-0.2822801399584158],[-0.21117042397325278,-0.6142863463480585,-0.42618140896639284,-0.37530436050380045,0.02527261571435787,0.4785849633281649,-0.1080767929353031,0.11921625295032892],[0.33483083374313666,0.11712550595792515,-0.08369287310595853,-0.10929326219177411,0.5481585958594276,0.1628012853304834,0.6328860084320672,0.3573424269112396],[-0.01398198030158334,0.383669701570265,-0.23436385386752934,0.2621511774846928,0.01301299177964626,0.2053471922740643,-0.49050460384382183,0.6678479128856324]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m3,basis_reference__density,T6,orthogonal,one,3,none,False,1023,256,320,0.6666490825177528,0.508474899828434,0.10763112214677154,0.9883286760054494,0.9840857383774639,0.27030825009569526,0.007170794997364283,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000004,""feature"":""density"",""matrix"":[[0.29445924346676544,0.18377595788039527,-0.26643200019169444,-0.3855370151384533,0.5056544344631274,0.04192315655173608,-0.4706289299659198,0.4253937030631203],[0.24297765830328505,0.18431141295866593,-0.3483236805989769,0.2030687841463962,-0.32775556888372864,-0.13948130663149613,-0.5845088176508121,-0.5252575913896362],[0.01820013016704338,-0.04226861480808131,0.1182063921434752,0.5078807529676387,0.7076939688374101,-0.40810461503922807,0.017724127344193385,-0.24139642509838677],[-0.49357104564440896,0.7311113113531452,-0.20604527668261005,0.32670687535684284,0.029293409736676258,0.19522157164917892,0.03706974758475418,0.17980017460266912],[0.4740111786424637,0.2873091391643115,0.030432588779698053,-0.07459613817467474,0.22685869400804973,0.5679223856407021,0.3628022204701774,-0.4250293877454589],[-0.4047253538756422,0.2361832569186508,0.08851790255904372,-0.6605373676270927,0.1465111620831246,-0.3058604334402092,0.03626922048561338,-0.46897573739218046],[0.43150558082184864,0.3569304221400287,-0.18157296981993512,-0.050526527012009936,-0.20897613609469531,-0.5957209565248167,0.4594627530980154,0.20303061144835802],[-0.1887477518743935,-0.36085581113086607,-0.8423341918256236,-0.03188901737008215,0.13638038521568197,0.05618430646288237,0.30186522236643787,-0.10360825907937553]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m4,basis_reference__density,T6,orthogonal,one,4,none,False,1023,256,320,0.6641033209887757,0.5056002989411355,0.09647541015539127,0.9902997338541316,0.9873684942957356,0.2670176918618381,0.010316766100004315,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000007,""feature"":""density"",""matrix"":[[-0.15986895615963384,0.39361336983459627,0.04189437073667374,0.22952858656137673,-0.8555983465017614,-0.04344261453212223,0.10676322198673904,-0.14049108417502135],[-0.40888562662747185,0.04938974745217812,-0.7400376192320287,0.3636321643722395,0.1570938252347365,-0.11677184858954816,0.23704993795551269,0.23660591857518304],[-0.12419454664753582,-0.6426094256529405,0.2926357909611443,0.456221992575369,-0.22555210599875686,0.16845210551747367,-0.0729637462236573,0.43963741349819335],[-0.16540869462964972,0.5150631485167511,0.19211057551465066,0.41829404894127187,0.29197321605004833,0.32644018234377614,-0.5454536898809673,0.0783725260066584],[-0.1294123580962279,-0.22821460808546487,-0.3067870980181084,-0.153446063143355,-0.11976714603630463,0.8065681478289451,-0.0384923307295556,-0.3835733444035372],[-0.5848787722685862,-0.13874151531781598,0.3773590970571689,0.1688380037812925,0.2417453930896877,-0.17631299615977314,0.2520148193428311,-0.5610016730464629],[-0.22171119561939998,0.2962292281847073,0.3006953096109451,-0.2777241129480705,0.09561762028977086,0.37108028225265005,0.579452301720597,0.46144963193766964],[0.5970624327291061,0.07286546499459716,0.033333520392352524,0.5502701249096981,0.1588179916314258,0.17377785973456886,0.47833817181556165,-0.22376200720680756]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m5,basis_reference__density,T6,orthogonal,one,5,none,False,1023,256,320,0.6672955792708651,0.5069641306996345,0.11042800290158304,0.988924968468513,0.9843834715949511,0.2677162440959364,0.01035523391328752,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000007,""feature"":""density"",""matrix"":[[-0.3968490765563128,0.08362446987034655,-0.46418139048256196,0.47732255457154044,0.5753704848710834,-0.1431751253127747,-0.03918578237998061,-0.19781490639593732],[0.611113112471724,0.17949965799703013,-0.24589662207547885,-0.20175782724632652,0.24425836335234571,-0.580921457551299,-0.2826584536041703,0.1269707747309961],[0.5872954965590474,0.0845144729836306,0.08284155056260971,0.42045532900708593,0.10093335639590796,0.1555722598247,0.6016853778237788,-0.2605385442510108],[-0.2044736744002437,0.029373794566088452,-0.02931722850410918,0.1580569960508028,-0.5709881354148849,-0.6649111122795733,0.2062370903168509,-0.34758913582345974],[-0.07731742390027521,-0.06648940694076418,0.8185404110754724,0.2897379068944468,0.3174743360012056,-0.31662309335869115,-0.16268996947797265,0.09020283828536436],[-0.12908419196771795,0.10292748441020802,-0.11448589422910257,0.17679844026406516,-0.06401698978872136,-0.16498768180590495,0.42390606177908974,0.8469728664706037],[-0.010834516881534693,0.8725021427316954,0.08670756434958145,0.23882059233960293,-0.22826202251190325,0.18943203461952077,-0.29269089742675103,0.020325821849945427],[-0.2440655465026947,0.42012665651347775,0.16035784776021242,-0.5978722621549355,0.34070512753919174,-0.11120258204069873,0.4713568764087201,-0.17359843657936325]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m6,basis_reference__density,T6,orthogonal,one,6,none,False,1023,256,320,0.6603082320952963,0.5000888913869858,0.10080978880981437,0.9890573930407786,0.985755314931614,0.25968190701678395,0.010314131854102015,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000007,""feature"":""density"",""matrix"":[[-0.02847668293624011,0.6049534670170127,0.32850181881777024,0.438041767814893,-0.07088145414716158,0.4599963221351599,-0.29481848260448984,0.17288033824284577],[0.12256795675783747,0.08701950640043421,-0.23159248373304286,0.06832032507446956,-0.15148960065522693,0.4590805616441659,0.821775007778649,0.1004177850099832],[-0.3958340578788667,0.11716839832108565,0.15143583087859053,0.021018527128926972,-0.010971634950204685,0.10797497024601799,0.13291633592474603,-0.881343663035421],[0.6778370259259511,-0.2213543892669238,-0.14368419044144012,0.05415048463732842,0.3431777488074455,0.41025411661766226,-0.24600887219107798,-0.3483705016097784],[0.3738601287617297,0.07780155228679242,0.07542042245022973,-0.27935332932731555,-0.8499975688031028,-0.026428272880805417,-0.14125800272347072,-0.16522970660002248],[-0.011682632429667513,-0.4232590585839457,0.8067273573607476,-0.24635047387249204,0.05095579912030267,0.2620592869359322,0.14096134667694088,0.13444714851700618],[0.01546979751283313,0.5145793491311187,-0.03394640235773402,-0.7913183493916727,0.30139933487031084,0.12019569523631216,-0.017668142918821253,0.045066206939403185],[-0.4773587173173417,-0.33725285806535543,-0.3704374327537867,-0.18752632000542394,-0.1954519296549327,0.5602328609703862,-0.3456077161872994,0.12038331962027281]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_orthogonal_m7,basis_reference__density,T6,orthogonal,one,7,none,False,1023,256,320,0.6768661720231353,0.5260211810469627,0.23221878577902963,0.9389252347093654,0.9325793566142644,0.15104001807048917,0.010319900931790471,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":1.0000000000000009,""feature"":""density"",""matrix"":[[0.10895442101934827,-0.15741716569792416,0.425709944829161,-0.6139820829185952,0.4955443056970881,0.38948402355037803,-0.02149199770255418,0.08615071292462124],[0.29989245981257334,-0.1553189061902963,0.24511903858808776,0.011853315989390243,-0.6039465394134981,0.25140667098610264,-0.45843055440138114,0.4331297679154705],[-0.2818975853086338,-0.2912721627698572,0.046717313614856565,-0.24786085383748752,0.017694479728281406,-0.46518274700953377,-0.6644340669549206,-0.33748489785121916],[-0.40102534597198447,0.4637369146305902,-0.46698601936936573,-0.22054274555458703,-0.04050157057014721,0.4918575945706336,-0.3370538159957874,0.015561348301773166],[-0.6850507244676554,0.142850015121139,0.5389271695367207,0.29430811871139934,0.07358856073589257,-0.047100684742752294,0.011136602151914228,0.354234160690383],[0.1963882850019206,0.10058248575116631,0.2677248026617748,0.558402422341427,0.2231718724149802,0.38618100500053554,-0.31872164235800016,-0.517010668428852],[0.21145291136376182,-0.045252881414425614,-0.3165160060319711,0.27903227051727547,0.5766345138819325,-0.1649456350108503,-0.34268167426650487,0.545942577518867],[-0.3245468882445926,-0.786532699886948,-0.27591267462331553,0.19110691580095435,-0.001619654872760574,0.38498921295921545,0.12313966674249169,-0.0018102906509091642]],""width"":0.0006500000000000394}"
wine-quality-red,40691,1,regression,tabm_d,0,numeric_code,T6_basis_cond_le_3_m0,basis_reference__density,T6,cond_le_3,one,0,none,False,1023,256,320,0.6630545402436533,0.5067327991127968,0.10141545816020833,0.9892374493240229,0.9860343711575983,0.2693395698443055,0.007149012992158532,"{""centers"":[0.99358,0.99515,0.9958,0.996333,0.99685,0.9974,0.9982,0.9998],""condition_number"":2.7888179446863743,""feature"":""density"",""matrix"":[[-0.38249788008835267,1.1359455534560932,-0.22847820063935986,0.5359676566449452,0.4158563743661445,0.2655935588685953,0.4608627695942493,0.7506115841734967],[0.5274380253202187,0.7664139149222706,0.7558319743567584,0.45636074818968214,-0.05495716007441981,0.6636291564090334,-0.4567364422670169,-0.282687266822651],[0.3388625478220712,0.9078017022126874,-0.864026473685686,-0.5346509630294557,0.6378473869643869,0.1944824456258383,0.2863813188278536,-0.8449625199040384],[-0.6767945539993341,-0.5666927341289327,0.35010605089695385,-0.47120718836780445,0.42166184708579685,0.3615219219542911,1.668077948283704,-0.8539342544684088],[0.12465749390927094,-0.6438459650321264,0.9774169449741804,-0.14055358747642155,0.9490418242237163,-0.29579596606982755,-0.622358410768377,0.23614590774322144],[-0.8230095931387054,0.9098118336819401,0.41079082375679926,0.3713594846093074,0.31615323725440597,0.474898961456988,-1.4366347660882084,-0.6038641947147959],[0.0716557066272466,0.8746066938320141,0.5024777280151131,-0.7933571656272338,-0.368577403582123,-0.9315312964358365,0.7702909071138786,0.5349053608108303],[0.20806150412608299,-0.6961354944092514,0.028351638708848822,-0.6003305614136378,-0.21388677174719528,1.4304796710639551,-0.30278910954635485,0.5867029781467445]],""width"":0.0006500000000000394}"
