git_commit,git_dirty,task_id,task_seed,seed,model,multiplier,training_seconds,mean_node_validation_nrmse,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,ExactPrimitives,1.0,0.0,0.339456707239151,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,NeuralPrimitives,1.0,1.246215053834021,0.339456707239151,0.6867675986461563,2.1565798759731765,0.7243803441261676,0.5249949103313597,0.1835484659333662
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,ExactPrimitives,2.0,0.0,0.339456707239151,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,NeuralPrimitives,2.0,1.246215053834021,0.339456707239151,2.433289774611694,3.280990463381903,-84.98595693852158,9.272861313452369,4.723720855655749
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,ExactPrimitives,4.0,0.0,0.339456707239151,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,NeuralPrimitives,4.0,1.246215053834021,0.339456707239151,7.391558024717597,9.98642771957174,-1130.3694330410858,33.63583554843087,23.405947489759292
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,ExactPrimitives,8.0,0.0,0.339456707239151,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,0,NeuralPrimitives,8.0,1.246215053834021,0.339456707239151,16.49551036160119,21.081278043513716,-5517.895830932441,74.28927130435754,117.75763392117098
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,ExactPrimitives,1.0,0.0,0.33683764934539795,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,NeuralPrimitives,1.0,1.0811346219852567,0.33683764934539795,0.7382965326607973,2.1719766474232527,0.7204307556621629,0.5287430797068055,0.2380763434211174
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,ExactPrimitives,2.0,0.0,0.33683764934539795,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,NeuralPrimitives,2.0,1.0811346219852567,0.33683764934539795,2.659151764539274,2.9502483430558097,-68.52399874062766,8.338105224847409,8.46923464934465
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,ExactPrimitives,4.0,0.0,0.33683764934539795,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,NeuralPrimitives,4.0,1.0811346219852567,0.33683764934539795,5.985156163442298,6.874168305410777,-535.073621078307,23.15326372411257,27.19550245009873
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,ExactPrimitives,8.0,0.0,0.33683764934539795,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,1,NeuralPrimitives,8.0,1.0811346219852567,0.33683764934539795,12.30546003731979,14.945433115227226,-2772.8012207337715,52.66688922590523,100.8931835632556
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,ExactPrimitives,1.0,0.0,0.28497856110334396,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,NeuralPrimitives,1.0,1.0452602901495993,0.28497856110334396,0.49699562114369655,1.8250482215880581,0.8026088044890058,0.44428728938716455,0.10207742698710112
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,ExactPrimitives,2.0,0.0,0.28497856110334396,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,NeuralPrimitives,2.0,1.0452602901495993,0.28497856110334396,0.8070205568292295,0.9857582066684347,-6.761727573638404,2.785987719577817,2.08093144043512
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,ExactPrimitives,4.0,0.0,0.28497856110334396,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,NeuralPrimitives,4.0,1.0452602901495993,0.28497856110334396,1.91409875566751,2.5441844216610767,-72.43131288610144,8.569207249571074,5.668570338048156
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,ExactPrimitives,8.0,0.0,0.28497856110334396,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,2,NeuralPrimitives,8.0,1.0452602901495993,0.28497856110334396,4.611864301392416,6.956246983895457,-599.908449940787,24.513434070745515,19.668615074502384
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,ExactPrimitives,1.0,0.0,0.3029082268476486,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,NeuralPrimitives,1.0,1.1938384240493178,0.3029082268476486,0.6151153371640703,1.8536080102758785,0.7963826013720873,0.4512398460108689,0.19553951864648653
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,ExactPrimitives,2.0,0.0,0.3029082268476486,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,NeuralPrimitives,2.0,1.1938384240493178,0.3029082268476486,2.9046979184513475,3.374727275288143,-89.96932158806688,9.537783892921189,8.482229403763306
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,ExactPrimitives,4.0,0.0,0.3029082268476486,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,NeuralPrimitives,4.0,1.1938384240493178,0.3029082268476486,7.2079510833464155,8.24512189029249,-770.219985932982,27.770847771232734,30.00846174274229
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,ExactPrimitives,8.0,0.0,0.3029082268476486,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,3,NeuralPrimitives,8.0,1.1938384240493178,0.3029082268476486,14.39864029844648,16.604002792537074,-3422.607111531302,58.5115980941497,115.10975365963677
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,ExactPrimitives,1.0,0.0,0.3071220815181732,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,NeuralPrimitives,1.0,1.0810257801786065,0.3071220815181732,0.6241848276815745,1.9546151228748987,0.7735868751261123,0.47582888192488654,0.1862066163331334
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,ExactPrimitives,2.0,0.0,0.3071220815181732,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,NeuralPrimitives,2.0,1.0810257801786065,0.3071220815181732,2.2147090922626376,2.948594102927066,-68.4460546954651,8.33342994783451,4.601917232706013
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,ExactPrimitives,4.0,0.0,0.3071220815181732,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,NeuralPrimitives,4.0,1.0810257801786065,0.3071220815181732,6.87232812768525,9.246384945892581,-968.9024470563406,31.14325684729105,21.44671304399601
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,ExactPrimitives,8.0,0.0,0.3071220815181732,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608513,202608513,4,NeuralPrimitives,8.0,1.0810257801786065,0.3071220815181732,15.724661654903684,21.338690379505454,-5653.495309973352,75.19637830356827,85.85785856359445
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,ExactPrimitives,1.0,0.0,0.0030487494077533484,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,NeuralPrimitives,1.0,0.6117285098880529,0.0030487494077533484,0.0038489717699121684,0.00494596393278194,0.9999907270684141,0.003045148861045147,0.003021372602927756
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,ExactPrimitives,2.0,0.0,0.0030487494077533484,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,NeuralPrimitives,2.0,0.6117285098880529,0.0030487494077533484,0.08240489908803283,0.10781715909938666,0.9994436680809583,0.02358668944641652,0.024847752525586325
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,ExactPrimitives,4.0,0.0,0.0030487494077533484,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,NeuralPrimitives,4.0,0.6117285098880529,0.0030487494077533484,0.28818622551625594,0.37481192644972705,0.9975702980763932,0.04929200669080944,0.04785657059540614
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,ExactPrimitives,8.0,0.0,0.0030487494077533484,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,0,NeuralPrimitives,8.0,0.6117285098880529,0.0030487494077533484,0.70355480503531,0.9159731906788512,0.995511806908521,0.0669939780239906,0.054200931596838725
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,ExactPrimitives,1.0,0.0,0.004773844964802265,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,NeuralPrimitives,1.0,0.5745037430897355,0.004773844964802265,0.0060694109906762606,0.00780437128301969,0.9999769117503371,0.004805023377979544,0.005084408590136546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,ExactPrimitives,2.0,0.0,0.004773844964802265,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,NeuralPrimitives,2.0,0.5745037430897355,0.004773844964802265,0.14225513890960428,0.19323204334522892,0.9982130331251127,0.042272530973284914,0.04832616615208547
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,ExactPrimitives,4.0,0.0,0.004773844964802265,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,NeuralPrimitives,4.0,0.5745037430897355,0.004773844964802265,0.48801054386785836,0.6657637804631855,0.9923340404490095,0.08755546556892073,0.08279723048431911
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,ExactPrimitives,8.0,0.0,0.004773844964802265,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,1,NeuralPrimitives,8.0,0.5745037430897355,0.004773844964802265,1.1651876872183493,1.5434002784710825,0.9872572501928678,0.11288378894744874,0.1112620938731957
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,ExactPrimitives,1.0,0.0,0.0028887016233056784,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,NeuralPrimitives,1.0,0.6194097218103707,0.0028887016233056784,0.0040733085879764985,0.005008165278553361,0.9999904923656412,0.0030834452093011244,0.003063197131723855
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,ExactPrimitives,2.0,0.0,0.0028887016233056784,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,NeuralPrimitives,2.0,0.6194097218103707,0.0028887016233056784,0.09759069598112546,0.12216054116604484,0.9992857995735035,0.026724528555177558,0.028634211173788886
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,ExactPrimitives,4.0,0.0,0.0028887016233056784,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,NeuralPrimitives,4.0,0.6194097218103707,0.0028887016233056784,0.3147828590072095,0.3875581277644401,0.9974022348112741,0.0509682762973784,0.05199893251375287
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,ExactPrimitives,8.0,0.0,0.0028887016233056784,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,2,NeuralPrimitives,8.0,0.6194097218103707,0.0028887016233056784,0.6349342640569375,0.7681027087101865,0.9968439447240234,0.05617877958781834,0.05600825045660941
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,ExactPrimitives,1.0,0.0,0.0018148896051570773,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,NeuralPrimitives,1.0,0.751309028128162,0.0018148896051570773,0.0023881406868895283,0.0030989468277489987,0.9999963596477031,0.0019079707274879936,0.0017118812102172652
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,ExactPrimitives,2.0,0.0,0.0018148896051570773,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,NeuralPrimitives,2.0,0.751309028128162,0.0018148896051570773,0.04834252679756901,0.06349842516872815,0.9998070325231898,0.013891273404919732,0.015378627296567292
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,ExactPrimitives,4.0,0.0,0.0018148896051570773,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,NeuralPrimitives,4.0,0.751309028128162,0.0018148896051570773,0.20863245595501212,0.27756268801977124,0.9986675578464408,0.036502632145630806,0.03708701676700268
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,ExactPrimitives,8.0,0.0,0.0018148896051570773,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,3,NeuralPrimitives,8.0,0.751309028128162,0.0018148896051570773,0.581704092180189,0.7615729154729292,0.9968973771365622,0.055701192657229455,0.05980726428177436
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,ExactPrimitives,1.0,0.0,0.003297633258625865,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,NeuralPrimitives,1.0,1.0715858549810946,0.003297633258625865,0.0040385797274211654,0.005195696908817797,0.9999897670045116,0.003198905357832471,0.0029277388080701764
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,ExactPrimitives,2.0,0.0,0.003297633258625865,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,NeuralPrimitives,2.0,1.0715858549810946,0.003297633258625865,0.14132013169728452,0.17958930735184866,0.998456455480165,0.039287969148773444,0.04316545420679199
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,ExactPrimitives,4.0,0.0,0.003297633258625865,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,NeuralPrimitives,4.0,1.0715858549810946,0.003297633258625865,0.48539204567896377,0.611907822326907,0.9935241287704072,0.08047279807234772,0.08252657515823728
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,ExactPrimitives,8.0,0.0,0.003297633258625865,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608514,202608514,4,NeuralPrimitives,8.0,1.0715858549810946,0.003297633258625865,1.2365168099058792,1.4756052145170142,0.9883521338810886,0.10792528025866518,0.11568164730414437
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,ExactPrimitives,1.0,0.0,0.007972640451043844,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,NeuralPrimitives,1.0,2.0609055149834603,0.007972640451043844,0.014571178256574058,0.023388364518052016,0.9998259648597204,0.0131922378798891,0.0147624536559824
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,ExactPrimitives,2.0,0.0,0.007972640451043844,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,NeuralPrimitives,2.0,2.0609055149834603,0.007972640451043844,1.9242291015107185,2.157515713549945,0.9571781672191418,0.2069343682930851,0.19881335631260166
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,ExactPrimitives,4.0,0.0,0.007972640451043844,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,NeuralPrimitives,4.0,2.0609055149834603,0.007972640451043844,12.390312642033678,14.988839079979543,0.7343696017951173,0.5153934402035814,0.4625595509396058
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,ExactPrimitives,8.0,0.0,0.007972640451043844,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,0,NeuralPrimitives,8.0,2.0609055149834603,0.007972640451043844,62.310330615597195,77.06832868658934,0.4267471622201643,0.7571346232869263,0.6947582407426844
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,ExactPrimitives,1.0,0.0,0.009843215928412974,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,NeuralPrimitives,1.0,2.173065233975649,0.009843215928412974,0.017281421718053025,0.025067364655158745,0.9998000807575874,0.014139280123564683,0.01743375671932515
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,ExactPrimitives,2.0,0.0,0.009843215928412974,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,NeuralPrimitives,2.0,2.173065233975649,0.009843215928412974,1.8234179958235472,2.0709196453694267,0.9605466566254763,0.19862865698212753,0.18545452713186172
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,ExactPrimitives,4.0,0.0,0.009843215928412974,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,NeuralPrimitives,4.0,2.173065233975649,0.009843215928412974,12.005742512177676,14.612731902932792,0.7475330042711241,0.5024609395056255,0.4401124646060319
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,ExactPrimitives,8.0,0.0,0.009843215928412974,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,1,NeuralPrimitives,8.0,2.173065233975649,0.009843215928412974,61.5517293025041,76.22283571940503,0.43925612942988523,0.7488283318425624,0.6901911010283837
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,ExactPrimitives,1.0,0.0,0.007791197276674211,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,NeuralPrimitives,1.0,2.1568203950300813,0.007791197276674211,0.014464537026924518,0.022725796063999666,0.9998356856663044,0.012818515268766697,0.013478436332929417
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,ExactPrimitives,2.0,0.0,0.007791197276674211,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,NeuralPrimitives,2.0,2.1568203950300813,0.007791197276674211,1.842762982705608,2.06188362719283,0.9608901980759285,0.1977619830100607,0.1877899668689666
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,ExactPrimitives,4.0,0.0,0.007791197276674211,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,NeuralPrimitives,4.0,2.1568203950300813,0.007791197276674211,12.119919246877544,14.672395816821954,0.7454671454406534,0.5045124919755176,0.4496684409009094
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,ExactPrimitives,8.0,0.0,0.007791197276674211,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,2,NeuralPrimitives,8.0,2.1568203950300813,0.007791197276674211,61.70903604023624,76.43441339841816,0.43613880780512737,0.7509069131356247,0.6861948502427551
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,ExactPrimitives,1.0,0.0,0.007116316817700863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,NeuralPrimitives,1.0,2.183126972988248,0.007116316817700863,0.012645754959066835,0.01895685901882691,0.9998856674208896,0.010692641353304628,0.011937914144493541
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,ExactPrimitives,2.0,0.0,0.007116316817700863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,NeuralPrimitives,2.0,2.183126972988248,0.007116316817700863,1.7214171434752643,1.9309868070477394,0.9656982774729039,0.18520724210218142,0.1801607049876978
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,ExactPrimitives,4.0,0.0,0.007116316817700863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,NeuralPrimitives,4.0,2.183126972988248,0.007116316817700863,11.668614801485091,14.18857381950017,0.7619768121935429,0.4878762013118258,0.431955665108971
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,ExactPrimitives,8.0,0.0,0.007116316817700863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,3,NeuralPrimitives,8.0,2.183126972988248,0.007116316817700863,60.71041786839487,75.3509478436513,0.4520110882706809,0.7402627315550332,0.6747452857366509
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,ExactPrimitives,1.0,0.0,0.0064391918713226914,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,NeuralPrimitives,1.0,2.175615840125829,0.0064391918713226914,0.010812329764576134,0.016998970196456433,0.9999080646646045,0.00958829157856294,0.008405801408658178
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,ExactPrimitives,2.0,0.0,0.0064391918713226914,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,NeuralPrimitives,2.0,2.175615840125829,0.0064391918713226914,1.9583678299095482,2.191386196325897,0.9558231078745116,0.21018299675637028,0.19244624223857307
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,ExactPrimitives,4.0,0.0,0.0064391918713226914,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,NeuralPrimitives,4.0,2.175615840125829,0.0064391918713226914,12.372417767066509,14.917132208169837,0.736905083424223,0.5129277888511958,0.4573391113768104
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,ExactPrimitives,8.0,0.0,0.0064391918713226914,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608515,202608515,4,NeuralPrimitives,8.0,2.175615840125829,0.0064391918713226914,62.35210850473959,77.00152767146096,0.4277404956952132,0.7564783567986507,0.6961354539358193
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,ExactPrimitives,1.0,0.0,0.07981047360226512,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,NeuralPrimitives,1.0,2.1645623589865863,0.07981047360226512,0.09652834387065923,0.15775537884248086,0.9798370748362142,0.1419962153150071,0.07905715809233269
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,ExactPrimitives,2.0,0.0,0.07981047360226512,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,NeuralPrimitives,2.0,2.1645623589865863,0.07981047360226512,0.9174165286822245,1.1097770380702447,0.8772011327379214,0.3504266931357806,0.28140563826231557
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,ExactPrimitives,4.0,0.0,0.07981047360226512,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,NeuralPrimitives,4.0,2.1645623589865863,0.07981047360226512,2.113767017610371,2.582405983722088,0.7681284493775854,0.48153042543790997,0.36163329668110444
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,ExactPrimitives,8.0,0.0,0.07981047360226512,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,0,NeuralPrimitives,8.0,2.1645623589865863,0.07981047360226512,3.9955036796163768,4.887754404664229,0.7610221628404525,0.488853594810908,0.4149087558261708
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,ExactPrimitives,1.0,0.0,0.08921721763908863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,NeuralPrimitives,1.0,2.137329817051068,0.08921721763908863,0.09790498961751837,0.1697357109831891,0.9766583456216557,0.15277975775064045,0.07574740215723104
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,ExactPrimitives,2.0,0.0,0.08921721763908863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,NeuralPrimitives,2.0,2.137329817051068,0.08921721763908863,0.6236883384408429,0.7782479752800932,0.9396108537020024,0.2457420320132427,0.17062786521835166
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,ExactPrimitives,4.0,0.0,0.08921721763908863,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,NeuralPrimitives,4.0,2.137329817051068,0.08921721763908863,1.9122913846513256,2.3467281241728988,0.8085197508529323,0.4375845622814722,0.33781842707458615
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608516,202608516,1,ExactPrimitives,8.0,0.0,0.08921721763908863,0.0,0.0,1.0,0.0,0.0
