seed,model,task_family,query_family,domain,nll,rmse,coverage90
2027083102,direct_long,linear,point,gaussian,1.3894324103991191,1.0510646244159243,0.88671875
2027083102,direct_long,linear,dense,gaussian,1.4643562038739522,1.068642977882916,0.8763020833333334
2027083102,direct_long,linear,scaled_dense,gaussian,14.703877607981363,2.6820397761811554,0.373046875
2027083102,direct_long,additive,point,gaussian,1.1271329522132874,0.7687147556279055,0.9095052083333334
2027083102,direct_long,additive,dense,gaussian,1.2163370251655579,0.7980748163436456,0.9016927083333334
2027083102,direct_long,additive,scaled_dense,gaussian,13.890269915262857,1.9568546136772726,0.42578125
2027083102,direct_long,interaction,point,gaussian,1.182220955689748,0.8683088115431754,0.9140625
2027083102,direct_long,interaction,dense,gaussian,1.3575582305590312,0.9248770041356613,0.8723958333333334
2027083102,direct_long,interaction,scaled_dense,gaussian,12.982104460398356,2.2266856912363635,0.3984375
2027083102,direct_long,stump,point,gaussian,1.2040647665659587,0.8386380671341085,0.908203125
2027083102,direct_long,stump,dense,gaussian,1.4568123420079548,1.001032375857572,0.8561197916666666
2027083102,direct_long,stump,scaled_dense,gaussian,14.827104409535727,2.5141802285848254,0.3658854166666667
2027083102,direct_long,linear,point,diabetes,1.3783711592356365,1.0419094597469254,0.896484375
2027083102,direct_long,linear,dense,diabetes,1.5109818577766418,1.0824998283973422,0.8776041666666666
2027083102,direct_long,linear,scaled_dense,diabetes,16.548205216725666,2.724976742496458,0.3444010416666667
2027083102,direct_long,additive,point,diabetes,1.1403841972351074,0.7625437515505709,0.9088541666666666
2027083102,direct_long,additive,dense,diabetes,1.2151840726534526,0.8167152306817986,0.9010416666666666
2027083102,direct_long,additive,scaled_dense,diabetes,10.87358283996582,1.958800094522203,0.4407552083333333
2027083102,direct_long,interaction,point,diabetes,1.2174314260482788,0.9038388030645035,0.9049479166666666
2027083102,direct_long,interaction,dense,diabetes,1.3543060024579365,0.9576009806180218,0.8795572916666666
2027083102,direct_long,interaction,scaled_dense,diabetes,12.785638014475504,2.398910608340052,0.4010416666666667
2027083102,direct_long,stump,point,diabetes,1.2294065356254578,0.8480532312821221,0.9088541666666666
2027083102,direct_long,stump,dense,diabetes,1.4120807250340779,0.995160292520736,0.8645833333333334
2027083102,direct_long,stump,scaled_dense,diabetes,14.438350041707357,2.369827309364872,0.40625
2027083102,direct_long,linear,point,wine,1.396316667397817,1.0683469196269995,0.8860677083333334
2027083102,direct_long,linear,dense,wine,1.559752841790517,1.1200776496434406,0.8567708333333334
2027083102,direct_long,linear,scaled_dense,wine,15.24544382095337,2.7201974749873683,0.3567708333333333
2027083102,direct_long,additive,point,wine,1.1221310098965962,0.74195064312229,0.9173177083333334
2027083102,direct_long,additive,dense,wine,1.2047157883644104,0.8031597449063848,0.896484375
2027083102,direct_long,additive,scaled_dense,wine,11.546785036722818,2.0307696043379497,0.4186197916666667
2027083102,direct_long,interaction,point,wine,1.2003433108329773,0.9207999270120261,0.9088541666666666
2027083102,direct_long,interaction,dense,wine,1.4359667698542278,0.9804095469479859,0.865234375
2027083102,direct_long,interaction,scaled_dense,wine,13.033583799997965,2.397374235347766,0.388671875
2027083102,direct_long,stump,point,wine,1.216959555943807,0.8512532142078068,0.9010416666666666
2027083102,direct_long,stump,dense,wine,1.4169060389200847,0.9828360956510173,0.865234375
2027083102,direct_long,stump,scaled_dense,wine,16.198656400044758,2.3738082606200246,0.3834635416666667
2027083102,direct_long,linear,point,breast_cancer,1.3113647103309631,1.0531664016690299,0.8873697916666666
2027083102,direct_long,linear,dense,breast_cancer,1.5750966270764668,1.0834510659776064,0.8157552083333334
2027083102,direct_long,linear,scaled_dense,breast_cancer,17.609302520751953,2.6842056753913894,0.34765625
2027083102,direct_long,additive,point,breast_cancer,1.0765583713849385,0.714269560321862,0.9153645833333334
2027083102,direct_long,additive,dense,breast_cancer,1.231790006160736,0.8069068955672886,0.8821614583333334
2027083102,direct_long,additive,scaled_dense,breast_cancer,19.426530520121258,1.960635908017648,0.400390625
2027083102,direct_long,interaction,point,breast_cancer,1.192789375782013,1.0355395920827262,0.9205729166666666
2027083102,direct_long,interaction,dense,breast_cancer,1.779903252919515,1.129345857764626,0.80859375
2027083102,direct_long,interaction,scaled_dense,breast_cancer,70.46751483281453,2.470059526372275,0.3548177083333333
2027083102,direct_long,stump,point,breast_cancer,1.1731802026430767,0.8115520449300195,0.9055989583333334
2027083102,direct_long,stump,dense,breast_cancer,1.4264899492263794,0.9436301401584232,0.841796875
2027083102,direct_long,stump,scaled_dense,breast_cancer,21.65755303700765,2.3149733676298503,0.384765625
2027083102,direct_long,linear,point,digits,1.373128612836202,1.0698558547918022,0.876953125
2027083102,direct_long,linear,dense,digits,1.5987597505251567,1.126611456157826,0.8326822916666666
2027083102,direct_long,linear,scaled_dense,digits,14.990702629089355,2.617271839509967,0.3313802083333333
2027083102,direct_long,additive,point,digits,1.0879596670468648,0.730477868497513,0.9114583333333334
2027083102,direct_long,additive,dense,digits,1.207000990708669,0.7987161136557172,0.892578125
2027083102,direct_long,additive,scaled_dense,digits,11.206261078516642,1.9307663098873453,0.4361979166666667
2027083102,direct_long,interaction,point,digits,1.1433111429214478,0.9254991876965102,0.921875
2027083102,direct_long,interaction,dense,digits,1.5061541398366292,1.048300380049878,0.849609375
2027083102,direct_long,interaction,scaled_dense,digits,15.656203269958496,2.3654772263417527,0.3763020833333333
2027083102,direct_long,stump,point,digits,1.2087817589441936,0.8385703316916784,0.9088541666666666
2027083102,direct_long,stump,dense,digits,1.4512028098106384,0.9994812901593435,0.8470052083333334
2027083102,direct_long,stump,scaled_dense,digits,13.375263849894205,2.3236131921051895,0.38671875
2027083102,direct_broad,linear,point,gaussian,1.426944633324941,1.0571284739762876,0.876953125
2027083102,direct_broad,linear,dense,gaussian,1.4070661862691243,1.0468110306966534,0.869140625
2027083102,direct_broad,linear,scaled_dense,gaussian,2.3218226035435996,2.5578231777122866,0.8444010416666666
2027083102,direct_broad,additive,point,gaussian,1.1283707022666931,0.767311130644158,0.9010416666666666
2027083102,direct_broad,additive,dense,gaussian,1.089400827884674,0.7411868527486226,0.8990885416666666
2027083102,direct_broad,additive,scaled_dense,gaussian,1.9467047452926636,1.7562059648090806,0.9322916666666666
2027083102,direct_broad,interaction,point,gaussian,1.2335400978724163,0.8730748262418458,0.9010416666666666
2027083102,direct_broad,interaction,dense,gaussian,1.2603179613749187,0.8747548429735379,0.8626302083333334
2027083102,direct_broad,interaction,scaled_dense,gaussian,2.081722855567932,2.0423422461217116,0.9016927083333334
2027083102,direct_broad,stump,point,gaussian,1.208569308121999,0.844995738748569,0.8958333333333334
2027083102,direct_broad,stump,dense,gaussian,1.2677072286605835,0.8721070490123224,0.87890625
2027083102,direct_broad,stump,scaled_dense,gaussian,2.132986585299174,2.1715430136330696,0.8990885416666666
2027083102,direct_broad,linear,point,diabetes,1.3974694808324177,1.0422724662967795,0.8984375
2027083102,direct_broad,linear,dense,diabetes,1.454200764497121,1.0522694501770251,0.8717447916666666
2027083102,direct_broad,linear,scaled_dense,diabetes,2.3365441958109536,2.6380699933898275,0.8561197916666666
2027083102,direct_broad,additive,point,diabetes,1.1304615338643391,0.7620547409457281,0.91015625
2027083102,direct_broad,additive,dense,diabetes,1.108575205008189,0.7586117262695962,0.9016927083333334
2027083102,direct_broad,additive,scaled_dense,diabetes,1.9514394998550415,1.7864773103319593,0.9381510416666666
2027083102,direct_broad,interaction,point,diabetes,1.2553625504175823,0.9036066649611906,0.8990885416666666
2027083102,direct_broad,interaction,dense,diabetes,1.2847833434740703,0.904469714527033,0.88671875
2027083102,direct_broad,interaction,scaled_dense,diabetes,2.156916379928589,2.2027231124930053,0.8834635416666666
2027083102,direct_broad,stump,point,diabetes,1.2252877155939739,0.8524283227591312,0.9140625
2027083102,direct_broad,stump,dense,diabetes,1.239550530910492,0.8584470709808871,0.8893229166666666
2027083102,direct_broad,stump,scaled_dense,diabetes,2.0712068478266397,2.020140417666742,0.90234375
2027083102,direct_broad,linear,point,wine,1.4306114514668782,1.0695000881042254,0.8912760416666666
2027083102,direct_broad,linear,dense,wine,1.453246275583903,1.083274164173445,0.87890625
2027083102,direct_broad,linear,scaled_dense,wine,2.3150278329849243,2.579309226201047,0.861328125
2027083102,direct_broad,additive,point,wine,1.1185133059819539,0.7413338821835624,0.9212239583333334
2027083102,direct_broad,additive,dense,wine,1.1069153348604839,0.7421284702316912,0.9108072916666666
2027083102,direct_broad,additive,scaled_dense,wine,1.9869565963745117,1.8277544477468917,0.921875
2027083102,direct_broad,interaction,point,wine,1.2654323975245159,0.9211559940065193,0.9055989583333334
2027083102,direct_broad,interaction,dense,wine,1.2834664980570476,0.911475577418374,0.9010416666666666
2027083102,direct_broad,interaction,scaled_dense,wine,2.198436657587687,2.2469945897873473,0.888671875
2027083102,direct_broad,stump,point,wine,1.2258490522702534,0.8562257689043028,0.9010416666666666
2027083102,direct_broad,stump,dense,wine,1.2244992057482402,0.8475046154054081,0.904296875
2027083102,direct_broad,stump,scaled_dense,wine,2.0821048418680825,2.0343435254765443,0.9108072916666666
2027083102,direct_broad,linear,point,breast_cancer,1.3741138180096943,1.0503814437727876,0.9016927083333334
2027083102,direct_broad,linear,dense,breast_cancer,1.4386570851008098,1.050451739902288,0.880859375
2027083102,direct_broad,linear,scaled_dense,breast_cancer,2.29762601852417,2.5737774499136794,0.8697916666666666
2027083102,direct_broad,additive,point,breast_cancer,1.0975525379180908,0.7145140674559657,0.9388020833333334
2027083102,direct_broad,additive,dense,breast_cancer,1.1074910859266918,0.7239949379501626,0.9290364583333334
2027083102,direct_broad,additive,scaled_dense,breast_cancer,1.9756681323051453,1.792510074408049,0.9309895833333334
2027083102,direct_broad,interaction,point,breast_cancer,1.3326074282328289,1.033837612157287,0.9244791666666666
2027083102,direct_broad,interaction,dense,breast_cancer,1.4189137816429138,1.07375202096609,0.8763020833333334
