dataset,data_role,method,start_seed,round,indices,selector_utility,test_utility,selector_improvement,test_improvement,posthoc_test_diagnostic
bank-marketing,confirmation,random_search,4101,0,2;23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;167;168;170;171;181;190;208;212;213;227;232;235,-0.462271748580131,-0.3409449776145081,0.0,0.0,True
bank-marketing,confirmation,random_search,4101,1,2;23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;167;168;170;171;190;208;212;213;225;227;232;235,-0.3861873618873895,-0.2929987662026679,0.07608438669274148,0.04794621141184019,True
bank-marketing,confirmation,random_search,4101,2,23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;165;167;168;170;171;190;208;212;213;225;227;232;235,-0.3394972223329466,-0.2972187429045102,0.12277452624718438,0.04372623470999787,True
bank-marketing,confirmation,random_search,4101,3,19;23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;165;167;168;170;171;190;208;212;213;225;227;232,-0.3164365354170704,-0.29635953124782916,0.14583521316306058,0.04458544636667894,True
bank-marketing,confirmation,random_search,4101,4,19;23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;165;167;168;171;187;190;208;212;213;225;227;232,-0.3011869623564072,-0.3337185479887947,0.1610847862237238,0.007226429625713404,True
bank-marketing,confirmation,row_active,4101,0,2;23;27;28;30;34;53;56;58;59;76;80;106;115;119;138;146;147;148;151;167;168;170;171;181;190;208;212;213;227;232;235,-0.462271748580131,-0.3409449776145081,0.0,0.0,True
bank-marketing,confirmation,row_active,4101,1,23;27;28;30;34;53;56;58;59;76;80;106;115;119;131;138;146;147;148;151;167;168;170;171;181;190;208;212;213;227;232;235,-0.3735935277839242,-0.3447823626309824,0.0886782207962068,-0.003837385016474293,True
bank-marketing,confirmation,row_active,4101,2,23;27;28;34;53;56;58;59;76;80;102;106;115;119;131;138;146;147;148;151;167;168;170;171;181;190;208;212;213;227;232;235,-0.3349389835124186,-0.3106761180986363,0.1273327650677124,0.03026885951587177,True
bank-marketing,confirmation,row_active,4101,3,23;27;28;34;53;56;58;59;76;80;102;106;115;119;131;138;146;147;148;151;167;168;170;171;190;208;212;213;227;232;235;242,-0.3172619833244702,-0.2998512667927358,0.14500976525566078,0.04109371082177227,True
bank-marketing,confirmation,row_active,4101,4,19;23;27;28;34;53;56;58;59;76;80;102;106;115;119;131;138;146;147;148;151;168;170;171;190;208;212;213;227;232;235;242,-0.3035478587938771,-0.3007022774573901,0.1587238897862539,0.040242700157118005,True
