dataset,data_role,method,start_seed,round,indices,selector_utility,test_utility,selector_improvement,test_improvement,posthoc_test_diagnostic
credit-g,development,random_search,4101,0,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6757108738685016,-0.6455526075819739,0.0,0.0,True
credit-g,development,random_search,4101,1,6;8;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;176;189;192;196;204;219;231;249,-0.6381668121682357,-0.6434046115659828,0.03754406170026592,0.002147996015991027,True
credit-g,development,random_search,4101,2,6;8;9;10;18;25;27;28;29;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;176;189;192;196;204;219;231;249,-0.6078984188777459,-0.6357507382908101,0.06781245499075572,0.009801869291163778,True
credit-g,development,random_search,4101,3,6;8;9;18;25;27;28;29;30;34;36;56;65;76;80;88;89;103;105;111;128;129;136;142;176;189;192;196;204;219;231;249,-0.5928801314466845,-0.6185911554142322,0.0828307424218171,0.026961452167741706,True
credit-g,development,random_search,4101,4,6;8;9;18;25;27;28;29;30;34;36;56;65;76;80;88;89;103;105;111;121;128;129;136;142;176;189;192;196;204;219;249,-0.5791230426140183,-0.6234901993832691,0.09658783125448334,0.022062408198704753,True
credit-g,development,row_active,4101,0,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6757108738685016,-0.6455526075819739,0.0,0.0,True
credit-g,development,row_active,4101,1,6;9;10;18;25;27;28;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;200;204;219;231;249,-0.6326786530158007,-0.6413845630617765,0.043032220852700864,0.004168044520197367,True
credit-g,development,row_active,4101,2,6;9;10;18;25;27;28;36;56;65;68;76;80;88;89;103;105;111;129;136;142;159;167;176;189;192;196;200;204;219;231;249,-0.5896026960714683,-0.5840733148935986,0.08610817779703328,0.061479292688375264,True
credit-g,development,row_active,4101,3,6;9;10;18;25;27;28;36;56;65;68;76;80;88;89;103;105;129;136;142;159;167;176;189;192;196;200;204;219;231;248;249,-0.5500154884388219,-0.5441074617098806,0.12569538542967973,0.1014451458720933,True
credit-g,development,row_active,4101,4,6;9;10;18;25;27;28;36;56;65;68;76;80;84;88;89;103;105;129;136;142;159;176;189;192;196;200;204;219;231;248;249,-0.5324304762758351,-0.533459919743067,0.14328039759266653,0.11209268783890691,True
credit-g,development,contextual_active,4101,0,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6757108738685016,-0.6455526075819739,0.0,0.0,True
credit-g,development,contextual_active,4101,1,6;9;10;18;27;28;30;36;56;65;76;80;88;89;103;105;111;123;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6242223057880465,-0.6145357105919456,0.0514885680804551,0.031016896990028298,True
credit-g,development,contextual_active,4101,2,6;9;10;18;27;28;36;56;65;76;80;88;89;103;105;111;121;123;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.5818076490882681,-0.59670692709061,0.0939032247802335,0.04884568049136384,True
credit-g,development,contextual_active,4101,3,6;9;10;18;27;28;36;56;65;76;80;83;88;89;103;105;111;121;123;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.5630483594895344,-0.5690386522693439,0.11266251437896724,0.07651395531262994,True
credit-g,development,contextual_active,4101,4,6;9;10;18;27;28;36;56;65;76;80;83;88;89;103;111;121;123;129;136;142;159;167;176;189;192;196;204;219;231;248;249,-0.5370679012675807,-0.5482012138274027,0.13864297260092084,0.09735139375457114,True
credit-g,development,additive_static,4101,0,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6757108738685016,-0.6455526075819739,0.0,0.0,True
credit-g,development,additive_static,4101,1,6;9;10;18;25;27;30;36;56;65;76;80;88;89;103;105;111;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249,-0.6551011057148659,-0.6667490416295927,0.020609768153635688,-0.02119643404761884,True
credit-g,development,additive_static,4101,2,6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249,-0.6546425570964144,-0.6553072108287695,0.021068316772087203,-0.009754603246795668,True
credit-g,development,additive_static,4101,3,6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249,-0.6546425570964144,-0.6553072108287695,0.021068316772087203,-0.009754603246795668,True
credit-g,development,additive_static,4101,4,6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249,-0.6546425570964144,-0.6553072108287695,0.021068316772087203,-0.009754603246795668,True
credit-g,development,fm_static,4101,0,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,-0.6757108738685016,-0.6455526075819739,0.0,0.0,True
