dataset,data_role,method,start_seed,round,indices,selector_utility,test_utility,selector_improvement,test_improvement,posthoc_test_diagnostic
adult,confirmation,random_search,4101,0,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;144;147;157;161;169;176;216;218;221;232;233;241;243;245;247;249,-0.7616064773389217,-0.60156430028298,0.0,0.0,True
adult,confirmation,random_search,4101,1,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;141;144;147;157;161;176;216;218;221;232;233;241;243;245;247;249,-0.6461414024953469,-0.5325599878729566,0.11546507484357482,0.06900431241002347,True
adult,confirmation,random_search,4101,2,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;141;144;147;155;161;176;216;218;221;232;233;241;243;245;247;249,-0.5523645530238235,-0.5101392344290336,0.20924192431509825,0.09142506585394639,True
adult,confirmation,random_search,4101,3,29;45;47;54;61;65;94;99;101;103;104;108;119;120;130;141;144;147;155;161;176;195;216;218;221;232;233;241;243;245;247;249,-0.5170404291905843,-0.48168180219545986,0.24456604814833738,0.11988249808752016,True
adult,confirmation,random_search,4101,4,29;45;47;54;55;61;65;94;99;101;103;104;108;119;120;130;141;144;147;155;161;176;195;216;218;221;232;233;243;245;247;249,-0.5008685057753797,-0.4753872068899037,0.26073797156354206,0.1261770933930763,True
adult,confirmation,row_active,4101,0,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;144;147;157;161;169;176;216;218;221;232;233;241;243;245;247;249,-0.7616064773389217,-0.60156430028298,0.0,0.0,True
adult,confirmation,row_active,4101,1,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;144;147;157;161;169;176;200;216;218;221;232;233;241;243;245;247,-0.6143824236106936,-0.5639852776952077,0.1472240537282281,0.03757902258777235,True
adult,confirmation,row_active,4101,2,29;32;45;47;54;61;65;94;99;101;103;104;108;119;120;130;144;157;161;169;173;176;200;216;218;221;232;233;241;243;245;247,-0.4679534309990293,-0.4945659659016618,0.2936530463398924,0.10699833438131823,True
adult,confirmation,row_active,4101,3,29;32;45;47;54;61;65;94;99;101;104;108;119;120;130;144;157;161;169;173;176;200;203;216;218;221;232;233;241;243;245;247,-0.435416226713873,-0.48923689220810385,0.32619025062504875,0.11232740807487618,True
adult,confirmation,row_active,4101,4,29;32;45;47;54;61;65;94;99;101;104;108;119;120;130;144;157;161;169;173;176;200;203;216;218;221;232;241;243;244;245;247,-0.4076140634977224,-0.4802667994666029,0.35399241384119934,0.12129750081637714,True
