dataset,data_role,method,start_seed,selector_calls,start_selector_utility,final_selector_utility,selector_improvement,start_test_utility,final_test_utility,test_improvement,initial_indices,final_indices,trace_json
credit-g,development,random_search,4101,257,-0.6757108738685016,-0.5791230426140183,0.09658783125448334,-0.6455526075819739,-0.6234901993832691,0.022062408198704753,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,6;8;9;18;25;27;28;29;30;34;36;56;65;76;80;88;89;103;105;111;121;128;129;136;142;176;189;192;196;204;219;249,"[{""round"":1,""best_gain"":0.03754406170026592,""moved"":true,""indices"":""6;8;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;176;189;192;196;204;219;231;249""},{""round"":2,""best_gain"":0.030268393290489803,""moved"":true,""indices"":""6;8;9;10;18;25;27;28;29;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;176;189;192;196;204;219;231;249""},{""round"":3,""best_gain"":0.015018287431061372,""moved"":true,""indices"":""6;8;9;18;25;27;28;29;30;34;36;56;65;76;80;88;89;103;105;111;128;129;136;142;176;189;192;196;204;219;231;249""},{""round"":4,""best_gain"":0.013757088832666242,""moved"":true,""indices"":""6;8;9;18;25;27;28;29;30;34;36;56;65;76;80;88;89;103;105;111;121;128;129;136;142;176;189;192;196;204;219;249""}]"
credit-g,development,row_active,4101,257,-0.6757108738685016,-0.5324304762758351,0.14328039759266653,-0.6455526075819739,-0.533459919743067,0.11209268783890691,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,6;9;10;18;25;27;28;36;56;65;68;76;80;84;88;89;103;105;129;136;142;159;176;189;192;196;200;204;219;231;248;249,"[{""round"":1,""best_gain"":0.043032220852700864,""moved"":true,""train_rows"":64,""indices"":""6;9;10;18;25;27;28;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;200;204;219;231;249""},{""round"":2,""best_gain"":0.043075956944332416,""moved"":true,""train_rows"":128,""indices"":""6;9;10;18;25;27;28;36;56;65;68;76;80;88;89;103;105;111;129;136;142;159;167;176;189;192;196;200;204;219;231;249""},{""round"":3,""best_gain"":0.03958720763264645,""moved"":true,""train_rows"":192,""indices"":""6;9;10;18;25;27;28;36;56;65;68;76;80;88;89;103;105;129;136;142;159;167;176;189;192;196;200;204;219;231;248;249""},{""round"":4,""best_gain"":0.0175850121629868,""moved"":true,""train_rows"":256,""indices"":""6;9;10;18;25;27;28;36;56;65;68;76;80;84;88;89;103;105;129;136;142;159;176;189;192;196;200;204;219;231;248;249""}]"
credit-g,development,contextual_active,4101,257,-0.6757108738685016,-0.5370679012675807,0.13864297260092084,-0.6455526075819739,-0.5482012138274027,0.09735139375457114,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,6;9;10;18;27;28;36;56;65;76;80;83;88;89;103;111;121;123;129;136;142;159;167;176;189;192;196;204;219;231;248;249,"[{""round"":1,""best_gain"":0.0514885680804551,""moved"":true,""train_rows"":64,""indices"":""6;9;10;18;27;28;30;36;56;65;76;80;88;89;103;105;111;123;128;129;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":2,""best_gain"":0.0424146566997784,""moved"":true,""train_rows"":128,""indices"":""6;9;10;18;27;28;36;56;65;76;80;88;89;103;105;111;121;123;128;129;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":3,""best_gain"":0.01875928959873374,""moved"":true,""train_rows"":192,""indices"":""6;9;10;18;27;28;36;56;65;76;80;83;88;89;103;105;111;121;123;129;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":4,""best_gain"":0.025980458221953606,""moved"":true,""train_rows"":256,""indices"":""6;9;10;18;27;28;36;56;65;76;80;83;88;89;103;111;121;123;129;136;142;159;167;176;189;192;196;204;219;231;248;249""}]"
credit-g,development,additive_static,4101,5,-0.6757108738685016,-0.6546425570964144,0.021068316772087203,-0.6455526075819739,-0.6553072108287695,-0.009754603246795668,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249,"[{""round"":1,""gain"":0.020609768153635688,""moved"":true,""indices"":""6;9;10;18;25;27;30;36;56;65;76;80;88;89;103;105;111;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":2,""gain"":0.0004585486184515153,""moved"":true,""indices"":""6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":3,""gain"":-0.0020848164468828534,""moved"":false,""indices"":""6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":4,""gain"":-0.0020848164468828534,""moved"":false,""indices"":""6;9;10;18;25;27;30;36;56;65;76;80;89;103;105;111;117;128;129;134;136;142;159;167;176;189;192;196;204;219;231;249""}]"
credit-g,development,fm_static,4101,5,-0.6757108738685016,-0.5884896680638274,0.08722120580467418,-0.6455526075819739,-0.632782265928562,0.012770341653411843,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,6;9;10;18;25;27;36;56;65;76;79;80;88;89;94;103;105;110;111;128;129;136;142;159;167;176;192;196;204;219;231;249,"[{""round"":1,""gain"":0.019126003004936054,""moved"":true,""indices"":""6;9;10;18;25;27;30;36;56;65;76;79;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":2,""gain"":0.041327215652994354,""moved"":true,""indices"":""6;9;10;18;25;27;36;56;65;76;79;80;88;89;94;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249""},{""round"":3,""gain"":0.026767987146743777,""moved"":true,""indices"":""6;9;10;18;25;27;36;56;65;76;79;80;88;89;94;103;105;110;111;128;129;136;142;159;167;176;192;196;204;219;231;249""},{""round"":4,""gain"":-0.03891178502875814,""moved"":false,""indices"":""6;9;10;18;25;27;36;56;65;76;79;80;88;89;94;103;105;110;111;128;129;136;142;159;167;176;192;196;204;219;231;249""}]"
credit-g,development,vip_style,4101,254,-0.6757108738685016,-0.6696536308593395,0.0060572430091621055,-0.6455526075819739,-0.5941066532691236,0.05144595431285026,6;9;10;18;25;27;28;30;36;56;65;76;80;88;89;103;105;111;128;129;136;142;159;167;176;189;192;196;204;219;231;249,10;24;27;34;52;58;68;71;76;82;87;90;100;109;111;122;133;138;146;150;151;199;200;210;213;220;227;233;236;238;248;249,"[{""round"":1,""contexts"":63,""temperature"":2.0},{""round"":2,""contexts"":126,""temperature"":1.0},{""round"":3,""contexts"":189,""temperature"":0.5},{""round"":4,""contexts"":252,""temperature"":0.25}]"
credit-g,development,random_search,4102,257,-0.8268582453805651,-0.5550103319753865,0.27184791340517855,-0.7490152296997612,-0.5942688451953793,0.15474638450438194,9;16;17;25;28;30;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252,9;13;16;17;25;37;44;46;48;55;61;72;88;108;127;144;146;149;153;155;172;176;189;191;204;220;226;228;237;248;250;252,"[{""round"":1,""best_gain"":0.173814440464217,""moved"":true,""indices"":""9;16;17;25;28;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;186;191;204;220;226;228;237;248;250;252""},{""round"":2,""best_gain"":0.028167099007383678,""moved"":true,""indices"":""9;16;17;25;28;37;44;46;48;55;61;72;88;108;125;127;144;146;149;153;155;172;176;191;204;220;226;228;237;248;250;252""},{""round"":3,""best_gain"":0.051834063682061005,""moved"":true,""indices"":""9;16;17;25;37;44;46;48;55;61;72;88;108;125;127;144;146;149;153;155;172;176;189;191;204;220;226;228;237;248;250;252""},{""round"":4,""best_gain"":0.01803231025151686,""moved"":true,""indices"":""9;13;16;17;25;37;44;46;48;55;61;72;88;108;127;144;146;149;153;155;172;176;189;191;204;220;226;228;237;248;250;252""}]"
credit-g,development,row_active,4102,257,-0.8268582453805651,-0.554908413015077,0.2719498323654881,-0.7490152296997612,-0.5850146259875311,0.16400060371223013,9;16;17;25;28;30;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252,9;17;25;30;37;44;46;48;51;55;61;72;108;125;127;144;146;153;155;159;176;186;204;206;220;226;228;231;237;248;250;252,"[{""round"":1,""best_gain"":0.13753621403631333,""moved"":true,""train_rows"":64,""indices"":""9;16;17;25;28;30;37;44;46;48;55;61;72;108;125;127;144;146;153;155;159;172;176;186;204;220;226;228;237;248;250;252""},{""round"":2,""best_gain"":0.050711257528225584,""moved"":true,""train_rows"":128,""indices"":""9;17;25;28;30;37;44;46;48;55;61;72;108;125;127;144;146;153;155;159;172;176;186;204;206;220;226;228;237;248;250;252""},{""round"":3,""best_gain"":0.039248880759348626,""moved"":true,""train_rows"":192,""indices"":""9;17;25;30;37;44;46;48;55;61;72;108;125;127;144;146;153;155;159;172;176;186;204;206;220;226;228;231;237;248;250;252""},{""round"":4,""best_gain"":0.044453480041600546,""moved"":true,""train_rows"":256,""indices"":""9;17;25;30;37;44;46;48;51;55;61;72;108;125;127;144;146;153;155;159;176;186;204;206;220;226;228;231;237;248;250;252""}]"
credit-g,development,contextual_active,4102,257,-0.8268582453805651,-0.5382590925933401,0.2885991527872249,-0.7490152296997612,-0.5861302442467964,0.16288498545296481,9;16;17;25;28;30;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252,9;16;17;25;28;29;30;44;46;55;61;72;88;108;125;127;144;146;153;155;172;176;191;204;220;226;228;231;237;243;248;250,"[{""round"":1,""best_gain"":0.1793078048419391,""moved"":true,""train_rows"":64,""indices"":""9;16;17;25;28;30;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;191;204;220;226;228;237;248;250;252""},{""round"":2,""best_gain"":0.049000620791519234,""moved"":true,""train_rows"":128,""indices"":""9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;191;204;220;226;228;231;237;248;250;252""},{""round"":3,""best_gain"":0.01370852209597484,""moved"":true,""train_rows"":192,""indices"":""9;16;17;25;28;30;44;46;55;61;72;88;108;125;127;144;146;153;155;172;176;191;204;220;226;228;231;237;243;248;250;252""},{""round"":4,""best_gain"":0.04658220505779176,""moved"":true,""train_rows"":256,""indices"":""9;16;17;25;28;29;30;44;46;55;61;72;88;108;125;127;144;146;153;155;172;176;191;204;220;226;228;231;237;243;248;250""}]"
credit-g,development,additive_static,4102,5,-0.8268582453805651,-0.7303366044160163,0.09652164096454874,-0.7490152296997612,-0.7148927778440635,0.03412245185569773,9;16;17;25;28;30;37;44;46;48;55;61;72;88;108;125;127;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252,9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;134;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252,"[{""round"":1,""gain"":0.09652164096454874,""moved"":true,""indices"":""9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;134;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252""},{""round"":2,""gain"":-0.03493042151561532,""moved"":false,""indices"":""9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;134;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252""},{""round"":3,""gain"":-0.03493042151561532,""moved"":false,""indices"":""9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;134;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252""},{""round"":4,""gain"":-0.03493042151561532,""moved"":false,""indices"":""9;16;17;25;28;30;44;46;48;55;61;72;88;108;125;127;134;144;146;153;155;172;176;186;204;220;226;228;237;248;250;252""}]"
