dataset,data_role,method,start_seed,round,indices,selector_utility,test_utility,selector_improvement,test_improvement,posthoc_test_diagnostic
house_16H,confirmation,random_search,4101,0,5;6;9;18;27;31;34;35;37;43;44;52;70;71;92;131;145;166;168;170;175;179;183;184;199;203;227;228;233;249;251;252,-1.1506803485873174,-1.239450149389325,0.0,0.0,True
house_16H,confirmation,random_search,4101,1,5;6;9;18;27;31;32;34;35;37;43;44;52;70;71;92;131;145;166;168;170;175;183;184;199;203;227;228;233;249;251;252,-1.1148408579775142,-1.211999060885776,0.03583949060980318,0.027451088503549048,True
house_16H,confirmation,random_search,4101,2,5;6;9;18;27;31;32;34;35;37;43;44;52;70;71;92;131;142;145;166;168;170;175;183;184;199;203;227;228;233;249;252,-1.0715804771632746,-1.1040212690102256,0.07909987142404273,0.1354288803790995,True
house_16H,confirmation,random_search,4101,3,5;6;9;18;27;31;32;34;35;37;43;44;52;70;71;78;92;131;142;145;166;168;175;183;184;199;203;227;228;233;249;252,-1.0396595623329703,-1.0975390830451446,0.11102078625434708,0.1419110663441805,True
house_16H,confirmation,random_search,4101,4,5;6;9;18;27;31;32;34;35;37;43;44;52;70;71;78;92;142;145;166;168;175;183;184;199;203;227;228;233;245;249;252,-0.9926569278555006,-1.0208861955226038,0.15802342073181674,0.21856395386672123,True
house_16H,confirmation,row_active,4101,0,5;6;9;18;27;31;34;35;37;43;44;52;70;71;92;131;145;166;168;170;175;179;183;184;199;203;227;228;233;249;251;252,-1.1506803485873174,-1.239450149389325,0.0,0.0,True
house_16H,confirmation,row_active,4101,1,6;9;18;27;31;34;35;37;43;44;52;70;71;92;131;145;159;166;168;170;175;179;183;184;199;203;227;228;233;249;251;252,-1.092188241123136,-1.2256745171223509,0.05849210746418132,0.013775632266974203,True
house_16H,confirmation,row_active,4101,2,6;9;18;27;31;34;35;37;43;44;52;70;71;92;145;159;166;168;170;175;179;183;184;199;203;227;228;233;245;249;251;252,-1.0084023290800113,-1.1822308495283005,0.14227801950730612,0.057219299861024586,True
house_16H,confirmation,row_active,4101,3,6;9;18;27;31;34;35;37;43;44;52;70;71;92;145;159;166;168;170;175;179;183;184;203;211;227;228;233;245;249;251;252,-0.9759828255512548,-1.1578426304857359,0.17469752303606256,0.0816075189035892,True
house_16H,confirmation,row_active,4101,4,6;9;18;27;31;34;35;37;43;44;52;70;71;80;92;145;159;166;168;170;175;179;183;184;203;211;227;233;245;249;251;252,-0.95745571098409,-1.1768743279414449,0.1932246376032274,0.06257582144788021,True
