dataset,data_role,method,start_seed,round,indices,selector_utility,test_utility,selector_improvement,test_improvement,posthoc_test_diagnostic
diamonds,development,additive_static,4102,4,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,fm_static,4102,0,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,fm_static,4102,1,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,fm_static,4102,2,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,fm_static,4102,3,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,fm_static,4102,4,2;12;16;20;28;30;31;34;36;44;52;53;61;62;69;78;93;100;127;139;165;171;175;176;177;193;195;201;239;248;250;253,-0.262092422694355,-0.3428116662771256,0.0,0.0,True
diamonds,development,random_search,4103,0,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3359829414101788,-0.3913346662989462,0.0,0.0,True
diamonds,development,random_search,4103,1,10;18;27;28;40;43;44;48;58;64;66;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3021529373012525,-0.366772773697904,0.03383000410892634,0.02456189260104219,True
diamonds,development,random_search,4103,2,10;18;27;28;40;43;44;48;58;64;66;69;71;84;89;106;122;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2634263334031889,-0.3374703976771563,0.07255660800698993,0.05386426862178989,True
diamonds,development,random_search,4103,3,10;18;27;28;40;43;44;48;58;66;69;71;84;89;106;122;125;127;136;137;143;160;165;168;173;184;189;192;197;226;230;246,-0.2492760565289732,-0.32980897599656883,0.08670688488120562,0.06152569030237737,True
diamonds,development,random_search,4103,4,10;18;27;28;43;44;48;58;66;69;71;84;89;106;122;125;127;136;137;143;160;165;168;173;184;189;192;197;221;226;230;246,-0.2416218709041342,-0.3307057886815162,0.09436107050604461,0.06062887761743002,True
diamonds,development,row_active,4103,0,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3359829414101788,-0.3913346662989462,0.0,0.0,True
diamonds,development,row_active,4103,1,10;18;27;28;40;43;44;48;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;227;230;246,-0.2889759825106637,-0.3581682450022101,0.04700695889951512,0.03316642129673608,True
diamonds,development,row_active,4103,2,10;18;27;28;40;43;44;48;58;64;69;71;76;84;89;106;125;127;136;137;143;160;165;168;173;189;192;197;226;227;230;246,-0.2463348691763237,-0.2951330615438129,0.08964807223385513,0.09620160475513329,True
diamonds,development,row_active,4103,3,10;18;27;28;40;43;44;58;64;69;71;75;76;84;89;106;125;127;136;137;143;160;165;168;173;189;192;197;226;227;230;246,-0.2310991180533229,-0.2868353413914835,0.10488382335685592,0.10449932490746272,True
diamonds,development,row_active,4103,4,10;18;28;40;43;44;58;64;69;71;75;76;84;89;102;106;125;127;136;137;143;160;165;168;173;189;192;197;226;227;230;246,-0.2226622513423704,-0.2869634292596654,0.11332069006780843,0.1043712370392808,True
diamonds,development,contextual_active,4103,0,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3359829414101788,-0.3913346662989462,0.0,0.0,True
diamonds,development,contextual_active,4103,1,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;133;136;137;143;160;165;168;173;189;192;226;230;246,-0.2944253541340745,-0.33748808910297845,0.04155758727610431,0.05384657719596775,True
diamonds,development,contextual_active,4103,2,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;102;106;125;127;133;136;137;143;165;168;173;189;192;226;230;246,-0.2725897844033619,-0.3313063605726733,0.06339315700681691,0.06002830572627288,True
diamonds,development,contextual_active,4103,3,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;102;106;125;127;133;136;137;143;165;168;173;182;189;226;230;246,-0.2642315661415259,-0.3220580846892453,0.07175137526865294,0.0692765816097009,True
diamonds,development,contextual_active,4103,4,10;18;27;28;40;43;44;48;58;64;69;71;84;89;95;102;106;125;127;133;136;137;143;165;168;173;182;186;189;226;230;246,-0.2482414286271518,-0.3206844973251609,0.08774151278302703,0.07065016897378529,True
diamonds,development,additive_static,4103,0,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3359829414101788,-0.3913346662989462,0.0,0.0,True
diamonds,development,additive_static,4103,1,10;18;27;28;40;43;44;48;58;64;69;71;84;89;95;106;118;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2959638133933563,-0.3702892301155044,0.0400191280168225,0.02104543618344179,True
diamonds,development,additive_static,4103,2,10;18;27;28;40;43;44;48;58;64;69;71;84;89;106;118;125;127;136;137;143;160;165;168;173;189;192;197;198;226;230;246,-0.2627244996751747,-0.3645687844620521,0.07325844173500412,0.0267658818368941,True
diamonds,development,additive_static,4103,3,10;18;27;28;40;43;44;48;58;64;69;71;82;84;89;106;118;125;127;136;137;160;165;168;173;189;192;197;198;226;230;246,-0.2559149555196159,-0.3576273342545952,0.08006798589056291,0.033707332044351,True
diamonds,development,additive_static,4103,4,10;18;27;28;40;43;44;48;58;64;69;71;82;84;89;106;118;125;127;136;137;160;165;168;173;189;192;197;198;226;230;246,-0.2559149555196159,-0.3576273342545952,0.08006798589056291,0.033707332044351,True
diamonds,development,fm_static,4103,0,10;18;27;28;40;43;44;48;51;58;64;69;71;84;89;95;106;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.3359829414101788,-0.3913346662989462,0.0,0.0,True
diamonds,development,fm_static,4103,1,10;18;27;28;40;43;44;48;58;64;69;71;84;89;95;106;112;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2878080065705357,-0.3965952235156482,0.048174934839643135,-0.005260557216701989,True
diamonds,development,fm_static,4103,2,10;18;27;28;40;43;44;48;58;64;69;71;79;84;89;106;112;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2453912810259639,-0.3591878579999346,0.09059166038421493,0.03214680829901162,True
diamonds,development,fm_static,4103,3,10;18;27;28;40;43;44;48;58;64;69;71;79;84;89;106;112;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2453912810259639,-0.3591878579999346,0.09059166038421493,0.03214680829901162,True
diamonds,development,fm_static,4103,4,10;18;27;28;40;43;44;48;58;64;69;71;79;84;89;106;112;125;127;136;137;143;160;165;168;173;189;192;197;226;230;246,-0.2453912810259639,-0.3591878579999346,0.09059166038421493,0.03214680829901162,True
