backbone,source,task,split,operator,validation_gain,validation_se,test_gain,validation_states,test_states,ordinary_dimensions,oof_finite
ft_transformer,ACS,acs_occupation,0,harmonic,0.0001441188664769671,0.0001078145636086315,0.00012180246782659095,86,88,10,True
ft_transformer,ACS,acs_occupation,0,kernel_ridge,0.01992077794331819,0.0033810525574213004,0.018234613776997873,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_1,0.006845086080321181,0.007442070931587656,0.009528967430187791,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_10,0.01596957428548307,0.0037656690549780687,0.016685857788373823,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_3,0.016721634988506547,0.004225822118398726,0.01379679004996049,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_5,0.018930116143100684,0.0040662655091993185,0.020449220392923087,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf,-2.4388927785652014e-05,0.0001023304523758273,-8.297745824920884e-05,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf_double,-0.00012097942962609682,9.979441600572489e-05,-0.00018227252867401072,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf_half,0.0004308991553315407,0.00014944475467938898,0.0003805664399014672,86,88,10,True
ft_transformer,ACS,acs_occupation,1,harmonic,5.113985695117979e-05,0.0005674888034473603,0.00015906212398137455,86,88,10,True
ft_transformer,ACS,acs_occupation,1,kernel_ridge,0.029580076640728162,0.00454413883963797,0.012610320206229191,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_1,0.012477698996245437,0.008512779166681823,-0.0032314760005399345,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_10,0.024606605505693213,0.004142158060573106,0.011406091394217275,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_3,0.031326964870372315,0.005803196484606003,0.009501384412782405,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_5,0.03137330676629784,0.0053282450381221475,0.011420502630238999,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf,-0.00022125274327618465,0.0005852988235392092,2.234705858950625e-06,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf_double,-0.0003425724022118819,0.0005934803114908994,-6.840880530442391e-05,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf_half,0.000347331477176709,0.0005593187265601612,0.00032553679869958013,86,88,10,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,harmonic,-0.013111628644992225,0.0101574071150015,0.005241863549051452,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,kernel_ridge,-0.00642537685468018,0.008236155746691136,0.00597249966103555,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_1,-0.010859357453922788,0.014180660147133988,-0.031936943330758714,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_10,0.004138127206666335,0.006670819924817686,0.014606782373943618,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_3,0.0013597757045004455,0.007837850621202045,0.00029507393727680345,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_5,0.0037069340544044543,0.007988030801178015,0.008824152218994082,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf,-0.013182231545721445,0.010114043205939012,0.005069282789566204,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf_double,-0.010257659991031644,0.008928573632068688,0.005894162607464659,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf_half,-0.009053739339876861,0.009249067653819745,0.00869928466399654,18,19,258,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,harmonic,0.01296593561863594,0.00735838629096934,0.010294105731400062,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,kernel_ridge,0.01654031366978831,0.012934413796454622,0.01993028018457389,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_1,-0.0002838350849208045,0.015200291855251598,-0.04495286986203515,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_10,0.022750893759350896,0.012864772088848947,0.009092379198011966,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_3,0.0237152049279328,0.014812200841802957,0.021637763932484032,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_5,0.02642507216326291,0.01401269108146938,0.015794877369536255,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf,0.011597890026315985,0.005920771926634819,0.010127512258233445,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf_double,0.0035718886683010456,0.003676202634697293,0.006042571423781703,18,19,257,True
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf_half,0.019431252384080125,0.011106824608038284,0.013372415741088823,18,19,257,True
ft_transformer,BTS,airline_origin_airport,0,harmonic,-0.0026510571594489957,0.0012940082031008126,-0.003280716414813777,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,kernel_ridge,-0.0017140436690286601,0.0011880254031408752,-0.004694420002407885,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_1,-0.016462407604281266,0.006850184025300361,-0.023649595964139413,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_10,-0.00383307565116063,0.0019801429059381473,-0.006534989793942125,43,43,328,True
