dataset,model,model_family,problem_type,matched_normalized_loss_gap,matched_disagreement,identity_refit_disagreement,matched_excess_disagreement,mean_mismatch_disagreement
seismic-bumps,tabicl_v2_single,tfm,binary,0.1416958321410296,0.024957608681653597,0.0,0.024957608681653597,0.019273494211579978
seismic-bumps,tabpfn_v25_default,tfm,binary,0.000946870201435458,8.793013244517097e-05,0.0,8.793013244517097e-05,0.014256321945599941
seismic-bumps,tabpfn_v25_single,tfm,binary,-0.000854334094695162,0.0004455970475391526,0.0,0.0004455970475391526,0.02591740361996838
seismic-bumps,xgboost,tree,binary,0.00015167813468309414,4.81132012008669e-05,0.0,4.81132012008669e-05,0.016927248977951333
students_dropout_and_academic_success,catboost,tree,multiclass,-8.953065705842127e-05,0.00015568415496236348,0.0,0.00015568415496236348,0.1188405205130865
students_dropout_and_academic_success,mitra_default,tfm,multiclass,-5.97786753937636e-06,0.00016073574348982926,0.000201754143826457,-4.101840033662772e-05,0.12406795580020824
students_dropout_and_academic_success,tabicl_v2_default,tfm,multiclass,0.0023880460116772256,0.0005760267259119605,0.0,0.0005760267259119605,0.12865250386733068
students_dropout_and_academic_success,tabicl_v2_single,tfm,multiclass,0.002321434510267842,0.001142949949371576,0.0,0.001142949949371576,0.13275857802722382
students_dropout_and_academic_success,tabpfn_v25_default,tfm,multiclass,0.0003412703695905171,0.000848491873703728,0.0,0.000848491873703728,0.1260840061190572
students_dropout_and_academic_success,tabpfn_v25_single,tfm,multiclass,-0.00016924423446821387,0.0019500457563089608,0.0,0.0019500457563089608,0.12371351020632229
students_dropout_and_academic_success,xgboost,tree,multiclass,5.696635084315788e-05,6.989147622597876e-05,0.0,6.989147622597876e-05,0.19385517897830534
wine_quality,catboost,tree,regression,0.00010894663422659782,0.0076120990685167,0.0,0.0076120990685167,0.6784305214912382
wine_quality,mitra_default,tfm,regression,1.3291491010354922e-05,0.01722711482947423,0.011355089544456907,0.0058720252850173234,0.8871568228370348
wine_quality,tabicl_v2_default,tfm,regression,0.00034854550551450896,0.050521148533494306,0.0,0.050521148533494306,0.8759205151911776
wine_quality,tabicl_v2_single,tfm,regression,-0.0009533653854132048,0.05752000450354438,0.0,0.05752000450354438,0.8496530290330395
wine_quality,tabpfn_v25_default,tfm,regression,-0.001275780555994518,0.036566896559987044,0.0,0.036566896559987044,1.302510428772787
wine_quality,tabpfn_v25_single,tfm,regression,-0.0007932001895271255,0.07710963349501822,0.0,0.07710963349501822,1.2600536285650334
wine_quality,xgboost,tree,regression,-0.00017196265667144403,0.0062406245534390795,0.0,0.0062406245534390795,0.8632294140233762
