model,problem_type,transform,transform_value,transform_severity,datasets,mean_matched_normalized_loss_gap,loss_gap_ci_low,loss_gap_ci_high,mean_excess_disagreement,excess_disagreement_ci_low,excess_disagreement_ci_high,median_matched_disagreement,median_mismatch_disagreement
tabicl_v2_single,multiclass,random_monotone_pwl,0.5,0.5,4,0.002803955155528909,0.001506143842697934,0.003950976786526183,0.0005424088102279981,0.00036465298012467953,0.000831711790596508,0.0004308616599628065,0.15788786965746365
tabicl_v2_single,multiclass,random_monotone_pwl,1.0,1.0,4,0.005027235126014822,0.0023016054276710383,0.008030165681658104,0.000929500501281589,0.000701156288339377,0.0011794469373082555,0.0009078982781971347,0.15668380534162105
tabicl_v2_single,multiclass,random_monotone_pwl,2.0,2.0,4,0.004753224004135114,0.00012575396245198328,0.00929864463469881,0.0014343892802958387,0.000740447978097497,0.0018108903490414042,0.0017557841786785201,0.15892896231749973
tabicl_v2_single,multiclass,signed_power,0.5,1.0,4,0.0021227201346349896,-0.0032768544857127027,0.008105566270288002,0.0011913699978564494,0.0006027306564337271,0.001609454011790221,0.0013619253253454003,0.16266860176312187
tabicl_v2_single,multiclass,signed_power,2.0,1.0,4,0.006080216369339218,0.00021408201800581644,0.011899919047899582,0.0017827184105436023,0.000974775172956268,0.002665172098700495,0.0016189660572549212,0.15741675766382257
tabicl_v2_single,multiclass,signed_power,3.0,1.584962500721156,4,0.020389125887026925,0.0041579204274554,0.052582901929620465,0.005277531963630374,0.002103976674697699,0.010544069928425735,0.0031845492877676856,0.15585573854367515
tabicl_v2_single,regression,monotone_spline,0.5,0.5,4,-0.0005025849525989379,-0.002278912163739666,0.0012737422585417904,0.023396281704855346,0.01316571711374705,0.03490284344552115,0.022120284555297832,1.1040775671452194
tabicl_v2_single,regression,monotone_spline,1.0,1.0,4,-0.001350073500585851,-0.0033809715693546164,0.0006808245681829146,0.037148061268460486,0.019452496690476204,0.058270683340090695,0.03372100377481456,1.084373759269756
tabicl_v2_single,regression,monotone_spline,2.0,2.0,4,-5.469145536137203e-05,-0.0015586372345634367,0.0013961095923990616,0.050093380532944126,0.02644137639283704,0.08021921375356698,0.04361955145242835,0.9876106858195801
tabicl_v2_single,regression,positive_affine,0.5,0.5,4,-6.2516372092578e-05,-0.00015519648020841367,3.016373602325767e-05,0.002035082667494521,0.0008938838489407213,0.002991346559698338,0.0022200175938445047,0.8703329035707579
tabicl_v2_single,regression,positive_affine,1.0,1.0,4,-0.00011618906736840105,-0.0002543707058690083,2.1992571132206177e-05,0.002255869267565284,0.0014585522542029583,0.0030751125216521994,0.002233943026840695,1.04723715266317
tabicl_v2_single,regression,positive_affine,2.0,2.0,4,-0.00011718891734944049,-0.0002729437071841319,3.856587248525094e-05,0.002285029318074598,0.0014654927253577685,0.003140640458665988,0.0022489547702000375,1.1569467672953584
tabicl_v2_single,regression,random_monotone_pwl,0.5,0.5,4,-0.00041157339726058243,-0.0025835699828726895,0.0015442714524787383,0.022416940222234123,0.013679399331183662,0.03252905660514907,0.021042364730369634,1.1053259391693622
tabicl_v2_single,regression,random_monotone_pwl,1.0,1.0,4,-0.0014429109489617498,-0.0056332198227022606,0.0018386755854442396,0.036537746851004166,0.020640491494575468,0.0567957939118484,0.03217695514658864,1.0924900844976921
tabicl_v2_single,regression,random_monotone_pwl,2.0,2.0,4,-0.001554276608048146,-0.005376778170247837,0.0015151657983862369,0.049741892505558674,0.026630716699662722,0.08170090195301674,0.04089405886399656,1.0274263401683426
tabicl_v2_single,regression,signed_power,0.5,1.0,4,-0.0035707307485139403,-0.006570187622692229,0.0005673879175393198,0.0465681786345222,0.023898435157550232,0.07461710919102406,0.04118899155499231,1.155035740297027
tabicl_v2_single,regression,signed_power,2.0,1.0,4,0.0017392995127253107,0.0004554182341987602,0.003820936587347565,0.048843185329167316,0.026889129810814278,0.07343940282090611,0.04620102335578154,1.0912447756984398
tabicl_v2_single,regression,signed_power,3.0,1.584962500721156,4,0.006870664522619441,0.0008682943304855493,0.01306098135885993,0.06438805487532401,0.03541991048160035,0.09784544051838022,0.05989881362599147,1.1152618170263655
tabpfn_v25_default,binary,monotone_spline,0.5,0.5,4,0.00017002211845971194,-0.00015483718203663024,0.00046127895542753583,0.00015018433324566656,3.794321144231938e-05,0.0003429946444095307,6.378735158942254e-05,0.05672285859788766
tabpfn_v25_default,binary,monotone_spline,1.0,1.0,4,0.0015873053688094513,0.0005971473024593277,0.002811401964866559,0.00033211658331466965,9.626226583178402e-05,0.0006529533608733307,0.00020900051910841363,0.058594109683202424
tabpfn_v25_default,binary,monotone_spline,2.0,2.0,4,0.004270959000958937,0.0012694468012166976,0.008473436634259965,0.0008064444490249864,0.00026102695648793923,0.001433910485036607,0.0006380536988449618,0.05887350250652489
tabpfn_v25_default,binary,positive_affine,0.5,0.5,4,0.00012703838888583385,-7.674652879341437e-05,0.0002958400838604103,2.1855286545090268e-05,1.2323987171612924e-05,3.1780080524225726e-05,2.146179193943216e-05,0.02527259877857097
tabpfn_v25_default,binary,positive_affine,1.0,1.0,4,6.56113222921445e-05,-0.0001261684004433735,0.00019549669651992843,2.6243170309452067e-05,1.846820610128779e-05,3.3294639157872973e-05,2.7648823567835094e-05,0.03449628766347446
tabpfn_v25_default,binary,positive_affine,2.0,2.0,4,2.480178565611682e-06,-0.0001996954278493853,0.00019392204748918415,2.750876909512941e-05,1.4596836864902877e-05,3.78206570126946e-05,3.0108813407790742e-05,0.03847729017676278
tabpfn_v25_default,binary,random_monotone_pwl,0.5,0.5,4,0.0005519229141640163,5.1414160433059964e-05,0.0012755957131935526,0.00015432206639400857,3.973669073308229e-05,0.0003546687027221444,6.582133093430454e-05,0.056714346399463725
tabpfn_v25_default,binary,random_monotone_pwl,1.0,1.0,4,0.0017838365865392343,2.4926432062579302e-05,0.004365919533221247,0.0003418604382436738,8.21891976528312e-05,0.0007083427521501346,0.00019754605296261264,0.05796291306232427
tabpfn_v25_default,binary,random_monotone_pwl,2.0,2.0,4,0.00463346097048595,0.0006603571895090614,0.010520829810324624,0.0008057280806630696,0.00024287407596961948,0.0015507106377560026,0.000571119415463789,0.05875076691797372
tabpfn_v25_default,binary,signed_power,0.5,1.0,4,0.004377866577986306,0.00011878259397327118,0.011362483968402958,0.000610918090159606,0.00013982711537951272,0.00137039293433423,0.00029006063384693536,0.05846103712520427
tabpfn_v25_default,binary,signed_power,2.0,1.0,4,0.0009482565273153723,-0.001001663534661123,0.003970936418995746,0.000860877894158657,0.00025395959494997004,0.0017640543182923752,0.0005646197692336255,0.0567093655035581
tabpfn_v25_default,binary,signed_power,3.0,1.584962500721156,4,0.004478055829581075,-0.00037761418218643084,0.009333725841348579,0.0017424777702602793,0.0005659547439207222,0.003438986868785126,0.0012224916980749893,0.05689478713518332
tabpfn_v25_default,multiclass,monotone_spline,0.5,0.5,4,-0.0001886207936572983,-0.0011171985001808074,0.0007399569128662108,0.00028154075629875647,0.00010124016572611,0.000489839337122307,0.0002535427660478525,0.18384559677674261
tabpfn_v25_default,multiclass,monotone_spline,1.0,1.0,4,0.0027130680874356784,-0.0010709400196952743,0.0070666676559205666,0.0008076603400250154,0.0002754028179404206,0.0015094445363411653,0.0006381336657934604,0.1831839126521365
tabpfn_v25_default,multiclass,monotone_spline,2.0,2.0,4,0.00937207247086959,-0.0006998123553860285,0.021185213889412125,0.0026350698591550486,0.0011602471669237993,0.004595780996175144,0.0019678877597177962,0.1799410395125941
tabpfn_v25_default,multiclass,positive_affine,0.5,0.5,4,-0.0005260516272848591,-0.0010238700103832946,-4.163943112012411e-05,3.90933875377003e-05,9.872394532574101e-06,8.284968984986195e-05,2.3408450747972134e-05,0.14663744770190568
tabpfn_v25_default,multiclass,positive_affine,1.0,1.0,4,-0.00036410230330423166,-0.00105012513085459,0.00010157004694550756,4.4302953579233605e-05,9.618694366905488e-06,9.316607060165593e-05,2.609307454624284e-05,0.19046605678845227
tabpfn_v25_default,multiclass,positive_affine,2.0,2.0,4,2.489496066848384e-05,-0.00012451843846124355,0.00016023890868225563,5.148006098304505e-05,1.3577398284532286e-05,8.938272368155781e-05,4.218388037923011e-05,0.2125743073228889
tabpfn_v25_default,multiclass,random_monotone_pwl,0.5,0.5,4,0.00041053491186260896,-0.0010128740357307168,0.0022260550218580434,0.00027248240029689036,8.536221563510652e-05,0.00048274079827744887,0.0002493441869781156,0.18302391706730722
tabpfn_v25_default,multiclass,random_monotone_pwl,1.0,1.0,4,0.0022541704509435496,-0.0013288139809221396,0.007081816653956519,0.0007882223300938473,0.00021590137114310595,0.0015339504742073963,0.0006148151449310397,0.18131122172244224
tabpfn_v25_default,multiclass,random_monotone_pwl,2.0,2.0,4,0.010200929594668643,-0.0014357537141883006,0.02594931039972395,0.0025394672781224596,0.0007473306178686285,0.004942888561024518,0.0019281826554742327,0.17859771453766482
tabpfn_v25_default,multiclass,signed_power,0.5,1.0,4,-0.0012343744919843503,-0.006216192510499379,0.0019784971710426016,0.0008031437987262301,0.0002774643937175702,0.0014317285499824293,0.0007002384524786907,0.17557506280471535
tabpfn_v25_default,multiclass,signed_power,2.0,1.0,4,0.012952242089909125,-0.000739038590216875,0.03737859905084539,0.0024480339771120988,0.0005162498496152625,0.005496010393557273,0.0013318416881637606,0.17581174946974676
tabpfn_v25_default,multiclass,signed_power,3.0,1.584962500721156,4,0.02395732249824556,0.00417344531831924,0.05690398645634363,0.005691813013031008,0.0015242821929523373,0.011218866352640449,0.004332290493500238,0.1763223727485658
tabpfn_v25_default,regression,monotone_spline,0.5,0.5,4,0.0016223050915522186,-0.0012802549061973509,0.0053544953039973715,0.016730798087931754,0.009611848469174549,0.02340437369928518,0.017673561047143717,2.096441859901863
tabpfn_v25_default,regression,monotone_spline,1.0,1.0,4,0.001774061564645572,-0.0017893827653103888,0.004923619620551963,0.025058480253285168,0.014336654273410673,0.03592743745613748,0.024911349030307343,2.0529980574507785
tabpfn_v25_default,regression,monotone_spline,2.0,2.0,4,0.0024835287602112868,-0.0009910687426519056,0.005802625720098568,0.03423962347562798,0.018534703600357947,0.05511302653783941,0.029071140288686587,1.9541732875790445
tabpfn_v25_default,regression,positive_affine,0.5,0.5,4,0.0014559561783582062,-7.802706202542048e-06,0.004245242247035719,0.007203161359548833,0.0026132863693011585,0.012448557086817405,0.005863410365251175,0.784953731825931
tabpfn_v25_default,regression,positive_affine,1.0,1.0,4,0.0010020295696156376,9.658523830843772e-05,0.002651131783595889,0.006480529047816593,0.0029804743695731094,0.01008252145638837,0.006029542531569308,1.151077025573921
tabpfn_v25_default,regression,positive_affine,2.0,2.0,4,0.0007212732988893597,-6.173191124875585e-05,0.002040903699559589,0.006361017728369501,0.003300738423391009,0.009895075275960131,0.005522069723395706,1.5749775205020264
tabpfn_v25_default,regression,random_monotone_pwl,0.5,0.5,4,0.0014176950630814284,-0.00043780812273792007,0.003676269786998084,0.015246012865203523,0.009070949236902525,0.02139661701718171,0.015270472341526332,2.0543646165242078
tabpfn_v25_default,regression,random_monotone_pwl,1.0,1.0,4,0.001102408493106782,-0.001961000567260963,0.0034930165629454817,0.022005745718995284,0.012507761674648947,0.033500770055621326,0.020008705426715578,2.0527925267949043
tabpfn_v25_default,regression,random_monotone_pwl,2.0,2.0,4,0.001524125026769336,-0.002404519540018568,0.00436252272404451,0.033897018175265345,0.019409274170993838,0.05250389560515867,0.02977788474964353,1.9502603227625073
tabpfn_v25_default,regression,signed_power,0.5,1.0,4,0.0019269562036607368,0.0002721376794543811,0.0035817747278670924,0.025221870306646788,0.012649847046796489,0.03970003503154858,0.023315728841595294,2.4552594992150527
tabpfn_v25_default,regression,signed_power,2.0,1.0,4,0.0023055588042146455,0.00039425721834635154,0.005581853601966696,0.02877266310790348,0.016281301717410716,0.04211760954099813,0.027919078065301604,1.6915529951159707
tabpfn_v25_default,regression,signed_power,3.0,1.584962500721156,4,0.004561257339878591,0.0011882918950290437,0.01030271248786837,0.04246983872307658,0.026071573881768693,0.0610919864712354,0.040245955816225656,1.4003681797272938
tabpfn_v25_single,binary,monotone_spline,0.5,0.5,4,0.0005545463160444252,-0.000980809489970244,0.0026003346806576255,0.0003207824521622106,0.00020924258198483465,0.0004393752496953463,0.00028185442460510493,0.05754250910879845
tabpfn_v25_single,binary,monotone_spline,1.0,1.0,4,0.0027324412154528014,-0.0008490215278263528,0.00772774028612536,0.0007626544919316647,0.0004848707011156321,0.0012566594964540537,0.0005359296733529247,0.05781928722687582
tabpfn_v25_single,binary,monotone_spline,2.0,2.0,4,0.005704028978420546,-0.0014226389997045036,0.014237666731939401,0.001650920474424999,0.0008234361014462456,0.0028196736342231935,0.0011620103113180328,0.05733167585542746
tabpfn_v25_single,binary,positive_affine,0.5,0.5,4,0.000170161267135317,-0.0003137130017777101,0.0007009714140756261,0.00016043187615813546,8.559161268025373e-05,0.00024592407814528306,0.00014977993764886958,0.027632917075422512
tabpfn_v25_single,binary,positive_affine,1.0,1.0,4,-0.0002477762503459609,-0.0010769797975819367,0.0006038904992586476,0.0001326235358930655,6.002706922453889e-05,0.00020522000256159215,0.00012583200668027643,0.03959332365691896
tabpfn_v25_single,binary,positive_affine,2.0,2.0,4,0.00012081816925676771,-0.00033486214105584355,0.0007561429524291438,0.00013963707345919269,9.069369947235843e-05,0.00019580479602674815,0.0001324127248784715,0.04616417125575542
tabpfn_v25_single,binary,random_monotone_pwl,0.5,0.5,4,0.0006367450450994344,-0.0010359621435786664,0.0032454114213423353,0.00029395951616367896,0.0001652014237121325,0.0004486037168791819,0.0002456265388649844,0.05639194849600195
tabpfn_v25_single,binary,random_monotone_pwl,1.0,1.0,4,0.0033345387233696365,-0.0015444012428535066,0.010796358751650432,0.0007016864610738572,0.0003664678186585484,0.0012718245440993922,0.00045477497222884693,0.05653362846153719
tabpfn_v25_single,binary,random_monotone_pwl,2.0,2.0,4,0.005949144001322361,-0.0022291755045492773,0.016612618607772058,0.0014873651329444567,0.0006347821044770227,0.0027551654098087637,0.001009212239901419,0.056982589881208245
tabpfn_v25_single,binary,signed_power,0.5,1.0,4,0.004522406109589342,-0.0012253754828164959,0.010423856543997193,0.0010411798786124147,0.0005967799949097593,0.0016576489628852252,0.0008691106780422597,0.06150833717380767
tabpfn_v25_single,binary,signed_power,2.0,1.0,4,0.0026881925178067587,-0.000781114282105283,0.0061574993177187995,0.0012702077145463522,0.0006960552321266216,0.0019095233185849273,0.0012050445929275074,0.05504104410705433
tabpfn_v25_single,binary,signed_power,3.0,1.584962500721156,4,0.007767938217496858,-0.0012259415797994297,0.016761818014793144,0.002943885815078487,0.0016544331536278304,0.004450025179529345,0.002697413498868018,0.05913163370656699
tabpfn_v25_single,multiclass,monotone_spline,0.5,0.5,4,0.002317183529443807,-0.0009179196546104072,0.006679908486451024,0.0007406958128711494,0.00015060331051702742,0.0014613887127186281,0.0005312321052183329,0.17194804987422985
tabpfn_v25_single,multiclass,monotone_spline,1.0,1.0,4,0.0056006383225719585,-0.0015053828032548292,0.013594016685720006,0.0019338354897608533,0.0005023560132335724,0.0038008860680018236,0.001365390451796001,0.17322279587182873
tabpfn_v25_single,multiclass,monotone_spline,2.0,2.0,4,0.013309634338032686,-0.003197439153810403,0.029816707829875777,0.004677779036961822,0.0014920380593959276,0.008422084205112751,0.003768567788782937,0.17819766953454919
tabpfn_v25_single,multiclass,positive_affine,0.5,0.5,4,-0.0008794958114533621,-0.002041455783646849,0.00028246416074012456,0.0002215280133677694,2.5149020976458566e-05,0.00046953265095948666,0.0001298270823498837,0.14653668946060383
tabpfn_v25_single,multiclass,positive_affine,1.0,1.0,4,-0.00045706279505698037,-0.0014831044751653462,0.00014573442541314548,0.00024165265333430286,8.436602886028195e-05,0.00039893927780832383,0.00023752298663746497,0.18854049846545856
tabpfn_v25_single,multiclass,positive_affine,2.0,2.0,4,0.0011781866907097343,0.00018125458961188237,0.002934734864931019,0.0003632529786583699,8.247608318482624e-05,0.0007315151460094378,0.00023421123037299952,0.21688694699724337
tabpfn_v25_single,multiclass,random_monotone_pwl,0.5,0.5,4,0.001914531423439222,-0.0014573386553438604,0.007607268548833248,0.0007732339937842825,0.00013033805695987768,0.0017845745100664142,0.0003732514408616809,0.17436162356154977
tabpfn_v25_single,multiclass,random_monotone_pwl,1.0,1.0,4,0.006757925432456407,-0.0032426103214665707,0.021495188113161146,0.0021346934802179765,0.0004837893667077132,0.004757374865757632,0.0011587123185300354,0.17427872457400953
tabpfn_v25_single,multiclass,random_monotone_pwl,2.0,2.0,4,0.013389009260668591,-0.005726821645041926,0.03250484016637911,0.004367532624071835,0.0013177117780402527,0.008217026686198232,0.003363326863788124,0.17659629397055204
tabpfn_v25_single,multiclass,signed_power,0.5,1.0,4,0.007091607995520808,-0.0034040059882560875,0.019713914762428165,0.0017719982048500645,0.00048134894427509056,0.003651112382958648,0.001183533287316455,0.18417524306605412
tabpfn_v25_single,multiclass,signed_power,2.0,1.0,4,0.023394364247623034,-0.006513735219261646,0.06571466522800627,0.00567064137444417,0.0013715196999801145,0.011940172684234538,0.003700231739117858,0.17755292895007424
tabpfn_v25_single,multiclass,signed_power,3.0,1.584962500721156,4,0.0344484619888057,0.006091686250502421,0.06570652822856816,0.010556159738057218,0.003097806133524586,0.018860593248581914,0.009710079832065153,0.18077367542884543
tabpfn_v25_single,regression,monotone_spline,0.5,0.5,4,-0.00028051126630179626,-0.0022522257000590147,0.0012060671945365873,0.024763187317635785,0.014885947419152794,0.040369318604970714,0.019034295928783848,1.8449576363159936
tabpfn_v25_single,regression,monotone_spline,1.0,1.0,4,0.0008060841839126539,-0.0024639023634401794,0.004143029797705296,0.03906901778877832,0.02116426745179626,0.06614872951936383,0.02776398741846447,1.7780707593258178
tabpfn_v25_single,regression,monotone_spline,2.0,2.0,4,0.005587081415050758,-4.90922893535918e-05,0.012969028315212848,0.06272709284295017,0.03649636555636257,0.10186505645785877,0.047904413337582344,1.5975357997879496
tabpfn_v25_single,regression,positive_affine,0.5,0.5,4,-0.00041374491918634847,-0.0011265124443428354,9.902720618624065e-05,0.00976583152605378,0.005871125075649656,0.01643287933533459,0.00693522735066778,0.9494137895266876
tabpfn_v25_single,regression,positive_affine,1.0,1.0,4,-0.0002156997903612532,-0.0004989719521665048,6.757237144399841e-05,0.01030444157658466,0.005735941998096193,0.016872653129528882,0.008239917470590897,1.1965543956639522
tabpfn_v25_single,regression,positive_affine,2.0,2.0,4,-0.0003834831283052424,-0.001385773566932809,0.0003411565112526134,0.009877407089333457,0.004967172798693546,0.01769751556180741,0.006355307536356583,1.6362337307081298
tabpfn_v25_single,regression,random_monotone_pwl,0.5,0.5,4,-0.0010265691004730767,-0.0027982495845380673,0.00035260574232351866,0.022120698196831053,0.013223341149449785,0.03586101292522381,0.01640143895998241,1.8093001499263524
tabpfn_v25_single,regression,random_monotone_pwl,1.0,1.0,4,0.00012601224836066949,-0.004790463940477686,0.003847348725451012,0.03616400640241696,0.020812546835103064,0.059805385271287925,0.026794706253396125,1.668029401964208
tabpfn_v25_single,regression,random_monotone_pwl,2.0,2.0,4,0.0026165020714261212,-0.00635903495855142,0.011323565212570453,0.058331523178375366,0.03364717445276821,0.09601610163265219,0.043865067726276435,1.5872355302002634
tabpfn_v25_single,regression,signed_power,0.5,1.0,4,0.0007463694632762567,-0.00563744914706888,0.007130188073621394,0.0439718210512679,0.02777897202698569,0.07040492006221949,0.03373157106459853,2.436931779549177
tabpfn_v25_single,regression,signed_power,2.0,1.0,4,0.011424938751928265,0.006627379003213302,0.016820817929520792,0.06367193406988583,0.03717793337332999,0.0972614711085615,0.056576397727766015,1.1229608997067908
tabpfn_v25_single,regression,signed_power,3.0,1.584962500721156,4,0.029252310859375016,0.02311584211921601,0.03850593555514302,0.10824873470321705,0.06951900914556905,0.1618719880869525,0.09335520687712962,1.153421363694764
xgboost,binary,monotone_spline,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0998673757419325
xgboost,binary,monotone_spline,1.0,1.0,4,-9.540420510855777e-05,-0.0004938192146221043,0.0002961973738087367,0.0004038574259349151,5.973348057063331e-05,0.0007479813712991969,0.00040799490469276413,0.10123260800340457
xgboost,binary,monotone_spline,2.0,2.0,4,0.0013230793262453504,0.00011124006098931864,0.0028149632642684905,0.0008189934581451553,0.0002753126868780133,0.0013626742294122977,0.0008443973573833102,0.10416880140106527
xgboost,binary,positive_affine,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05580223589795103
xgboost,binary,positive_affine,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674048555989153
xgboost,binary,positive_affine,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07930229274598186
xgboost,binary,random_monotone_pwl,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998932196117295
xgboost,binary,random_monotone_pwl,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09991138581410042
xgboost,binary,random_monotone_pwl,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0993967271414052
xgboost,binary,signed_power,0.5,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09543966897259411
xgboost,binary,signed_power,2.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1018024260448481
xgboost,binary,signed_power,3.0,1.584962500721156,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10122894119922574
xgboost,multiclass,monotone_spline,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22217700369028442
xgboost,multiclass,monotone_spline,1.0,1.0,4,-0.00020805229742812636,-0.0005862124681350958,0.0,9.724301853852846e-05,0.0,0.00019448603707705693,8.857366243988561e-05,0.22169111034588196
xgboost,multiclass,monotone_spline,2.0,2.0,4,0.00021151678104001462,-0.00040265312217339,0.0008138337728040013,0.00023699323423807348,3.7298881788932895e-05,0.0005148122332684469,0.00014321127356016,0.22138853220538568
xgboost,multiclass,positive_affine,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18549373303737193
xgboost,multiclass,positive_affine,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22488619107061608
xgboost,multiclass,positive_affine,2.0,2.0,4,4.050683045930814e-09,0.0,1.2152049137792442e-08,8.567027880309466e-12,0.0,2.5701083640928397e-11,0.0,0.26370454932921455
xgboost,multiclass,random_monotone_pwl,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22298720830827173
xgboost,multiclass,random_monotone_pwl,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22241674854206336
xgboost,multiclass,random_monotone_pwl,2.0,2.0,4,4.050683045930814e-09,0.0,1.2152049137792442e-08,8.567027880309466e-12,0.0,2.5701083640928397e-11,0.0,0.22372467173699162
xgboost,multiclass,signed_power,0.5,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24604584650711817
xgboost,multiclass,signed_power,2.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21779217382756078
xgboost,multiclass,signed_power,3.0,1.584962500721156,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22375592616837375
xgboost,regression,monotone_spline,0.5,0.5,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.1333038692131983
xgboost,regression,monotone_spline,1.0,1.0,4,0.0007333609326254871,-0.00012160625685788255,0.002102568783148358,0.017841710476676306,0.008276424931146617,0.0269051721991595,0.020449188081439015,1.1240678548255074
xgboost,regression,monotone_spline,2.0,2.0,4,0.00026933141381304545,-0.0013323462893489652,0.0020844703980057735,0.02466872370484241,0.008175296088036766,0.04182470362240631,0.02400617140408416,1.1273479335398817
xgboost,regression,positive_affine,0.5,0.5,4,9.321462135515699e-05,0.0,0.00027964386406547097,0.003355653450750607,0.0,0.010066960352251821,0.0,0.8708900718210205
xgboost,regression,positive_affine,1.0,1.0,4,3.31573147145748e-05,-2.8165443703104835e-05,0.00012763738784682925,0.002453700189376527,0.0,0.007332934100052509,1.8777645384714437e-05,1.0113773252065892
xgboost,regression,positive_affine,2.0,2.0,4,3.656341720928828e-05,-3.725819841696452e-05,0.00014694845004482936,0.0022925388417646244,0.0,0.006837309830369759,2.687112994940914e-05,1.0847488533313614
xgboost,regression,random_monotone_pwl,0.5,0.5,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.132985436184427
xgboost,regression,random_monotone_pwl,1.0,1.0,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.1283388264476022
xgboost,regression,random_monotone_pwl,2.0,2.0,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.1167392692025184
xgboost,regression,signed_power,0.5,1.0,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.1213171281774523
xgboost,regression,signed_power,2.0,1.0,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.1822596563001815
xgboost,regression,signed_power,3.0,1.584962500721156,4,7.861902404769617e-05,0.0,0.0002358570721430885,0.00377888556021564,0.0,0.01133665668064692,0.0,1.170663949400715
