run_id,dataset,model,model_family,problem_type,transform,transform_value,transform_severity,seed,wall_clock_seconds,peak_gpu_memory_bytes,result_path,metadata_path,disagreement_metric,clean_loss,clean_loss_gap,clean_normalized_loss_gap,clean_disagreement,matched_loss,matched_loss_gap,matched_normalized_loss_gap,matched_disagreement,context_only_loss,context_only_loss_gap,context_only_normalized_loss_gap,context_only_disagreement,query_only_loss,query_only_loss_gap,query_only_normalized_loss_gap,query_only_disagreement,identity_refit_disagreement,matched_excess_disagreement,mean_mismatch_disagreement
20260831T072637.685635Z__38047dfc4092__a581a85dc1,Food_Delivery_Time,tabicl_v2_default,tfm,regression,monotone_spline,1.0,1.0,20260833,1.5896114050410688,680152576.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/38047dfc4092dd9d/20260831T072637.685635Z__38047dfc4092__a581a85dc1.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/38047dfc4092dd9d/20260831T072637.685635Z__38047dfc4092__a581a85dc1.json,normalized_absolute_disagreement,58.603424814368005,0.0,0.0,0.0,58.59255660742078,-0.010868206947222347,-0.00012351960666071696,0.0290740024322092,79.18047161640852,20.57704680204052,0.23386274659379747,0.40578713667196226,134.9780152693611,76.3745904549931,0.8680143300257214,0.8621339599916853,0.0,0.0290740024322092,0.6339605483318238
20260831T072639.356517Z__ace5ad8c506c__21867625fd,Food_Delivery_Time,tabicl_v2_default,tfm,regression,monotone_spline,2.0,2.0,20260831,1.4871563559863716,680152576.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/ace5ad8c506cc55a/20260831T072639.356517Z__ace5ad8c506c__21867625fd.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/ace5ad8c506cc55a/20260831T072639.356517Z__ace5ad8c506c__21867625fd.json,normalized_absolute_disagreement,58.54078051578401,0.0,0.0,0.0,59.111638590536884,0.5708580747528771,0.006487929903707875,0.03960841548601572,79.17707797115912,20.636297455375114,0.23453614354233002,0.40520316232224485,138.81861795156152,80.27783743577751,0.9123756063712497,0.8813311970997056,0.0,0.03960841548601572,0.6432671797109752
20260831T072640.925835Z__54b50f9ca850__a63bc161ab,Food_Delivery_Time,tabicl_v2_default,tfm,regression,monotone_spline,2.0,2.0,20260832,1.2500710480380803,680152576.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/54b50f9ca8501be0/20260831T072640.925835Z__54b50f9ca850__a63bc161ab.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/54b50f9ca8501be0/20260831T072640.925835Z__54b50f9ca850__a63bc161ab.json,normalized_absolute_disagreement,58.47254837734759,0.0,0.0,0.0,57.76983449482948,-0.7027138825181112,-0.00798650069741689,0.04873878904001911,79.10531349472654,20.632765117378952,0.23449599772968607,0.40924445127393333,140.88621849183926,82.41367011449167,0.9366498232360015,0.885598683373583,0.0,0.04873878904001911,0.6474215673237582
20260831T072642.255145Z__34010af823ee__74339381b2,Food_Delivery_Time,tabicl_v2_default,tfm,regression,monotone_spline,2.0,2.0,20260833,1.562789805000648,680152576.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/34010af823ee90ad/20260831T072642.255145Z__34010af823ee__74339381b2.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/34010af823ee90ad/20260831T072642.255145Z__34010af823ee__74339381b2.json,normalized_absolute_disagreement,58.603424814368005,0.0,0.0,0.0,58.24042717226145,-0.3629976421065564,-0.004125549521600607,0.03967910948397184,79.24822145347073,20.64479663910273,0.23463273866938916,0.4047640480087819,134.7419505081706,76.13852569380259,0.8653314011313503,0.8610945006136128,0.0,0.03967910948397184,0.6329292743111974
20260831T080715.964941Z__7d765967ff06__b9131e47f5,Food_Delivery_Time,mitra_default,tfm,regression,identity,0.0,0.0,20260831,46.14164396794513,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/7d765967ff06a778/20260831T080715.964941Z__7d765967ff06__b9131e47f5.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/7d765967ff06a778/20260831T080715.964941Z__7d765967ff06__b9131e47f5.json,normalized_absolute_disagreement,58.432932645082474,0.0,0.0,0.0,58.44145365059376,0.008521005511283875,9.684313651909088e-05,0.0016775405668176043,58.44145365059376,0.008521005511283875,9.684313651909088e-05,0.0016775405668176043,58.432932645082474,0.0,0.0,0.0,0.0016775405668176043,0.0,0.0008387702834088021
20260831T080802.382035Z__07358efde039__907097d05e,Food_Delivery_Time,mitra_default,tfm,regression,identity,0.0,0.0,20260832,42.54214256000705,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/07358efde03996bd/20260831T080802.382035Z__07358efde039__907097d05e.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/07358efde03996bd/20260831T080802.382035Z__07358efde039__907097d05e.json,normalized_absolute_disagreement,58.95420263707638,0.0,0.0,0.0,58.9734320640564,0.019229426980018616,0.00021854674542150901,0.005479965851604173,58.9734320640564,0.019229426980018616,0.00021854674542150901,0.005479965851604173,58.95420263707638,0.0,0.0,0.0,0.005479965851604173,0.0,0.0027399829258020867
20260831T080845.197748Z__22aaf6b91ddf__12d88af077,Food_Delivery_Time,mitra_default,tfm,regression,identity,0.0,0.0,20260833,44.26554348599166,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/22aaf6b91ddf90db/20260831T080845.197748Z__22aaf6b91ddf__12d88af077.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/22aaf6b91ddf90db/20260831T080845.197748Z__22aaf6b91ddf__12d88af077.json,normalized_absolute_disagreement,58.34289503097534,0.0,0.0,0.0,58.132630348205566,-0.2102646827697754,-0.0023897052233626138,0.02505127246447622,58.132630348205566,-0.2102646827697754,-0.0023897052233626138,0.02505127246447622,58.34289503097534,0.0,0.0,0.0,0.02505127246447622,0.0,0.01252563623223811
20260831T080929.738936Z__185b1218ac01__f1b70dec7e,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,0.5,0.5,20260831,42.240593997063115,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/185b1218ac01269e/20260831T080929.738936Z__185b1218ac01__f1b70dec7e.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/185b1218ac01269e/20260831T080929.738936Z__185b1218ac01__f1b70dec7e.json,normalized_absolute_disagreement,58.343146964907646,0.0,0.0,0.0,58.34655864536762,0.0034116804599761963,3.8774512715367075e-05,0.0020488362122732338,81.87254738807678,23.529400423169136,0.26741690688684855,0.4361650208140886,164.38785815238953,106.04471118748188,1.2052218988776968,0.9774872312393277,0.0016775405668176043,0.0003712956454556295,0.7068261260267081
20260831T081012.248872Z__4fbc933ad1bf__f061e4c1bb,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,0.5,0.5,20260832,42.91986046079546,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4fbc933ad1bfd64c/20260831T081012.248872Z__4fbc933ad1bf__f061e4c1bb.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4fbc933ad1bfd64c/20260831T081012.248872Z__4fbc933ad1bf__f061e4c1bb.json,normalized_absolute_disagreement,58.98561979830265,0.0,0.0,0.0,58.90305791795254,-0.08256188035011292,-0.0009383342657660279,0.00515340462126368,193.5859158039093,134.60029600560665,1.5297625173835834,1.1193758491015164,83.67827081680298,24.692651018500328,0.2806375104952364,0.4315215885251375,0.005479965851604173,-0.0003265612303404936,0.775448718813327
20260831T081055.450709Z__0409fb16e929__7ac2717b2b,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,0.5,0.5,20260833,47.46916630095802,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0409fb16e9293d1d/20260831T081055.450709Z__0409fb16e929__7ac2717b2b.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0409fb16e9293d1d/20260831T081055.450709Z__0409fb16e929__7ac2717b2b.json,normalized_absolute_disagreement,58.207117557525635,0.0,0.0,0.0,58.36975836753845,0.16264081001281738,0.0018484492407368036,0.01844847279348213,115.81008124351501,57.60296368598938,0.6546705865592134,0.7586777865866624,120.789963722229,62.58284616470337,0.7112680665275679,0.7483172960459968,0.02505127246447622,-0.00660279967099409,0.7534975413163296
20260831T081143.189706Z__1b070719bc78__4e33b339b8,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,1.0,1.0,20260831,44.51627091993578,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1b070719bc78af19/20260831T081143.189706Z__1b070719bc78__4e33b339b8.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1b070719bc78af19/20260831T081143.189706Z__1b070719bc78__4e33b339b8.json,normalized_absolute_disagreement,58.43158954381943,0.0,0.0,0.0,58.33168864250183,-0.09990090131759644,-0.0011353961233646136,0.015827036067735157,79.78070831298828,21.349118769168854,0.2426375174604703,0.4103308960850975,171.69871401786804,113.26712447404861,1.2873062438510745,1.015551745060797,0.0016775405668176043,0.014149495500917552,0.7129413205729472
20260831T081227.981613Z__bd782ce6fd9a__9db73dc685,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,1.0,1.0,20260832,43.790535333100706,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/bd782ce6fd9a19fe/20260831T081227.981613Z__bd782ce6fd9a__9db73dc685.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/bd782ce6fd9a19fe/20260831T081227.981613Z__bd782ce6fd9a__9db73dc685.json,normalized_absolute_disagreement,59.13561670482159,0.0,0.0,0.0,58.91936281323433,-0.21625389158725739,-0.0024577739232812643,0.02861660534915257,195.72570395469666,136.59008724987507,1.5523769406295254,1.129709498993113,83.14086246490479,24.0052457600832,0.272824995740179,0.4317631543667592,0.005479965851604173,0.0231366394975484,0.7807363266799361
20260831T081312.049747Z__dc99977f8fb1__5bef0fa63c,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,1.0,1.0,20260833,43.28274234686978,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/dc99977f8fb1e68e/20260831T081312.049747Z__dc99977f8fb1__5bef0fa63c.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/dc99977f8fb1e68e/20260831T081312.049747Z__dc99977f8fb1__5bef0fa63c.json,normalized_absolute_disagreement,58.384838342666626,0.0,0.0,0.0,58.2686333656311,-0.11620497703552246,-0.0013206955963526088,0.00978789002719178,111.5556583404541,53.170819997787476,0.6042982806499672,0.7201346145234612,136.7200878560543,78.33524951338768,0.8902976594529887,0.8507859473087277,0.02505127246447622,-0.01526338243728444,0.7854602809160944
20260831T081355.606084Z__e8d72e0ce950__1ae5640baf,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,2.0,2.0,20260831,42.35271745896898,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/e8d72e0ce950287b/20260831T081355.606084Z__e8d72e0ce950__1ae5640baf.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/e8d72e0ce950287b/20260831T081355.606084Z__e8d72e0ce950__1ae5640baf.json,normalized_absolute_disagreement,58.41871075332165,0.0,0.0,0.0,58.361888095736504,-0.05682265758514404,-0.0006458022329182287,0.0056275894214841225,79.73244976997375,21.313739016652107,0.24223541864731335,0.4100669630359182,169.512699842453,111.09398908913136,1.2626080733737384,1.0060009474337155,0.0016775405668176043,0.003950048854666518,0.7080339552348168
20260831T081438.228505Z__2847fd306de0__2b9afa0ee3,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,2.0,2.0,20260832,42.85848230915144,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/2847fd306de058c3/20260831T081438.228505Z__2847fd306de0__2b9afa0ee3.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/2847fd306de058c3/20260831T081438.228505Z__2847fd306de0__2b9afa0ee3.json,normalized_absolute_disagreement,59.23594459891319,0.0,0.0,0.0,58.97732990980148,-0.2586146891117096,-0.00293921387685078,0.0357249039109477,193.71497678756714,134.47903218865395,1.528384326938286,1.1186287843690936,79.83215856552124,20.596213966608047,0.23408058571295293,0.4095704110281402,0.005479965851604173,0.03024493805934353,0.7640995976986169
20260831T081521.362262Z__54771feb1a77__15bfb0f9f9,Food_Delivery_Time,mitra_default,tfm,regression,positive_affine,2.0,2.0,20260833,47.73207527096383,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/54771feb1a7731ea/20260831T081521.362262Z__54771feb1a77__15bfb0f9f9.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/54771feb1a7731ea/20260831T081521.362262Z__54771feb1a77__15bfb0f9f9.json,normalized_absolute_disagreement,58.25444769859314,0.0,0.0,0.0,58.37123227119446,0.11678457260131836,0.0013272828297994012,0.023906071437528736,111.58136510848999,53.32691740989685,0.6060723627076734,0.71909677609279,135.13220024108887,76.87775254249573,0.8737328798690139,0.8399512719678417,0.02505127246447622,-0.0011452010269474844,0.7795240240303158
20260831T081609.367370Z__d000768885ba__8e080f0fdb,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,0.5,1.0,20260831,43.89463598188013,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/d000768885ba24f6/20260831T081609.367370Z__d000768885ba__8e080f0fdb.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/d000768885ba24f6/20260831T081609.367370Z__d000768885ba__8e080f0fdb.json,normalized_absolute_disagreement,58.404126450419426,0.0,0.0,0.0,58.35662551224232,-0.047500938177108765,-0.0005398588035859079,0.004884998130572863,79.08001136779785,20.675884917378426,0.23498606391641663,0.4101206443340564,159.5680673122406,101.16394086182117,1.149750850731987,0.9566141531466051,0.0016775405668176043,0.003207457563755259,0.6833673987403308
20260831T081653.539539Z__a53fd68ea3c9__9fb79bc9c5,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,0.5,1.0,20260832,40.180422184988856,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/a53fd68ea3c9f97d/20260831T081653.539539Z__a53fd68ea3c9__9fb79bc9c5.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/a53fd68ea3c9f97d/20260831T081653.539539Z__a53fd68ea3c9__9fb79bc9c5.json,normalized_absolute_disagreement,59.01155047118664,0.0,0.0,0.0,59.026514396071434,0.014963924884796143,0.00017006835854767422,0.0026482773748160576,82.19154524803162,23.17999477684498,0.26344583344220607,0.44698180238892854,185.01777029037476,126.00621981918812,1.4320889162722283,1.070633230392064,0.005479965851604173,-0.0028316884767881157,0.7588075163904963
20260831T081733.998828Z__944a9e42f24a__a7f9cb1e4f,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,0.5,1.0,20260833,43.14244945999235,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/944a9e42f24a0819/20260831T081733.998828Z__944a9e42f24a__a7f9cb1e4f.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/944a9e42f24a0819/20260831T081733.998828Z__944a9e42f24a__a7f9cb1e4f.json,normalized_absolute_disagreement,58.33496689796448,0.0,0.0,0.0,58.13761854171753,-0.19734835624694824,-0.0022429082789035514,0.026822755303035614,84.34669661521912,26.01172971725464,0.29562913540778046,0.48960922655214173,170.78984260559082,112.45487570762634,1.2780748546599832,1.0375342366483749,0.02505127246447622,0.0017714828385593934,0.7635717316002583
20260831T081817.412447Z__5a56d6ac2585__53a8ea15bf,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,2.0,1.0,20260831,43.41933362279087,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/5a56d6ac258540fa/20260831T081817.412447Z__5a56d6ac2585__53a8ea15bf.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/5a56d6ac258540fa/20260831T081817.412447Z__5a56d6ac2585__53a8ea15bf.json,normalized_absolute_disagreement,58.44582225382328,0.0,0.0,0.0,58.37585034966469,-0.06997190415859222,-0.0007952463659315592,0.01560783743367099,79.15499687194824,20.709174618124962,0.23536440882298984,0.41068429796450706,158.36142851412296,99.91560626029968,1.1355632483326503,0.9495326952338791,0.0016775405668176043,0.013930296866853384,0.680108496599193
20260831T081901.104263Z__767f992bf356__e3d89785a4,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,2.0,1.0,20260832,40.31698051886633,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/767f992bf356ec95/20260831T081901.104263Z__767f992bf356__e3d89785a4.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/767f992bf356ec95/20260831T081901.104263Z__767f992bf356__e3d89785a4.json,normalized_absolute_disagreement,59.185922518372536,0.0,0.0,0.0,59.150366723537445,-0.03555579483509064,-0.00040409957354207315,0.0047194807946468595,81.61602783203125,22.430105313658714,0.25492317170217943,0.43451879433785157,187.40034079551697,128.21441827714443,1.4571855864295147,1.0784259655051207,0.005479965851604173,-0.0007604850569573138,0.7564723799214861
20260831T081941.715165Z__cf7d48340cf3__335350474a,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,2.0,1.0,20260833,46.46255506109446,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/cf7d48340cf35f06/20260831T081941.715165Z__cf7d48340cf3__335350474a.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/cf7d48340cf35f06/20260831T081941.715165Z__cf7d48340cf3__335350474a.json,normalized_absolute_disagreement,58.256572008132935,0.0,0.0,0.0,58.224809646606445,-0.03176236152648926,-0.000360986354181463,0.02492601610215384,84.81717085838318,26.560598850250244,0.30186715606243436,0.4936174301464579,165.38287949562073,107.1263074874878,1.2175144831274438,1.004019212844115,0.02505127246447622,-0.0001252563623223811,0.7488183214952865
20260831T082028.455370Z__4c2906827986__ece3afc83a,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,3.0,1.584962500721156,20260831,45.46688412106596,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4c2906827986d427/20260831T082028.455370Z__4c2906827986__ece3afc83a.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4c2906827986d427/20260831T082028.455370Z__4c2906827986__ece3afc83a.json,normalized_absolute_disagreement,58.33683370053768,0.0,0.0,0.0,58.45138709247112,0.11455339193344116,0.0013019249616778687,0.005359182930793306,79.06379318237305,20.726959481835365,0.2355665377832398,0.40995960043964186,156.94061948359013,98.60378578305244,1.1206541147335276,0.9393421954706511,0.0016775405668176043,0.0036816423639757017,0.6746508979551464
20260831T082114.195504Z__b496480b2f47__39de24ba6a,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,3.0,1.584962500721156,20260832,43.06029179086909,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/b496480b2f47692a/20260831T082114.195504Z__b496480b2f47__39de24ba6a.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/b496480b2f47692a/20260831T082114.195504Z__b496480b2f47__39de24ba6a.json,normalized_absolute_disagreement,58.903794541954994,0.0,0.0,0.0,59.172487899661064,0.26869335770606995,0.003053760203258125,0.028361619182996296,81.73688530921936,22.833090767264366,0.2595031916595729,0.4403968964839805,183.10130739212036,124.19751285016537,1.4115325563811163,1.0598253957002473,0.005479965851604173,0.022881653331392124,0.7501111460921139
20260831T082157.534446Z__3cb0d24c3cfd__cf44417179,Food_Delivery_Time,mitra_default,tfm,regression,signed_power,3.0,1.584962500721156,20260833,42.853607994969934,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/3cb0d24c3cfd6bcf/20260831T082157.534446Z__3cb0d24c3cfd__cf44417179.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/3cb0d24c3cfd6bcf/20260831T082157.534446Z__3cb0d24c3cfd__cf44417179.json,normalized_absolute_disagreement,58.157920122146606,0.0,0.0,0.0,58.334033250808716,0.17611312866210938,0.002001565160266997,0.014744463221948863,85.27502512931824,27.11710500717163,0.30819197320485775,0.4909333652395497,158.60281777381897,100.44489765167236,1.1415787635679364,0.9598931857745446,0.02505127246447622,-0.010306809242527358,0.7254132755070472
20260831T082240.662631Z__c3eb73657869__655b01f1de,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,0.5,0.5,20260831,43.43129132804461,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/c3eb73657869564f/20260831T082240.662631Z__c3eb73657869__655b01f1de.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/c3eb73657869564f/20260831T082240.662631Z__c3eb73657869__655b01f1de.json,normalized_absolute_disagreement,58.360615476965904,0.0,0.0,0.0,58.350600242614746,-0.010015234351158142,-0.00011382538202275601,0.013720045115812245,79.14361476898193,20.78299929201603,0.23620344278003194,0.4099417066735958,160.16788053512573,101.80726505815983,1.1570623743414432,0.9478283140179924,0.0016775405668176043,0.01204250454899464,0.6788850103457941
20260831T082324.369829Z__ce2bad84997a__8620b60abc,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,0.5,0.5,20260832,42.54451468097977,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/ce2bad84997a0958/20260831T082324.369829Z__ce2bad84997a__8620b60abc.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/ce2bad84997a0958/20260831T082324.369829Z__ce2bad84997a__8620b60abc.json,normalized_absolute_disagreement,59.09081196784973,0.0,0.0,0.0,58.99665883183479,-0.09415313601493835,-0.0010700714830803306,0.006271764999142082,82.35045671463013,23.259644746780396,0.2643510731937803,0.44636894090185114,185.80850386619568,126.71769189834595,1.440174955836475,1.0723465584909737,0.005479965851604173,0.0007917991475379091,0.7593577496964125
20260831T082407.189727Z__4a70880fbc9a__5a53aaed4d,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,0.5,0.5,20260833,43.87804376007989,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4a70880fbc9a1242/20260831T082407.189727Z__4a70880fbc9a__5a53aaed4d.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4a70880fbc9a1242/20260831T082407.189727Z__4a70880fbc9a__5a53aaed4d.json,normalized_absolute_disagreement,58.394471168518066,0.0,0.0,0.0,58.28624677658081,-0.10822439193725586,-0.001229994458892928,0.017571678257225463,83.92975759506226,25.53528642654419,0.29021425067559997,0.48377585882112795,172.4139060974121,114.01943492889404,1.2958564207036603,1.0443159739798296,0.02505127246447622,-0.007479594207250757,0.7640459164004787
20260831T082451.346917Z__fd9881a43cb6__729b8c8867,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,1.0,1.0,20260831,46.145495768170804,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/fd9881a43cb6a824/20260831T082451.346917Z__fd9881a43cb6__729b8c8867.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/fd9881a43cb6a824/20260831T082451.346917Z__fd9881a43cb6__729b8c8867.json,normalized_absolute_disagreement,58.37667614221573,0.0,0.0,0.0,58.36370261013508,-0.01297353208065033,-0.00014744709843896362,0.001963840823554475,79.05238223075867,20.67570608854294,0.2349840314866399,0.4109124434815943,159.38875460624695,101.01207846403122,1.1480249005607526,0.9524135915672939,0.0016775405668176043,0.0002863002567368709,0.681663017524444
20260831T082537.771359Z__141f2a68bc8c__6d4bcaa644,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,1.0,1.0,20260832,45.24268977413885,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/141f2a68bc8ca3b5/20260831T082537.771359Z__141f2a68bc8c__6d4bcaa644.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/141f2a68bc8ca3b5/20260831T082537.771359Z__141f2a68bc8c__6d4bcaa644.json,normalized_absolute_disagreement,59.09138910472393,0.0,0.0,0.0,58.89280845224857,-0.19858065247535706,-0.002256913601599531,0.024970750517268978,81.8374674320221,22.746078327298164,0.2585142757867517,0.43707760288243735,188.09528636932373,129.0038972645998,1.4661581919817406,1.0795174852339302,0.005479965851604173,0.019490784665664805,0.7582975440581838
20260831T082623.302662Z__feb3ac7452d2__473a20a10a,Food_Delivery_Time,mitra_default,tfm,regression,random_monotone_pwl,1.0,1.0,20260833,41.26101037301123,2232319488.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/feb3ac7452d2c7f4/20260831T082623.302662Z__feb3ac7452d2__473a20a10a.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/feb3ac7452d2c7f4/20260831T082623.302662Z__feb3ac7452d2__473a20a10a.json,normalized_absolute_disagreement,58.1397271156311,0.0,0.0,0.0,58.208250522613525,0.06852340698242188,0.0007787838710307378,0.021329369126896897,83.96989393234253,25.830166816711426,0.2935656323692219,0.4851715725727202,179.2615261077881,121.12179899215698,1.376576379360655,1.075021676514859,0.02505127246447622,-0.0037219033375793242,0.7800966245437896
