source,task,split,backbone,operator,predicted_gain,predicted_se,actual_gain,selected_mean,selected_pessimistic,ordinary_dimensions,oof_finite
ACS,acs_occupation,1,ft_transformer,harmonic,0.00017186216031498517,0.00013627029878216816,0.0004988410024453794,False,False,10,True
ACS,acs_occupation,1,ft_transformer,kernel_ridge,0.017561227527253667,0.0012349869447045836,0.011547943079474831,True,True,10,True
ACS,acs_occupation,1,ft_transformer,knn_1,-0.004019250862701595,0.005969991440532692,-0.011827828140877787,False,False,10,True
ACS,acs_occupation,1,ft_transformer,knn_10,0.011722048706603604,0.0013155385108021465,0.006762359706307074,False,False,10,True
ACS,acs_occupation,1,ft_transformer,knn_3,0.011014281637125034,0.0016853830843399976,0.0017264325039812198,False,False,10,True
ACS,acs_occupation,1,ft_transformer,knn_5,0.014002235894023515,0.0007422872793963442,0.005893098114257475,False,False,10,True
ACS,acs_occupation,1,ft_transformer,rbf,-3.919218576728787e-05,0.00014208036479259543,0.0003396808034570068,False,False,10,True
ACS,acs_occupation,1,ft_transformer,rbf_double,-0.00014704371865242378,0.0001503622915300286,0.00026333639526105254,False,False,10,True
ACS,acs_occupation,1,ft_transformer,rbf_half,0.0004682734945398759,0.00010323559262918693,0.0006917824871413369,False,False,10,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,harmonic,0.007398085750579592,0.006490989213065463,0.009619219821977307,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,kernel_ridge,-0.011698720719793826,0.02728639060904312,0.027701195226182623,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,knn_1,-0.05391061885284265,0.03352443051439654,-0.03715324657269601,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,knn_10,0.012431808296613837,0.010866641591652702,0.020667072777302106,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,knn_3,0.003878383495177388,0.010874110027065646,0.027901699320666072,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,knn_5,0.009535308255849204,0.011636942494641169,0.03046402999503855,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,rbf,0.006693408339053826,0.00643919672872474,0.008563919179029862,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,rbf_double,0.0008794039989560994,0.004887889686743073,0.005426730696668245,False,False,257,True
NYC_TLC,tlc_pickup_zone,1,ft_transformer,rbf_half,0.015795901972742853,0.009407683227796438,0.014211239305603357,True,False,257,True
BTS,airline_origin_airport,1,ft_transformer,harmonic,0.002105200802823189,0.0009704480437525046,-0.011486437987206548,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,kernel_ridge,0.001767539048293945,0.0009712675250679483,-0.012796966329372078,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,knn_1,-0.0076266027723952984,0.0032424474080624517,-0.02358167379804929,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,knn_10,0.0014501996996978618,0.0010451981062733731,-0.015020957579098404,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,knn_3,-0.0022461452261364964,0.0013554515193671423,-0.017265789663404727,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,knn_5,8.6124094781506e-05,0.0013483802200081987,-0.015877926459779437,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,rbf,0.002094887789330419,0.0009700007099875952,-0.011528518469722828,False,False,353,True
BTS,airline_origin_airport,1,ft_transformer,rbf_double,0.0021916224646965753,0.001027500857530247,-0.01202652123815216,True,True,353,True
BTS,airline_origin_airport,1,ft_transformer,rbf_half,0.0020123315234018666,0.0009294406851485863,-0.01155703462128393,False,False,353,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,harmonic,-0.0006245501498955942,0.0010862017800854385,0.0035200276348343364,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,kernel_ridge,0.015397579152812627,0.009543832144692514,0.04877197162656585,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,knn_1,0.004412545966498921,0.015539211882487487,0.031657539973947595,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,knn_10,0.01636763259878504,0.00705535874107724,0.023271279460222262,True,True,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,knn_3,0.014516115570084514,0.013228720809751978,0.02658656575400504,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,knn_5,0.009459578932387271,0.01074743615954248,0.019678767152667257,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,rbf,-0.0008975480771049357,0.0011136500126047338,0.0033498897710202502,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,rbf_double,-0.0012189898294104379,0.001071922684513514,0.002885850649540371,False,False,52,True
STRING_BENCHMARK,medical_charges,1,ft_transformer,rbf_half,0.00046969237428487324,0.001331053003585092,0.00542871441657626,False,False,52,True
