dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
house_16H,64,ID-factor residual,16.0,0.02,0.0024430961625102,0.4065880931621162,0.6673767521253735,0.0450085729453652,
house_16H,64,feature-bilinear MLP,4.0,0.01,0.0059569550923997,0.20703608458133,0.511733629301317,0.0546099405440881,
house_16H,64,feature-bilinear MLP,8.0,0.01,0.0042527768722299,0.2011080779932114,0.5854122311677724,0.0538192229461663,
house_16H,64,feature-bilinear MLP,16.0,0.01,0.0055308683049389,0.0388860483069785,0.5268770621628293,0.0588645146908537,
house_16H,64,signed bilinear,4.0,0.02,0.0060648112548948,0.0094794631602291,0.1252829384602269,0.058837332190121,
house_16H,64,signed bilinear,8.0,0.02,0.0065019698730755,-0.058129755520089,0.1327209857433265,0.0613314169751775,
house_16H,64,signed bilinear,16.0,0.02,0.0072223249022404,-0.0289167641947658,0.0840600371990197,0.059600561733806,
house_16H,64,DeepSets,,0.01,0.0026985085927042,0.4012020027070008,0.6695295821245137,0.0447526534033811,
house_16H,64,cosine_diversity,,1.0,,0.4072467339127534,0.6682869984875672,0.045116272313309,1.3842796761309728e-05
house_16H,64,rbf_diversity,,1.0,,0.4072356928216492,0.6687858086264218,0.0450586285584678,7.071044161949645e-08
house_16H,64,euclidean_neighbor_diversity,,1.0,,0.4073043243960018,0.6684130700425448,0.0450917478800399,1.9407189014742052e-06
house_16H,64,label_target_complementarity,,1.0,,0.407167532930259,0.6687399312362416,0.0450491220894169,8.974026430839192e-08
house_16H,64,geometry + complementarity,,1.0,,0.4069739072214319,0.6677475436582082,0.0451227309371713,"[3.042614262019539e-06, 2.8757618463080493e-06]"
