dataset,backbone,train_mode,seed,design,phases,rmse,mae,quotient_mse
Electricity,patchtst,canonical_train,20261212,52,1-4-5-7,0.8110241293907166,0.6275402903556824,0.016700541600584984
Electricity,patchtst,canonical_train,20261212,53,1-4-6-7,0.8347814083099365,0.6455612778663635,0.027159562334418297
Electricity,patchtst,canonical_train,20261212,54,1-5-6-7,0.8686575889587402,0.670055627822876,0.04566583409905434
Electricity,patchtst,canonical_train,20261212,55,2-3-4-5,0.772258996963501,0.5923307538032532,0.021550333127379417
Electricity,patchtst,canonical_train,20261212,56,2-3-4-6,0.78623366355896,0.6056675314903259,0.014688909985125065
Electricity,patchtst,canonical_train,20261212,57,2-3-4-7,0.7928433418273926,0.6115233302116394,0.013390131294727325
Electricity,patchtst,canonical_train,20261212,58,2-3-5-6,0.8118627071380615,0.6270216107368469,0.016446737572550774
Electricity,patchtst,canonical_train,20261212,59,2-3-5-7,0.819051206111908,0.6329053044319153,0.016434600576758385
Electricity,patchtst,canonical_train,20261212,60,2-3-6-7,0.8424658179283142,0.650747537612915,0.02669762633740902
Electricity,patchtst,canonical_train,20261212,61,2-4-5-6,0.8476948142051697,0.6546033620834351,0.026396915316581726
Electricity,patchtst,canonical_train,20261212,62,2-4-5-7,0.8556991815567017,0.6608369946479797,0.02829541265964508
Electricity,patchtst,canonical_train,20261212,63,2-4-6-7,0.8788480758666992,0.6785730719566345,0.03980749845504761
Electricity,patchtst,canonical_train,20261212,64,2-5-6-7,0.9117110967636108,0.7026980519294739,0.059450846165418625
Electricity,patchtst,canonical_train,20261212,65,3-4-5-6,0.8941317200660706,0.6908249855041504,0.046564046293497086
Electricity,patchtst,canonical_train,20261212,66,3-4-5-7,0.9018226265907288,0.696458637714386,0.04864058271050453
Electricity,patchtst,canonical_train,20261212,67,3-4-6-7,0.9244176149368286,0.7139353156089783,0.06126364693045616
Electricity,patchtst,canonical_train,20261212,68,3-5-6-7,0.9564676284790039,0.7377492785453796,0.08234617859125137
Electricity,patchtst,canonical_train,20261212,69,4-5-6-7,0.9973569512367249,0.7671590447425842,0.1127212718129158
Electricity,patchtst,phase_aug_train,20261211,0,0-1-2-3,0.593776285648346,0.44566991925239563,0.05243225395679474
Electricity,patchtst,phase_aug_train,20261211,1,0-1-2-4,0.5774770975112915,0.43281176686286926,0.03912287577986717
Electricity,patchtst,phase_aug_train,20261211,2,0-1-2-5,0.5662937164306641,0.42420291900634766,0.028936900198459625
Electricity,patchtst,phase_aug_train,20261211,3,0-1-2-6,0.5597403645515442,0.4196532964706421,0.021274946630001068
Electricity,patchtst,phase_aug_train,20261211,4,0-1-2-7,0.5701953172683716,0.4301340579986572,0.023611843585968018
Electricity,patchtst,phase_aug_train,20261211,5,0-1-3-4,0.5644550323486328,0.4221027195453644,0.028169766068458557
Electricity,patchtst,phase_aug_train,20261211,6,0-1-3-5,0.5541782975196838,0.41414353251457214,0.019279003143310547
Electricity,patchtst,phase_aug_train,20261211,7,0-1-3-6,0.5484087467193604,0.4101974666118622,0.01263499166816473
Electricity,patchtst,phase_aug_train,20261211,8,0-1-3-7,0.5589315295219421,0.4208544194698334,0.014810759574174881
Electricity,patchtst,phase_aug_train,20261211,9,0-1-4-5,0.5431485772132874,0.4052521884441376,0.01295687910169363
Electricity,patchtst,phase_aug_train,20261211,10,0-1-4-6,0.5382537841796875,0.4019727408885956,0.007381028030067682
Electricity,patchtst,phase_aug_train,20261211,11,0-1-4-7,0.5489479899406433,0.412832111120224,0.009531323798000813
Electricity,patchtst,phase_aug_train,20261211,12,0-1-5-6,0.5339704751968384,0.39844992756843567,0.005393597763031721
Electricity,patchtst,phase_aug_train,20261211,13,0-1-5-7,0.5447483658790588,0.40959906578063965,0.007543335203081369
Electricity,patchtst,phase_aug_train,20261211,14,0-1-6-7,0.548130989074707,0.41263148188591003,0.010957621037960052
Electricity,patchtst,phase_aug_train,20261211,15,0-2-3-4,0.5510665774345398,0.410531610250473,0.02123153954744339
Electricity,patchtst,phase_aug_train,20261211,16,0-2-3-5,0.5415211319923401,0.4030708074569702,0.013407398015260696
Electricity,patchtst,phase_aug_train,20261211,17,0-2-3-6,0.5360969305038452,0.39938417077064514,0.007279623299837112
Electricity,patchtst,phase_aug_train,20261211,18,0-2-3-7,0.5458828210830688,0.40968871116638184,0.008391245268285275
Electricity,patchtst,phase_aug_train,20261211,19,0-2-4-5,0.5314376950263977,0.39483606815338135,0.00836942344903946
Electricity,patchtst,phase_aug_train,20261211,20,0-2-4-6,0.5269240736961365,0.39184296131134033,0.003309805877506733
Electricity,patchtst,phase_aug_train,20261211,21,0-2-4-7,0.5368534922599792,0.402275413274765,0.004395957570523024
Electricity,patchtst,phase_aug_train,20261211,22,0-2-5-6,0.5235675573348999,0.3889355957508087,0.0023889990989118814
Electricity,patchtst,phase_aug_train,20261211,23,0-2-5-7,0.5335589051246643,0.3996228277683258,0.0034745915327221155
Electricity,patchtst,phase_aug_train,20261211,24,0-2-6-7,0.5374925136566162,0.4030643701553345,0.007405112963169813
Electricity,patchtst,phase_aug_train,20261211,25,0-3-4-5,0.5258373618125916,0.3897193670272827,0.006365487817674875
Electricity,patchtst,phase_aug_train,20261211,26,0-3-4-6,0.5222507119178772,0.38737717270851135,0.002323815133422613
Electricity,patchtst,phase_aug_train,20261211,27,0-3-4-7,0.5321159362792969,0.3978661298751831,0.00324883870780468
Electricity,patchtst,phase_aug_train,20261211,28,0-3-5-6,0.5201106667518616,0.38539519906044006,0.0026982221752405167
Electricity,patchtst,phase_aug_train,20261211,29,0-3-5-7,0.530015230178833,0.39610806107521057,0.0036226867232471704
Electricity,patchtst,phase_aug_train,20261211,30,0-3-6-7,0.5349271893501282,0.4003518521785736,0.00857115164399147
Electricity,patchtst,phase_aug_train,20261211,31,0-4-5-6,0.5174470543861389,0.3827648162841797,0.005715661216527224
Electricity,patchtst,phase_aug_train,20261211,32,0-4-5-7,0.5273774266242981,0.3934681713581085,0.006614655256271362
Electricity,patchtst,phase_aug_train,20261211,33,0-4-6-7,0.5333161950111389,0.39855387806892395,0.012631281279027462
Electricity,patchtst,phase_aug_train,20261211,34,0-5-6-7,0.5376784801483154,0.4017007052898407,0.01990845799446106
Electricity,patchtst,phase_aug_train,20261211,35,1-2-3-4,0.5379620790481567,0.3989870250225067,0.01990845985710621
Electricity,patchtst,phase_aug_train,20261211,36,1-2-3-5,0.5286973714828491,0.39163222908973694,0.012631281279027462
Electricity,patchtst,phase_aug_train,20261211,37,1-2-3-6,0.5232464671134949,0.3878563642501831,0.006614655256271362
Electricity,patchtst,phase_aug_train,20261211,38,1-2-3-7,0.5313796997070312,0.3968030512332916,0.005715661216527224
Electricity,patchtst,phase_aug_train,20261211,39,1-2-4-5,0.5193069577217102,0.3838547468185425,0.00857115164399147
Electricity,patchtst,phase_aug_train,20261211,40,1-2-4-6,0.5147948861122131,0.380749374628067,0.0036226867232471704
Electricity,patchtst,phase_aug_train,20261211,41,1-2-4-7,0.5230352282524109,0.38978835940361023,0.0026982221752405167
Electricity,patchtst,phase_aug_train,20261211,42,1-2-5-6,0.5118933320045471,0.37816259264945984,0.0032488389406353235
Electricity,patchtst,phase_aug_train,20261211,43,1-2-5-7,0.5201790928840637,0.3873155415058136,0.002323815133422613
Electricity,patchtst,phase_aug_train,20261211,44,1-2-6-7,0.5243191123008728,0.39080384373664856,0.006365487817674875
Electricity,patchtst,phase_aug_train,20261211,45,1-3-4-5,0.5143894553184509,0.37924954295158386,0.007405112963169813
Electricity,patchtst,phase_aug_train,20261211,46,1-3-4-6,0.5108312368392944,0.37680160999298096,0.003474591998383403
Electricity,patchtst,phase_aug_train,20261211,47,1-3-4-7,0.5189792513847351,0.38577961921691895,0.0023889990989118814
Electricity,patchtst,phase_aug_train,20261211,48,1-3-5-6,0.50918048620224,0.3751486539840698,0.004395957570523024
Electricity,patchtst,phase_aug_train,20261211,49,1-3-5-7,0.5173540115356445,0.38425835967063904,0.003309805877506733
Electricity,patchtst,phase_aug_train,20261211,50,1-3-6-7,0.522491455078125,0.38857758045196533,0.00836942344903946
Electricity,patchtst,phase_aug_train,20261211,51,1-4-5-6,0.5074238181114197,0.3732069432735443,0.008391245268285275
Electricity,patchtst,phase_aug_train,20261211,52,1-4-5-7,0.5156005024909973,0.38222888112068176,0.007279622834175825
Electricity,patchtst,phase_aug_train,20261211,53,1-4-6-7,0.5217798352241516,0.3874213695526123,0.013407398015260696
Electricity,patchtst,phase_aug_train,20261211,54,1-5-6-7,0.5267572402954102,0.3911380469799042,0.02123153768479824
Electricity,patchtst,phase_aug_train,20261211,55,2-3-4-5,0.5100510716438293,0.3746652901172638,0.010957621037960052
Electricity,patchtst,phase_aug_train,20261211,56,2-3-4-6,0.5069717764854431,0.3725087344646454,0.007543335203081369
Electricity,patchtst,phase_aug_train,20261211,57,2-3-4-7,0.5141470432281494,0.3806537389755249,0.005393597763031721
Electricity,patchtst,phase_aug_train,20261211,58,2-3-5-6,0.5063627362251282,0.37166738510131836,0.009531323798000813
Electricity,patchtst,phase_aug_train,20261211,59,2-3-5-7,0.5135459899902344,0.37991663813591003,0.007381027098745108
Electricity,patchtst,phase_aug_train,20261211,60,2-3-6-7,0.5192185640335083,0.3846338093280792,0.01295687910169363
Electricity,patchtst,phase_aug_train,20261211,61,2-4-5-6,0.5058671236038208,0.37087127566337585,0.014810759574174881
Electricity,patchtst,phase_aug_train,20261211,62,2-4-5-7,0.5130324959754944,0.3788442611694336,0.01263499166816473
Electricity,patchtst,phase_aug_train,20261211,63,2-4-6-7,0.5197392702102661,0.38440969586372375,0.019279005005955696
Electricity,patchtst,phase_aug_train,20261211,64,2-5-6-7,0.5257514119148254,0.3890288770198822,0.028169766068458557
Electricity,patchtst,phase_aug_train,20261211,65,3-4-5-6,0.5106716156005859,0.3743010461330414,0.023611843585968018
Electricity,patchtst,phase_aug_train,20261211,66,3-4-5-7,0.5176148414611816,0.3818327486515045,0.021274946630001068
Electricity,patchtst,phase_aug_train,20261211,67,3-4-6-7,0.5252329707145691,0.3881087601184845,0.028936900198459625
Electricity,patchtst,phase_aug_train,20261211,68,3-5-6-7,0.5324007272720337,0.39378228783607483,0.03912287577986717
Electricity,patchtst,phase_aug_train,20261211,69,4-5-6-7,0.539424479007721,0.3992045819759369,0.05243225395679474
Electricity,patchtst,phase_aug_train,20261212,0,0-1-2-3,0.623255729675293,0.47827816009521484,0.03421082720160484
Electricity,patchtst,phase_aug_train,20261212,1,0-1-2-4,0.6293637752532959,0.4827662706375122,0.02475380152463913
Electricity,patchtst,phase_aug_train,20261212,2,0-1-2-5,0.6418744325637817,0.49285510182380676,0.018362971022725105
Electricity,patchtst,phase_aug_train,20261212,3,0-1-2-6,0.6512518525123596,0.5002828240394592,0.014817040413618088
Electricity,patchtst,phase_aug_train,20261212,4,0-1-2-7,0.6621635556221008,0.5085769295692444,0.015474854968488216
Electricity,patchtst,phase_aug_train,20261212,5,0-1-3-4,0.6348654627799988,0.4869108200073242,0.019041212275624275
Electricity,patchtst,phase_aug_train,20261212,6,0-1-3-5,0.6469406485557556,0.4966789782047272,0.012224532663822174
Electricity,patchtst,phase_aug_train,20261212,7,0-1-3-6,0.6562317609786987,0.5038881301879883,0.008660231716930866
Electricity,patchtst,phase_aug_train,20261212,8,0-1-3-7,0.6664890050888062,0.5118990540504456,0.008554044179618359
Electricity,patchtst,phase_aug_train,20261212,9,0-1-4-5,0.6577810049057007,0.5046891570091248,0.009260152466595173
Electricity,patchtst,phase_aug_train,20261212,10,0-1-4-6,0.6670228242874146,0.5117677450180054,0.005831539165228605
Electricity,patchtst,phase_aug_train,20261212,11,0-1-4-7,0.6770269274711609,0.5195592045783997,0.0056038107722997665
Electricity,patchtst,phase_aug_train,20261212,12,0-1-5-6,0.683169424533844,0.5243975520133972,0.005337694194167852
Electricity,patchtst,phase_aug_train,20261212,13,0-1-5-7,0.693247377872467,0.5321958661079407,0.005535569041967392
Electricity,patchtst,phase_aug_train,20261212,14,0-1-6-7,0.7065481543540955,0.5418616533279419,0.00848164688795805
Electricity,patchtst,phase_aug_train,20261212,15,0-2-3-4,0.6485866904258728,0.4986211955547333,0.01521886233240366
Electricity,patchtst,phase_aug_train,20261212,16,0-2-3-5,0.6605938076972961,0.5082454681396484,0.008643734268844128
Electricity,patchtst,phase_aug_train,20261212,17,0-2-3-6,0.669812023639679,0.5154180526733398,0.005235534161329269
Electricity,patchtst,phase_aug_train,20261212,18,0-2-3-7,0.6799677610397339,0.5234806537628174,0.005269763991236687
Electricity,patchtst,phase_aug_train,20261212,19,0-2-4-5,0.6710339188575745,0.5156999230384827,0.005437884945422411
Electricity,patchtst,phase_aug_train,20261212,20,0-2-4-6,0.6802103519439697,0.5227320194244385,0.002165371784940362
Electricity,patchtst,phase_aug_train,20261212,21,0-2-4-7,0.6901249885559082,0.5306273102760315,0.0020780598279088736
Electricity,patchtst,phase_aug_train,20261212,22,0-2-5-6,0.6962245106697083,0.5351019501686096,0.0019130768487229943
Electricity,patchtst,phase_aug_train,20261212,23,0-2-5-7,0.7062156200408936,0.5430344939231873,0.002251369645819068
Electricity,patchtst,phase_aug_train,20261212,24,0-2-6-7,0.7193850874900818,0.5525670647621155,0.005353545304387808
Electricity,patchtst,phase_aug_train,20261212,25,0-3-4-5,0.6810474395751953,0.5229136347770691,0.006309103686362505
Electricity,patchtst,phase_aug_train,20261212,26,0-3-4-6,0.6900774836540222,0.5298199653625488,0.0030182201880961657
Electricity,patchtst,phase_aug_train,20261212,27,0-3-4-7,0.699306309223175,0.5373432636260986,0.002166907535865903
Electricity,patchtst,phase_aug_train,20261212,28,0-3-5-6,0.7055661082267761,0.5417275428771973,0.00234007416293025
Electricity,patchtst,phase_aug_train,20261212,29,0-3-5-7,0.714892566204071,0.5493062138557434,0.0019143661484122276
Electricity,patchtst,phase_aug_train,20261212,30,0-3-6-7,0.7278925180435181,0.5586046576499939,0.0049981726333498955
Electricity,patchtst,phase_aug_train,20261212,31,0-4-5-6,0.7199680805206299,0.5520580410957336,0.005762562155723572
Electricity,patchtst,phase_aug_train,20261212,32,0-4-5-7,0.7290270924568176,0.5593745112419128,0.005215312819927931
Electricity,patchtst,phase_aug_train,20261212,33,0-4-6-7,0.7418708205223083,0.5684917569160461,0.008434804156422615
Electricity,patchtst,phase_aug_train,20261212,34,0-5-6-7,0.7607478499412537,0.5826571583747864,0.014505100436508656
Electricity,patchtst,phase_aug_train,20261212,35,1-2-3-4,0.663310706615448,0.509938657283783,0.014505100436508656
Electricity,patchtst,phase_aug_train,20261212,36,1-2-3-5,0.6754298806190491,0.5196120142936707,0.008434804156422615
Electricity,patchtst,phase_aug_train,20261212,37,1-2-3-6,0.6845861077308655,0.5268653035163879,0.005215312819927931
Electricity,patchtst,phase_aug_train,20261212,38,1-2-3-7,0.6948950886726379,0.5350139737129211,0.005762562155723572
Electricity,patchtst,phase_aug_train,20261212,39,1-2-4-5,0.6854757070541382,0.5267531871795654,0.004998172167688608
Electricity,patchtst,phase_aug_train,20261212,40,1-2-4-6,0.6945972442626953,0.5338912606239319,0.0019143661484122276
Electricity,patchtst,phase_aug_train,20261212,41,1-2-4-7,0.7046735286712646,0.5418918132781982,0.00234007416293025
Electricity,patchtst,phase_aug_train,20261212,42,1-2-5-6,0.7106424570083618,0.5462707877159119,0.002166907535865903
Electricity,patchtst,phase_aug_train,20261212,43,1-2-5-7,0.7207896709442139,0.5543071627616882,0.0030182201880961657
Electricity,patchtst,phase_aug_train,20261212,44,1-2-6-7,0.7338261008262634,0.563847541809082,0.006309103220701218
Electricity,patchtst,phase_aug_train,20261212,45,1-3-4-5,0.6949102282524109,0.5335996747016907,0.005353545770049095
Electricity,patchtst,phase_aug_train,20261212,46,1-3-4-6,0.7038964629173279,0.5405811667442322,0.002251369645819068
Electricity,patchtst,phase_aug_train,20261212,47,1-3-4-7,0.713306188583374,0.5482492446899414,0.0019130768487229943
Electricity,patchtst,phase_aug_train,20261212,48,1-3-5-6,0.7194384932518005,0.5525273680686951,0.002078060060739517
Electricity,patchtst,phase_aug_train,20261212,49,1-3-5-7,0.7289394736289978,0.5602548122406006,0.0021653715521097183
Electricity,patchtst,phase_aug_train,20261212,50,1-3-6-7,0.7418203353881836,0.5696020722389221,0.005437885876744986
Electricity,patchtst,phase_aug_train,20261212,51,1-4-5-6,0.7334108352661133,0.5623601078987122,0.005269763525575399
Electricity,patchtst,phase_aug_train,20261212,52,1-4-5-7,0.7426512837409973,0.5699090957641602,0.005235534161329269
Electricity,patchtst,phase_aug_train,20261212,53,1-4-6-7,0.7553882002830505,0.5790833830833435,0.008643734268844128
Electricity,patchtst,phase_aug_train,20261212,54,1-5-6-7,0.7742617130279541,0.5932443141937256,0.01521886233240366
Electricity,patchtst,phase_aug_train,20261212,55,2-3-4-5,0.712363064289093,0.5484197735786438,0.00848164688795805
Electricity,patchtst,phase_aug_train,20261212,56,2-3-4-6,0.7212401032447815,0.5553738474845886,0.005535569041967392
Electricity,patchtst,phase_aug_train,20261212,57,2-3-4-7,0.7305224537849426,0.5630590915679932,0.005337694194167852
Electricity,patchtst,phase_aug_train,20261212,58,2-3-5-6,0.7365800142288208,0.5671089291572571,0.0056038107722997665
Electricity,patchtst,phase_aug_train,20261212,59,2-3-5-7,0.7459568977355957,0.5748893618583679,0.005831538233906031
Electricity,patchtst,phase_aug_train,20261212,60,2-3-6-7,0.7586517930030823,0.5841092467308044,0.009260152466595173
Electricity,patchtst,phase_aug_train,20261212,61,2-4-5-6,0.7500723600387573,0.5764142274856567,0.008554044179618359
Electricity,patchtst,phase_aug_train,20261212,62,2-4-5-7,0.7592024803161621,0.5840513110160828,0.008660231716930866
Electricity,patchtst,phase_aug_train,20261212,63,2-4-6-7,0.7717674374580383,0.5930902361869812,0.012224532663822174
Electricity,patchtst,phase_aug_train,20261212,64,2-5-6-7,0.7904026508331299,0.6069713830947876,0.019041212275624275
Electricity,patchtst,phase_aug_train,20261212,65,3-4-5-6,0.7630185484886169,0.5856594443321228,0.015474854968488216
Electricity,patchtst,phase_aug_train,20261212,66,3-4-5-7,0.7715006470680237,0.5929388999938965,0.014817040413618088
Electricity,patchtst,phase_aug_train,20261212,67,3-4-6-7,0.7838566899299622,0.6018253564834595,0.018362971022725105
Electricity,patchtst,phase_aug_train,20261212,68,3-5-6-7,0.801945686340332,0.6152418255805969,0.02475380152463913
Electricity,patchtst,phase_aug_train,20261212,69,4-5-6-7,0.8183410167694092,0.6266552209854126,0.03421082720160484
JenaWeather,moment,canonical_train,20261211,0,0-1-2-3,0.4507412612438202,0.27075424790382385,0.0066983518190681934
JenaWeather,moment,canonical_train,20261211,1,0-1-2-4,0.4508839249610901,0.27031466364860535,0.00484419334679842
JenaWeather,moment,canonical_train,20261211,2,0-1-2-5,0.45163077116012573,0.2706303596496582,0.0035556117072701454
JenaWeather,moment,canonical_train,20261211,3,0-1-2-6,0.4529949724674225,0.27190688252449036,0.0029245608020573854
JenaWeather,moment,canonical_train,20261211,4,0-1-2-7,0.45398780703544617,0.2726239860057831,0.0029914851766079664
JenaWeather,moment,canonical_train,20261211,5,0-1-3-4,0.45229703187942505,0.27091988921165466,0.0035059910733252764
JenaWeather,moment,canonical_train,20261211,6,0-1-3-5,0.45311781764030457,0.27126097679138184,0.0022865247447043657
JenaWeather,moment,canonical_train,20261211,7,0-1-3-6,0.45450636744499207,0.2725237011909485,0.001681700930930674
JenaWeather,moment,canonical_train,20261211,8,0-1-3-7,0.45546048879623413,0.2732035219669342,0.001716341357678175
JenaWeather,moment,canonical_train,20261211,9,0-1-4-5,0.45457300543785095,0.2717615067958832,0.0016245945589616895
JenaWeather,moment,canonical_train,20261211,10,0-1-4-6,0.455990195274353,0.27304908633232117,0.001049863058142364
JenaWeather,moment,canonical_train,20261211,11,0-1-4-7,0.4569859802722931,0.2737508714199066,0.0011254866840317845
JenaWeather,moment,canonical_train,20261211,12,0-1-5-6,0.45808926224708557,0.2743150293827057,0.0010059640044346452
JenaWeather,moment,canonical_train,20261211,13,0-1-5-7,0.4591006338596344,0.2750764489173889,0.0011000364320352674
JenaWeather,moment,canonical_train,20261211,14,0-1-6-7,0.46181216835975647,0.27718958258628845,0.0017319830367341638
JenaWeather,moment,canonical_train,20261211,15,0-2-3-4,0.4550456404685974,0.2730778455734253,0.0029501633252948523
JenaWeather,moment,canonical_train,20261211,16,0-2-3-5,0.4558671712875366,0.2733704745769501,0.0017358803888782859
JenaWeather,moment,canonical_train,20261211,17,0-2-3-6,0.4571986198425293,0.27458634972572327,0.0010864129289984703
JenaWeather,moment,canonical_train,20261211,18,0-2-3-7,0.4580913484096527,0.27520516514778137,0.001069958321750164
JenaWeather,moment,canonical_train,20261211,19,0-2-4-5,0.457345575094223,0.27387937903404236,0.0011031621834263206
JenaWeather,moment,canonical_train,20261211,20,0-2-4-6,0.4587055444717407,0.27511247992515564,0.0004837870073970407
JenaWeather,moment,canonical_train,20261211,21,0-2-4-7,0.45963990688323975,0.2757594883441925,0.0005083154537715018
JenaWeather,moment,canonical_train,20261211,22,0-2-5-6,0.46079787611961365,0.2763080894947052,0.00044507175334729254
JenaWeather,moment,canonical_train,20261211,23,0-2-5-7,0.4617479741573334,0.2770181894302368,0.0004880491178482771
JenaWeather,moment,canonical_train,20261211,24,0-2-6-7,0.46439599990844727,0.2790791690349579,0.001075351727195084
JenaWeather,moment,canonical_train,20261211,25,0-3-4-5,0.4601261019706726,0.27540552616119385,0.0010397372534498572
JenaWeather,moment,canonical_train,20261211,26,0-3-4-6,0.46150630712509155,0.27662184834480286,0.0004465885285753757
JenaWeather,moment,canonical_train,20261211,27,0-3-4-7,0.46240007877349854,0.27724647521972656,0.00043883363832719624
JenaWeather,moment,canonical_train,20261211,28,0-3-5-6,0.46366047859191895,0.27783629298210144,0.0004769887018483132
JenaWeather,moment,canonical_train,20261211,29,0-3-5-7,0.46456998586654663,0.2785203754901886,0.0004876826424151659
JenaWeather,moment,canonical_train,20261211,30,0-3-6-7,0.4672301113605499,0.28055962920188904,0.0011012119939550757
JenaWeather,moment,canonical_train,20261211,31,0-4-5-6,0.4664262533187866,0.27927127480506897,0.0010665914742276073
JenaWeather,moment,canonical_train,20261211,32,0-4-5-7,0.4673742353916168,0.27996620535850525,0.001118268701247871
JenaWeather,moment,canonical_train,20261211,33,0-4-6-7,0.47005048394203186,0.2820076644420624,0.0017618900164961815
JenaWeather,moment,canonical_train,20261211,34,0-5-6-7,0.4734284281730652,0.2841607630252838,0.0029863070230931044
JenaWeather,moment,canonical_train,20261211,35,1-2-3-4,0.4592893719673157,0.27624207735061646,0.002986307255923748
JenaWeather,moment,canonical_train,20261211,36,1-2-3-5,0.46009230613708496,0.27642586827278137,0.0017618901329115033
JenaWeather,moment,canonical_train,20261211,37,1-2-3-6,0.4614178240299225,0.27760210633277893,0.001118268701247871
JenaWeather,moment,canonical_train,20261211,38,1-2-3-7,0.46226435899734497,0.27820250391960144,0.001066591590642929
JenaWeather,moment,canonical_train,20261211,39,1-2-4-5,0.4615268409252167,0.2768518626689911,0.001101211877539754
JenaWeather,moment,canonical_train,20261211,40,1-2-4-6,0.46288084983825684,0.27804821729660034,0.0004876826424151659
JenaWeather,moment,canonical_train,20261211,41,1-2-4-7,0.463768869638443,0.27866673469543457,0.0004769887018483132
JenaWeather,moment,canonical_train,20261211,42,1-2-5-6,0.46494343876838684,0.27911579608917236,0.00043883363832719624
JenaWeather,moment,canonical_train,20261211,43,1-2-5-7,0.46584728360176086,0.27978986501693726,0.0004465885285753757
JenaWeather,moment,canonical_train,20261211,44,1-2-6-7,0.46847838163375854,0.28181540966033936,0.0010397371370345354
JenaWeather,moment,canonical_train,20261211,45,1-3-4-5,0.4643227458000183,0.27837035059928894,0.001075351727195084
JenaWeather,moment,canonical_train,20261211,46,1-3-4-6,0.4656968116760254,0.27956363558769226,0.0004880491178482771
JenaWeather,moment,canonical_train,20261211,47,1-3-4-7,0.4665448069572449,0.2801646590232849,0.00044507175334729254
JenaWeather,moment,canonical_train,20261211,48,1-3-5-6,0.46782082319259644,0.28066059947013855,0.0005083154537715018
JenaWeather,moment,canonical_train,20261211,49,1-3-5-7,0.46868476271629333,0.28131332993507385,0.0004837870365008712
JenaWeather,moment,canonical_train,20261211,50,1-3-6-7,0.4713278114795685,0.28331324458122253,0.0011031621834263206
JenaWeather,moment,canonical_train,20261211,51,1-4-5-6,0.47053247690200806,0.28198954463005066,0.0010699582053348422
JenaWeather,moment,canonical_train,20261211,52,1-4-5-7,0.4714348614215851,0.28266486525535583,0.0010864130454137921
JenaWeather,moment,canonical_train,20261211,53,1-4-6-7,0.47409433126449585,0.2846742570400238,0.0017358803888782859
JenaWeather,moment,canonical_train,20261211,54,1-5-6-7,0.47743305563926697,0.28668412566185,0.0029501633252948523
JenaWeather,moment,canonical_train,20261211,55,2-3-4-5,0.46829700469970703,0.2814364731311798,0.0017319830367341638
JenaWeather,moment,canonical_train,20261211,56,2-3-4-6,0.46961185336112976,0.2825678288936615,0.0011000364320352674
JenaWeather,moment,canonical_train,20261211,57,2-3-4-7,0.470398485660553,0.28311416506767273,0.0010059640044346452
JenaWeather,moment,canonical_train,20261211,58,2-3-5-6,0.4717237949371338,0.2836010158061981,0.0011254866840317845
JenaWeather,moment,canonical_train,20261211,59,2-3-5-7,0.4725264608860016,0.2841956615447998,0.001049863058142364
JenaWeather,moment,canonical_train,20261211,60,2-3-6-7,0.47510114312171936,0.2861168086528778,0.0016245944425463676
JenaWeather,moment,canonical_train,20261211,61,2-4-5-6,0.47444388270378113,0.28493037819862366,0.001716341357678175
JenaWeather,moment,canonical_train,20261211,62,2-4-5-7,0.4752851128578186,0.2855423390865326,0.001681700930930674
JenaWeather,moment,canonical_train,20261211,63,2-4-6-7,0.4778764545917511,0.2874777615070343,0.0022865247447043657
JenaWeather,moment,canonical_train,20261211,64,2-5-6-7,0.48119431734085083,0.28940773010253906,0.0035059910733252764
JenaWeather,moment,canonical_train,20261211,65,3-4-5-6,0.4785255193710327,0.2873375713825226,0.0029914851766079664
JenaWeather,moment,canonical_train,20261211,66,3-4-5-7,0.4793258309364319,0.2879253327846527,0.0029245608020573854
JenaWeather,moment,canonical_train,20261211,67,3-4-6-7,0.4819226562976837,0.2898310720920563,0.0035556117072701454
JenaWeather,moment,canonical_train,20261211,68,3-5-6-7,0.48528409004211426,0.29177942872047424,0.00484419334679842
JenaWeather,moment,canonical_train,20261211,69,4-5-6-7,0.4892214238643646,0.293965607881546,0.0066983518190681934
JenaWeather,moment,canonical_train,20261212,0,0-1-2-3,0.44726988673210144,0.2684507668018341,0.006626839283853769
JenaWeather,moment,canonical_train,20261212,1,0-1-2-4,0.4467852711677551,0.2672768533229828,0.0046923160552978516
JenaWeather,moment,canonical_train,20261212,2,0-1-2-5,0.4475148916244507,0.2674202024936676,0.0034600335638970137
JenaWeather,moment,canonical_train,20261212,3,0-1-2-6,0.4488361179828644,0.26858803629875183,0.0029227316845208406
JenaWeather,moment,canonical_train,20261212,4,0-1-2-7,0.4497908055782318,0.2693171203136444,0.0030010889749974012
JenaWeather,moment,canonical_train,20261212,5,0-1-3-4,0.4479004442691803,0.26752328872680664,0.0034623146057128906
JenaWeather,moment,canonical_train,20261212,6,0-1-3-5,0.4486551880836487,0.267689973115921,0.002254253253340721
JenaWeather,moment,canonical_train,20261212,7,0-1-3-6,0.4499516785144806,0.2688255310058594,0.0016976952319964767
JenaWeather,moment,canonical_train,20261212,8,0-1-3-7,0.4508730173110962,0.26954784989356995,0.0017480485839769244
JenaWeather,moment,canonical_train,20261212,9,0-1-4-5,0.4497370719909668,0.26775744557380676,0.001724902424030006
JenaWeather,moment,canonical_train,20261212,10,0-1-4-6,0.4509935677051544,0.2688903510570526,0.0011350414715707302
